"region_id",C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_CF_T,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_CF_T
"1RNSW",1422,1388,663,332,3805,94885,107358,47786,17935,267964
"1GSYD",2654,2760,1346,682,7442,201573,237375,92152,32786,563886
"19799",0,0,0,0,0,0,0,3,0,3
