"region_id",C01_CFNC_BF_N,C01_CFNC_BF_1_199,C01_CFNC_BF_200_399,C01_CFNC_BF_400_599,C01_CFNC_BF_600_799,C01_CFNC_BF_800_999,C01_CFNC_BF_1000_1499,C01_CFNC_BF_1500_1999,C01_CFNC_BF_2000_2499,C01_CFNC_BF_2500_2999,C01_CFNC_BF_3000m,C01_CFNC_BF_Ns,C01_CFNC_BF_T,C01_CFNC_BPT_N,C01_CFNC_BPT_1_199,C01_CFNC_BPT_200_399,C01_CFNC_BPT_400_599,C01_CFNC_BPT_600_799,C01_CFNC_BPT_800_999,C01_CFNC_BPT_1000_1499,C01_CFNC_BPT_1500_1999,C01_CFNC_BPT_2000_2499,C01_CFNC_BPT_2500_2999,C01_CFNC_BPT_3000M,C01_CFNC_BPT_Ns,C01_CFNC_BPT_T,C01_CFNC_1F1P_Ne_Ni,C01_CFNC_1F1P_1_199,C01_CFNC_1F1P_200_399,C01_CFNC_1F1P_400_599,C01_CFNC_1F1P_600_799,C01_CFNC_1F1P_800_999,C01_CFNC_1F1P_1000_1499,C01_CFNC_1F1P_1500_1999,C01_CFNC_1F1P_2000_2499,C01_CFNC_1F1P_2500_2999,C01_CFNC_1F1P_3000m,C01_CFNC_1F1P_Ns,C01_CFNC_1F1P_T,C01_CFNC_1E1A_Ni,C01_CFNC_1E1A_1_199,C01_CFNC_1E1A_200_399,C01_CFNC_1E1A_400_599,C01_CFNC_1E1A_600_799,C01_CFNC_1E1A_800_999,C01_CFNC_1E1A_1000_1499,C01_CFNC_1E1A_1500_1999,C01_CFNC_1E1A_2000_2499,C01_CFNC_1E1A_2500_2999,C01_CFNC_1E1A_3000m,C01_CFNC_1E1A_Ns,C01_CFNC_1E1A_T,C01_CFNC_1F1NW_N,C01_CFNC_1F1NW_1_199,C01_CFNC_1F1NW_200_399,C01_CFNC_1F1NW_400_599,C01_CFNC_1F1NW_600_799,C01_CFNC_1F1NW_800_999,C01_CFNC_1F1NW_1000_1499,C01_CFNC_1F1NW_1500_1999,C01_CFNC_1F1NW_2000_2499,C01_CFNC_1F1NW_2500_2999,C01_CFNC_1F1NW_3000m,C01_CFNC_1F1NW_Ns,C01_CFNC_1F1NW_T,C01_CFNC_1P1NW_N,C01_CFNC_1P1NW_1_199,C01_CFNC_1P1NW_200_399,C01_CFNC_1P1NW_400_599,C01_CFNC_1P1NW_600_799,C01_CFNC_1P1NW_800_999,C01_CFNC_1P1NW_1000_1499,C01_CFNC_1P1NW_1500_1999,C01_CFNC_1P1NW_2000_2499,C01_CFNC_1P1NW_2500_2999,C01_CFNC_1P1NW_3000M,C01_CFNC_1P1NW_Ns,C01_CFNC_1P1NW_T,C01_CFNC_1A1NW_N,C01_CFNC_1A1NW_1_199,C01_CFNC_1A1NW_200_399,C01_CFNC_1A1NW_400_599,C01_CFNC_1A1NW_600_799,C01_CFNC_1A1NW_800_999,C01_CFNC_1A1NW_1000_1499,C01_CFNC_1A1NW_1500_1999,C01_CFNC_1A1NW_2000_2499,C01_CFNC_1A1NW_2500_2999,C01_CFNC_1A1NW_3000_mr,C01_CFNC_1A1NW_Ns,C01_CFNC_1A1NW_T,C01_CFNC_BA_N,C01_CFNC_BA_1_199,C01_CFNC_BA_200_399,C01_CFNC_BA_400_599,C01_CFNC_BA_600_799,C01_CFNC_BA_800_999,C01_CFNC_BA_1000_1499,C01_CFNC_BA_1500_1999,C01_CFNC_BA_2000_2499,C01_CFNC_BA_2500_2999,C01_CFNC_BA_3000_mr,C01_CFNC_BA_Ns,C01_CFNC_BA_T,C01_CFNC_BNW_N,C01_CFNC_BNW_1_199,C01_CFNC_BNW_200_399,C01_CFNC_BNW_400_599,C01_CFNC_BNW_600_799,C01_CFNC_BNW_800_999,C01_CFNC_BNW_1000_1499,C01_CFNC_BNW_1500_1999,C01_CFNC_BNW_2000_2499,C01_CFNC_BNW_2500_2999,C01_CFNC_BNW_3000m,C01_CFNC_BNW_Ns,C01_CFNC_BNW_T,C01_CFNC_LFns_N,C01_CFNC_LFns_1_199,C01_CFNC_LFns_200_399,C01_CFNC_LFns_400_599,C01_CFNC_LFns_600_799,C01_CFNC_LFns_800_999,C01_CFNC_LFns_1000_1499,C01_CFNC_LFns_1500_1999,C01_CFNC_LFns_2000_2499,C01_CFNC_LFns_2500_2999,C01_CFNC_LFns_3000m,C01_CFNC_LFns_Ns,C01_CFNC_LFns_T,C01_CFNC_T_N,C01_CFNC_T_1_199,C01_CFNC_T_200_399,C01_CFNC_T_400_599,C01_CFNC_T_600_799,C01_CFNC_T_800_999,C01_CFNC_T_1000_1499,C01_CFNC_T_1500_1999,C01_CFNC_T_2000_2499,C01_CFNC_T_2500_2999,C01_CFNC_T_3000_m,C01_CFNC_T_Ns,C01_CFNC_T_T,C01_CF_BFT_N,C01_CF_BFT_1_199,C01_CF_BFT_200_399,C01_CF_BFT_400_599,C01_CF_BFT_600_799,C01_CF_BFT_800_999,C01_CF_BFT_1000_1499,C01_CF_BFT_1500_1999,C01_CF_BFT_2000_2499,C01_CF_BFT_2500_2999,C01_CF_BFT_3000m,C01_CF_BFT_Ns,C01_CF_BFT_Tot,C01_CF_BPT_N,C01_CF_BPT_1_199,C01_CF_BPT_200_399,C01_CF_BPT_400_599,C01_CF_BPT_600_799,C01_CF_BPT_800_999,C01_CF_BPT_1000_1499,C01_CF_BPT_1500_1999,C01_CF_BPT_2000_2499,C01_CF_BPT_2500_2999,C01_CF_BPT_3000m,C01_CF_BPT_Ns,C01_CF_BPT_T,C01_CF_1F1P_N,C01_CF_1F1P_1_199,C01_CF_1F1P_200_399,C01_CF_1F1P_400_599,C01_CF_1F1P_600_799,C01_CF_1F1P_800_999,C01_CF_1F1P_1000_1499,C01_CF_1F1P_1500_1999,C01_CF_1F1P_2000_2499,C01_CF_1F1P_2500_2999,C01_CF_1F1P_3000m,C01_CF_1F1P_Ns,C01_CF_1F1P_T,C01_CF_1E1A_N,C01_CF_1E1A_1_199,C01_CF_1E1A_200_399,C01_CF_1E1A_400_599,C01_CF_1E1A_600_799,C01_CF_1E1A_800_999,C01_CF_1E1A_1000_1499,C01_CF_1E1A_1500_1999,C01_CF_1E1A_2000_2499,C01_CF_1E1A_2500_2999,C01_CF_1E1A_3000_mr,C01_CF_1E1A_Ns,C01_CF_1E1A_T,C01_CF_1F1NW_N,C01_CF_1F1NW_1_199,C01_CF_1F1NW_200_399,C01_CF_1F1NW_400_599,C01_CF_1F1NW_600_799
"1RNSW",444,208,1020,1836,3136,5054,13829,9478,4505,1401,741,1099,42751,48,60,683,1574,1534,1125,1270,576,290,61,83,191,7495,96,68,537,1820,4409,4828,8459,3567,1635,397,206,635,26657,39,15,173,454,703,712,1529,900,420,118,51,307,5421,105,108,906,3937,4764,3330,4200,1789,475,100,71,1835,21620,34,233,2665,4125,2013,980,924,376,150,37,28,544,12109,31,44,455,669,631,380,459,177,55,9,14,379,3303,69,33,239,249,295,310,556,365,173,50,54,326,2719,969,1215,48565,27688,14543,4612,3327,987,430,93,207,5327,107963,28,25,1556,668,413,150,102,35,13,4,13,12276,15283,1863,2009,56799,43020,32441,21481,34655,18250,8146,2270,1468,22919,245321,203,168,578,1517,2436,3847,13145,11552,7023,2459,1552,6488,50968,25,41,327,1200,1691,1385,2257,1017,415,116,108,914,9496,90,91,538,2365,6926,10096,24456,12674,5889,1627,797,6520,72069,22,25,145,527,1110,1319,3387,2016,1117,310,158,1407,11543,81,126,833,5029,11244
"1GSYD",96,41,198,589,1894,4836,21579,26784,17819,12594,6000,1741,94171,25,33,413,1334,1446,1324,2106,1194,758,326,222,233,9414,25,29,170,928,3121,4661,11543,7465,5121,1977,772,787,36599,7,12,96,287,591,793,2211,1974,1273,724,281,523,8772,73,92,660,4345,6120,5069,7417,5405,1700,715,404,2503,34503,36,248,1971,3544,2400,1494,1961,879,508,213,167,726,14147,25,32,330,657,609,465,594,394,145,58,48,451,3808,15,18,124,155,247,303,776,750,509,360,185,341,3783,2656,1660,42892,24948,13914,5662,5703,2464,1319,480,633,5504,107835,59,27,1297,660,430,161,172,72,41,13,22,16094,19048,3017,2192,48151,37447,30772,24768,54062,47381,29193,17460,8734,28903,332080,109,54,253,897,2187,4785,20522,24925,18887,11713,10542,13008,107882,23,29,232,1008,1641,1665,3684,2477,1455,633,582,1693,15122,65,69,307,1606,5481,9838,33725,26885,21434,8823,5353,11727,125313,23,19,106,426,936,1649,4800,4443,3197,1655,1055,2638,20947,103,177,1374,7841,14204
"19799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
