"region_id",C01_OS_visit_Divorc_F,C01_OS_visito_Widow_M,C01_OS_visito_Widow_F,C01_OS_vis_Nvr_marr_M,C01_OS_vis_Nvr_marr_F,C01_OS_vis_T_M,C01_OS_vis_T_F,C01_OS_vis_T_P,C01_T_Married_M,C01_T_Married_F,C01_Tot_Sep_M,C01_Tot_Sep_F,C01_Tot_Div_M,C01_Tot_Div_F,C01_Tot_Wid_M,C01_Tot_Wid_F,C01_Tot_nver_marrie_M,C01_Tot_nver_marrie_F,C01_Tot_T_M,C01_Tot_T_F,C01_Tot_T_P,C06_15_19_Married_M,C06_15_19_Married_F,C06_15_19_Sep_M,C06_15_19_Sep_F,C06_15_19_Div_M,C06_15_19_Div_F,C06_15_19_Wid_M,C06_15_19_Wid_F,C06_15_19_Nvr_marrd_M,C06_15_19_Nvr_marrd_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Married_M,C06_20_24_Married_F,C06_20_24_Sep_M,C06_20_24_Sep_F,C06_20_24_Div_M,C06_20_24_Div_F,C06_20_24_Wid_M,C06_20_24_Wid_F,C06_20_24_Nvr_marrd_M,C06_20_24_Nvr_marrd_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Married_M,C06_25_29_Married_F,C06_25_29_Sep_M,C06_25_29_Sep_F,C06_25_29_Div_M,C06_25_29_Div_F,C06_25_29_Wid_M,C06_25_29_Wid_F,C06_25_29_Nvr_marrd_M,C06_25_29_Nvr_marrd_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Married_M,C06_30_34_Married_F,C06_30_34_Sep_M,C06_30_34_Sep_F,C06_30_34_Div_M,C06_30_34_Div_F,C06_30_34_Wid_M,C06_30_34_Wid_F,C06_30_34_Nvr_marrd_M,C06_30_34_Nvr_marrd_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Married_M,C06_35_39_Married_F,C06_35_39_Sep_M,C06_35_39_Sep_F,C06_35_39_Div_M,C06_35_39_Div_F,C06_35_39_Wid_M,C06_35_39_Wid_F,C06_35_39_Nvr_marrd_M,C06_35_39_Nvr_marrd_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Married_M,C06_40_44_Married_F,C06_40_44_Sep_M,C06_40_44_Sep_F,C06_40_44_Div_M,C06_40_44_Div_F,C06_40_44_Wid_M,C06_40_44_Wid_F,C06_40_44_Nvr_marrd_M,C06_40_44_Nvr_marrd_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Married_M,C06_45_49_Married_F,C06_45_49_Sep_M,C06_45_49_Sep_F,C06_45_49_Div_M,C06_45_49_Div_F,C06_45_49_Wid_M,C06_45_49_Wid_F,C06_45_49_Nvr_marrd_M,C06_45_49_Nvr_marrd_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Married_M,C06_50_54_Married_F,C06_50_54_Sep_M,C06_50_54_Sep_F,C06_50_54_Div_M,C06_50_54_Div_F,C06_50_54_Wid_M,C06_50_54_Wid_F,C06_50_54_Nvr_marrd_M,C06_50_54_Nvr_marrd_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Married_M,C06_55_59_Married_F,C06_55_59_Sep_M,C06_55_59_Sep_F,C06_55_59_Div_M,C06_55_59_Div_F,C06_55_59_Wid_M,C06_55_59_Wid_F,C06_55_59_Nvr_marrd_M,C06_55_59_Nvr_marrd_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Married_M,C06_60_64_Married_F,C06_60_64_Sep_M,C06_60_64_Sep_F,C06_60_64_Div_M,C06_60_64_Div_F,C06_60_64_Wid_M,C06_60_64_Wid_F,C06_60_64_Nvr_marrd_M,C06_60_64_Nvr_marrd_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Married_M,C06_65_69_Married_F,C06_65_69_Sep_M,C06_65_69_Sep_F,C06_65_69_Div_M,C06_65_69_Div_F,C06_65_69_Wid_M,C06_65_69_Wid_F,C06_65_69_Nvr_marrd_M,C06_65_69_Nvr_marrd_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Married_M,C06_70_74_Married_F,C06_70_74_Sep_M,C06_70_74_Sep_F,C06_70_74_Div_M,C06_70_74_Div_F,C06_70_74_Wid_M,C06_70_74_Wid_F,C06_70_74_Nvr_marrd_M,C06_70_74_Nvr_marrd_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Married_M,C06_75_79_Married_F,C06_75_79_Sep_M,C06_75_79_Sep_F,C06_75_79_Div_M,C06_75_79_Div_F,C06_75_79_Wid_M,C06_75_79_Wid_F,C06_75_79_Nvr_marrd_M,C06_75_79_Nvr_marrd_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Married_M,C06_80_84_Married_F,C06_80_84_Sep_M,C06_80_84_Sep_F,C06_80_84_Div_M,C06_80_84_Div_F,C06_80_84_Wid_M,C06_80_84_Wid_F,C06_80_84_Nvr_marrd_M,C06_80_84_Nvr_marrd_F
"1RNSW",274,89,285,2703,3217,4550,5296,9846,491101,489110,31131,35201,65786,77926,28208,107172,295879,235631,912105,945040,1857145,185,284,53,57,88,57,55,76,86002,80744,86383,81218,167601,2926,6134,210,498,116,192,56,109,65858,58695,69166,65628,134794,15603,22686,849,1636,625,1231,72,143,43050,34822,60199,60518,120717,33431,40689,1947,3188,2461,4211,93,263,30837,23932,68769,72283,141052,43461,49657,3004,4501,5192,7909,142,627,23837,18124,75636,80818,156454,50544,55085,3939,5352,8312,11945,361,1058,20252,14075,83408,87515,170923,55886,58212,4654,5596,11652,14903,606,1776,15673,10512,88471,90999,179470,54524,55240,4387,4339,12637,14302,865,2843,10665,6469,83078,83193,166271,56644,54468,3880,3399,12097,13036,1497,4624,6960,3922,81078,79449,160527,48801,46040,2583,2303,8976,9420,1982,7023,4669,2458,67011,67244,134255,41416,37281,1985,1485,6443,6356,2872,10280,3488,1920,56204,57322,113526,34290,28424,1386,982,4053,4013,3864,14450,2799,1608,46392,49477,95869,28046,20438,899,595,2614,2629,5323,19959,2184,1410,39066,45031,84097,16881,10780,430,285,1193,1465,5508,21396,1180,1161
"1GSYD",1021,348,1583,10930,11758,21072,23370,44442,809767,811698,44980,56332,91974,128252,36252,153259,572328,488789,1555301,1638330,3193631,320,1019,65,87,69,72,39,75,138401,131458,138894,132711,271605,6529,16233,353,1004,231,487,71,139,141414,130125,148598,147988,296586,37718,56915,1645,3348,1429,3025,110,248,108723,89324,149625,152860,302485,79384,95214,3541,5779,4979,8383,158,494,70553,55934,158615,165804,324419,94857,104989,4821,7454,9134,14200,227,860,45722,34737,154761,162240,317001,101886,104642,5772,8143,12829,18318,477,1617,32878,24468,153842,157188,311030,98852,99663,6104,8093,14979,21311,778,2773,23867,17793,144580,149633,294213,89368,88421,5748,6701,15274,21436,1190,4547,15978,12268,127558,133373,260931,85182,79056,4994,5222,15044,20191,1917,7131,11482,8531,118619,120131,238750,66404,57381,3450,3500,10958,14127,2240,9726,7515,5125,90567,89859,180426,50374,42795,2489,2175,6891,8970,2895,13621,4989,3525,67638,71086,138724,39739,31643,1631,1423,4327,5916,4014,18689,3907,2813,53618,60484,114102,32866,23487,1119,927,2869,4310,5920,25993,3137,2922,45911,57639,103550,21020,13542,560,439,1557,2724,6806,29110,1819,2521
"19799",0,3,0,38,55,75,63,138,453,83,42,9,85,12,45,30,486,214,1111,348,1459,0,0,0,0,0,0,0,0,18,26,18,26,44,0,0,0,0,0,0,0,3,18,9,18,12,30,3,3,0,0,3,0,0,0,19,6,25,9,34,5,4,3,4,3,0,0,0,10,3,21,11,32,12,0,3,0,3,0,0,0,16,3,34,3,37,20,0,4,0,5,0,0,0,8,0,37,0,37,18,0,3,0,14,0,0,0,12,0,47,0,47,16,5,3,3,6,0,0,0,3,0,28,8,36,19,0,6,0,8,0,0,0,3,4,36,4,40,12,6,0,0,6,6,3,0,0,0,21,12,33,3,3,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
