"region_id",Managers_C01_M,Managers_C01_F,Managers_C01_P,Managers_C06_M,Managers_C06_F,Managers_C06_P,Managers_C11_M,Managers_C11_F,Managers_C11_P,Professionals_C01_M,Professionals_C01_F,Professionals_C01_P,Professionals_C06_M,Professionals_C06_F,Professionals_C06_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Tech_trad_wkrs_C01_M,Tech_trad_wkrs_C01_F,Tech_trad_wkrs_C01_P,Tech_trad_wkrs_C06_M,Tech_trad_wkrs_C06_F,Tech_trad_wkrs_C06_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Comm_pers_S_work_01_Cens_M,Comm_pers_S_work_01_Cens_F,Comm_pers_S_work_01_Cens_P,Comm_pers_S_work_06_Cens_M,Comm_pers_S_work_06_Cens_F,Comm_pers_S_work_06_Cens_P,Comm_pers_S_work_11_Cens_M,Comm_pers_S_work_11_Cens_F,Comm_pers_S_work_11_Cens_P,Cler_admin_work_C01_M,Cler_admin_work_C01_F,Cler_admin_work_C01_P,Cler_admin_work_C06_M,Cler_admin_work_C06_F,Cler_admin_work_C06_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Sales_workers_C01_M,Sales_workers_C01_F,Sales_workers_C01_P,Sales_workers_C06_M,Sales_workers_C06_F,Sales_workers_C06_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Mach_oper_driv_C01_M,Mach_oper_driv_C01_F,Mach_oper_driv_C01_P,Mach_oper_driv_C06_M,Mach_oper_driv_C06_F,Mach_oper_driv_C06_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Labourers_C01_M,Labourers_C01_F,Labourers_C01_P,Labourers_C06_M,Labourers_C06_F,Labourers_C06_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Inadeq_descr_Ns_C01_M,Inadeq_descr_Ns_C01_F,Inadeq_descr_Ns_C01_P,Inadeq_descr_Ns_C06_M,Inadeq_descr_Ns_C06_F,Inadeq_descr_Ns_C06_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
"1RNSW",94895,45282,140177,95596,49344,144940,93806,49877,143683,64231,77496,141727,70903,94066,164969,77891,109804,187695,122434,19971,142405,132147,22728,154875,138740,24343,163083,27038,55340,82378,28678,68505,97183,33282,82423,115705,23510,98912,122422,24389,105544,129933,26096,113196,139292,34187,61147,95334,35601,65726,101327,36172,68634,104806,66766,8608,75374,67938,5415,73353,75309,5813,81122,73378,39478,112856,79952,43928,123880,78959,42497,121456,10757,7798,18555,9784,6324,16108,10537,6876,17413,517196,414032,931228,544988,461580,1006568,570792,503463,1074255
"1GSYD",155675,75020,230695,162536,87167,249703,174094,98651,272745,203178,198100,401278,220574,228515,449089,254556,269034,523590,211426,33290,244716,205258,35428,240686,212150,38142,250292,49746,82973,132719,53885,98181,152066,63689,117931,181620,78202,246186,324388,80994,236047,317041,87711,245115,332826,73348,102582,175930,75188,105161,180349,77322,108025,185347,105653,17288,122941,100242,13290,113532,104828,13007,117835,93221,52943,146164,98986,54066,153052,99864,50900,150764,21595,15799,37394,23041,16098,39139,24042,16181,40223,992044,824181,1816225,1020704,873953,1894657,1098256,956986,2055242
"19799",57,13,70,13,6,19,59,26,85,132,29,161,46,5,51,58,81,139,258,23,281,23,0,23,73,16,89,159,60,219,8,4,12,20,61,81,24,20,44,3,7,10,21,82,103,3,0,3,4,11,15,15,36,51,65,3,68,83,0,83,78,3,81,77,6,83,36,0,36,53,24,77,11,3,14,6,0,6,9,7,16,786,157,943,222,33,255,386,336,722
