"region_id",C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85o,C11_M_Foo_hos_pers_S_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85_ov,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85o,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85o,C11_M_FldStu_NS_T,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85o,C11_M_T_T,C01_F_NatPhy_sci_15_19,C01_F_NatPhy_sci_20_24,C01_F_NatPhy_sci_25_34,C01_F_NatPhy_sci_35_44,C01_F_NatPhy_sci_45_54,C01_F_NatPhy_sci_55_64,C01_F_NatPhy_sci_65_74,C01_F_NatPhy_sci_75_84,C01_F_NatPhy_sci_85O,C01_F_NatPhy_sci_T,C01_F_InfTec_15_19,C01_F_InfTec_20_24,C01_F_InfTec_25_34,C01_F_InfTec_35_44,C01_F_InfTec_45_54,C01_F_InfTec_55_64,C01_F_InfTec_65_74,C01_F_InfTec_75_84,C01_F_InfTec_85O,C01_F_InfTec_T,C01_F_EngRT_15_19,C01_F_EngRT_20_24,C01_F_EngRT_25_34,C01_F_EngRT_35_44,C01_F_EngRT_45_54,C01_F_EngRT_55_64,C01_F_EngRT_65_74,C01_F_EngRT_75_84,C01_F_EngRT_85_ov,C01_F_EngRT_Tot,C01_F_ArchBuild_15_19,C01_F_ArchBuild_20_24,C01_F_ArchBuild_25_34,C01_F_ArchBuild_35_44,C01_F_ArchBuild_45_54,C01_F_ArchBuild_55_64,C01_F_ArchBuild_65_74,C01_F_ArchBuild_75_84,C01_F_ArchBuild_85o,C01_F_Arch_building_Tot,C01_F_AgEnv_RS_15_19,C01_F_AgEnv_RS_20_24,C01_F_AgEnv_RS_25_34,C01_F_AgEnv_RS_35_44,C01_F_AgEnv_RS_45_54,C01_F_AgEnv_RS_55_64,C01_F_AgEnv_RS_65_74,C01_F_AgEnv_RS_75_84,C01_F_AgEnv_RS_85o,C01_F_AgEnv_RS_T,C01_F_Health_15_19,C01_F_Health_20_24,C01_F_Health_25_34,C01_F_Health_35_44,C01_F_Health_45_54,C01_F_Health_55_64,C01_F_Health_65_74,C01_F_Health_75_84,C01_F_Health_85o,C01_F_Healt_T,C01_F_Educ_15_19,C01_F_Educ_20_24,C01_F_Educ_25_34,C01_F_Educ_35_44,C01_F_Educ_45_54,C01_F_Educ_55_64,C01_F_Educ_65_74,C01_F_Educ_75_84,C01_F_Educ_85o,C01_F_Educ_T,C01_F_MngtCom_15_19,C01_F_MngtCom_20_24,C01_F_MngtCom_25_34,C01_F_MngtCom_35_44,C01_F_MngtCom_45_54,C01_F_MngtCom_55_64,C01_F_MngtCom_65_74,C01_F_MngtCom_75_84,C01_F_MngtCom_85o,C01_F_MngtCom_T,C01_F_Soc_cult_15_19,C01_F_Soc_cult_20_24,C01_F_Soc_cult_25_34,C01_F_Soc_cult_35_44,C01_F_Soc_cult_45_54,C01_F_Soc_cult_55_64,C01_F_Soc_cult_65_74,C01_F_Soc_cult_75_84,C01_F_Soc_cult_85o,C01_F_Soc_cult_T,C01_F_Creative_art_15_19,C01_F_Creative_art_20_24,C01_F_Creative_art_25_34,C01_F_Creative_art_35_44,C01_F_Creative_art_45_54,C01_F_Creative_art_55_64,C01_F_Creative_art_65_74,C01_F_Creative_art_75_84,C01_F_Create_art_850,C01_F_Creative_arts_T,C01_F_FoodHos_PS_15_19,C01_F_FoodHos_PS_20_24,C01_F_FoodHos_PS_25_34,C01_F_FoodHos_PS_35_44,C01_F_FoodHos_PS_45_54,C01_F_FoodHos_PS_55_64,C01_F_FoodHos_PS_65_74,C01_F_FoodHos_PS_75_84,C01_F_FoodHos_PS_85o,C01_F_FoodHos_PS_T,C01_F_MixFld_pr_15_19,C01_F_MixFld_pr_20_24,C01_F_MixFld_pr_25_34,C01_F_MixFld_pr_35_44,C01_F_MixFld_pr_45_54,C01_F_MixFld_pr_55_64,C01_F_MixFld_pr_65_74,C01_F_MixFld_pr_75_84,C01_F_MixFld_pr_85o,C01_F_MixFld_pr_T,C01_F_FldStu_ID_15_19,C01_F_FldStu_ID_20_24,C01_F_FldStu_ID_25_34,C01_F_FldStu_ID_35_44,C01_F_FldStu_ID_45_54,C01_F_FldStu_ID_55_64,C01_F_FldStu_ID_65_74,C01_F_FldStu_ID_75_84,C01_F_FldStu_ID_85o,C01_F_FldStu_ID_T,C01_F_FldStu_NS_15_19,C01_F_FldStu_NS_20_24,C01_F_FldStu_NS_25_34,C01_F_FldStu_NS_35_44,C01_F_FldStu_NS_45_54,C01_F_FldStu_NS_55_64,C01_F_FldStu_NS_65_74,C01_F_FldStu_NS_75_84,C01_F_FldStu_NS_85o,C01_F_FldStu_NS_T,C01_F_Tot_15_19,C01_F_Tot_20_24,C01_F_Tot_25_34,C01_F_Tot_35_44,C01_F_Tot_45_54,C01_F_Tot_55_64,C01_F_Tot_65_74,C01_F_Tot_75_84,C01_F_Tot_85o,C01_F_T_T
"1RNSW",455,2010,4978,4765,3772,2749,1877,737,159,21502,80,111,63,58,73,78,37,44,18,562,83,279,841,1232,1339,1105,645,357,131,6012,9203,6778,11836,13408,14694,13803,13246,12239,4699,99906,14034,34121,85762,102260,110612,100471,65759,36353,10867,560239,19,502,1692,1762,1341,571,244,102,18,6251,107,416,1124,1438,965,310,68,8,0,4436,62,371,1477,1747,1193,1000,1199,667,186,7902,11,131,476,528,269,113,40,23,8,1599,144,761,1956,1636,750,340,121,33,15,5756,302,2223,10388,17462,14798,8338,4803,2124,573,61011,58,1544,7644,11549,13244,6535,3062,1176,440,45252,2057,7763,18195,19176,14563,7549,4154,2092,401,75950,511,3139,7977,8101,6961,3354,1264,487,99,31893,171,1066,2652,2537,1889,1161,759,347,115,10697,1098,3218,6847,5095,3411,1686,953,439,82,22829,29,31,56,89,60,54,36,24,7,386,40,200,551,668,614,349,225,112,35,2794,7077,3563,8220,10292,9560,10200,15473,16074,6447,86906,11686,24928,69255,82080,69618,41560,32401,23708,8426,363662
"1GSYD",524,4116,10247,7597,5186,3234,1861,735,224,33724,193,275,216,202,216,178,124,56,28,1488,135,775,2663,3035,2685,1882,873,472,211,12731,14433,14974,31516,26432,24756,20174,16110,13136,6060,167591,20663,74848,245643,232538,201187,149822,84877,45075,15671,1070324,92,2282,7512,6575,4041,1547,639,321,63,23072,304,2050,6013,4446,1897,492,106,28,7,15343,88,1134,5178,5605,3342,2304,2040,1417,482,21590,20,532,2358,1723,891,333,132,70,18,6077,76,670,1752,1289,688,305,119,51,15,4965,325,4919,21216,24409,19386,10049,5450,2950,1006,89710,102,3524,16857,19510,20992,9797,4442,1961,878,78063,3250,21604,59572,46026,31422,13987,6958,4412,1138,188369,785,8769,26990,21288,16090,7015,2847,1220,278,85282,410,4990,12748,7985,4400,2109,1242,743,273,34900,1386,5352,12147,7800,5599,2614,1254,691,201,37044,32,47,85,110,117,41,27,21,11,491,94,798,2714,2192,1624,814,446,269,98,9049,15211,10226,22338,24966,21490,17265,20862,23240,10661,166259,22175,66897,197480,173924,131979,68672,46564,37394,15129,760214
"19799",0,0,4,0,8,4,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,9,10,20,29,39,44,29,8,188,0,22,41,78,112,146,148,81,12,640,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,0,0,0,0,20,0,3,4,0,4,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,3,8,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,9,4,6,5,3,5,5,5,10,6,49,10,40,32,12,12,5,8,10,6,135
