"region_id",C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_OS_visitrs_Marr_M,C11_OS_visitrs_Marr_F,C11_OS_visitr_Separ_M,C11_OS_visitr_Separ_F,C11_OS_visit_Divorc_M,C11_OS_visit_Divorc_F,C11_OS_visito_Widow_M,C11_OS_visito_Widow_F,C11_OS_vis_Nvr_marr_M,C11_OS_vis_Nvr_marr_F,C11_OS_vis_T_M,C11_OS_vis_T_F,C11_OS_vis_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
"1RNSW",1040,742,3339,3497,4864,17629,2115,1348,39659,44740,84399,19508,12693,560,343,1790,2059,5924,21236,1426,1102,29208,37433,66641,11081,5855,250,168,807,1303,7604,29307,833,1276,20575,37909,58484,1650,1703,59,78,219,281,76,252,2932,2961,4936,5275,10211,496761,495671,32565,36709,85953,104562,31371,109348,349540,294233,996190,1040523,2036713
"1GSYD",1236,973,3485,5186,4942,21858,2875,2388,45967,54785,100752,23799,15007,779,531,2023,3382,6562,27154,2008,2306,35171,48380,83551,14861,7712,344,276,1085,2355,9584,40675,1316,2707,27190,53725,80915,9759,10894,270,283,733,1217,310,1918,10190,10999,21262,25311,46573,885143,890779,44504,56808,109092,162020,35778,149039,667379,582378,1741896,1841024,3582920
"19799",0,0,0,4,11,28,0,0,64,77,141,45,23,0,0,3,3,3,29,4,0,55,55,110,11,3,0,0,3,3,3,14,0,0,17,20,37,21,26,3,0,0,3,4,7,44,56,72,92,164,648,646,26,25,94,108,42,140,188,205,998,1124,2122
