"region_id",C01_M_NatPhy_sci_15_19,C01_M_NatPhy_sci_20_24,C01_M_NatPhy_sci_25_34,C01_M_NatPhy_sci_35_44,C01_M_NatPhy_sci_45_54,C01_M_NatPhy_sci_55_64,C01_M_NatPhy_sci_65_74,C01_M_NatPhy_sci_75_84,C01_M_NatPhy_sci_85_ov,C01_M_NatPhy_sci_Tot,C01_M_InfTec_15_19,C01_M_InfTec_20_24,C01_M_InfTec_25_34,C01_M_InfTec_35_44,C01_M_InfTec_45_54,C01_M_InfTec_55_64,C01_M_InfTec_65_74,C01_M_InfTec_75_84,C01_M_InfTec_85_ov,C01_M_InfTec_Tot,C01_M_EngRT_15_19,C01_M_EngRT_20_24,C01_M_EngRT_25_34,C01_M_EngRT_35_44,C01_M_EngRT_45_54,C01_M_EngRT_55_64,C01_M_EngRT_65_74,C01_M_EngRT_75_84,C01_M_EngRT_85_ov,C01_M_EngRT_Tot,C01_M_ArchBuild_15_19,C01_M_ArchBuild_20_24,C01_M_ArchBuild_25_34,C01_M_ArchBuild_35_44,C01_M_ArchBuild_45_54,C01_M_ArchBuild_55_64,C01_M_ArchBuild_65_74,C01_M_ArchBuild_75_84,C01_M_ArchBuild_85o,C01_M_Arch_building_Tot,C01_M_AgEnv_RS_15_19,C01_M_AgEnv_RS_20_24,C01_M_AgEnv_RS_25_34,C01_M_AgEnv_RS_35_44,C01_M_AgEnv_RS_45_54,C01_M_AgEnv_RS_55_64,C01_M_AgEnv_RS_65_74,C01_M_AgEnv_RS_75_84,C01_M_AgEnv_RS_85_ov,C01_M_AgEnv_RS_Tot,C01_M_Health_15_19,C01_M_Health_20_24,C01_M_Health_25_34,C01_M_Health_35_44,C01_M_Health_45_54,C01_M_Health_55_64,C01_M_Health_65_74,C01_M_Health_75_84,C01_M_Health_85o,C01_M_Healt_To,C01_M_Educ_15_19,C01_M_Educ_20_24,C01_M_Educ_25_34,C01_M_Educ_35_44,C01_M_Educ_45_54,C01_M_Educ_55_64,C01_M_Educ_65_74,C01_M_Educ_75_84,C01_M_Educ_85o,C01_M_Educ_Tot,C01_M_MngtCom_15_19,C01_M_MngtCom_20_24,C01_M_MngtCom_25_34,C01_M_MngtCom_35_44,C01_M_MngtCom_45_54,C01_M_MngtCom_55_64,C01_M_MngtCom_65_74,C01_M_MngtCom_75_84,C01_M_MngtCom_85o,C01_M_MngtCom_Tot,C01_M_Soc_cult_15_19,C01_M_Soc_cult_20_24,C01_M_Soc_cult_25_34,C01_M_Soc_cult_35_44,C01_M_Soc_cult_45_54,C01_M_Soc_cult_55_64,C01_M_Soc_cult_65_74,C01_M_Soc_cult_75_84,C01_M_Soc_cult_85o,C01_M_Soc_cult_Tot,C01_M_Creative_art_15_19,C01_M_Creative_art_20_24,C01_M_Creative_art_25_34,C01_M_Creative_art_35_44,C01_M_Creative_art_45_54,C01_M_Creative_art_55_64,C01_M_Creative_art_65_74,C01_M_Creative_art_75_84,C01_M_Creat_arts_85o,C01_M_Creative_arts_Tot,C01_M_FoodHos_PS_15_19,C01_M_FoodHos_PS_20_24,C01_M_FoodHos_PS_25_34,C01_M_FoodHos_PS_35_44,C01_M_FoodHos_PS_45_54,C01_M_FoodHos_PS_55_64,C01_M_FoodHos_PS_65_74,C01_M_FoodHos_PS_75_84,C01_M_FoodHos_PS_85o,C01_M_FoodHos_PS_Tot,C01_M_MixFld_pr_15_19,C01_M_MixFld_pr_20_24,C01_M_MixFld_pr_25_34,C01_M_MixFld_pr_35_44,C01_M_MixFld_pr_45_54,C01_M_MixFld_pr_55_64,C01_M_MixFld_pr_65_74,C01_M_MixFld_pr_75_84,C01_M_MixFld_pr_85_ov,C01_M_MixFld_pr_Tot,C01_M_FldStu_ID_15_19,C01_M_FldStu_ID_20_24,C01_M_FldStu_ID_25_34,C01_M_FldStu_ID_35_44,C01_M_FldStu_ID_45_54,C01_M_FldStu_ID_55_64,C01_M_FldStu_ID_65_74,C01_M_FldStu_ID_75_84,C01_M_FldStu_ID_85o,C01_M_FldStu_ID_Tot,C01_M_FldStu_NS_15_19,C01_M_FldStu_NS_20_24,C01_M_FldStu_NS_25_34,C01_M_FldStu_NS_35_44,C01_M_FldStu_NS_45_54,C01_M_FldStu_NS_55_64,C01_M_FldStu_NS_65_74,C01_M_FldStu_NS_75_84,C01_M_FldStu_NS_85o,C01_M_FldStu_NS_T,C01_M_Tot_15_19,C01_M_Tot_20_24,C01_M_Tot_25_34,C01_M_Tot_35_44,C01_M_Tot_45_54,C01_M_Tot_55_64,C01_M_Tot_65_74,C01_M_Tot_75_84,C01_M_Tot_85o,C01_M_T_T,C06_M_NatPhy_sci_15_19,C06_M_NatPhy_sci_20_24,C06_M_NatPhy_sci_25_34,C06_M_NatPhy_sci_35_44,C06_M_NatPhy_sci_45_54,C06_M_NatPhy_sci_55_64,C06_M_NatPhy_sci_65_74,C06_M_NatPhy_sci_75_84,C06_M_NatPhy_sci_85_ov,C06_M_NatPhy_sci_Tot,C06_M_InfTec_15_19,C06_M_InfTec_20_24,C06_M_InfTec_25_34,C06_M_InfTec_35_44,C06_M_InfTec_45_54,C06_M_InfTec_55_64,C06_M_InfTec_65_74,C06_M_InfTec_75_84,C06_M_InfTec_85_ov,C06_M_InfTec_Tot,C06_M_EngRT_15_19,C06_M_EngRT_20_24,C06_M_EngRT_25_34,C06_M_EngRT_35_44,C06_M_EngRT_45_54,C06_M_EngRT_55_64,C06_M_EngRT_65_74,C06_M_EngRT_75_84,C06_M_EngRT_85_ov,C06_M_EngRT_Tot,C06_M_ArchBuild_15_19,C06_M_ArchBuild_20_24,C06_M_ArchBuild_25_34,C06_M_ArchBuild_35_44,C06_M_ArchBuild_45_54,C06_M_ArchBuild_55_64,C06_M_ArchBuild_65_74,C06_M_ArchBuild_75_84,C06_M_ArchBuild_85o,C06_M_Arch_building_Tot,C06_M_AgEnv_RS_15_19,C06_M_AgEnv_RS_20_24,C06_M_AgEnv_RS_25_34,C06_M_AgEnv_RS_35_44,C06_M_AgEnv_RS_45_54,C06_M_AgEnv_RS_55_64,C06_M_AgEnv_RS_65_74,C06_M_AgEnv_RS_75_84,C06_M_AgEnv_RS_85o,C06_M_AgEnv_RS_Tot
"1RNSW",23,415,1604,1928,2397,1370,702,319,54,8812,319,1077,1707,1539,1008,275,55,11,0,5991,1245,8413,28360,38341,33183,22754,15210,7065,1026,155597,510,2955,10082,13317,11207,7494,5277,2317,325,53484,427,1690,5170,5694,4347,2702,1368,554,111,22063,61,489,2457,3810,3726,2111,1373,665,106,14798,12,335,2192,3823,6432,3127,1683,568,143,18315,478,2295,6229,8110,8368,5120,2827,1473,247,35147,133,871,3544,4244,4895,2737,1593,651,116,18784,119,664,1266,1454,1501,741,442,166,25,6378,569,2121,4485,3641,2761,2002,993,387,91,17050,16,27,24,38,33,25,22,17,3,205,67,267,686,880,914,573,382,198,48,4015,8254,5471,11427,12630,11573,9696,12457,10414,2719,84641,12233,27090,79233,99449,92345,60727,44384,24805,5014,445280,20,470,1572,1841,2283,2088,948,489,79,9790,374,1822,2601,1984,1500,618,120,25,3,9047,1432,8072,25027,34941,36157,29162,18541,9919,1698,164949,671,3587,10038,12621,13230,9503,6588,3190,537,59965,405,1871,4987,5858,5188,3695,1846,807,166,24823
"1GSYD",88,1533,6725,7096,5793,3379,1504,676,154,26948,830,5729,13033,8866,3582,671,119,46,13,32889,1209,12888,52897,62178,50894,33840,19782,10093,1837,245618,737,5684,20871,18457,14733,10223,5711,2783,505,79704,154,1240,4072,3647,2247,1252,675,345,87,13719,69,1276,6675,7323,6183,3823,2551,1306,266,29472,29,587,4136,5965,7457,3764,1812,674,214,24638,963,10240,35337,34033,27895,14190,6066,3227,619,132570,252,3577,15930,14883,13469,6698,3096,1492,398,59795,295,2942,7584,5454,3702,1747,805,387,78,22994,639,3210,7386,5370,3624,2438,1124,510,138,24439,42,39,48,75,60,36,21,14,5,340,131,558,2069,2026,1709,978,522,350,104,8447,16556,12727,25611,26186,22823,17096,16468,13167,4131,154765,21994,62230,202374,201559,164171,100135,60256,35070,8549,856338,74,1660,6221,7178,6226,4654,1884,964,198,29059,647,7620,20360,11974,5659,1627,240,49,22,48198,1321,10949,44439,56570,52851,39878,21826,12918,2620,243372,838,5638,18973,19595,15188,11504,6755,3431,746,82668,153,1249,4047,3794,2849,1614,869,417,111,15103
"19799",0,3,5,0,0,0,0,0,0,8,0,3,4,3,0,0,0,0,0,10,4,69,123,62,24,37,3,3,0,325,0,3,0,3,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,3,7,14,17,3,3,0,0,0,47,0,0,8,4,0,3,0,0,0,15,0,4,0,0,0,0,0,0,0,4,0,9,13,7,8,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,0,0,0,0,17,9,18,31,29,30,22,24,19,30,212,16,123,209,133,68,65,31,22,30,697,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,5,13,22,21,17,3,0,0,81,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
