"region_id",Age_55_C11_M,Age_55_C11_F,Age_55_C11_P,Age_56_C01_M,Age_56_C01_F,Age_56_C01_P,Age_56_C06_M,Age_56_C06_F,Age_56_C06_P,Age_56_C11_M,Age_56_C11_F,Age_56_C11_P,Age_57_C01_M,Age_57_C01_F,Age_57_C01_P,Age_57_C06_M,Age_57_C06_F,Age_57_C06_P,Age_57_C11_M,Age_57_C11_F,Age_57_C11_P,Age_58_C01_M,Age_58_C01_F,Age_58_C01_P,Age_58_C06_M,Age_58_C06_F,Age_58_C06_P,Age_58_C11_M,Age_58_C11_F,Age_58_C11_P,Age_59_C01_M,Age_59_C01_F,Age_59_C01_P,Age_59_C06_M,Age_59_C06_F,Age_59_C06_P,Age_59_C11_M,Age_59_C11_F,Age_59_C11_P,Age_55_59_C01_M,Age_55_59_C01_F,Age_55_59_C01_P,Age_55_59_C06_M,Age_55_59_C06_F,Age_55_59_C06_P,Age_55_59_C11_M,Age_55_59_C11_F,Age_55_59_C11_P,Age_60_C01_M,Age_60_C01_F,Age_60_C01_P,Age_60_C06_M,Age_60_C06_F,Age_60_C06_P,Age_60_C11_M,Age_60_C11_F,Age_60_C11_P,Age_61_C01_M,Age_61_C01_F,Age_61_C01_P,Age_61_C06_M,Age_61_C06_F,Age_61_C06_P,Age_61_C11_M,Age_61_C11_F,Age_61_C11_P,Age_62_C01_M,Age_62_C01_F,Age_62_C01_P,Age_62_C06_M,Age_62_C06_F,Age_62_C06_P,Age_62_C11_M,Age_62_C11_F,Age_62_C11_P,Age_63_C01_M,Age_63_C01_F,Age_63_C01_P,Age_63_C06_M,Age_63_C06_F,Age_63_C06_P,Age_63_C11_M,Age_63_C11_F,Age_63_C11_P,Age_64_C01_M,Age_64_C01_F,Age_64_C01_P,Age_64_C06_M,Age_64_C06_F,Age_64_C06_P,Age_64_C11_M,Age_64_C11_F,Age_64_C11_P,Age_60_64_C01_M,Age_60_64_C01_F,Age_60_64_C01_P,Age_60_64_C06_M,Age_60_64_C06_F,Age_60_64_C06_P,Age_60_64_C11_M,Age_60_64_C11_F,Age_60_64_C11_P,Age_65_C01_M,Age_65_C01_F,Age_65_C01_P,Age_65_C06_M,Age_65_C06_F,Age_65_C06_P,Age_65_C11_M,Age_65_C11_F,Age_65_C11_P,Age_66_C01_M,Age_66_C01_F,Age_66_C01_P,Age_66_C06_M,Age_66_C06_F,Age_66_C06_P,Age_66_C11_M,Age_66_C11_F,Age_66_C11_P,Age_67_C01_M,Age_67_C01_F,Age_67_C01_P,Age_67_C06_M,Age_67_C06_F,Age_67_C06_P,Age_67_C11_M,Age_67_C11_F,Age_67_C11_P,Age_68_C01_M,Age_68_C01_F,Age_68_C01_P,Age_68_C06_M,Age_68_C06_F,Age_68_C06_P,Age_68_C11_M,Age_68_C11_F,Age_68_C11_P,Age_69_C01_M,Age_69_C01_F,Age_69_C01_P,Age_69_C06_M,Age_69_C06_F,Age_69_C06_P,Age_69_C11_M,Age_69_C11_F,Age_69_C11_P,Age_65_69_C01_M,Age_65_69_C01_F,Age_65_69_C01_P,Age_65_69_C06_M,Age_65_69_C06_F,Age_65_69_C06_P,Age_65_69_C11_M,Age_65_69_C11_F,Age_65_69_C11_P,Age_70_C01_M,Age_70_C01_F,Age_70_C01_P,Age_70_C06_M,Age_70_C06_F,Age_70_C06_P,Age_70_C11_M,Age_70_C11_F,Age_70_C11_P,Age_71_C01_M,Age_71_C01_F,Age_71_C01_P,Age_71_C06_M,Age_71_C06_F,Age_71_C06_P,Age_71_C11_M,Age_71_C11_F,Age_71_C11_P,Age_72_C01_M,Age_72_C01_F,Age_72_C01_P,Age_72_C06_M,Age_72_C06_F,Age_72_C06_P,Age_72_C11_M,Age_72_C11_F,Age_72_C11_P,Age_73_C01_M,Age_73_C01_F,Age_73_C01_P,Age_73_C06_M,Age_73_C06_F,Age_73_C06_P,Age_73_C11_M,Age_73_C11_F,Age_73_C11_P,Age_74_C01_M,Age_74_C01_F,Age_74_C01_P,Age_74_C06_M,Age_74_C06_F,Age_74_C06_P,Age_74_C11_M,Age_74_C11_F
"1RNSW",16965,17034,33999,13782,13475,27257,16136,15960,32096,17081,17124,34205,13302,13282,26584,15669,15346,31015,16591,16692,33283,12250,12421,24671,15861,15497,31358,16666,16993,33659,12389,12087,24476,17188,16793,33981,16144,16414,32558,65520,64787,130307,81079,79449,160528,83447,84257,167704,11795,12016,23811,14320,14108,28428,16398,16231,32629,11246,11443,22689,14067,14065,28132,16149,16212,32361,11395,11543,22938,13663,13683,27346,15797,15836,31633,11296,11469,22765,12460,12816,25276,16183,15865,32048,11301,11367,22668,12502,12573,25075,17325,17116,34441,57033,57838,114871,67012,67245,134257,81852,81260,163112,10810,11099,21909,11738,11907,23645,14338,14366,28704,9855,10496,20351,11516,11729,23245,14265,14116,28381,9782,10129,19911,11062,11357,22419,13627,13728,27355,9692,10053,19745,11016,11167,22183,12274,12552,24826,9740,10085,19825,10874,11161,22035,12188,12469,24657,49879,51862,101741,56206,57321,113527,66692,67231,133923,10166,10577,20743,10286,10672,20958,11270,11567,22837,9498,9934,19432,9369,10205,19574,10963,11363,22326,9481,10184,19665,9083,9702,18785,10347,10964,21311,9225,9867,19092,8903,9412,18315,10114,10519,20633,8495,9537,18032,8750,9487,18237,9772,10458
"1GSYD",25883,27162,53045,21128,20526,41654,24194,24521,48715,24906,26563,51469,20302,19574,39876,23025,23214,46239,24163,25312,49475,17997,17368,35365,23524,23474,46998,23814,24947,48761,17285,16746,34031,24029,24161,48190,22516,23955,46471,98919,96049,194968,118618,120132,238750,121282,127939,249221,16745,16982,33727,20672,20320,40992,22443,23547,45990,15715,15279,30994,19172,19073,38245,22356,23131,45487,15245,15050,30295,18719,18487,37206,21484,22204,43688,14267,14665,28932,16327,16204,32531,21817,22042,43859,14020,14167,28187,15677,15775,31452,22264,22685,44949,75992,76143,152135,90567,89859,180426,110364,113609,223973,13657,14408,28065,14900,15325,30225,18958,19194,38152,12139,13076,25215,14374,14577,28951,17468,18078,35546,12041,12683,24724,13555,14127,27682,16917,17285,34202,11539,12597,24136,12542,13649,26191,14645,15470,30115,11488,12629,24117,12264,13410,25674,14109,14815,28924,60864,65393,126257,67635,71088,138723,82097,84842,166939,11617,13679,25296,11840,13038,24878,13486,14467,27953,11309,12795,24104,10984,12344,23328,12925,13834,26759,11236,13086,24322,10567,11713,22280,12269,13424,25693,10795,13048,23843,10324,11874,22198,11317,12997,24314,10113,12561,22674,9907,11512,21419,10969,12482
"19799",24,22,46,7,3,10,14,0,14,7,24,31,10,0,10,8,0,8,18,19,37,8,3,11,7,0,7,20,26,46,14,0,14,3,0,3,21,21,42,48,6,54,36,3,39,90,112,202,15,5,20,3,3,6,17,24,41,4,4,8,6,3,9,28,36,64,11,4,15,7,3,10,22,30,52,6,4,10,0,3,3,23,30,53,4,0,4,6,0,6,21,37,58,40,17,57,22,12,34,111,157,268,3,6,9,4,3,7,26,23,49,0,3,3,0,0,0,27,35,62,7,3,10,0,0,0,22,18,40,3,0,3,0,0,0,22,23,45,5,0,5,0,0,0,23,31,54,18,12,30,4,3,7,120,130,250,7,3,10,0,0,0,25,39,64,5,3,8,0,0,0,30,28,58,3,5,8,0,0,0,30,24,54,5,3,8,0,0,0,13,13,26,0,0,0,0,0,0,18,21
