"region_id",C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Married_M,C06_85o_Married_F,C06_85o_Seprtd_M,C06_85o_Seprtd_F,C06_85o_Divorce_M,C06_85o_Divorce_F,C06_85o_Wid_M,C06_85o_Wid_F,C06_85o_Nvr_mard_M,C06_85o_Nvr_mard_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_OS_visitrs_Marr_M,C06_OS_visitrs_Marr_F,C06_OS_visitr_Separ_M,C06_OS_visitr_Separ_F,C06_OS_visit_Divorc_M,C06_OS_visit_Divorc_F,C06_OS_visito_Widow_M,C06_OS_visito_Widow_F,C06_OS_vis_Nvr_marr_M,C06_OS_vis_Nvr_marr_F,C06_OS_vis_T_M,C06_OS_vis_T_F,C06_OS_vis_T_P,C06_T_Married_M,C06_T_Married_F,C06_Tot_Sep_M,C06_Tot_Sep_F,C06_Tot_Div_M,C06_Tot_Div_F,C06_Tot_Wid_M,C06_Tot_Wid_F,C06_Tot_nver_marrie_M,C06_Tot_nver_marrie_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Married_M,C11_15_19_Married_F,C11_15_19_Sep_M,C11_15_19_Sep_F,C11_15_19_Div_M,C11_15_19_Div_F,C11_15_19_Wid_M,C11_15_19_Wid_F,C11_15_19_Nvr_marrd_M,C11_15_19_Nvr_marrd_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Married_M,C11_20_24_Married_F,C11_20_24_Sep_M,C11_20_24_Sep_F,C11_20_24_Div_M,C11_20_24_Div_F,C11_20_24_Wid_M,C11_20_24_Wid_F,C11_20_24_Nvr_marrd_M,C11_20_24_Nvr_marrd_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Married_M,C11_25_29_Married_F,C11_25_29_Sep_M,C11_25_29_Sep_F,C11_25_29_Div_M,C11_25_29_Div_F,C11_25_29_Wid_M,C11_25_29_Wid_F,C11_25_29_Nvr_marrd_M,C11_25_29_Nvr_marrd_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Married_M,C11_30_34_Married_F,C11_30_34_Sep_M,C11_30_34_Sep_F,C11_30_34_Div_M,C11_30_34_Div_F,C11_30_34_Wid_M,C11_30_34_Wid_F,C11_30_34_Nvr_marrd_M,C11_30_34_Nvr_marrd_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Married_M,C11_35_39_Married_F,C11_35_39_Sep_M,C11_35_39_Sep_F,C11_35_39_Div_M,C11_35_39_Div_F,C11_35_39_Wid_M,C11_35_39_Wid_F,C11_35_39_Nvr_marrd_M,C11_35_39_Nvr_marrd_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Married_M,C11_40_44_Married_F,C11_40_44_Sep_M,C11_40_44_Sep_F,C11_40_44_Div_M,C11_40_44_Div_F,C11_40_44_Wid_M,C11_40_44_Wid_F,C11_40_44_Nvr_marrd_M,C11_40_44_Nvr_marrd_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Married_M,C11_45_49_Married_F,C11_45_49_Sep_M,C11_45_49_Sep_F,C11_45_49_Div_M,C11_45_49_Div_F,C11_45_49_Wid_M,C11_45_49_Wid_F,C11_45_49_Nvr_marrd_M,C11_45_49_Nvr_marrd_F,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Married_M,C11_50_54_Married_F,C11_50_54_Sep_M,C11_50_54_Sep_F,C11_50_54_Div_M,C11_50_54_Div_F,C11_50_54_Wid_M,C11_50_54_Wid_F,C11_50_54_Nvr_marrd_M,C11_50_54_Nvr_marrd_F,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Married_M,C11_55_59_Married_F,C11_55_59_Sep_M,C11_55_59_Sep_F,C11_55_59_Div_M,C11_55_59_Div_F,C11_55_59_Wid_M,C11_55_59_Wid_F,C11_55_59_Nvr_marrd_M,C11_55_59_Nvr_marrd_F,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Married_M,C11_60_64_Married_F,C11_60_64_Sep_M,C11_60_64_Sep_F,C11_60_64_Div_M,C11_60_64_Div_F,C11_60_64_Wid_M,C11_60_64_Wid_F,C11_60_64_Nvr_marrd_M,C11_60_64_Nvr_marrd_F,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_69_Married_M,C11_65_69_Married_F,C11_65_69_Sep_M,C11_65_69_Sep_F,C11_65_69_Div_M,C11_65_69_Div_F,C11_65_69_Wid_M,C11_65_69_Wid_F,C11_65_69_Nvr_marrd_M,C11_65_69_Nvr_marrd_F,C11_65_69_T_M,C11_65_69_T_F,C11_65_69_T_P,C11_70_74_Married_M,C11_70_74_Married_F,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_T_M,C11_70_74_T_F,C11_70_74_T_P,C11_75_79_Married_M,C11_75_79_Married_F
"1RNSW",25192,35087,60279,7752,4101,243,142,520,747,5716,24308,752,1281,14983,30579,45562,1549,1570,63,63,217,306,92,281,2369,2738,4290,4958,9248,491939,491089,30512,34421,77196,92722,29104,109216,320575,263871,949326,991319,1940645,176,204,59,52,90,47,46,56,86057,80938,86428,81297,167725,2726,5623,222,494,120,150,60,73,69652,63580,72780,69920,142700,15954,22936,811,1640,603,1148,71,123,48580,40564,66019,66411,132430,29935,35941,1716,2653,1847,2880,95,221,30996,25803,64589,67498,132087,41787,46422,2852,4204,4218,6638,160,445,25514,20980,74531,78689,153220,46046,50334,3868,5196,7238,10684,297,954,21966,17310,79415,84478,163893,50067,52898,4352,5488,10414,14199,564,1612,19529,13709,84926,87906,172832,54232,56350,4725,5337,13420,16651,942,2709,15344,10305,88663,91352,180015,53544,54296,4146,4022,13860,15444,1393,4202,10507,6290,83450,84254,167704,56454,53513,3660,3150,12796,13914,2230,6780,6712,3904,81852,81261,163113,47490,43153,2533,1982,9192,9652,3116,10032,4363,2411,66694,67230,133924,37810,32226,1712,1160,6000,6015,3929,13717,3014,1752,52465,54870,107335,28301,21524
"1GSYD",31762,48336,80098,11212,5907,297,227,689,1586,7593,34434,1203,2751,20994,44905,65899,8725,9133,240,265,692,1011,265,1630,9657,10546,19579,22585,42164,824436,830040,42829,54787,101951,146067,34700,151087,621245,534841,1625161,1716822,3341983,288,728,65,65,63,77,79,53,141261,132814,141756,133737,275493,6576,15858,287,846,210,451,108,122,146720,135473,153901,152750,306651,42907,65046,1560,3087,1431,2820,113,222,121018,101393,167029,172568,339597,85197,98437,3081,5011,4102,6814,144,376,72899,59226,165423,169864,335287,102552,109556,4459,6977,7773,12288,257,791,48600,40526,163641,170138,333779,101323,107067,5531,7975,11182,18008,427,1470,36087,29206,154550,163726,318276,101232,101404,6022,8193,14801,21817,764,2532,28003,21997,150822,155943,306765,95285,94450,6191,7470,16519,23850,1144,4272,21339,16458,140478,146500,286978,84534,81720,5118,5953,15636,22176,1668,6686,14328,11403,121284,127938,249222,78810,71347,4450,4615,14321,19845,2592,10137,10187,7669,110360,113613,223973,59729,50535,3119,2876,9730,13576,3122,13233,6394,4624,82094,84844,166938,44862,36638,1992,1677,5998,8158,3962,17540,4154,3189,60968,67202,128170,33429,24380
"19799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,3,0,0,0,21,35,34,39,73,118,25,22,7,51,6,3,3,128,86,322,127,449,0,0,0,0,0,0,0,3,12,18,12,21,33,0,0,3,0,3,0,0,0,27,35,33,35,68,7,4,0,0,0,0,0,0,30,23,37,27,64,7,8,0,0,0,4,0,0,14,17,21,29,50,18,25,0,0,0,3,0,0,11,13,29,41,70,41,31,3,0,5,4,3,0,18,13,70,48,118,50,49,3,0,20,11,0,0,10,4,83,64,147,52,57,7,9,6,11,0,3,6,5,71,85,156,62,77,3,4,18,24,0,8,3,3,86,116,202,91,115,0,8,15,13,6,11,3,5,115,152,267,93,95,4,4,16,13,3,13,3,6,119,131,250,97,88,0,0,5,12,9,24,3,7,114,131,245,53,45
