"region_id",Age_74_C11_P,Age_70_74_C01_M,Age_70_74_C01_F,Age_70_74_C01_P,Age_70_74_C06_M,Age_70_74_C06_F,Age_70_74_C06_P,Age_70_74_C11_M,Age_70_74_C11_F,Age_70_74_C11_P,Age_75_C01_M,Age_75_C01_F,Age_75_C01_P,Age_75_C06_M,Age_75_C06_F,Age_75_C06_P,Age_75_C11_M,Age_75_C11_F,Age_75_C11_P,Age_76_C01_M,Age_76_C01_F,Age_76_C01_P,Age_76_C06_M,Age_76_C06_F,Age_76_C06_P,Age_76_C11_M,Age_76_C11_F,Age_76_C11_P,Age_77_C01_M,Age_77_C01_F,Age_77_C01_P,Age_77_C06_M,Age_77_C06_F,Age_77_C06_P,Age_77_C11_M,Age_77_C11_F,Age_77_C11_P,Age_78_C01_M,Age_78_C01_F,Age_78_C01_P,Age_78_C06_M,Age_78_C06_F,Age_78_C06_P,Age_78_C11_M,Age_78_C11_F,Age_78_C11_P,Age_79_C01_M,Age_79_C01_F,Age_79_C01_P,Age_79_C06_M,Age_79_C06_F,Age_79_C06_P,Age_79_C11_M,Age_79_C11_F,Age_79_C11_P,Age_75_79_C01_M,Age_75_79_C01_F,Age_75_79_C01_P,Age_75_79_C06_M,Age_75_79_C06_F,Age_75_79_C06_P,Age_75_79_C11_M,Age_75_79_C11_F,Age_75_79_C11_P,Age_80_84_C01_M,Age_80_84_C01_F,Age_80_84_C01_P,Age_80_84_C06_M,Age_80_84_C06_F,Age_80_84_C06_P,Age_80_84_C11_M,Age_80_84_C11_F,Age_80_84_C11_P,Age_85ov_C01_M,Age_85ov_C01_F,Age_85ov_C01_P,Age_85ov_C06_M,Age_85ov_C06_F,Age_85ov_C06_P,Age_85ov_C11_M,Age_85ov_C11_F,Age_85ov_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
"1RNSW",20230,46865,50099,96964,46391,49478,95869,52466,54871,107337,8143,9352,17495,8632,9572,18204,9190,9953,19143,7498,8989,16487,8300,9377,17677,8113,9367,17480,6777,8255,15032,7821,9033,16854,7715,8663,16378,6284,7837,14121,7565,8710,16275,7438,8446,15884,5726,7491,13217,6746,8339,15085,7205,8308,15513,34428,41924,76352,39064,45031,84095,39661,44737,84398,19154,28697,47851,25192,35087,60279,29216,37425,66641,11393,24854,36247,14983,30579,45562,20576,37907,58483,5155,5969,11124,4884,5562,10446,5510,5829,11339,1176569,1196251,2372820,1203595,1233111,2436706,1247945,1279565,2527510
"1GSYD",23451,55070,65169,120239,53622,60481,114103,60966,67204,128170,9886,12640,22526,9886,11891,21777,10355,11950,22305,9230,12399,21629,9772,11954,21726,9590,11359,20949,8269,11440,19709,9190,11607,20797,9151,10690,19841,7871,11146,19017,8780,11321,20101,8647,10605,19252,7391,11040,18431,8284,10867,19151,8220,10184,18404,42647,58665,101312,45912,57640,103552,45963,54788,100751,25136,41759,66895,31761,48335,80096,35169,48383,83552,16387,38086,54473,20995,44904,65899,27189,53728,80917,23493,25813,49306,21749,24776,46525,23307,27273,50580,1967687,2029634,3997321,2040407,2108167,4148574,2177052,2251983,4429035
"19799",39,20,14,34,0,0,0,116,125,241,0,0,0,0,0,0,20,13,33,3,3,6,0,0,0,18,11,29,0,3,3,0,0,0,15,13,28,0,0,0,0,0,0,6,24,30,3,4,7,0,0,0,9,16,25,6,10,16,0,0,0,68,77,145,12,6,18,0,0,0,55,56,111,33,8,41,0,0,0,17,18,35,78,69,147,36,38,74,70,95,165,1187,406,1593,324,133,457,1072,1193,2265
