"region_id",C06_M_25_29_Tot_LF,C06_M_25_29_Notin_LF,C06_M_25_29_LF_NS,C06_M_25_29_Tot,C06_M_30_34_Em_FT,C06_M_30_34_Em_PT,C06_M_30_34_Em_AFW,C06_M_30_34_Em_Hrs_NS,C06_M_30_34_Em_Tot,C06_M_30_34_Unem_Look_FT,C06_M_30_34_Unem_Look_PT,C06_M_30_34_Unem_Tot,C06_M_30_34_Tot_LF,C06_M_30_34_Notin_LF,C06_M_30_34_LF_NS,C06_M_30_34_Tot,C06_M_35_39_Em_FT,C06_M_35_39_Em_PT,C06_M_35_39_Em_AFW,C06_M_35_39_Em_Hrs_NS,C06_M_35_39_Em_Tot,C06_M_35_39_Unem_Look_FT,C06_M_35_39_Unem_Look_PT,C06_M_35_39_Unem_Tot,C06_M_35_39_Tot_LF,C06_M_35_39_Notin_LF,C06_M_35_39_LF_NS,C06_M_35_39_Tot,C06_M_40_44_Em_FT,C06_M_40_44_Em_PT,C06_M_40_44_Em_AFW,C06_M_40_44_Em_Hrs_NS,C06_M_40_44_Em_Tot,C06_M_40_44_Unem_Look_FT,C06_M_40_44_Unem_Look_PT,C06_M_40_44_Unem_Tot,C06_M_40_44_Tot_LF,C06_M_40_44_Notin_LF,C06_M_40_44_LF_NS,C06_M_40_44_Tot,C06_M_45_49_Em_FT,C06_M_45_49_Em_PT,C06_M_45_49_Em_AFW,C06_M_45_49_Em_Hrs_NS,C06_M_45_49_Em_Tot,C06_M_45_49_Unem_Look_FT,C06_M_45_49_Unem_Look_PT,C06_M_45_49_Unem_Tot,C06_M_45_49_Tot_LF,C06_M_45_49_Notin_LF,C06_M_45_49_LF_NS,C06_M_45_49_Tot,C06_M_50_54_Em_FT,C06_M_50_54_Em_PT,C06_M_50_54_Em_AFW,C06_M_50_54_Em_Hrs_NS,C06_M_50_54_Em_Tot,C06_M_50_54_Unem_Look_FT,C06_M_50_54_Unem_Look_PT,C06_M_50_54_Unem_Tot,C06_M_50_54_Tot_LF,C06_M_50_54_Notin_LF,C06_M_50_54_LF_NS,C06_M_50_54_Tot,C06_M_55_59_Em_FT,C06_M_55_59_Em_PT,C06_M_55_59_Em_AFW,C06_M_55_59_Em_Hrs_NS,C06_M_55_59_Em_Tot,C06_M_55_59_Unem_Look_FT,C06_M_55_59_Unem_Look_PT,C06_M_55_59_Unem_Tot,C06_M_55_59_Tot_LF,C06_M_55_59_Notin_LF,C06_M_55_59_LF_NS,C06_M_55_59_Tot,C06_M_60_64_Em_FT,C06_M_60_64_Em_PT,C06_M_60_64_Em_AFW,C06_M_60_64_Em_Hrs_NS,C06_M_60_64_Em_Tot,C06_M_60_64_Unem_Look_FT,C06_M_60_64_Unem_Look_PT,C06_M_60_64_Unem_Tot,C06_M_60_64_Tot_LF,C06_M_60_64_Notin_LF,C06_M_60_64_LF_NS,C06_M_60_64_Tot,C06_M_65_69_Em_FT,C06_M_65_69_Em_PT,C06_M_65_69_Em_AFW,C06_M_65_69_Em_Hrs_NS,C06_M_65_69_Em_Tot,C06_M_65_69_Unem_Look_FT,C06_M_65_69_Unem_Look_PT,C06_M_65_69_Unem_Tot,C06_M_65_69_Tot_LF,C06_M_65_69_Notin_LF,C06_M_65_69_LF_NS,C06_M_65_69_Tot,C06_M_70_74_Em_FT,C06_M_70_74_Em_PT,C06_M_70_74_Em_AFW,C06_M_70_74_Em_Hrs_NS,C06_M_70_74_Em_Tot,C06_M_70_74_Unem_Look_FT,C06_M_70_74_Unem_Look_PT,C06_M_70_74_Unem_Tot,C06_M_70_74_Tot_LF,C06_M_70_74_Notin_LF,C06_M_70_74_LF_NS,C06_M_70_74_Tot,C06_M_75ov_Em_FT,C06_M_75ov_Em_PT,C06_M_75ov_Em_AFW,C06_M_75ov_Em_Hrs_NS,C06_M_75over_Em_Tot,C06_M_75ov_Unem_Lo_ft_wor,C06_M_75ov_Unem_Lo_pt_wor,C06_M_75ov_Unempl_Tot,C06_M_75ov_Tot_LF,C06_M_75ov_Notin_LF,C06_M_75ov_LF_NS,C06_M_75ov_Tot,C06_M_Tot_Em_FT,C06_M_Tot_Em_PT,C06_M_Tot_Em_AFW,C06_M_Tot_Em_Hrs_NS,C06_M_Tot_Em_Tot,C06_M_Tot_Unem_Look_FT,C06_M_Tot_Unem_Look_PT,C06_M_Tot_Unem_Tot,C06_M_T_T_labo_for,C06_M_Tot_Notin_LF,C06_M_Tot_LF_NS,C06_M_T_T,C11_M_15_19_Em_FT,C11_M_15_19_Em_PT,C11_M_15_19_Em_AFW,C11_M_15_19_Em_Hrs_NS,C11_M_15_19_Em_Tot,C11_M_15_19_Unem_Look_FT,C11_M_15_19_Unem_Look_PT,C11_M_15_19_Unem_Tot,C11_M_15_19_Tot_LF,C11_M_15_19_Notin_LF,C11_M_15_19_LF_NS,C11_M_15_19_Tot,C11_M_20_24_Em_FT,C11_M_20_24_Em_PT,C11_M_20_24_Em_AFW,C11_M_20_24_Em_Hrs_NS,C11_M_20_24_Em_Tot,C11_M_20_24_Unem_Look_FT,C11_M_20_24_Unem_Look_PT,C11_M_20_24_Unem_Tot,C11_M_20_24_Tot_LF,C11_M_20_24_Notin_LF,C11_M_20_24_LF_NS,C11_M_20_24_Tot,C11_M_25_29_Em_FT,C11_M_25_29_Em_PT,C11_M_25_29_Em_AFW,C11_M_25_29_Em_Hrs_NS,C11_M_25_29_Em_Tot,C11_M_25_29_Unem_Look_FT,C11_M_25_29_Unem_Look_PT,C11_M_25_29_Unem_Tot,C11_M_25_29_Tot_LF,C11_M_25_29_Notin_LF,C11_M_25_29_LF_NS,C11_M_25_29_Tot,C11_M_30_34_Em_FT,C11_M_30_34_Em_PT,C11_M_30_34_Em_AFW,C11_M_30_34_Em_Hrs_NS,C11_M_30_34_Em_Tot,C11_M_30_34_Unem_Look_FT,C11_M_30_34_Unem_Look_PT,C11_M_30_34_Unem_Tot,C11_M_30_34_Tot_LF,C11_M_30_34_Notin_LF,C11_M_30_34_LF_NS,C11_M_30_34_Tot,C11_M_35_39_Em_FT,C11_M_35_39_Em_PT,C11_M_35_39_Em_AFW,C11_M_35_39_Em_Hrs_NS,C11_M_35_39_Em_Tot,C11_M_35_39_Unem_Look_FT,C11_M_35_39_Unem_Look_PT,C11_M_35_39_Unem_Tot,C11_M_35_39_Tot_LF,C11_M_35_39_Notin_LF,C11_M_35_39_LF_NS,C11_M_35_39_Tot,C11_M_40_44_Em_FT,C11_M_40_44_Em_PT,C11_M_40_44_Em_AFW,C11_M_40_44_Em_Hrs_NS
"1RNSW",50047,6932,3219,60198,44540,6515,1721,1726,54502,3267,585,3852,58354,7044,3371,68769,49110,7212,1809,1972,60103,3108,606,3714,63817,8235,3583,75635,53815,8154,1983,1986,65938,3057,622,3679,69617,9746,4046,83409,56293,9004,2125,1814,69236,2909,663,3572,72808,11468,4192,88468,49970,8954,2195,1497,62616,2598,706,3304,65920,13437,3719,83076,38918,9494,2304,1176,51892,2235,775,3010,54902,22428,3748,81078,19272,7947,1345,709,29273,1496,774,2270,31543,32315,3154,67012,6528,4432,613,378,11951,79,142,221,12172,40844,3189,56205,2313,2080,265,205,4863,29,44,73,4936,38116,3342,46394,1841,1578,289,332,4040,39,28,67,4107,66722,8417,79246,409593,99381,19006,17008,544988,32246,9878,42124,587112,305867,52061,945040,14564,17878,1520,1356,35318,3823,3442,7265,42583,39743,4101,86427,35450,11930,1695,1595,50670,4811,1689,6500,57170,11523,4086,72779,41039,7096,1533,1339,51007,3327,714,4041,55048,7442,3526,66016,42393,6063,1612,1278,51346,2557,537,3094,54440,6811,3334,64585,49591,6925,1762,1494,59772,2524,520,3044,62816,8008,3703,74527,51948,7581,1930,1575
"1GSYD",121856,13161,14608,149625,108520,13200,3228,3669,128617,4862,914,5776,134393,10911,13312,158616,106462,12968,3076,3756,126262,4513,849,5362,131624,11420,11721,154765,104915,13536,2903,3721,125075,4261,845,5106,130181,12621,11040,153842,97478,12943,2694,3456,116571,3883,775,4658,121229,13431,9922,144582,82564,12080,2601,2738,99983,3310,782,4092,104075,15042,8440,127557,66278,12564,2682,2035,83559,2820,937,3757,87316,23374,7930,118620,33604,11885,1753,1194,48436,1718,859,2577,51013,33266,6289,90568,9865,6961,782,502,18110,190,276,466,18576,43609,5452,67637,2345,3268,312,201,6126,41,89,130,6256,42317,5046,53619,1508,2308,267,274,4357,58,70,128,4485,81667,12510,98662,787582,172233,27817,33073,1020705,42028,15817,57845,1078550,398640,128393,1605583,14207,25397,1978,1900,43482,3869,6283,10152,53634,81221,6900,141755,59230,34148,2847,3807,100032,7310,5107,12417,112449,30871,10579,153899,102044,21438,2932,3681,130095,6083,1911,7994,138089,16339,12605,167033,113712,15904,3297,3092,136005,4942,1100,6042,142047,12551,10827,165425,115787,14421,3194,3042,136444,4634,934,5568,142012,12132,9492,163636,107526,13907,2940,2976
"19799",15,5,5,25,19,0,0,3,22,0,0,0,22,0,0,22,29,0,0,0,29,0,0,0,29,3,0,32,22,0,3,4,29,3,0,3,32,0,4,36,35,0,0,3,38,0,0,0,38,0,8,46,20,0,4,0,24,0,0,0,24,0,5,29,23,0,4,0,27,0,0,0,27,4,4,35,10,3,0,0,13,0,0,0,13,0,6,19,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,14,11,14,223,6,0,6,229,25,32,286,3,0,0,0,3,3,3,6,9,7,0,16,12,3,6,0,21,0,0,0,21,3,9,33,13,3,3,0,19,0,0,0,19,7,9,35,10,3,4,3,20,0,0,0,20,0,6,26,15,0,5,0,20,0,0,0,20,4,6,30,20,0,26,0
