"region_id",C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650ov_CF_NC,C11_650ov_CF_Cu15DS_,C11_650ov_CF_CU15_NDS,C11_650ov_CF_NCU15_DS,C11_650ov_CF_NDCO,C11_650ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_Tot
"1RNSW",7409,705,732,15162,1172,393,1887,208,221,3881,306,95,561,74,69,1105,397,85,459,60,61,1062,1390,188,1180,128,199,3085,43414,6090,41326,3790,5583,100203
"1GSYD",23512,2681,3092,59404,17850,1992,12923,1750,1843,36358,9672,929,6916,947,983,19447,10041,1653,11464,1666,1130,25954,2637,392,1986,388,514,5917,103062,12645,85520,11039,12877,225143
"19799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
