"region_id",C11_P_35_39_Tot_LF,C11_P_35_39_Notin_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Notin_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Notin_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Notin_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Notin_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Notin_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Notin_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Notin_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75over_Emp_Wor_ft,C11_P_75ov_Em_Work_pt,C11_P_75ov_Em_Aw_fr_w,C11_P_75ov_Emp_Hou_w_ns,C11_P_75andOver_Em_Tot,C11_P_75over_Unem_Lo_ft_w,C11_P_75over_Unem_Lo_pt_w,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_T_T_labo_for,C11_P_Tot_Notin_LF,C11_P_Tot_LF_NS,C11_P_T_T
"1RNSW",118893,27556,6771,153220,79444,37750,4054,2584,123832,4100,2199,6299,130131,26664,7098,163893,86048,38076,4264,2530,130918,4036,1945,5981,136899,28812,7119,172830,86620,37779,5179,2377,131955,3655,1810,5465,137420,35084,7512,180016,66227,33103,5159,1855,106344,2779,1645,4424,110768,49920,7016,167704,37746,26507,3679,1381,69313,1841,1494,3335,72648,83384,7079,163111,12115,12580,1480,743,26918,166,359,525,27443,99713,6768,133924,4035,5154,552,428,10169,54,137,191,10360,90362,6612,107334,2393,3200,533,577,6703,36,72,108,6811,181690,21025,209526,649513,354460,46197,24086,1074256,43221,27169,70390,1144646,778008,103847,2026501
"1GSYD",260683,55193,17902,333778,165928,61770,6499,4820,239017,7123,4152,11275,250292,51930,16054,318276,164197,57965,5856,4937,232955,7071,3570,10641,243596,48126,15046,306768,149472,51743,6241,4186,211642,6251,2970,9221,220863,51677,14439,286979,111714,43802,5923,3104,164543,4823,2510,7333,171876,64856,12488,249220,64777,38394,4400,2088,109659,3028,2274,5302,114961,97472,11541,223974,20491,19652,1865,894,42902,367,661,1028,43930,113243,9765,166938,4562,7810,685,434,13491,84,241,325,13816,105493,8861,128170,1689,4160,540,538,6927,50,159,209,7136,230063,28021,265220,1352560,583739,72385,46560,2055244,73355,52577,125932,2181176,1145914,209259,3536349
"19799",44,10,16,70,24,0,56,0,80,6,0,6,86,13,19,118,37,6,54,0,97,0,0,0,97,25,25,147,32,8,69,0,109,0,0,0,109,15,31,155,23,12,86,0,121,0,0,0,121,46,34,201,21,12,67,0,100,0,0,0,100,122,45,267,10,3,26,3,42,0,0,0,42,171,36,249,3,0,6,3,12,0,0,0,12,192,39,243,0,0,3,0,3,0,0,0,3,234,54,291,224,65,425,9,723,12,9,21,744,870,344,1958
