"region_id",C06_5_9_Indig_st_ns_P,C06_5_9_T_M,C06_5_9_T_F,C06_5_9_T_P,C06_10_14_Indigen_M,C06_10_14_Indigen_F,C06_10_14_Indigen_P,C06_10_14_NonInd_M,C06_10_14_NonInd_F,C06_10_14_NonInd_P,C06_10_14_Ind_st_ns_M,C06_10_14_Ind_st_ns_F,C06_10_14_Ind_st_ns_P,C06_10_14_T_M,C06_10_14_T_F,C06_10_14_T_P,C06_15_19_Indigen_M,C06_15_19_Indigen_F,C06_15_19_Indigen_P,C06_15_19_NonInd_M,C06_15_19_NonInd_F,C06_15_19_NonInd_P,C06_15_19_Ind_st_ns_M,C06_15_19_Ind_st_ns_F,C06_15_19_Ind_st_ns_P,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Indigen_M,C06_20_24_Indigen_F,C06_20_24_Indigen_P,C06_20_24_NonInd_M,C06_20_24_NonInd_F,C06_20_24_NonInd_P,C06_20_24_Ind_st_ns_M,C06_20_24_Ind_st_ns_F,C06_20_24_Ind_st_ns_P,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Indigen_M,C06_25_29_Indigen_F,C06_25_29_Indigen_P,C06_25_29_NonInd_M,C06_25_29_NonInd_F,C06_25_29_NonInd_P,C06_25_29_Ind_st_ns_M,C06_25_29_Ind_st_ns_F,C06_25_29_Ind_st_ns_P,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Indigen_M,C06_30_34_Indigen_F,C06_30_34_Indigen_P,C06_30_34_NonInd_M,C06_30_34_NonInd_F,C06_30_34_NonInd_P,C06_30_34_Ind_st_ns_M,C06_30_34_Ind_st_ns_F,C06_30_34_Ind_st_ns_P,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Indigen_M,C06_35_39_Indigen_F,C06_35_39_Indigen_P,C06_35_39_NonInd_M,C06_35_39_NonInd_F,C06_35_39_NonInd_P,C06_35_39_Ind_st_ns_M,C06_35_39_Ind_st_ns_F,C06_35_39_Ind_st_ns_P,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Indigen_M,C06_40_44_Indigen_F,C06_40_44_Indigen_P,C06_40_44_NonInd_M,C06_40_44_NonInd_F,C06_40_44_NonInd_P,C06_40_44_Ind_st_ns_M,C06_40_44_Ind_st_ns_F,C06_40_44_Ind_st_ns_P,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Indigen_M,C06_45_49_Indigen_F,C06_45_49_Indigen_P,C06_45_49_NonInd_M,C06_45_49_NonInd_F,C06_45_49_NonInd_P,C06_45_49_Ind_st_ns_M,C06_45_49_Ind_st_ns_F,C06_45_49_Ind_st_ns_P,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Indigen_M,C06_50_54_Indigen_F,C06_50_54_Indigen_P,C06_50_54_NonInd_M,C06_50_54_NonInd_F,C06_50_54_NonInd_P,C06_50_54_Ind_st_ns_M,C06_50_54_Ind_st_ns_F,C06_50_54_Ind_st_ns_P,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Indigen_M,C06_55_59_Indigen_F,C06_55_59_Indigen_P,C06_55_59_NonInd_M,C06_55_59_NonInd_F,C06_55_59_NonInd_P,C06_55_59_Ind_st_ns_M,C06_55_59_Ind_st_ns_F,C06_55_59_Ind_st_ns_P,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Indigen_M,C06_60_64_Indigen_F,C06_60_64_Indigen_P,C06_60_64_NonInd_M,C06_60_64_NonInd_F,C06_60_64_NonInd_P,C06_60_64_Ind_st_ns_M,C06_60_64_Ind_st_ns_F,C06_60_64_Ind_st_ns_P,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_over_Indigen_M,C06_65_over_Indigen_F,C06_65_over_Indigen_P,C06_65over_NonInd_M,C06_65over_NonInd_F,C06_65over_NonInd_P,C06_65over_Indig_st_ns_M,C06_65over_Indig_st_ns_F,C06_65over_Indig_st_ns_P,C06_65_over_T_M,C06_65_over_T_F,C06_65_over_T_P,C06_Tot_Indig_M,C06_Tot_Indig_F,C06_Tot_Indig_P,C06_Tot_NonInd_M,C06_Tot_NonInd_F,C06_Tot_NonInd_P,C06_Tot_Indig_st_ns_M,C06_Tot_Indig_st_ns_F,C06_Tot_Indig_st_ns_P,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F,C11_5_9_Indig_st_ns_P,C11_5_9_T_M,C11_5_9_T_F,C11_5_9_T_P,C11_10_14_Indigen_M,C11_10_14_Indigen_F,C11_10_14_Indigen_P,C11_10_14_NonInd_M,C11_10_14_NonInd_F,C11_10_14_NonInd_P,C11_10_14_Ind_st_ns_M,C11_10_14_Ind_st_ns_F,C11_10_14_Ind_st_ns_P,C11_10_14_T_M,C11_10_14_T_F,C11_10_14_T_P,C11_15_19_Indigen_M,C11_15_19_Indigen_F,C11_15_19_Indigen_P,C11_15_19_NonInd_M
"1RNSW",8018,85066,80845,165911,6500,6202,12702,80949,77265,158214,4245,4059,8304,91694,87526,179220,5216,4941,10157,77289,72897,150186,3877,3380,7257,86382,81218,167600,3722,3464,7186,61939,59572,121511,3505,2594,6099,69166,65630,134796,2711,2788,5499,54679,55504,110183,2808,2226,5034,60198,60518,120716,2750,3106,5856,63060,66639,129699,2960,2536,5496,68770,72281,141051,2738,3287,6025,69708,74667,144375,3190,2863,6053,75636,80817,156453,2582,3009,5591,77157,81400,158557,3669,3105,6774,83408,87514,170922,2276,2548,4824,82256,85202,167458,3938,3250,7188,88470,91000,179470,1854,1984,3838,77686,78367,156053,3536,2844,6380,83076,83195,166271,1411,1461,2872,76086,75140,151226,3582,2846,6428,81079,79447,160526,1009,1030,2039,63099,63559,126658,2902,2657,5559,67010,67246,134256,1472,1840,3312,170491,202744,373235,9875,12913,22788,181838,217497,399335,46782,47670,94452,1096199,1127061,2223260,55731,52817,108548,1198712,1227548,2426260,7606,7467,15073,70700,67019,137719,3601,3574,7175,81907,78060,159967,7232,6967,14199,71235,67318,138553,3653,3521,7174,82120,77806,159926,7351,7138,14489,75754,71753,147507,4049,3734,7783,87154,82625,169779,6714,6438,13152,75676
"1GSYD",17550,136513,129173,265686,2793,2721,5514,125794,118731,244525,8647,7689,16336,137234,129141,266375,2521,2194,4715,127556,122904,250460,8815,7614,16429,138892,132712,271604,1781,1885,3666,133615,135158,268773,13203,10946,24149,148599,147989,296588,1364,1582,2946,134237,139637,273874,14026,11640,25666,149627,152859,302486,1393,1656,3049,144415,153137,297552,12806,11015,23821,158614,165808,324422,1402,1616,3018,142172,151013,293185,11189,9609,20798,154763,162238,317001,1160,1449,2609,142223,147021,289244,10461,8717,19178,153844,157187,311031,1040,1188,2228,134029,140602,274631,9510,7844,17354,144579,149634,294213,843,934,1777,118601,125120,243721,8115,7318,15433,127559,133372,260931,640,781,1421,110316,112733,223049,7664,6617,14281,118620,120131,238751,435,454,889,84126,84094,168220,6008,5310,11318,90569,89858,180427,665,894,1559,202488,260658,463146,16767,20895,37662,219920,282447,502367,21454,22267,43721,1851152,1928194,3779346,146051,132931,278982,2018657,2083392,4102049,3251,3095,6346,141725,134511,276236,8370,7566,15936,153346,145172,298518,3281,2904,6185,130941,123480,254421,7214,6600,13814,141436,132984,274420,3294,2976,6270,128136,121697,249833,6896,6168,13064,138326,130841,269167,3219,3028,6247,131415
"19799",0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,26,43,0,0,0,20,26,46,0,0,0,18,4,22,0,5,5,18,9,27,3,0,3,20,7,27,0,0,0,23,7,30,5,0,5,17,3,20,0,5,5,22,8,30,0,0,0,32,3,35,0,3,3,32,6,38,0,0,0,28,3,31,6,0,6,34,3,37,0,0,0,40,0,40,9,0,9,49,0,49,0,0,0,25,3,28,4,3,7,29,6,35,0,0,0,31,3,34,4,3,7,35,6,41,0,0,0,15,9,24,5,3,8,20,12,32,0,0,0,6,0,6,0,3,3,6,3,9,11,0,11,249,65,314,28,25,53,288,90,378,0,0,0,8,7,15,0,4,4,8,11,19,0,0,0,25,20,45,8,4,12,33,24,57,0,0,0,25,28,53,3,7,10,28,35,63,3,0,3,11
