"region_id",C11_F_Tot_Em_Tot,C11_F_Tot_Unem_Look_FT,C11_F_Tot_Unem_Look_PT,C11_F_Tot_Unem_Tot,C11_F_T_T_labo_for,C11_F_Tot_Notin_LF,C11_F_Tot_LF_NS,C11_F_T_T,C01_P_15_19_Em_FT,C01_P_15_19_Em_PT,C01_P_15_19_Em_AFW,C01_P_15_19_Em_Hrs_NS,C01_P_15_19_Em_Tot,C01_P_15_19_Unem_Look_FT,C01_P_15_19_Unem_Look_PT,C01_P_15_19_Unem_Tot,C01_P_15_19_Tot_LF,C01_P_15_19_Notin_LF,C01_P_15_19_LF_NS,C01_P_15_19_Tot,C01_P_20_24_Em_FT,C01_P_20_24_Em_PT,C01_P_20_24_Em_AFW,C01_P_20_24_Em_Hrs_NS,C01_P_20_24_Em_Tot,C01_P_20_24_Unem_Look_FT,C01_P_20_24_Unem_Look_PT,C01_P_20_24_Unem_Tot,C01_P_20_24_Tot_LF,C01_P_20_24_Notin_LF,C01_P_20_24_LF_NS,C01_P_20_24_Tot,C01_P_25_29_Em_FT,C01_P_25_29_Em_PT,C01_P_25_29_Em_AFW,C01_P_25_29_Em_Hrs_NS,C01_P_25_29_Em_Tot,C01_P_25_29_Unem_Look_FT,C01_P_25_29_Unem_Look_PT,C01_P_25_29_Unem_Tot,C01_P_25_29_Tot_LF,C01_P_25_29_Notin_LF,C01_P_25_29_LF_NS,C01_P_25_29_Tot,C01_P_30_34_Em_FT,C01_P_30_34_Em_PT,C01_P_30_34_Em_AFW,C01_P_30_34_Em_Hrs_NS,C01_P_30_34_Em_Tot,C01_P_30_34_Unem_Look_FT,C01_P_30_34_Unem_Look_PT,C01_P_30_34_Unem_Tot,C01_P_30_34_Tot_LF,C01_P_30_34_Notin_LF,C01_P_30_34_LF_NS,C01_P_30_34_Tot,C01_P_35_39_Em_FT,C01_P_35_39_Em_PT,C01_P_35_39_Em_AFW,C01_P_35_39_Em_Hrs_NS,C01_P_35_39_Em_Tot,C01_P_35_39_Unem_Look_FT,C01_P_35_39_Unem_Look_PT,C01_P_35_39_Unem_Tot,C01_P_35_39_Tot_LF,C01_P_35_39_Notin_LF,C01_P_35_39_LF_NS,C01_P_35_39_Tot,C01_P_40_44_Em_FT,C01_P_40_44_Em_PT,C01_P_40_44_Em_AFW,C01_P_40_44_Em_Hrs_NS,C01_P_40_44_Em_Tot,C01_P_40_44_Unem_Look_FT,C01_P_40_44_Unem_Look_PT,C01_P_40_44_Unem_Tot,C01_P_40_44_Tot_LF,C01_P_40_44_Notin_LF,C01_P_40_44_LF_NS,C01_P_40_44_Tot,C01_P_45_49_Em_FT,C01_P_45_49_Em_PT,C01_P_45_49_Em_AFW,C01_P_45_49_Em_Hrs_NS,C01_P_45_49_Em_Tot,C01_P_45_49_Unem_Look_FT,C01_P_45_49_Unem_Look_PT,C01_P_45_49_Unem_Tot,C01_P_45_49_Tot_LF,C01_P_45_49_Notin_LF,C01_P_45_49_LF_NS,C01_P_45_49_Tot,C01_P_50_54_Em_FT,C01_P_50_54_Em_PT,C01_P_50_54_Em_AFW,C01_P_50_54_Em_Hrs_NS,C01_P_50_54_Em_Tot,C01_P_50_54_Unem_Look_FT,C01_P_50_54_Unem_Look_PT,C01_P_50_54_Unem_Tot,C01_P_50_54_Tot_LF,C01_P_50_54_Notin_LF,C01_P_50_54_LF_NS,C01_P_50_54_Tot,C01_P_55_59_Em_FT,C01_P_55_59_Em_PT,C01_P_55_59_Em_AFW,C01_P_55_59_Em_Hrs_NS,C01_P_55_59_Em_Tot,C01_P_55_59_Unem_Look_FT,C01_P_55_59_Unem_Look_PT,C01_P_55_59_Unem_Tot,C01_P_55_59_Tot_LF,C01_P_55_59_Notin_LF,C01_P_55_59_LF_NS,C01_P_55_59_Tot,C01_P_60_64_Em_FT,C01_P_60_64_Em_PT,C01_P_60_64_Em_AFW,C01_P_60_64_Em_Hrs_NS,C01_P_60_64_Em_Tot,C01_P_60_64_Unem_Look_FT,C01_P_60_64_Unem_Look_PT,C01_P_60_64_Unem_Tot,C01_P_60_64_Tot_LF,C01_P_60_64_Notin_LF,C01_P_60_64_LF_NS,C01_P_60_64_Tot,C01_P_65_69_Em_FT,C01_P_65_69_Em_PT,C01_P_65_69_Em_AFW,C01_P_65_69_Em_Hrs_NS,C01_P_65_69_Em_Tot,C01_P_65_69_Unem_Look_FT,C01_P_65_69_Unem_Look_PT,C01_P_65_69_Unem_Tot,C01_P_65_69_Tot_LF,C01_P_65_69_Notin_LF,C01_P_65_69_LF_NS,C01_P_65_69_Tot,C01_P_70_74_Em_FT,C01_P_70_74_Em_PT,C01_P_70_74_Em_AFW,C01_P_70_74_Em_Hrs_NS,C01_P_70_74_Em_Tot,C01_P_70_74_Unem_Look_FT,C01_P_70_74_Unem_Look_PT,C01_P_70_74_Unem_Tot,C01_P_70_74_Tot_LF,C01_P_70_74_Notin_LF,C01_P_70_74_LF_NS,C01_P_70_74_Tot,C01_P_75ov_Em_FT,C01_P_75ov_Em_PT,C01_P_75ov_Em_Aw_fr_w,C01_P_75ov_Emp_H_wor_ns,C01_P_75ov_Em_Tot,C01_P_75ov_Unem_Lo_ft_wor,C01_P_75ov_Unem_Lo_pt_wor,C01_P_75ov_Unemp_Tot,C01_P_75ov_Tot_lab_for,C01_P_75over_N_lab_forc,C01_P_75over_LF_NS,C01_P_75over_Tot,C01_P_Tot_Em_FT,C01_P_Tot_Em_PT,C01_P_Tot_Em_AFW,C01_P_Tot_Em_Hrs_NS,C01_P_Tot_Em_Tot,C01_P_Tot_Unem_Look_FT,C01_P_Tot_Unem_Look_PT,C01_P_Tot_Unem_Tot,C01_P_T_T_labo_for,C01_P_Tot_Notin_LF,C01_P_Tot_LF_NS,C01_P_T_T,C06_P_15_19_Em_FT,C06_P_15_19_Em_PT,C06_P_15_19_Em_AFW,C06_P_15_19_Em_Hrs_NS,C06_P_15_19_Em_Tot,C06_P_15_19_Unem_Look_FT,C06_P_15_19_Unem_Look_PT,C06_P_15_19_Unem_Tot,C06_P_15_19_Tot_LF,C06_P_15_19_Notin_LF,C06_P_15_19_LF_NS,C06_P_15_19_Tot,C06_P_20_24_Em_FT,C06_P_20_24_Em_PT,C06_P_20_24_Em_AFW,C06_P_20_24_Em_Hrs_NS,C06_P_20_24_Em_Tot,C06_P_20_24_Unem_Look_FT,C06_P_20_24_Unem_Look_PT,C06_P_20_24_Unem_Tot,C06_P_20_24_Tot_LF,C06_P_20_24_Notin_LF,C06_P_20_24_LF_NS,C06_P_20_24_Tot
"1RNSW",503461,15182,16473,31655,535116,450025,50105,1035246,22032,39367,2790,3401,67590,9398,6697,16095,83685,77411,4442,165538,51284,24190,3117,2615,81206,12291,3520,15811,97017,26954,4212,128183,60755,21942,4047,2472,89216,8822,2484,11306,100522,29080,4496,134098,63577,28519,4737,2807,99640,7351,2400,9751,109391,34415,4715,148521,72151,35240,4501,3064,114956,7403,2545,9948,124904,36645,4947,166496,83730,38310,4536,3330,129906,7524,2420,9944,139850,34231,4596,178677,80540,32169,4508,2857,120074,6227,1629,7856,127930,32831,4500,165261,69715,26962,4323,2433,103433,5192,1468,6660,110093,42223,3876,156192,42327,18656,3299,1792,66074,3755,1204,4959,71033,55792,3482,130307,19246,11156,1891,1270,33563,1426,696,2122,35685,75220,3966,114871,6420,5349,725,840,13334,100,150,250,13584,82932,5225,101741,3013,2659,428,752,6852,68,66,134,6986,83041,6937,96964,2159,1757,468,1000,5384,121,73,194,5578,137497,17375,160450,576949,286276,39370,28633,931228,69678,25352,95030,1026258,748272,72769,1847299,23495,42193,3065,3534,72287,7528,6367,13895,86182,73911,7508,167601,55824,28325,3167,3004,90320,8120,3347,11467,101787,26198,6811,134796
"1GSYD",956991,27887,31553,59440,1016431,697240,102045,1815716,34676,61730,3961,6256,106623,8710,8811,17521,124144,134983,11872,270999,127449,53928,6210,7726,195313,13409,6153,19562,214875,52888,12464,280227,178513,40571,8519,6466,234069,11876,3763,15639,249708,49074,13445,312227,169253,48122,9491,5990,232856,10202,3428,13630,246486,59407,13947,319840,160231,55136,8291,6082,229740,9570,3448,13018,242758,59754,13868,316380,157902,55152,7136,6273,226463,8714,2924,11638,238101,52330,13127,303558,145761,46575,6333,5619,204288,7354,2281,9635,213923,46806,12231,272960,129724,41922,6455,4698,182799,6163,1883,8046,190845,55874,10000,256719,77742,30142,4592,2858,115334,4084,1538,5622,120956,65511,8501,194968,32793,18434,2398,1615,55240,1811,953,2764,58004,86045,8086,152135,8747,8772,956,778,19253,222,318,540,19793,97181,9283,126257,2766,4253,483,573,8075,102,112,214,8289,101670,10280,120239,2104,2735,443,890,6172,153,152,305,6477,189600,26603,222680,1227661,467472,65268,55824,1816225,82370,35764,118134,1934359,1051123,163707,3149189,28729,61262,4380,5554,99925,7192,9438,16630,116555,139301,15747,271603,119617,64420,5586,8299,197922,10728,7296,18024,215946,55869,24772,296587
"19799",335,6,6,12,347,508,173,1028,57,3,0,0,60,6,0,6,66,11,11,88,236,20,16,3,275,6,3,9,284,12,19,315,145,4,8,5,162,4,3,7,169,8,13,190,119,11,10,0,140,0,0,0,140,12,8,160,94,3,4,0,101,3,0,3,104,4,13,121,57,0,6,3,66,0,0,0,66,10,6,82,31,6,0,3,40,0,3,3,43,0,17,60,30,0,0,0,30,3,0,3,33,9,12,54,32,0,3,0,35,0,0,0,35,7,11,53,18,4,3,0,25,3,0,3,28,18,13,59,3,0,0,0,3,0,0,0,3,14,12,29,0,0,0,3,3,0,0,0,3,19,12,34,3,0,0,0,3,0,0,0,3,18,59,80,825,51,50,17,943,25,9,34,977,142,206,1325,0,25,0,0,25,3,3,6,31,15,0,46,12,3,0,0,15,0,0,0,15,9,4,28
