"region_id",Netherlands_C01_P,Netherlands_C06_M,Netherlands_C06_F,Netherlands_C06_P,Netherlands_C11_M,Netherlands_C11_F,Netherlands_C11_P,New_Zealand_C01_M,New_Zealand_C01_F,New_Zealand_C01_P,New_Zealand_C06_M,New_Zealand_C06_F,New_Zealand_C06_P,New_Zealand_C11_M,New_Zealand_C11_F,New_Zealand_C11_P,Philippines_C01_M,Philippines_C01_F,Philippines_C01_P,Philippines_C06_M,Philippines_C06_F,Philippines_C06_P,Philippines_C11_M,Philippines_C11_F,Philippines_C11_P,Poland_C01_M,Poland_C01_F,Poland_C01_P,Poland_C06_M,Poland_C06_F,Poland_C06_P,Poland_C11_M,Poland_C11_F,Poland_C11_P,Singapore_C01_M,Singapore_C01_F,Singapore_C01_P,Singapore_C06_M,Singapore_C06_F,Singapore_C06_P,Singapore_C11_M,Singapore_C11_F,Singapore_C11_P,South_Africa_C01_M,South_Africa_C01_F,South_Africa_C01_P,South_Africa_C06_M,South_Africa_C06_F,South_Africa_C06_P,South_Africa_C11_M,South_Africa_C11_F,South_Africa_C11_P,Sth_East_Eur_nf_C01_M,Sth_East_Eur_nf_C01_F,Sth_East_Eur_nf_C01_P,Sth_East_Eur_nf_C06_M,Sth_East_Eur_nf_C06_F,Sth_East_Eur_nf_C06_P,Sth_East_Eur_nf_C11_M,Sth_East_Eur_nf_C11_F,Sth_East_Eur_nf_C11_P,Sri_Lanka_C01_M,Sri_Lanka_C01_F,Sri_Lanka_C01_P,Sri_Lanka_C06_M,Sri_Lanka_C06_F,Sri_Lanka_C06_P,Sri_Lanka_C11_M,Sri_Lanka_C11_F,Sri_Lanka_C11_P,Thailand_C01_M,Thailand_C01_F,Thailand_C01_P,Thailand_C06_M,Thailand_C06_F,Thailand_C06_P,Thailand_C11_M,Thailand_C11_F,Thailand_C11_P,Turkey_C01_M,Turkey_C01_F,Turkey_C01_P,Turkey_C06_M,Turkey_C06_F,Turkey_C06_P,Turkey_C11_M,Turkey_C11_F,Turkey_C11_P,Unitd_Kingdom_C01_M,Unitd_Kingdom_C01_F,Unitd_Kingdom_C01_P,Unitd_Kingdom_C06_M,Unitd_Kingdom_C06_F,Unitd_Kingdom_C06_P,Unitd_Kingdom_C11_M,Unitd_Kingdom_C11_F,Unitd_Kingdom_C11_P,Unit_Sts_Amer_C01_M,Unit_Sts_Amer_C01_F,Unit_Sts_Amer_C01_P,Unit_Sts_Amer_C06_M,Unit_Sts_Amer_C06_F,Unit_Sts_Amer_C06_P,Unit_Sts_Amer_C11_M,Unit_Sts_Amer_C11_F,Unit_Sts_Amer_C11_P,Vietnam_C01_M,Vietnam_C01_F,Vietnam_C01_P,Vietnam_C06_M,Vietnam_C06_F,Vietnam_C06_P,Vietnam_C11_M,Vietnam_C11_F,Vietnam_C11_P,Born_elsewhere_C01_M,Born_elsewhere_C01_F,Born_elsewhere_C01_P,Born_elsewhere_C06_M,Born_elsewhere_C06_F,Born_elsewhere_C06_P,Born_elsewhere_C11_M,Born_elsewhere_C11_F,Born_elsewhere_C11_P,Country_birt_ns_C01_M,Country_birt_ns_C01_F,Country_birt_ns_C01_P,Country_birt_ns_C06_M,Country_birt_ns_C06_F,Country_birt_ns_C06_P,Country_birt_ns_C11_M,Country_birt_ns_C11_F,Country_birt_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
"1RNSW",8580,4234,4036,8270,4050,4014,8064,11852,11862,23714,12797,12841,25638,14690,14671,29361,1011,4136,5147,1171,4459,5630,1891,5687,7578,1638,1609,3247,1267,1461,2728,1014,1350,2364,354,450,804,376,496,872,420,610,1030,1642,1749,3391,2240,2393,4633,3310,3380,6690,2074,1706,3780,1286,1129,2415,977,855,1832,574,572,1146,610,587,1197,823,789,1612,351,773,1124,420,1036,1456,663,1726,2389,638,526,1164,602,504,1106,633,512,1145,45001,46053,91054,45015,46246,91261,45755,46817,92572,2248,2241,4489,2635,2757,5392,3152,3404,6556,842,748,1590,821,778,1599,993,1035,2028,15438,14365,29803,16889,16070,32959,20106,19479,39585,64037,61025,125062,72678,71926,144604,68418,65199,133617,5155,5969,11124,4884,5561,10445,5512,5827,11339,1176569,1196251,2372820,1203594,1233111,2436705,1247943,1279568,2527511
"1GSYD",11703,5511,5063,10574,5242,4874,10116,41512,40451,81963,40515,40175,80690,42525,42049,84574,19293,27797,47090,21246,30749,51995,25690,37026,62716,6323,7292,13615,5583,6898,12481,5190,6765,11955,3496,4159,7655,4023,4736,8759,4685,5478,10163,12357,12833,25190,13802,14390,28192,16414,16999,33413,8136,7799,15935,4653,4747,9400,3210,3339,6549,7929,7815,15744,8871,9021,17892,11014,11053,22067,3304,5336,8640,3963,6860,10823,5261,9869,15130,5600,5375,10975,5772,5558,11330,6047,5775,11822,95225,88766,183991,90294,83751,174045,94493,86777,181270,7419,7322,14741,8085,8185,16270,9718,10111,19829,29594,31829,61423,28998,33169,62167,31793,37951,69744,107711,106498,214209,116674,117276,233950,141312,140446,281758,131214,128890,260104,166084,156895,322979,130789,123352,254141,23493,25813,49306,21749,24776,46525,23306,27274,50580,1967687,2029634,3997321,2040409,2108165,4148574,2177052,2251981,4429033
"19799",6,0,0,0,6,4,10,26,5,31,14,3,17,18,20,38,3,0,3,0,0,0,4,3,7,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,5,7,12,0,0,0,0,0,0,8,5,13,3,0,3,8,0,8,3,0,3,3,4,7,0,0,0,3,4,7,0,0,0,0,3,3,0,0,0,71,14,85,12,4,16,87,101,188,0,0,0,0,0,0,3,3,6,4,3,7,4,0,4,0,0,0,29,7,36,9,0,9,26,21,47,203,40,243,28,25,53,171,168,339,78,69,147,36,38,74,71,95,166,1191,411,1602,327,131,458,1072,1194,2266
