"region_id",C06_F_65_69_Tot_LF,C06_F_65_69_Notin_LF,C06_F_65_69_LF_NS,C06_F_65_69_Tot,C06_F_70_74_Em_FT,C06_F_70_74_Em_PT,C06_F_70_74_Em_AFW,C06_F_70_74_Em_Hrs_NS,C06_F_70_74_Em_Tot,C06_F_70_74_Unem_Look_FT,C06_F_70_74_Unem_Look_PT,C06_F_70_74_Unem_Tot,C06_F_70_74_Tot_LF,C06_F_70_74_Notin_LF,C06_F_70_74_LF_NS,C06_F_70_74_Tot,C06_F_75ov_Em_FT,C06_F_75ov_Em_PT,C06_F_75ov_Emp_A_fr_wo,C06_F_75ov_Em_Hou_wor_ns,C06_F_75over_Em_Tot,C06_F_75ov_Unem_Lo_ft_wor,C06_F_75ov_Unem_Lo_pt_wor,C06_F_75over_Unem_Tot,C06_F_75ov_Tot_LF,C06_F_75over_N_lab_forc,C06_F_75ov_LF_NS,C06_F_75andOver_Tot,C06_F_Tot_Em_FT,C06_F_Tot_Em_PT,C06_F_Tot_Em_AFW,C06_F_Tot_Em_Hrs_NS,C06_F_Tot_Em_Tot,C06_F_Tot_Unem_Look_FT,C06_F_Tot_Unem_Look_PT,C06_F_Tot_Unem_Tot,C06_F_T_T_labo_for,C06_F_Tot_Notin_LF,C06_F_Tot_LF_NS,C06_F_T_T,C11_F_15_19_Em_FT,C11_F_15_19_Em_PT,C11_F_15_19_Em_AFW,C11_F_15_19_Em_Hrs_NS,C11_F_15_19_Em_Tot,C11_F_15_19_Unem_Look_FT,C11_F_15_19_Unem_Look_PT,C11_F_15_19_Unem_Tot,C11_F_15_19_Tot_LF,C11_F_15_19_Notin_LF,C11_F_15_19_LF_NS,C11_F_15_19_Tot,C11_F_20_24_Em_FT,C11_F_20_24_Em_PT,C11_F_20_24_Em_AFW,C11_F_20_24_Em_Hrs_NS,C11_F_20_24_Em_Tot,C11_F_20_24_Unem_Look_FT,C11_F_20_24_Unem_Look_PT,C11_F_20_24_Unem_Tot,C11_F_20_24_Tot_LF,C11_F_20_24_Notin_LF,C11_F_20_24_LF_NS,C11_F_20_24_Tot,C11_F_25_29_Em_FT,C11_F_25_29_Em_PT,C11_F_25_29_Em_AFW,C11_F_25_29_Em_Hrs_NS,C11_F_25_29_Em_Tot,C11_F_25_29_Unem_Look_FT,C11_F_25_29_Unem_Look_PT,C11_F_25_29_Unem_Tot,C11_F_25_29_Tot_LF,C11_F_25_29_Notin_LF,C11_F_25_29_LF_NS,C11_F_25_29_Tot,C11_F_30_34_Em_FT,C11_F_30_34_Em_PT,C11_F_30_34_Em_AFW,C11_F_30_34_Em_Hrs_NS,C11_F_30_34_Em_Tot,C11_F_30_34_Unem_Look_FT,C11_F_30_34_Unem_Look_PT,C11_F_30_34_Unem_Tot,C11_F_30_34_Tot_LF,C11_F_30_34_Notin_LF,C11_F_30_34_LF_NS,C11_F_30_34_Tot,C11_F_35_39_Em_FT,C11_F_35_39_Em_PT,C11_F_35_39_Em_AFW,C11_F_35_39_Em_Hrs_NS,C11_F_35_39_Em_Tot,C11_F_35_39_Unem_Look_FT,C11_F_35_39_Unem_Look_PT,C11_F_35_39_Unem_Tot,C11_F_35_39_Tot_LF,C11_F_35_39_Notin_LF,C11_F_35_39_LF_NS,C11_F_35_39_Tot,C11_F_40_44_Em_FT,C11_F_40_44_Em_PT,C11_F_40_44_Em_AFW,C11_F_40_44_Em_Hrs_NS,C11_F_40_44_Em_Tot,C11_F_40_44_Unem_Look_FT,C11_F_40_44_Unem_Look_PT,C11_F_40_44_Unem_Tot,C11_F_40_44_Tot_LF,C11_F_40_44_Notin_LF,C11_F_40_44_LF_NS,C11_F_40_44_Tot,C11_F_45_49_Em_FT,C11_F_45_49_Em_PT,C11_F_45_49_Em_AFW,C11_F_45_49_Em_Hrs_NS,C11_F_45_49_Em_Tot,C11_F_45_49_Unem_Look_FT,C11_F_45_49_Unem_Look_PT,C11_F_45_49_Unem_Tot,C11_F_45_49_Tot_LF,C11_F_45_49_Notin_LF,C11_F_45_49_LF_NS,C11_F_45_49_Tot,C11_F_50_54_Em_FT,C11_F_50_54_Em_PT,C11_F_50_54_Em_AFW,C11_F_50_54_Em_Hrs_NS,C11_F_50_54_Em_Tot,C11_F_50_54_Unem_Look_FT,C11_F_50_54_Unem_Look_PT,C11_F_50_54_Unem_Tot,C11_F_50_54_Tot_LF,C11_F_50_54_Notin_LF,C11_F_50_54_LF_NS,C11_F_50_54_Tot,C11_F_55_59_Em_FT,C11_F_55_59_Em_PT,C11_F_55_59_Em_AFW,C11_F_55_59_Em_Hrs_NS,C11_F_55_59_Em_Tot,C11_F_55_59_Unem_Look_FT,C11_F_55_59_Unem_Look_PT,C11_F_55_59_Unem_Tot,C11_F_55_59_Tot_LF,C11_F_55_59_Notin_LF,C11_F_55_59_LF_NS,C11_F_55_59_Tot,C11_F_60_64_Em_FT,C11_F_60_64_Em_PT,C11_F_60_64_Em_AFW,C11_F_60_64_Em_Hrs_NS,C11_F_60_64_Em_Tot,C11_F_60_64_Unem_Look_FT,C11_F_60_64_Unem_Look_PT,C11_F_60_64_Unem_Tot,C11_F_60_64_Tot_LF,C11_F_60_64_Notin_LF,C11_F_60_64_LF_NS,C11_F_60_64_Tot,C11_F_65_69_Em_FT,C11_F_65_69_Em_PT,C11_F_65_69_Em_AFW,C11_F_65_69_Em_Hrs_NS,C11_F_65_69_Em_Tot,C11_F_65_69_Unem_Look_FT,C11_F_65_69_Unem_Look_PT,C11_F_65_69_Unem_Tot,C11_F_65_69_Tot_LF,C11_F_65_69_Notin_LF,C11_F_65_69_LF_NS,C11_F_65_69_Tot,C11_F_70_74_Em_FT,C11_F_70_74_Em_PT,C11_F_70_74_Em_AFW,C11_F_70_74_Em_Hrs_NS,C11_F_70_74_Em_Tot,C11_F_70_74_Unem_Look_FT,C11_F_70_74_Unem_Look_PT,C11_F_70_74_Unem_Tot,C11_F_70_74_Tot_LF,C11_F_70_74_Notin_LF,C11_F_70_74_LF_NS,C11_F_70_74_Tot,C11_F_75ov_Em_FT,C11_F_75ov_Em_PT,C11_F_75ov_Emp_Aw_fr_w,C11_F_75ov_Emp_Hou_w_ns,C11_F_75over_Em_Tot,C11_F_75ov_Unem_Lo_ft_wor,C11_F_75ov_Unem_Lo_pt_wor,C11_F_75ov_Unemp_Tot,C11_F_75ov_Tot_lab_for,C11_F_75ov_N_lab_forc,C11_F_75ov_LF_NS,C11_F_75ov_yr_Tot,C11_F_Tot_Em_FT,C11_F_Tot_Em_PT,C11_F_Tot_Em_AFW,C11_F_Tot_Em_Hrs_NS
"1RNSW",6262,47796,3263,57321,802,1324,186,187,2499,14,23,37,2536,43156,3784,49476,610,810,187,276,1883,25,21,46,1929,95621,13143,110693,203241,226656,20502,11180,461579,17379,16647,34026,495605,439990,50764,986359,6605,26811,1884,1256,36556,2293,3988,6281,42837,35139,3324,81300,21695,19427,2019,1093,44234,2665,2075,4740,48974,17852,3094,69920,23707,15677,2996,689,43069,1705,1362,3067,46136,17550,2729,66415,18359,20716,3464,654,43193,1371,1521,2892,46085,18763,2653,67501,21482,27788,2812,857,52939,1478,1660,3138,56077,19548,3068,78693,27496,30169,2124,1009,60798,1514,1632,3146,63944,17352,3177,84473,31856,29590,2184,987,64617,1579,1341,2920,67537,17272,3097,87906,32726,28172,2707,999,64604,1307,1127,2434,67038,21021,3289,91348,22923,22900,2503,737,49063,826,936,1762,50825,30305,3126,84256,11112,15604,1677,555,28948,396,646,1042,29990,48000,3270,81260,3126,5856,638,309,9929,27,128,155,10084,53883,3263,67230,933,2075,234,173,3415,7,33,40,3455,48063,3350,54868,552,1050,229,265,2096,14,24,38,2134,105277,12665,120076,222572,245835,25471,9583
"1GSYD",9645,56015,5429,71089,642,1913,196,153,2904,17,53,70,2974,51887,5622,60483,564,1272,216,313,2365,44,45,89,2454,128107,20320,150881,474118,343109,34586,22140,873953,23371,25524,48895,922848,649656,121735,1694239,7793,34528,2313,1693,46327,2531,6448,8979,55306,72774,5656,133736,48920,42024,3467,2800,97211,4802,5247,10049,107260,36726,8767,152753,82271,28909,5640,2219,119039,4315,2943,7258,126297,35839,10429,172565,67684,35316,8287,1645,112932,3216,2793,6009,118941,41540,9379,169860,58082,46358,6421,1680,112541,2856,3274,6130,118671,43061,8410,170142,58402,47863,3559,1844,111668,2735,3246,5981,117649,38557,7518,163724,61538,43748,2972,2040,110298,2799,2680,5479,115777,33132,7038,155947,57765,37922,3311,1718,100716,2397,2092,4489,105205,34695,6602,146502,41630,30411,3030,1281,76352,1473,1460,2933,79285,42686,5967,127938,20874,22922,2138,848,46782,675,1015,1690,48472,59565,5572,113609,5593,9530,788,356,16267,58,222,280,16547,63506,4790,84843,1037,3124,287,184,4632,15,67,82,4714,57909,4580,67203,369,1395,202,260,2226,15,66,81,2307,137250,17337,156894,511958,384050,42415,18568
"19799",0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,3,0,30,6,3,9,39,29,21,89,0,0,6,0,6,0,0,0,6,6,6,18,6,0,10,0,16,3,3,6,22,6,6,34,5,5,4,0,14,0,3,3,17,8,3,28,6,6,4,0,16,0,0,0,16,5,6,27,4,4,16,0,24,0,0,0,24,6,10,40,4,0,30,0,34,3,0,3,37,7,7,51,9,3,27,0,39,0,0,0,39,14,12,65,7,5,39,0,51,0,0,0,51,10,20,81,8,9,51,0,68,0,0,0,68,28,17,113,4,9,38,0,51,0,0,0,51,82,25,158,0,3,10,0,13,0,0,0,13,106,13,132,0,0,3,0,3,0,0,0,3,99,25,127,0,0,0,0,0,0,0,0,0,131,23,154,53,44,238,0
