"region_id",C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T
"1RNSW",1522,432,48,9303,39603,5260,8051,4518,634,58066,819215,73636,80551,22518,1741,997661
"1GSYD",4302,75,97,12143,43854,13759,44616,2042,213,104484,954317,204073,431575,9099,2466,1601530
"19799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
