"region_id",Pre_sch_C01_M,Pre_sch_C01_F,Pre_sch_C01_P,Pre_sch_C06_M,Pre_sch_C06_F,Pre_sch_C06_P,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Infan_Prim_Govt_C01_M,Infan_Prim_Govt_C01_F,Infan_Prim_Govt_C01_P,Infan_Prim_Govt_C06_M,Infan_Prim_Govt_C06_F,Infan_Prim_Govt_C06_P,Infan_Prim_Govt_C11_M,Infan_Prim_Govt_C11_F,Infan_Prim_Govt_C11_P,Infan_Prim_Cath_C01_M,Infan_Prim_Cath_C01_F,Infan_Prim_Cath_C01_P,Infan_Prim_Cath_C06_M,Infan_Prim_Cath_C06_F,Infan_Prim_Cath_C06_P,Infan_Prim_Cath_C11_M,Infan_Prim_Cath_C11_F,Infan_Prim_Cath_C11_P,Inf_Pri_Oth_No_Gov_C01_M,Inf_Pri_Oth_No_Gov_C01_F,Inf_Pri_Oth_No_Gov_C01_P,Inf_Pri_Oth_No_Gov_C06_M,Inf_Pri_Oth_No_Gov_C06_F,Inf_Pri_Oth_No_Gov_C06_P,Inf_Pri_Oth_No_Gov_C11_M,Inf_Pri_Oth_No_Gov_C11_F,Inf_Pri_Oth_No_Gov_C11_P,Inf_Primary_Tot_C01_M,Inf_Primary_Tot_C01_F,Inf_Primary_Tot_C01_P,Inf_Primary_Tot_C06_M,Inf_Primary_Tot_C06_F,Inf_Primary_Tot_C06_P,Inf_Primary_Tot_C11_M,Inf_Primary_Tot_C11_F,Inf_Primary_Tot_C11_P,Sec_Govern_C01_M,Sec_Govern_C01_F,Sec_Govern_C01_P,Sec_Govern_C06_M,Sec_Govern_C06_F,Sec_Govern_C06_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Catholic_C01_M,Sec_Catholic_C01_F,Sec_Catholic_C01_P,Sec_Catholic_C06_M,Sec_Catholic_C06_F,Sec_Catholic_C06_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Oth_Non_Gov_C01_M,Sec_Oth_Non_Gov_C01_F,Sec_Oth_Non_Gov_C01_P,Sec_Oth_Non_Gov_C06_M,Sec_Oth_Non_Gov_C06_F,Sec_Oth_Non_Gov_C06_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Tot_C01_M,Sec_Tot_C01_F,Sec_Tot_C01_P,Sec_Tot_C06_M,Sec_Tot_C06_F,Sec_Tot_C06_P,Sec_Tot_C11_M,Sec_Tot_C11_F,Sec_Tot_C11_P,Tech_FTS_15_24_C01_M,Tech_FTS_15_24_C01_F,Tech_FTS_15_24_C01_P,Tech_FTS_15_24_C06_M,Tech_FTS_15_24_C06_F,Tech_FTS_15_24_C06_P,Tech_FTS_15_24_C11_M,Tech_FTS_15_24_C11_F,Tech_FTS_15_24_C11_P,Tech_FTS_25ove_C01_M,Tech_FTS_25ove_C01_F,Tech_FTS_25ove_C01_P,Tech_FTS_25ove_C06_M,Tech_FTS_25ove_C06_F,Tech_FTS_25ove_C06_P,Tech_FTS_25ove_C11_M,Tech_FTS_25ove_C11_F,Tech_FTS_25ove_C11_P,Tech_PTS_15_24_C01_M,Tech_PTS_15_24_C01_F,Tech_PTS_15_24_C01_P,Tech_PTS_15_24_C06_M,Tech_PTS_15_24_C06_F,Tech_PTS_15_24_C06_P,Tech_PTS_15_24_C11_M,Tech_PTS_15_24_C11_F,Tech_PTS_15_24_C11_P,Techn_PTS_25over_C01_M,Techn_PTS_25over_C01_F,Techn_PTS_25over_C01_P,Techn_PTS_25over_C06_M,Techn_PTS_25over_C06_F,Techn_PTS_25over_C06_P,Techn_PTS_25over_C11_M,Techn_PTS_25over_C11_F,Techn_PTS_25over_C11_P,Tec_F_Pt_stu_st_ns_C01_M,Tec_F_Pt_stu_st_ns_C01_F,Tec_F_Pt_stu_st_ns_C01_P,Tec_F_Pt_stu_st_ns_C06_M,Tec_F_Pt_stu_st_ns_C06_F,Tec_F_Pt_stu_st_ns_C06_P,Tec_F_Pt_stu_st_ns_C11_M,Tec_F_Pt_stu_st_ns_C11_F,Tec_F_Pt_stu_st_ns_C11_P,Tech_Tot_C01_M,Tech_Tot_C01_F,Tech_Tot_C01_P,Tech_Tot_C06_M,Tech_Tot_C06_F,Tech_Tot_C06_P,Tech_Tot_C11_M,Tech_Tot_C11_F,Tech_Tot_C11_P,U_Ft_s_15_24_01_C_M,U_Ft_s_15_24_01_C_F,U_Ft_s_15_24_01_C_P,U_Ft_s_15_24_06_C_M,U_Ft_s_15_24_06_C_F,U_Ft_s_15_24_06_C_P,U_Ft_s_15_24_11_C_M,U_Ft_s_15_24_11_C_F,U_Ft_s_15_24_11_C_P,U_Ft_s_25over_01_C_M,U_Ft_s_25over_01_C_F,U_Ft_s_25over_01_C_P,U_Ft_s_25over_06_C_M,U_Ft_s_25over_06_C_F,U_Ft_s_25over_06_C_P,U_Ft_s_25over_11_C_M,U_Ft_s_25over_11_C_F,U_Ft_s_25over_11_C_P,U_Pt_s_15_24_01_C_M,U_Pt_s_15_24_01_C_F,U_Pt_s_15_24_01_C_P,U_Pt_s_15_24_06_C_M,U_Pt_s_15_24_06_C_F,U_Pt_s_15_24_06_C_P,U_Pt_s_15_24_11_C_M,U_Pt_s_15_24_11_C_F,U_Pt_s_15_24_11_C_P,U_Pt_s_25over_01_C_M,U_Pt_s_25over_01_C_F,U_Pt_s_25over_01_C_P,U_Pt_s_25over_06_C_M,U_Pt_s_25over_06_C_F,U_Pt_s_25over_06_C_P,U_Pt_s_25over_11_C_M,U_Pt_s_25over_11_C_F,U_Pt_s_25over_11_C_P,U_F_Pt_s_s_ns_01_C_M,U_F_Pt_s_s_ns_01_C_F,U_F_Pt_s_s_ns_01_C_P,U_F_Pt_s_s_ns_06_C_M,U_F_Pt_s_s_ns_06_C_F,U_F_Pt_s_s_ns_06_C_P,U_F_Pt_s_s_ns_11_C_M,U_F_Pt_s_s_ns_11_C_F,U_F_Pt_s_s_ns_11_C_P,U_Tot_C01_M,U_Tot_C01_F,U_Tot_C01_P,U_Tot_C06_M,U_Tot_C06_F,U_Tot_C06_P,U_Tot_C11_M,U_Tot_C11_F,U_Tot_C11_P,Ot_ty_Ed_Ins_Ft_st_C01_M,Ot_ty_Ed_Ins_Ft_st_C01_F,Ot_ty_Ed_Ins_Ft_st_C01_P,Ot_ty_Ed_Ins_Ft_st_C06_M,Ot_ty_Ed_Ins_Ft_st_C06_F,Ot_ty_Ed_Ins_Ft_st_C06_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C01_M,Ot_ty_Ed_Ins_Pt_st_C01_F
"1RNSW",20553,19157,39710,23224,20990,44214,24699,22960,47659,91087,85901,176988,79840,75590,155430,74359,70254,144613,23271,22711,45982,22292,21743,44035,21928,21078,43006,7557,7132,14689,9130,8633,17763,9844,9216,19060,121915,115744,237659,111262,105966,217228,106131,100548,206679,62885,61721,124606,58892,57726,116618,57445,55346,112791,16318,16878,33196,16566,17139,33705,17248,18465,35713,7247,7714,14961,9144,9561,18705,9948,10427,20375,86450,86313,172763,84602,84426,169028,84641,84238,168879,5181,5870,11051,3906,4648,8554,3998,4548,8546,2680,4263,6943,1720,3627,5347,2200,4656,6856,12515,6958,19473,12646,6534,19180,11909,6917,18826,13170,19912,33082,9523,15629,25152,10063,17285,27348,232,235,467,428,440,868,403,367,770,33778,37238,71016,28223,30878,59101,28573,33773,62346,11095,15165,26260,11342,16430,27772,13728,19881,33609,4447,4925,9372,4136,5363,9499,5133,7315,12448,1927,2495,4422,1836,2638,4474,2125,3235,5360,8436,11958,20394,6733,11238,17971,7641,14375,22016,88,137,225,142,196,338,144,196,340,25993,34680,60673,24189,35865,60054,28771,45002,73773,1323,1496,2819,1085,1374,2459,1316,1623,2939,3270,6700
"1GSYD",31334,28570,59904,36447,33251,69698,41095,37717,78812,120496,113094,233590,113468,106639,220107,117496,109688,227184,36982,35795,72777,35881,34676,70557,36820,35951,72771,18188,17472,35660,19986,18985,38971,21928,20617,42545,175666,166361,342027,169335,160300,329635,176244,166256,342500,77014,77246,154260,75491,74282,149773,79985,78329,158314,34686,34008,68694,35766,34896,70662,37457,36159,73616,21756,21288,43044,24311,23873,48184,25852,24846,50698,133456,132542,265998,135568,133051,268619,143294,139334,282628,10771,10492,21263,10439,10258,20697,10500,10008,20508,5766,7846,13612,4875,7805,12680,6643,11375,18018,21943,11619,33562,18848,9448,28296,16878,8412,25290,21334,27141,48475,15773,22224,37997,16312,24033,40345,562,433,995,988,803,1791,744,642,1386,60376,57531,117907,50923,50538,101461,51077,54470,105547,37041,45551,82592,42617,51292,93909,56391,66820,123211,11527,11723,23250,12844,13925,26769,17710,19599,37309,6082,7032,13114,5610,6754,12364,6816,7907,14723,24158,26516,50674,19790,24397,44187,22337,29921,52258,447,383,830,752,791,1543,753,836,1589,79255,91205,170460,81613,97159,178772,104007,125083,229090,4464,5276,9740,4064,5104,9168,6221,7323,13544,11023,17131
"19799",0,0,0,0,0,0,3,3,6,0,0,0,0,4,4,27,27,54,0,0,0,0,0,0,4,8,12,36,38,74,0,0,0,10,0,10,36,38,74,0,4,4,41,35,76,3,3,6,14,23,37,5,12,17,4,0,4,3,0,3,3,8,11,3,0,3,0,0,0,5,3,8,10,3,13,17,23,40,13,23,36,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,6,3,9,0,0,0,0,0,0,8,0,8,4,0,4,4,5,9,0,0,0,3,0,3,0,0,0,17,3,20,7,0,7,11,9,20,0,5,5,0,3,3,3,3,6,3,0,3,0,0,0,4,3,7,3,4,7,4,0,4,3,0,3,13,9,22,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,19,18,37,4,3,7,10,9,19,3,3,6,0,0,0,4,3,7,5,5
