"region_id",Spks_Engl_only_C01_M,Spks_Engl_only_C01_F,Spks_Engl_only_C01_P,Spks_Engl_only_C06_M,Spks_Engl_only_C06_F,Spks_Engl_only_C06_P,Spks_Engl_only_C11_M,Spks_Engl_only_C11_F,Spks_Engl_only_C11_P,SOL_Ar_in_Le_C01_M,SOL_Ar_in_Le_C01_F,SOL_Ar_in_Le_C01_P,SOL_Ar_in_Le_C06_M,SOL_Ar_in_Le_C06_F,SOL_Ar_in_Le_C06_P,SOL_Ar_in_Le_C11_M,SOL_Ar_in_Le_C11_F,SOL_Ar_in_Le_C11_P,SOL_Assyr_C01_M,SOL_Assyr_C01_F,SOL_Assyr_C01_P,SOL_Assyr_C06_M,SOL_Assyr_C06_F,SOL_Assyr_C06_P,SOL_Assyr_C11_M,SOL_Assyr_C11_F,SOL_Assyr_C11_P,SOL_Aus_In_La_C01_M,SOL_Aus_In_La_C01_F,SOL_Aus_In_La_C01_P,SOL_Aus_In_La_C06_M,SOL_Aus_In_La_C06_F,SOL_Aus_In_La_C06_P,SOL_Aus_In_La_C11_M,SOL_Aus_In_La_C11_F,SOL_Aus_In_La_C11_P,SOL_Canton_C01_M,SOL_Canton_C01_F,SOL_Canton_C01_P,SOL_Canton_C06_M,SOL_Canton_C06_F,SOL_Canton_C06_P,SOL_Canton_C11_M,SOL_Canton_C11_F,SOL_Canton_C11_P,SOL_Mandar_C01_M,SOL_Mandar_C01_F,SOL_Mandar_C01_P,SOL_Mandar_C06_M,SOL_Mandar_C06_F,SOL_Mandar_C06_P,SOL_Mandar_C11_M,SOL_Mandar_C11_F,SOL_Mandar_C11_P,SOL_CL_Oth_C01_M,SOL_CL_Oth_C01_F,SOL_CL_Oth_C01_P,SOL_CL_Oth_C06_M,SOL_CL_Oth_C06_F,SOL_CL_Oth_C06_P,SOL_CL_Oth_C11_M,SOL_CL_Oth_C11_F,SOL_CL_Oth_C11_P,SOL_CL_Tot_C01_M,SOL_CL_Tot_C01_F,SOL_CL_Tot_C01_P,SOL_CL_Tot_C06_M,SOL_CL_Tot_C06_F,SOL_CL_Tot_C06_P,SOL_CL_Tot_C11_M,SOL_CL_Tot_C11_F,SOL_CL_Tot_C11_P,SOL_Croatian_C01_M,SOL_Croatian_C01_F,SOL_Croatian_C01_P,SOL_Croatian_C06_M,SOL_Croatian_C06_F,SOL_Croatian_C06_P,SOL_Croatian_C11_M,SOL_Croatian_C11_F,SOL_Croatian_C11_P,SOL_Dut_C01_M,SOL_Dut_C01_F,SOL_Dut_C01_P,SOL_Dut_C06_M,SOL_Dut_C06_F,SOL_Dut_C06_P,SOL_Dut_C11_M,SOL_Dut_C11_F,SOL_Dut_C11_P,SOL_French_C01_M,SOL_French_C01_F,SOL_French_C01_P,SOL_French_C06_M,SOL_French_C06_F,SOL_French_C06_P,SOL_French_C11_M,SOL_French_C11_F,SOL_French_C11_P,SOL_German_C01_M,SOL_German_C01_F,SOL_German_C01_P,SOL_German_C06_M,SOL_German_C06_F,SOL_German_C06_P,SOL_German_C11_M,SOL_German_C11_F,SOL_German_C11_P,SOL_Gre_C01_M,SOL_Gre_C01_F,SOL_Gre_C01_P,SOL_Gre_C06_M,SOL_Gre_C06_F,SOL_Gre_C06_P,SOL_Gre_C11_M,SOL_Gre_C11_F,SOL_Gre_C11_P,SOL_Hindi_C01_M,SOL_Hindi_C01_F,SOL_Hindi_C01_P,SOL_Hindi_C06_M,SOL_Hindi_C06_F,SOL_Hindi_C06_P,SOL_Hindi_C11_M,SOL_Hindi_C11_F,SOL_Hindi_C11_P,SOL_Indon_C01_M,SOL_Indon_C01_F,SOL_Indon_C01_P,SOL_Indon_C06_M,SOL_Indon_C06_F,SOL_Indon_C06_P,SOL_Indon_C11_M,SOL_Indon_C11_F,SOL_Indon_C11_P,SOL_Italian_C01_M,SOL_Italian_C01_F,SOL_Italian_C01_P,SOL_Italian_C06_M,SOL_Italian_C06_F,SOL_Italian_C06_P,SOL_Italian_C11_M,SOL_Italian_C11_F,SOL_Italian_C11_P,SOL_Japanes_C01_M,SOL_Japanes_C01_F,SOL_Japanes_C01_P,SOL_Japanes_C06_M,SOL_Japanes_C06_F,SOL_Japanes_C06_P,SOL_Japanes_C11_M,SOL_Japanes_C11_F,SOL_Japanes_C11_P,SOL_Khmer_C01_M,SOL_Khmer_C01_F,SOL_Khmer_C01_P,SOL_Khmer_C06_M,SOL_Khmer_C06_F,SOL_Khmer_C06_P,SOL_Khmer_C11_M,SOL_Khmer_C11_F,SOL_Khmer_C11_P,SOL_Korean_C01_M,SOL_Korean_C01_F,SOL_Korean_C01_P,SOL_Korean_C06_M,SOL_Korean_C06_F,SOL_Korean_C06_P,SOL_Korean_C11_M,SOL_Korean_C11_F,SOL_Korean_C11_P,SOL_Mac_C01_M,SOL_Mac_C01_F,SOL_Mac_C01_P,SOL_Mac_C06_M,SOL_Mac_C06_F,SOL_Mac_C06_P,SOL_Mac_C11_M,SOL_Mac_C11_F,SOL_Mac_C11_P,SOL_Maltes_C01_M,SOL_Maltes_C01_F,SOL_Maltes_C01_P,SOL_Maltes_C06_M,SOL_Maltes_C06_F,SOL_Maltes_C06_P,SOL_Maltes_C11_M,SOL_Maltes_C11_F,SOL_Maltes_C11_P,SOL_Pe_in_Da_C01_M,SOL_Pe_in_Da_C01_F,SOL_Pe_in_Da_C01_P,SOL_Pe_in_Da_C06_M,SOL_Pe_in_Da_C06_F,SOL_Pe_in_Da_C06_P,SOL_Pe_in_Da_C11_M,SOL_Pe_in_Da_C11_F,SOL_Pe_in_Da_C11_P,SOL_Polish_C01_M,SOL_Polish_C01_F
"1RNSW",1064540,1086457,2150997,1087629,1121758,2209387,1118269,1155848,2274117,1733,1428,3161,2090,1737,3827,3044,2464,5508,47,26,73,68,58,126,75,43,118,299,291,590,363,402,765,433,431,864,2254,2150,4404,2261,2187,4448,2127,2184,4311,1042,1059,2101,1971,1870,3841,2972,3003,5975,271,280,551,300,291,591,718,601,1319,3567,3489,7056,4532,4348,8880,5817,5788,11605,1603,1487,3090,1502,1451,2953,1428,1447,2875,1504,1854,3358,1389,1762,3151,1376,1789,3165,1012,1028,2040,1113,1209,2322,1440,1624,3064,3424,4068,7492,3316,4055,7371,3310,4078,7388,3219,3043,6262,3057,2951,6008,2949,2887,5836,441,434,875,564,582,1146,998,1004,2002,444,446,890,378,462,840,552,694,1246,8925,8242,17167,7898,7665,15563,7358,7299,14657,479,563,1042,530,731,1261,612,922,1534,67,51,118,86,91,177,116,135,251,318,278,596,390,376,766,687,651,1338,5520,5158,10678,5051,4828,9879,5033,4837,9870,755,718,1473,653,683,1336,636,630,1266,241,222,463,469,352,821,559,460,1019,1368,1611
"1GSYD",1290622,1334764,2625386,1288807,1333628,2622435,1342868,1379381,2722249,73475,68978,142453,82004,79056,161060,90522,88072,178594,6653,6508,13161,7876,8123,15999,10231,10701,20932,163,144,307,615,572,1187,197,201,398,55415,60926,116341,58740,66317,125057,61707,70161,131868,30583,33156,63739,44982,51626,96608,61051,72588,133639,6900,7623,14523,5914,6851,12765,8402,9556,17958,92898,101705,194603,109636,124794,234430,131160,152305,283465,11463,11452,22915,10197,10426,20623,9707,10265,19972,2899,3424,6323,2599,3003,5602,2774,3310,6084,5906,6431,12337,6049,6746,12795,7609,8250,15859,6851,7799,14650,6711,7864,14575,7378,8516,15894,41762,42153,83915,39189,40912,80101,39298,41383,80681,13714,13570,27284,18740,18246,36986,25494,25200,50694,8302,8873,17175,8495,9674,18169,11135,12371,23506,39526,40086,79612,34766,36877,71643,33113,35271,68384,4349,5711,10060,4575,6637,11212,5190,7610,12800,3900,4213,8113,4020,4567,8587,4660,5332,9992,14173,15324,29497,16914,18944,35858,21677,24295,45972,10159,9821,19980,9494,9542,19036,9707,9862,19569,7318,7460,14778,6351,6604,12955,5783,6181,11964,6163,5647,11810,8410,8066,16476,10347,9999,20346,6501,7564
"19799",836,274,1110,233,54,287,733,846,1579,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,4,4,3,4,7,0,0,0,3,8,11,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,3,0,3,0,3,3,3,4,7,6,6,12,0,0,0,6,7,13,3,0,3,3,3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,11,3,0,3,17,15,32,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0
