GCCSA_CODE_2021,Age_19_C11_P,Age_19_C16_M,Age_19_C16_F,Age_19_C16_P,Age_19_C21_M,Age_19_C21_F,Age_19_C21_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_15_19_C21_M,Age_15_19_C21_F,Age_15_19_C21_P,Age_20_C11_M,Age_20_C11_F,Age_20_C11_P,Age_20_C16_M,Age_20_C16_F,Age_20_C16_P,Age_20_C21_M,Age_20_C21_F,Age_20_C21_P,Age_21_C11_M,Age_21_C11_F,Age_21_C11_P,Age_21_C16_M,Age_21_C16_F,Age_21_C16_P,Age_21_C21_M,Age_21_C21_F,Age_21_C21_P,Age_22_C11_M,Age_22_C11_F,Age_22_C11_P,Age_22_C16_M,Age_22_C16_F,Age_22_C16_P,Age_22_C21_M,Age_22_C21_F,Age_22_C21_P,Age_23_C11_M,Age_23_C11_F,Age_23_C11_P,Age_23_C16_M,Age_23_C16_F,Age_23_C16_P,Age_23_C21_M,Age_23_C21_F,Age_23_C21_P,Age_24_C11_M,Age_24_C11_F,Age_24_C11_P,Age_24_C16_M,Age_24_C16_F,Age_24_C16_P,Age_24_C21_M,Age_24_C21_F,Age_24_C21_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_20_24_C21_M,Age_20_24_C21_F,Age_20_24_C21_P,Age_25_C11_M,Age_25_C11_F,Age_25_C11_P,Age_25_C16_M,Age_25_C16_F,Age_25_C16_P,Age_25_C21_M,Age_25_C21_F,Age_25_C21_P,Age_26_C11_M,Age_26_C11_F,Age_26_C11_P,Age_26_C16_M,Age_26_C16_F,Age_26_C16_P,Age_26_C21_M,Age_26_C21_F,Age_26_C21_P,Age_27_C11_M,Age_27_C11_F,Age_27_C11_P,Age_27_C16_M,Age_27_C16_F,Age_27_C16_P,Age_27_C21_M,Age_27_C21_F,Age_27_C21_P,Age_28_C11_M,Age_28_C11_F,Age_28_C11_P,Age_28_C16_M,Age_28_C16_F,Age_28_C16_P,Age_28_C21_M,Age_28_C21_F,Age_28_C21_P,Age_29_C11_M,Age_29_C11_F,Age_29_C11_P,Age_29_C16_M,Age_29_C16_F,Age_29_C16_P,Age_29_C21_M,Age_29_C21_F,Age_29_C21_P,Age_25_29_C11_M,Age_25_29_C11_F,Age_25_29_C11_P,Age_25_29_C16_M,Age_25_29_C16_F,Age_25_29_C16_P,Age_25_29_C21_M,Age_25_29_C21_F,Age_25_29_C21_P,Age_30_C11_M,Age_30_C11_F,Age_30_C11_P,Age_30_C16_M,Age_30_C16_F,Age_30_C16_P,Age_30_C21_M,Age_30_C21_F,Age_30_C21_P,Age_31_C11_M,Age_31_C11_F,Age_31_C11_P,Age_31_C16_M,Age_31_C16_F,Age_31_C16_P,Age_31_C21_M,Age_31_C21_F,Age_31_C21_P,Age_32_C11_M,Age_32_C11_F,Age_32_C11_P,Age_32_C16_M,Age_32_C16_F,Age_32_C16_P,Age_32_C21_M,Age_32_C21_F,Age_32_C21_P,Age_33_C11_M,Age_33_C11_F,Age_33_C11_P,Age_33_C16_M,Age_33_C16_F,Age_33_C16_P,Age_33_C21_M,Age_33_C21_F,Age_33_C21_P,Age_34_C11_M,Age_34_C11_F,Age_34_C11_P,Age_34_C16_M,Age_34_C16_F,Age_34_C16_P,Age_34_C21_M,Age_34_C21_F,Age_34_C21_P,Age_30_34_C11_M,Age_30_34_C11_F,Age_30_34_C11_P,Age_30_34_C16_M,Age_30_34_C16_F,Age_30_34_C16_P,Age_30_34_C21_M,Age_30_34_C21_F,Age_30_34_C21_P,Age_35_C11_M,Age_35_C11_F,Age_35_C11_P,Age_35_C16_M,Age_35_C16_F,Age_35_C16_P,Age_35_C21_M,Age_35_C21_F,Age_35_C21_P,Age_36_C11_M,Age_36_C11_F,Age_36_C11_P,Age_36_C16_M,Age_36_C16_F,Age_36_C16_P,Age_36_C21_M,Age_36_C21_F,Age_36_C21_P,Age_37_C11_M,Age_37_C11_F,Age_37_C11_P,Age_37_C16_M
1GSYD,56506,31677,30358,62039,29979,28204,58189,141924,133859,275789,147981,140387,288366,152229,142533,294764,30015,29396,59417,33087,31351,64438,32880,30544,63425,30897,30097,60995,33651,32128,65778,35372,32685,68060,31073,30344,61419,33463,33284,66745,35242,33027,68269,31239,31103,62342,35538,35111,70652,35849,34316,70168,31154,31938,63083,36554,36574,73123,37146,36004,73152,154381,152882,307256,172284,168452,340739,176492,166569,343064,32476,32852,65332,37249,37699,74950,38225,37040,75265,33419,34033,67457,38165,38938,77099,39329,38583,77913,33342,34764,68107,38005,38618,76622,39496,39385,78881,34363,35827,70182,37654,39168,76822,40073,40164,80235,34169,35521,69691,37072,38887,75964,39910,41333,81235,167770,173003,340770,188149,193304,381453,197024,196510,393535,34621,35433,70052,38320,39939,78259,41108,42781,83889,33501,34174,67673,38451,39625,78075,41406,42963,84366,33303,33988,67286,39159,40241,79403,41307,42795,84103,32272,33338,65607,39027,40664,79696,40226,42594,82813,32350,33157,65507,38588,38928,77516,40056,42552,82604,166035,170088,336122,193555,199391,392946,204099,213685,417779,32114,32839,64952,38105,38239,76344,40850,42273,83123,32459,33318,65781,36453,36346,72799,40876,42201,83078,32663,33985,66654,34915
1RNSW,30664,15558,14440,29992,15717,14943,30658,85917,80959,166874,81831,77692,159532,83664,78934,162601,15395,14874,30266,15135,14548,29686,15848,14705,30549,15331,14356,29682,15312,14691,30007,15578,14956,30532,14107,13695,27802,15221,14388,29607,15510,14985,30492,13508,13181,26698,14833,14255,29086,15335,14813,30143,13526,13138,26664,14947,14226,29173,15640,14929,30571,71873,69241,141112,75450,72107,147559,77907,74384,152295,13183,12992,26181,14630,14497,29132,15516,15270,30782,13176,13194,26366,14637,14692,29329,16025,15992,32011,12810,13132,25947,14108,14452,28570,16133,16158,32288,13015,13425,26443,13980,14400,28379,16248,16550,32800,12954,13085,26031,14142,14586,28726,16608,16822,33437,65138,65831,130964,71504,72630,144133,80528,80789,161317,12886,13355,26245,14381,14814,29190,16439,17350,33788,12665,13127,25795,14368,14825,29200,16745,17439,34181,12570,13313,25876,14200,14945,29152,16103,17106,33209,12704,13471,26170,14354,15017,29370,15976,16892,32867,13038,13851,26888,14424,14918,29341,16114,17053,33162,63860,67116,130975,71736,74521,146252,81370,85838,167210,13354,14178,27533,14147,15050,29192,16368,17032,33395,14033,14667,28697,13982,14513,28493,16364,17131,33494,14677,15585,30262,13759
19499,214,130,99,229,62,60,123,388,372,760,283,231,516,253,279,532,142,99,241,108,134,240,60,70,135,144,127,279,140,106,246,75,87,158,127,121,245,144,123,263,91,77,169,148,120,270,168,129,293,89,90,171,135,134,272,183,135,314,91,99,189,701,608,1314,746,614,1359,411,418,829,177,151,331,209,117,326,115,106,223,121,136,258,212,133,344,122,103,220,164,131,294,174,142,315,101,117,219,160,129,288,181,149,324,120,123,242,164,96,268,156,101,255,127,82,211,783,641,1420,927,634,1561,586,533,1118,174,120,297,193,100,292,117,109,229,130,116,244,126,104,236,111,99,211,132,92,222,138,94,232,143,99,245,124,95,219,117,73,194,103,87,190,151,99,249,111,77,190,102,98,201,715,520,1235,685,453,1139,574,495,1068,176,86,258,161,76,238,124,77,203,131,65,193,123,64,185,90,79,177,116,76,190,118
19799,0,0,0,0,0,0,0,0,0,0,3,11,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,9,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,3,0,3,5,8,17,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
