region_id,C01_CFC_SMS_MRM_NDC_UR_1,C01_CFC_SMS_MRM_NDC_UR_2,C01_CFC_SMS_MRM_NDC_UR_3,C01_CFC_SMS_MRM_NDC_UR_4mo,C01_CFC_SMS_MRM_NDC_UR_Total,C01_CFC_SMS_M_DfM_NDC_UR_1,C01_CFC_SMS_M_DfM_NDC_UR_2,C01_CFC_SMS_M_DfM_NDC_UR_3,C01_CFC_SMS_M_DfM_NDC_UR_4mo,C01_CFC_SMS_M_DfM_NDC_UR_Tot,C01_CFC_SMS_Tot_NDC_UR_1,C01_CFC_SMS_Tot_NDC_UR_2,C01_CFC_SMS_Tot_NDC_UR_3,C01_CFC_SMS_Tot_NDC_UR_4mo,C01_CFC_SMS_Tot_NDC_UR_Tot,C01_1_PF_NDC_UR_1,C01_1_PF_NDC_UR_2,C01_1_PF_NDC_UR_3,C01_1_PF_NDC_UR_4mo,C01_1_PF_NDC_UR_Tot,C01_Tot_NDC_UR_1,C01_Tot_NDC_UR_2,C01_Tot_NDC_UR_3,C01_Tot_NDC_UR_4mo,C01_Tot_NDC_UR_Tot,C06_CFC_SMS_MRM_NDC_UR_1,C06_CFC_SMS_MRM_NDC_UR_2,C06_CFC_SMS_MRM_NDC_UR_3,C06_CFC_SMS_MRM_NDC_UR_4mo,C06_CFC_SMS_MRM_NDC_UR_Tot,C06_CFC_SMS_M_DfM_NDC_UR_1,C06_CFC_SMS_M_DfM_NDC_UR_2,C06_CFC_SMS_M_DfM_NDC_UR_3,C06_CFC_SMS_M_DfM_NDC_UR_4mo,C06_CFC_SMS_M_DfM_NDC_UR_Tot,C06_CFC_SMS_Tot_NDC_UR_1,C06_CFC_SMS_Tot_NDC_UR_2,C06_CFC_SMS_Tot_NDC_UR_3,C06_CFC_SMS_Tot_NDC_UR_4mo,C06_CFC_SMS_Tot_NDC_UR_Tot,C06_1_PF_NDC_UR_1,C06_1_PF_NDC_UR_2,C06_1_PF_NDC_UR_3,C06_1_PF_NDC_UR_4mo,C06_1_PF_NDC_UR_Tot,C06_Tot_NDC_UR_1,C06_Tot_NDC_UR_2,C06_Tot_NDC_UR_3,C06_Tot_NDC_UR_4mo,C06_Tot_NDC_UR_Tot,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Tot,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1_PF_NDC_UR_1,C11_1_PF_NDC_UR_2,C11_1_PF_NDC_UR_3,C11_1_PF_NDC_UR_4mo,C11_1_PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot
10101,1601,2236,1114,471,5422,308,269,91,58,726,1909,2505,1205,529,6148,797,534,218,89,1638,2706,3039,1423,618,7786,1525,2134,1112,413,5184,357,337,134,52,880,1882,2471,1246,465,6064,857,576,216,85,1734,2739,3047,1462,550,7798,1594,2146,1031,383,5154,426,408,167,81,1082,2020,2554,1198,464,6236,969,610,256,78,1913,2989,3164,1454,542,8149
10102,1325,1913,830,260,4328,246,207,63,22,538,1571,2120,893,282,4866,638,371,142,46,1197,2209,2491,1035,328,6063,1526,2059,804,220,4609,322,261,92,53,728,1848,2320,896,273,5337,690,405,162,40,1297,2538,2725,1058,313,6634,1607,2194,827,235,4863,374,295,117,31,817,1981,2489,944,266,5680,734,429,137,55,1355,2715,2918,1081,321,7035
10103,397,654,272,98,1421,93,89,22,7,211,490,743,294,105,1632,184,132,55,23,394,674,875,349,128,2026,416,572,247,81,1316,120,110,28,8,266,536,682,275,89,1582,223,127,48,23,421,759,809,323,112,2003,386,614,241,73,1314,130,126,36,20,312,516,740,277,93,1626,232,144,48,20,444,748,884,325,113,2070
10104,1304,1831,931,335,4401,344,346,137,73,900,1648,2177,1068,408,5301,904,694,250,105,1953,2552,2871,1318,513,7254,1387,1816,765,299,4267,446,390,156,84,1076,1833,2206,921,383,5343,1047,699,232,107,2085,2880,2905,1153,490,7428,1267,1563,689,254,3773,495,421,168,94,1178,1762,1984,857,348,4951,1031,725,247,127,2130,2793,2709,1104,475,7081
10201,4135,6198,2726,804,13863,721,503,230,71,1525,4856,6701,2956,875,15388,2314,1635,593,203,4745,7170,8336,3549,1078,20133,4071,5847,2370,647,12935,796,684,241,77,1798,4867,6531,2611,724,14733,2546,1652,600,187,4985,7413,8183,3211,911,19718,4161,5904,2233,692,12990,976,810,311,104,2201,5137,6714,2544,796,15191,2608,1701,581,169,5059,7745,8415,3125,965,20250
10202,3163,4723,2069,686,10641,699,627,234,103,1663,3862,5350,2303,789,12304,2309,1636,700,200,4845,6171,6986,3003,989,17149,3168,4643,1924,634,10369,886,800,322,140,2148,4054,5443,2246,774,12517,2566,1800,690,231,5287,6620,7243,2936,1005,17804,3250,4637,1977,622,10486,1068,940,350,172,2530,4318,5577,2327,794,13016,2959,1920,734,315,5928,7277,7497,3061,1109,18944
10301,1084,1467,714,279,3544,173,169,54,36,432,1257,1636,768,315,3976,550,349,160,65,1124,1807,1985,928,380,5100,1065,1404,620,225,3314,226,205,86,54,571,1291,1609,706,279,3885,584,361,145,59,1149,1875,1970,851,338,5034,962,1358,669,237,3226,312,254,103,64,733,1274,1612,772,301,3959,628,420,184,77,1309,1902,2032,956,378,5268
10302,1454,1945,1123,519,5041,263,241,142,65,711,1717,2186,1265,584,5752,700,473,229,95,1497,2417,2659,1494,679,7249,1266,1653,995,418,4332,317,289,141,92,839,1583,1942,1136,510,5171,736,526,207,117,1586,2319,2468,1343,627,6757,1100,1427,893,396,3816,336,304,179,82,901,1436,1731,1072,478,4717,750,526,226,113,1615,2186,2257,1298,591,6332
10303,1093,1469,787,280,3629,220,210,107,54,591,1313,1679,894,334,4220,580,411,186,73,1250,1893,2090,1080,407,5470,960,1351,636,216,3163,274,235,126,55,690,1234,1586,762,271,3853,645,366,156,55,1222,1879,1952,918,326,5075,918,1227,608,192,2945,298,277,122,68,765,1216,1504,730,260,3710,661,408,168,70,1307,1877,1912,898,330,5017
10304,1320,1890,1002,393,4605,226,236,97,54,613,1546,2126,1099,447,5218,695,474,207,82,1458,2241,2600,1306,529,6676,1240,1762,891,320,4213,314,266,99,83,762,1554,2028,990,403,4975,757,484,175,95,1511,2311,2512,1165,498,6486,1261,1828,938,307,4334,361,324,141,67,893,1622,2152,1079,374,5227,805,498,209,127,1639,2427,2650,1288,501,6866
