region_id,Med_age_persns_C2001,Med_age_persns_C2006,Med_age_persns_C2011,Med_mortg_rep_mon_C2001,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_person_inc_we_C2001,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_rent_weekly_C2001,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_Famly_inc_we_C2001,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Avg_num_p_per_brm_C2001,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Med_tot_hh_inc_wee_C2001,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Average_hh_size_C2001,Average_hh_size_C2006,Average_hh_size_C2011
10101,37,39,41,780,1120,1517,347,411,533,100,140,180,833,1076,1307,1.1,1.1,1.1,685,846,1015,2.5,2.5,2.5
10102,34,36,37,953,1500,2045,464,632,830,115,180,280,1119,1530,2069,1.1,1.1,1.1,899,1223,1679,2.6,2.6,2.6
10103,32,35,38,721,1066,1300,464,549,642,125,140,200,838,1104,1256,1.1,1.1,1.1,749,949,1033,2.4,2.4,2.3
10104,43,46,49,750,1083,1304,284,355,438,120,165,209,645,827,972,1.1,1.1,1.1,548,689,815,2.4,2.4,2.3
10201,38,40,41,1083,1517,1950,364,436,529,180,215,280,937,1164,1395,1.1,1.1,1.1,756,946,1087,2.5,2.5,2.5
10202,37,39,40,953,1452,1733,305,380,466,160,200,260,761,1012,1169,1.1,1.1,1.1,621,772,931,2.5,2.5,2.5
10301,33,34,35,867,1300,1619,346,416,531,130,170,210,936,1171,1416,1.1,1.1,1.1,760,961,1119,2.6,2.5,2.5
10302,38,40,42,650,867,1083,304,360,442,85,115,140,726,902,1025,1.1,1.1,1.1,595,696,828,2.5,2.5,2.4
10303,37,41,42,771,1083,1517,297,358,453,110,140,185,772,974,1181,1.1,1.1,1.1,617,730,908,2.6,2.4,2.4
10304,34,36,37,867,1213,1600,364,443,577,130,160,215,912,1140,1450,1.1,1.1,1.1,752,937,1170,2.6,2.5,2.5
10401,41,44,46,693,975,1300,271,336,397,125,150,210,627,787,925,1.1,1.1,1.1,531,659,772,2.5,2.4,2.4
10402,39,42,43,780,1116,1517,288,360,460,135,180,250,666,886,1065,1.1,1.1,1.1,563,705,878,2.5,2.5,2.4
10501,35,38,40,646,737,953,318,373,476,75,90,115,727,937,1112,1.2,1.1,1.1,606,719,876,2.6,2.5,2.4
10502,39,42,44,477,650,920,272,338,432,83,100,140,645,809,988,1.1,1.1,1.1,519,639,806,2.3,2.3,2.3
10503,35,37,39,780,1083,1300,333,404,507,100,129,160,774,1017,1162,1.1,1.1,1.1,654,796,932,2.6,2.6,2.5
10601,35,36,37,800,1272,1700,307,388,518,120,161,235,844,1111,1416,1.1,1.1,1.1,701,941,1183,2.7,2.7,2.6
10602,34,35,36,867,1300,1740,329,430,568,135,180,260,901,1191,1583,1.1,1.1,1.1,744,1038,1316,2.7,2.7,2.7
10603,38,40,42,867,1300,1700,311,388,493,140,185,250,768,1021,1212,1.1,1.1,1.1,657,821,979,2.6,2.5,2.5
10604,35,36,36,867,1212,1733,353,454,602,100,140,200,885,1162,1534,1.1,1.1,1.1,744,982,1241,2.6,2.5,2.5
10701,35,38,39,953,1408,1775,293,358,435,113,150,205,862,1072,1241,1.1,1.1,1.1,722,859,997,2.8,2.7,2.6
10702,0,0,31,0,0,0,0,0,500,0,0,221,0,0,900,0,0,0,0,0,1375,0,0,1.0
10703,35,37,39,1000,1500,1907,330,402,498,150,200,265,916,1147,1387,1.1,1.1,1.1,790,1005,1149,2.8,2.7,2.7
10704,36,37,37,1083,1569,2037,341,416,517,145,190,260,985,1233,1567,1.1,1.1,1.1,763,975,1160,2.5,2.5,2.5
10801,47,49,52,810,1157,1378,271,335,393,135,175,210,603,775,884,1.1,1.1,1.1,512,640,731,2.3,2.3,2.2
10802,41,44,47,672,950,1291,257,311,383,120,150,190,575,728,880,1.1,1.1,1.1,492,595,730,2.5,2.4,2.3
10803,44,45,46,721,1625,1164,479,563,670,170,150,100,850,1029,1333,1.1,1.2,1.2,751,1020,952,2.2,2.3,2.3
10804,43,45,47,867,1278,1650,286,363,448,150,190,250,667,891,1008,1.1,1.1,1.1,556,710,838,2.4,2.3,2.3
10805,40,43,46,750,1050,1300,277,339,396,115,150,200,653,805,935,1.1,1.1,1.1,546,665,774,2.5,2.4,2.4
10901,35,36,38,758,1083,1408,360,449,547,110,145,190,882,1131,1327,1.1,1.1,1.1,699,908,1008,2.5,2.5,2.4
10902,37,40,43,600,813,1083,336,390,474,90,100,140,752,971,1059,1.1,1.1,1.1,626,754,857,2.6,2.5,2.4
10903,40,43,46,693,945,1192,340,395,461,100,120,150,772,1006,1044,1.1,1.1,1.1,643,763,838,2.5,2.4,2.3
11001,33,35,37,750,953,1300,315,378,477,110,143,190,834,1071,1217,1.1,1.1,1.1,672,817,958,2.5,2.5,2.4
11002,39,42,43,600,858,1100,279,337,398,85,110,150,642,779,919,1.1,1.1,1.1,530,621,745,2.5,2.4,2.4
11003,34,36,38,800,1012,1300,376,443,555,95,110,140,850,1078,1264,1.1,1.1,1.1,736,882,1012,2.7,2.6,2.5
11004,37,39,40,737,1018,1360,316,392,501,110,140,200,758,1013,1164,1.1,1.1,1.1,633,781,938,2.5,2.5,2.4
11101,38,40,41,870,1300,1800,318,398,532,145,190,260,877,1139,1461,1.1,1.1,1.1,715,935,1146,2.6,2.6,2.5
11102,37,39,41,867,1300,1733,303,380,493,140,180,250,803,1070,1295,1.1,1.1,1.1,687,892,1058,2.7,2.6,2.6
11103,36,37,37,867,1300,1742,306,406,558,145,192,275,832,1137,1508,1.1,1.1,1.1,643,878,1154,2.3,2.4,2.4
11201,40,42,44,867,1213,1680,298,388,479,160,220,300,688,972,1094,1.1,1.1,1.1,571,759,893,2.4,2.4,2.4
11202,36,39,41,706,997,1346,280,358,438,120,150,210,685,913,1045,1.1,1.1,1.1,559,716,851,2.6,2.5,2.4
11203,43,45,46,867,1300,1733,280,362,440,150,210,300,643,904,1045,1.1,1.1,1.1,536,711,842,2.4,2.4,2.4
11301,34,36,37,867,1083,1300,382,437,512,115,135,160,890,1087,1215,1.1,1.1,1.1,754,885,973,2.7,2.6,2.6
11302,37,40,41,780,1022,1300,334,394,488,100,120,160,788,1036,1194,1.1,1.1,1.1,670,790,926,2.5,2.4,2.4
11303,34,35,37,748,1083,1430,350,423,534,105,140,200,852,1086,1299,1.1,1.1,1.1,697,867,1021,2.6,2.5,2.5
11401,41,44,45,780,1200,1517,282,348,423,125,170,220,662,849,984,1.1,1.1,1.1,556,689,822,2.5,2.4,2.3
11402,38,42,44,1000,1517,1868,378,459,547,150,190,260,922,1165,1348,1.1,1.1,1.1,769,993,1093,2.6,2.5,2.5
11501,35,36,38,1500,2000,2509,543,614,720,302,330,462,1632,1931,2299,1.1,1.0,1.1,1546,1769,2136,3.2,3.1,3.1
11502,37,39,41,1560,2167,2600,500,565,643,220,251,350,1440,1688,2022,1.1,1.1,1.1,1283,1485,1808,3.1,3.1,3.0
11503,34,36,39,1100,1700,2156,451,525,637,160,200,270,1139,1381,1722,1.1,1.1,1.1,1037,1252,1573,3.0,3.0,3.0
11504,32,33,35,1517,2167,2600,529,634,734,210,310,450,1376,1725,2128,1.1,1.1,1.1,1289,1639,2026,3.2,3.3,3.3
11601,33,34,34,1083,1625,2000,405,462,548,180,210,300,1029,1202,1440,1.1,1.1,1.1,925,1085,1303,2.9,2.9,2.9
11602,30,31,32,1300,2000,2500,509,608,736,210,260,395,1220,1540,2010,1.1,1.1,1.1,1132,1439,1920,3.1,3.1,3.2
11603,29,30,31,975,1517,1863,362,413,471,150,180,250,887,1063,1230,1.2,1.2,1.2,829,988,1167,3.3,3.2,3.2
11701,36,37,37,1328,1950,2500,392,458,582,200,225,333,974,1186,1488,1.3,1.2,1.2,815,993,1241,2.7,2.6,2.6
11702,35,35,36,1300,1950,2500,436,558,726,200,250,360,1096,1424,1884,1.2,1.2,1.2,928,1164,1562,2.4,2.4,2.4
11703,33,33,33,1573,2150,2515,578,734,897,280,330,465,1396,1805,2273,1.2,1.2,1.3,1003,1237,1634,1.9,1.9,2.0
11801,36,36,36,1796,2500,3000,671,851,1039,320,360,501,1681,2299,2661,1.1,1.1,1.2,1213,1569,2060,2.2,2.2,2.3
11802,34,35,35,1519,2145,2600,489,587,711,280,310,444,1252,1577,2066,1.2,1.2,1.2,1022,1212,1574,2.4,2.4,2.4
11901,35,35,35,1200,1700,2058,343,377,440,190,220,315,942,1090,1246,1.2,1.2,1.2,810,937,1103,3.0,2.9,3.0
11902,34,35,35,1100,1600,1993,317,357,412,170,190,300,824,980,1115,1.3,1.3,1.3,733,837,1020,2.9,2.9,2.9
11903,37,38,38,1300,1800,2167,415,460,541,200,240,350,1099,1249,1512,1.2,1.2,1.2,910,1075,1291,2.7,2.7,2.8
11904,37,37,37,1300,1814,2167,402,462,561,220,255,375,1010,1194,1459,1.2,1.2,1.2,867,1054,1293,2.6,2.6,2.7
12001,37,38,37,1600,2167,2600,541,662,780,300,340,480,1429,1781,2179,1.1,1.1,1.2,1181,1462,1831,2.5,2.5,2.5
12002,35,36,37,1733,2400,3000,691,879,1068,300,350,480,1703,2307,2738,1.1,1.1,1.1,1269,1669,2223,2.2,2.2,2.3
12003,36,36,35,1365,1872,2167,419,479,589,220,255,380,1116,1287,1631,1.2,1.2,1.2,937,1113,1415,2.6,2.6,2.6
12101,36,36,37,1738,2300,2800,617,749,890,315,341,471,1681,2153,2540,1.1,1.1,1.2,1369,1631,2064,2.5,2.5,2.6
12102,36,37,37,1350,1950,2352,498,587,691,250,290,400,1391,1658,2005,1.1,1.1,1.1,1175,1385,1714,2.8,2.7,2.8
12103,40,41,41,1950,2500,3000,581,708,805,371,420,575,1802,2530,2679,1.1,1.0,1.1,1628,2137,2504,3.0,2.9,2.9
