region_id,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Married_M,C06_85o_Married_F,C06_85o_Seprtd_M,C06_85o_Seprtd_F,C06_85o_Divorce_M,C06_85o_Divorce_F,C06_85o_Wid_M,C06_85o_Wid_F,C06_85o_Nvr_mard_M,C06_85o_Nvr_mard_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_OS_visitrs_Marr_M,C06_OS_visitrs_Marr_F,C06_OS_visitr_Separ_M,C06_OS_visitr_Separ_F,C06_OS_visit_Divorc_M,C06_OS_visit_Divorc_F,C06_OS_visito_Widow_M,C06_OS_visito_Widow_F,C06_OS_vis_Nvr_marr_M,C06_OS_vis_Nvr_marr_F,C06_OS_vis_T_M,C06_OS_vis_T_F,C06_OS_vis_T_P,C06_T_Married_M,C06_T_Married_F,C06_Tot_Sep_M,C06_Tot_Sep_F,C06_Tot_Div_M,C06_Tot_Div_F,C06_Tot_Wid_M,C06_Tot_Wid_F,C06_Tot_nver_marrie_M,C06_Tot_nver_marrie_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Married_M,C11_15_19_Married_F,C11_15_19_Sep_M,C11_15_19_Sep_F,C11_15_19_Div_M,C11_15_19_Div_F,C11_15_19_Wid_M,C11_15_19_Wid_F,C11_15_19_Nvr_marrd_M,C11_15_19_Nvr_marrd_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Married_M,C11_20_24_Married_F,C11_20_24_Sep_M,C11_20_24_Sep_F,C11_20_24_Div_M,C11_20_24_Div_F,C11_20_24_Wid_M,C11_20_24_Wid_F,C11_20_24_Nvr_marrd_M,C11_20_24_Nvr_marrd_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Married_M,C11_25_29_Married_F,C11_25_29_Sep_M,C11_25_29_Sep_F,C11_25_29_Div_M,C11_25_29_Div_F,C11_25_29_Wid_M,C11_25_29_Wid_F,C11_25_29_Nvr_marrd_M,C11_25_29_Nvr_marrd_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Married_M,C11_30_34_Married_F,C11_30_34_Sep_M,C11_30_34_Sep_F,C11_30_34_Div_M,C11_30_34_Div_F,C11_30_34_Wid_M,C11_30_34_Wid_F,C11_30_34_Nvr_marrd_M,C11_30_34_Nvr_marrd_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Married_M,C11_35_39_Married_F,C11_35_39_Sep_M,C11_35_39_Sep_F,C11_35_39_Div_M,C11_35_39_Div_F,C11_35_39_Wid_M,C11_35_39_Wid_F,C11_35_39_Nvr_marrd_M,C11_35_39_Nvr_marrd_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Married_M,C11_40_44_Married_F,C11_40_44_Sep_M,C11_40_44_Sep_F,C11_40_44_Div_M,C11_40_44_Div_F,C11_40_44_Wid_M,C11_40_44_Wid_F,C11_40_44_Nvr_marrd_M,C11_40_44_Nvr_marrd_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Married_M,C11_45_49_Married_F,C11_45_49_Sep_M,C11_45_49_Sep_F,C11_45_49_Div_M,C11_45_49_Div_F,C11_45_49_Wid_M,C11_45_49_Wid_F,C11_45_49_Nvr_marrd_M,C11_45_49_Nvr_marrd_F,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Married_M,C11_50_54_Married_F,C11_50_54_Sep_M,C11_50_54_Sep_F,C11_50_54_Div_M,C11_50_54_Div_F,C11_50_54_Wid_M,C11_50_54_Wid_F,C11_50_54_Nvr_marrd_M,C11_50_54_Nvr_marrd_F,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Married_M,C11_55_59_Married_F,C11_55_59_Sep_M,C11_55_59_Sep_F,C11_55_59_Div_M,C11_55_59_Div_F,C11_55_59_Wid_M,C11_55_59_Wid_F,C11_55_59_Nvr_marrd_M,C11_55_59_Nvr_marrd_F,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Married_M,C11_60_64_Married_F,C11_60_64_Sep_M,C11_60_64_Sep_F,C11_60_64_Div_M,C11_60_64_Div_F,C11_60_64_Wid_M,C11_60_64_Wid_F,C11_60_64_Nvr_marrd_M,C11_60_64_Nvr_marrd_F,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_69_Married_M,C11_65_69_Married_F,C11_65_69_Sep_M,C11_65_69_Sep_F,C11_65_69_Div_M,C11_65_69_Div_F,C11_65_69_Wid_M,C11_65_69_Wid_F,C11_65_69_Nvr_marrd_M,C11_65_69_Nvr_marrd_F,C11_65_69_T_M,C11_65_69_T_F,C11_65_69_T_P,C11_70_74_Married_M,C11_70_74_Married_F,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_T_M,C11_70_74_T_F,C11_70_74_T_P,C11_75_79_Married_M,C11_75_79_Married_F
10101,520,834,1354,151,65,3,0,15,19,129,579,25,63,323,726,1049,27,24,0,0,5,6,0,7,51,40,83,77,160,13605,13211,808,784,1945,2134,730,2865,8620,6490,25708,25484,51192,0,0,0,3,5,0,0,3,2213,2020,2218,2026,4244,71,135,0,16,7,0,0,4,1556,1401,1634,1556,3190,378,550,25,52,16,24,0,3,1130,949,1549,1578,3127,807,1021,41,68,47,64,4,10,775,619,1674,1782,3456,1278,1362,81,107,133,184,3,12,654,535,2149,2200,4349,1375,1480,116,167,222,302,8,21,595,421,2316,2391,4707,1508,1548,123,130,280,312,11,35,561,302,2483,2327,4810,1568,1520,127,128,319,380,22,62,401,235,2437,2325,4762,1516,1566,108,105,334,344,37,117,261,163,2256,2295,4551,1603,1472,109,86,333,350,75,193,206,90,2326,2191,4517,1316,1156,77,48,246,211,74,308,146,85,1859,1808,3667,988,753,45,33,144,144,115,382,103,47,1395,1359,2754,644,501
10102,221,387,608,76,32,4,3,0,5,46,237,14,12,140,289,429,45,38,0,0,4,4,0,12,20,25,69,79,148,9871,9680,697,632,1582,1743,351,1364,6826,5780,19327,19199,38526,5,11,0,0,3,0,0,0,1818,1716,1826,1727,3553,50,131,0,12,0,4,3,0,1648,1442,1701,1589,3290,454,664,14,32,7,28,0,3,1288,988,1763,1715,3478,828,1026,48,49,43,80,0,4,741,609,1660,1768,3428,1198,1307,67,59,106,149,3,11,624,482,1998,2008,4006,1378,1519,91,128,218,247,5,9,540,427,2232,2330,4562,1434,1361,100,109,273,329,17,32,450,294,2274,2125,4399,1299,1252,110,112,331,291,20,50,310,227,2070,1932,4002,1141,1084,98,80,265,289,35,77,200,132,1739,1662,3401,1061,875,88,57,231,230,39,108,96,79,1515,1349,2864,666,569,49,28,107,140,44,144,70,39,936,920,1856,472,361,21,21,80,92,53,184,35,25,661,683,1344,283,196
10103,175,218,393,71,17,4,0,0,13,27,175,5,11,107,216,323,60,63,0,3,12,10,0,5,153,143,225,224,449,6093,5500,378,304,966,924,210,787,5615,3953,13262,11468,24730,11,0,7,0,5,0,5,0,1655,1219,1683,1219,2902,23,44,4,8,3,0,0,0,1073,832,1103,884,1987,144,184,6,9,4,7,0,0,759,566,913,766,1679,337,390,16,31,14,19,0,3,439,314,806,757,1563,579,577,23,39,48,75,4,4,360,212,1014,907,1921,700,708,44,37,63,103,3,6,279,200,1089,1054,2143,710,684,56,59,106,116,11,14,245,161,1128,1034,2162,784,672,50,32,172,161,12,22,212,136,1230,1023,2253,700,590,59,21,163,149,8,35,145,67,1075,862,1937,692,582,29,29,163,132,22,61,97,48,1003,852,1855,521,453,30,13,107,87,39,94,60,24,757,671,1428,382,251,23,11,51,54,40,86,31,17,527,419,946,237,131
10104,946,1139,2085,288,159,7,4,27,30,241,694,17,27,580,914,1494,48,42,4,0,13,9,3,8,24,42,92,101,193,14777,14699,920,980,2394,2783,984,3258,7290,6084,26365,27804,54169,3,3,0,0,5,0,0,0,2069,1933,2077,1936,4013,29,99,0,16,0,3,0,4,1089,960,1118,1082,2200,238,352,22,42,21,25,3,6,857,738,1141,1163,2304,453,652,37,49,38,68,3,13,609,591,1140,1373,2513,798,939,69,111,89,150,3,11,640,517,1599,1728,3327,971,1159,90,109,194,278,8,29,631,487,1894,2062,3956,1215,1268,92,162,283,419,13,56,576,455,2179,2360,4539,1444,1708,149,168,418,492,28,78,540,396,2579,2842,5421,1715,1870,130,131,467,498,42,153,347,227,2701,2879,5580,2060,2069,137,107,518,489,82,186,208,146,3005,2997,6002,1868,1687,84,79,329,327,107,302,123,67,2511,2462,4973,1525,1251,74,41,217,190,133,427,86,33,2035,1942,3977,1106,801
10201,2044,3066,5110,724,392,24,8,52,109,566,1979,47,95,1413,2583,3996,97,143,5,8,9,25,5,26,91,138,207,340,547,31104,31570,2027,2630,4972,7248,2068,7927,19424,16697,59595,66072,125667,4,7,6,0,7,0,3,0,5573,5026,5593,5033,10626,136,273,10,16,11,6,0,0,4424,3981,4581,4276,8857,907,1367,52,87,32,72,3,8,2961,2507,3955,4041,7996,1916,2453,92,149,108,195,4,10,1849,1547,3969,4354,8323,2909,3200,194,250,236,466,9,32,1513,1259,4861,5207,10068,3135,3569,236,340,461,725,18,64,1219,1052,5069,5750,10819,3342,3551,279,392,653,1066,29,93,1066,862,5369,5964,11333,3482,3623,353,375,801,1250,52,194,808,630,5496,6072,11568,3296,3288,236,303,828,1117,60,239,558,439,4978,5386,10364,3204,3081,238,245,758,1113,125,399,355,296,4680,5134,9814,2716,2411,185,151,590,819,178,667,267,175,3936,4223,8159,2139,1910,91,98,398,532,213,851,182,123,3023,3514,6537,1743,1385
10202,1693,2269,3962,546,306,11,9,40,74,419,1522,54,66,1070,1977,3047,46,57,3,3,10,10,5,12,35,50,99,132,231,26170,26504,1832,2382,4572,6490,1851,6818,16418,14390,50843,56584,107427,8,8,3,3,0,4,3,5,5244,4976,5258,4996,10254,161,339,10,25,10,12,3,0,3809,3676,3993,4052,8045,951,1439,74,117,35,73,5,3,2640,2430,3705,4062,7767,1774,2134,144,223,111,233,3,16,1735,1539,3767,4145,7912,2346,2645,204,364,284,505,9,26,1509,1347,4352,4887,9239,2625,2840,293,428,492,795,19,52,1229,1014,4658,5129,9787,2692,2787,286,382,731,943,36,92,985,741,4730,4945,9675,2724,2878,264,388,757,1080,56,162,789,534,4590,5042,9632,2624,2628,264,278,758,1017,72,241,479,314,4197,4478,8675,2695,2696,207,217,671,985,104,387,352,218,4029,4503,8532,2380,2371,164,161,566,729,167,633,231,170,3508,4064,7572,2201,1867,107,87,402,501,235,857,148,100,3093,3412,6505,1659,1274
10301,283,439,722,82,47,3,3,6,13,78,312,10,43,179,418,597,17,14,0,0,3,0,0,5,17,51,37,70,107,7805,7543,482,550,1067,1348,369,1466,6518,5480,16241,16387,32628,8,3,3,0,0,0,0,3,1811,1743,1822,1749,3571,82,85,3,11,3,6,3,0,1848,1676,1939,1778,3717,334,416,13,27,12,26,0,0,1002,700,1361,1169,2530,569,632,31,60,38,63,3,6,608,420,1249,1181,2430,751,824,60,77,95,118,0,7,418,323,1324,1349,2673,833,896,62,79,124,176,3,27,385,256,1407,1434,2841,830,890,86,90,171,190,16,21,319,210,1422,1401,2823,912,924,62,91,212,223,15,37,236,154,1437,1429,2866,951,865,67,61,170,223,16,63,162,80,1366,1292,2658,867,813,54,46,170,204,40,84,110,55,1241,1202,2443,709,593,42,36,152,150,47,170,63,43,1013,992,2005,485,373,20,18,75,82,49,169,38,40,667,682,1349,335,294
10302,600,838,1438,173,104,4,4,12,10,132,670,38,32,359,820,1179,17,18,3,0,3,7,5,3,39,22,67,50,117,11695,11504,702,726,1595,1500,766,2850,6753,5190,21511,21770,43281,5,3,0,0,0,4,0,5,1711,1635,1716,1647,3363,54,99,5,17,4,11,0,3,1282,1056,1345,1186,2531,342,505,24,42,9,24,0,5,890,758,1265,1334,2599,641,767,34,56,39,50,6,8,589,473,1309,1354,2663,826,933,64,88,83,116,4,4,472,411,1449,1552,3001,941,1025,97,111,144,201,7,20,443,365,1632,1722,3354,1087,1167,93,101,211,224,20,55,434,251,1845,1798,3643,1204,1233,104,87,268,262,26,63,356,186,1958,1831,3789,1247,1251,92,84,296,233,32,105,247,133,1914,1806,3720,1334,1213,78,64,279,234,59,188,171,71,1921,1770,3691,1060,922,72,42,183,167,84,253,125,60,1524,1444,2968,945,797,51,28,136,114,106,404,101,47,1339,1390,2729,657,531
10303,355,538,893,113,65,3,3,9,6,88,410,10,20,223,504,727,14,11,3,3,3,4,3,3,15,29,38,50,88,8655,8460,613,599,1499,1557,510,1960,5581,4157,16858,16733,33591,5,4,0,3,0,0,0,0,1437,1305,1442,1312,2754,53,89,3,9,5,3,0,0,1101,927,1162,1028,2190,275,370,10,31,9,8,0,0,840,610,1134,1019,2153,491,576,34,49,29,31,0,5,509,426,1063,1087,2150,732,833,44,70,71,101,6,12,516,350,1369,1366,2735,864,874,76,85,139,169,3,20,437,301,1519,1449,2968,894,948,106,88,185,219,8,31,409,258,1602,1544,3146,997,930,78,86,247,264,21,45,309,162,1652,1487,3139,916,945,75,76,240,222,34,73,184,101,1449,1417,2866,1020,939,72,75,283,238,43,124,168,68,1586,1444,3030,886,763,64,51,203,184,68,207,129,42,1350,1247,2597,614,508,39,21,145,122,67,232,95,41,960,924,1884,458,319
10304,392,661,1053,119,71,0,3,6,8,97,456,25,40,247,578,825,14,9,0,0,4,5,0,3,19,10,37,27,64,9704,9816,559,656,1435,1756,491,2149,6499,5573,18688,19950,38638,4,6,0,3,0,4,0,0,1884,1914,1888,1927,3815,69,153,5,8,3,6,0,0,1566,1435,1643,1602,3245,434,612,16,37,19,18,4,3,1154,998,1627,1668,3295,788,926,44,55,43,65,0,3,704,558,1579,1607,3186,1093,1099,58,86,87,138,3,13,541,445,1782,1781,3563,1121,1161,69,107,172,242,7,20,440,332,1809,1862,3671,1166,1187,104,128,221,264,12,23,347,257,1850,1859,3709,1168,1174,88,91,240,295,23,62,271,192,1790,1814,3604,1103,1052,71,53,256,283,41,82,220,131,1691,1601,3292,1087,1012,67,75,248,281,45,126,140,80,1587,1574,3161,818,712,55,45,153,159,53,183,93,68,1172,1167,2339,631,514,27,30,102,120,69,252,81,36,910,952,1862,521,378
