region_id,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_c_o_c_c_g,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_over_REA,C11_650over_ST_HA,C11_650ove_Pe_no_sa_ho,C11_650ov_H_co_op_c_ch_gr,C11_650over_Oth_lan_typ,C11_650over_LLT_NS,C11_650_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T
12401,5,4,310,173,83,169,34,11,4,474,225,20,173,13,15,0,446,658,41,225,16,18,3,961,1214,18,271,13,14,9,1539,737,11,115,3,8,4,878,199,0,28,0,3,0,230,41,0,8,0,0,0,49,32,0,15,3,0,3,53,36,30,64,23,14,5,172,3371,352,1270,200,109,136,5438
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,22,4,528,212,270,162,38,47,8,737,409,129,222,29,73,0,862,925,185,360,30,28,7,1535,2777,104,593,7,22,12,3515,1764,21,291,3,20,10,2109,384,3,52,4,5,0,448,97,4,16,0,5,0,122,59,9,21,0,4,0,93,107,123,99,16,32,22,399,6787,1889,2029,206,276,183,11370
12404,10,3,282,77,152,67,26,37,6,365,116,74,78,12,103,3,386,320,63,111,13,48,3,558,884,68,196,6,29,12,1195,637,7,87,6,17,4,758,99,3,19,0,3,0,124,20,3,3,0,0,0,26,24,3,7,0,3,3,40,36,40,25,6,24,8,139,2235,713,694,124,292,92,4150
12405,0,6,222,71,116,59,15,5,0,266,119,30,83,12,6,0,250,336,81,171,11,10,4,613,1054,56,283,15,24,8,1440,838,13,147,4,17,6,1025,69,0,12,3,3,0,87,14,0,0,0,0,0,14,14,4,7,0,0,0,25,62,52,42,3,13,9,181,2600,760,888,92,91,69,4500
12501,11,0,303,76,131,79,17,12,6,321,102,34,51,12,25,0,224,457,49,127,20,23,6,682,1344,36,283,6,52,13,1734,2056,37,394,12,52,19,2570,1194,3,190,5,24,6,1422,339,3,57,0,8,0,407,183,3,18,0,8,3,215,126,53,105,9,17,30,340,5938,846,1470,128,246,133,8761
12502,8,0,481,39,173,27,29,22,5,295,16,68,37,3,61,0,185,53,90,46,7,30,0,226,302,55,95,5,7,6,470,1051,89,214,0,8,9,1371,755,7,134,0,4,3,903,274,5,38,0,3,0,320,125,5,27,0,0,4,161,46,123,50,12,14,10,255,2672,1813,767,153,175,84,5664
12503,27,10,1059,150,548,129,102,20,9,958,206,131,152,31,29,9,558,579,205,263,33,37,8,1125,2115,225,531,19,119,20,3029,3030,76,612,19,123,26,3886,730,3,152,3,26,7,921,139,5,24,0,3,0,171,67,18,27,0,6,3,121,128,246,162,26,26,35,623,7204,3719,2330,433,441,269,14396
12504,19,7,763,119,332,161,88,28,4,732,164,96,142,36,20,8,466,591,100,254,42,59,9,1055,3420,184,590,40,94,18,4346,5898,39,632,13,68,29,6679,1392,6,182,6,25,6,1617,270,4,43,3,4,0,324,137,12,35,0,11,0,195,205,157,133,59,36,44,634,12271,2506,2397,510,438,229,18351
12601,3,0,58,13,18,30,29,8,0,98,12,3,19,6,8,0,48,24,6,32,4,13,0,79,163,3,72,4,15,0,257,814,10,122,3,6,3,958,605,5,88,0,4,0,702,305,3,45,3,3,0,359,242,0,43,3,0,0,288,43,9,40,13,11,9,125,2231,133,575,96,75,63,3173
12602,10,3,594,57,223,106,59,38,0,483,88,50,91,20,66,3,318,418,63,175,41,36,0,733,1926,56,347,22,21,6,2378,3445,52,516,12,44,9,4078,1764,29,332,7,29,6,2167,860,3,162,12,5,12,1054,691,8,198,12,15,4,928,160,100,145,45,34,39,523,9494,1801,2351,423,327,215,14611
12701,21,8,548,24,281,70,14,14,3,406,41,98,71,13,16,0,239,144,100,107,11,23,0,385,459,160,221,22,52,3,917,1071,64,277,5,57,8,1482,498,8,84,0,12,3,605,105,8,10,0,4,0,127,44,6,15,0,0,5,70,57,133,70,7,18,22,307,2463,1985,1054,132,247,137,6018
12702,30,6,1175,227,589,234,69,72,13,1204,395,214,239,36,60,8,952,1307,231,383,61,88,15,2085,2268,292,588,39,131,34,3352,2883,78,572,6,156,27,3722,551,7,96,0,25,10,689,99,6,15,0,10,0,130,69,15,20,3,10,0,117,158,220,182,24,53,28,665,8098,3592,2686,362,660,298,15696
12703,29,4,621,99,315,63,43,117,9,646,219,117,91,16,245,4,692,964,109,178,23,143,13,1430,1793,156,274,18,73,10,2324,1966,35,298,3,49,8,2359,744,7,79,0,24,4,858,114,0,13,3,4,0,134,58,10,14,0,5,4,91,78,173,54,17,46,34,402,6078,2262,1224,222,759,173,10718
12801,8,3,298,49,100,79,37,61,4,330,99,37,88,18,102,3,347,349,39,142,14,42,0,586,1194,46,311,8,29,8,1596,2389,30,406,3,43,9,2880,1265,7,185,4,9,3,1473,631,0,105,4,4,3,747,532,3,118,0,12,3,668,95,68,75,17,30,16,301,6623,958,1697,217,355,158,10008
12802,5,0,235,19,122,50,25,16,0,232,30,41,55,17,21,0,164,99,45,82,10,24,0,260,554,51,209,5,24,4,847,1469,35,264,7,10,0,1785,738,3,137,0,11,8,897,338,3,55,0,0,3,399,219,3,34,3,4,0,263,42,43,52,24,15,3,179,3523,822,1060,174,138,73,5790
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
