region_id,C11_M_40_44_Em_Tot,C11_M_40_44_Unem_Look_FT,C11_M_40_44_Unem_Look_PT,C11_M_40_44_Unem_Tot,C11_M_40_44_Tot_LF,C11_M_40_44_Notin_LF,C11_M_40_44_LF_NS,C11_M_40_44_Tot,C11_M_45_49_Em_FT,C11_M_45_49_Em_PT,C11_M_45_49_Em_AFW,C11_M_45_49_Em_Hrs_NS,C11_M_45_49_Em_Tot,C11_M_45_49_Unem_Look_FT,C11_M_45_49_Unem_Look_PT,C11_M_45_49_Unem_Tot,C11_M_45_49_Tot_LF,C11_M_45_49_Notin_LF,C11_M_45_49_LF_NS,C11_M_45_49_Tot,C11_M_50_54_Em_FT,C11_M_50_54_Em_PT,C11_M_50_54_Em_AFW,C11_M_50_54_Em_Hrs_NS,C11_M_50_54_Em_Tot,C11_M_50_54_Unem_Look_FT,C11_M_50_54_Unem_Look_PT,C11_M_50_54_Unem_Tot,C11_M_50_54_Tot_LF,C11_M_50_54_Notin_LF,C11_M_50_54_LF_NS,C11_M_50_54_Tot,C11_M_55_59_Em_FT,C11_M_55_59_Em_PT,C11_M_55_59_Em_AFW,C11_M_55_59_Em_Hrs_NS,C11_M_55_59_Em_Tot,C11_M_55_59_Unem_Look_FT,C11_M_55_59_Unem_Look_PT,C11_M_55_59_Unem_Tot,C11_M_55_59_Tot_LF,C11_M_55_59_Notin_LF,C11_M_55_59_LF_NS,C11_M_55_59_Tot,C11_M_60_64_Em_FT,C11_M_60_64_Em_PT,C11_M_60_64_Em_AFW,C11_M_60_64_Em_Hrs_NS,C11_M_60_64_Em_Tot,C11_M_60_64_Unem_Look_FT,C11_M_60_64_Unem_Look_PT,C11_M_60_64_Unem_Tot,C11_M_60_64_Tot_LF,C11_M_60_64_Notin_LF,C11_M_60_64_LF_NS,C11_M_60_64_Tot,C11_M_65_69_Em_FT,C11_M_65_69_Em_PT,C11_M_65_69_Em_AFW,C11_M_65_69_Em_Hrs_NS,C11_M_65_69_Em_Tot,C11_M_65_69_Unem_Look_FT,C11_M_65_69_Unem_Look_PT,C11_M_65_69_Unem_Tot,C11_M_65_69_Tot_LF,C11_M_65_69_Notin_LF,C11_M_65_69_LF_NS,C11_M_65_69_Tot,C11_M_70_74_Em_FT,C11_M_70_74_Em_PT,C11_M_70_74_Em_AFW,C11_M_70_74_Em_Hrs_NS,C11_M_70_74_Em_Tot,C11_M_70_74_Unem_Look_FT,C11_M_70_74_Unem_Look_PT,C11_M_70_74_Unem_Tot,C11_M_70_74_Tot_LF,C11_M_70_74_Notin_LF,C11_M_70_74_LF_NS,C11_M_70_74_Tot,C11_M_75ov_Em_FT,C11_M_75ov_Em_PT,C11_M_75ov_Em_AFW,C11_M_75ov_Em_Hrs_NS,C11_M_75over_Em_Tot,C11_M_75over_Unem_Lo_ft_wor,C11_M_75ov_Unem_Lo_pt_wor,C11_M_75ov_Unempl_Tot,C11_M_75ov_Tot_LF,C11_M_75over_N_lab_forc,C11_M_75ov_LF_NS,C11_M_75over_Tot,C11_M_Tot_Em_FT,C11_M_Tot_Em_PT,C11_M_Tot_Em_AFW,C11_M_Tot_Em_Hrs_NS,C11_M_Tot_Em_Tot,C11_M_Tot_Unem_Look_FT,C11_M_Tot_Unem_Look_PT,C11_M_Tot_Unem_Tot,C11_M_T_T_labo_for,C11_M_Tot_Notin_LF,C11_M_Tot_LF_NS,C11_M_T_T,C01_F_15_19_Em_FT,C01_F_15_19_Em_PT,C01_F_15_19_Em_AFW,C01_F_15_19_Em_Hrs_NS,C01_F_15_19_Em_Tot,C01_F_15_19_Unem_Look_FT,C01_F_15_19_Unem_Look_PT,C01_F_15_19_Unem_Tot,C01_F_15_19_Tot_LF,C01_F_15_19_Notin_LF,C01_F_15_19_LF_NS,C01_F_15_19_Tot,C01_F_20_24_Em_FT,C01_F_20_24_Em_PT,C01_F_20_24_Em_AFW,C01_F_20_24_Em_Hrs_NS,C01_F_20_24_Em_Tot,C01_F_20_24_Unem_Look_FT,C01_F_20_24_Unem_Look_PT,C01_F_20_24_Unem_Tot,C01_F_20_24_Tot_LF,C01_F_20_24_Notin_LF,C01_F_20_24_LF_NS,C01_F_20_24_Tot,C01_F_25_29_Em_FT,C01_F_25_29_Em_PT,C01_F_25_29_Em_AFW,C01_F_25_29_Em_Hrs_NS,C01_F_25_29_Em_Tot,C01_F_25_29_Unem_Look_FT,C01_F_25_29_Unem_Look_PT,C01_F_25_29_Unem_Tot,C01_F_25_29_Tot_LF,C01_F_25_29_Notin_LF,C01_F_25_29_LF_NS,C01_F_25_29_Tot,C01_F_30_34_Em_FT,C01_F_30_34_Em_PT,C01_F_30_34_Em_AFW,C01_F_30_34_Em_Hrs_NS,C01_F_30_34_Em_Tot,C01_F_30_34_Unem_Look_FT,C01_F_30_34_Unem_Look_PT,C01_F_30_34_Unem_Tot,C01_F_30_34_Tot_LF,C01_F_30_34_Notin_LF,C01_F_30_34_LF_NS,C01_F_30_34_Tot,C01_F_35_39_Em_FT,C01_F_35_39_Em_PT,C01_F_35_39_Em_AFW,C01_F_35_39_Em_Hrs_NS,C01_F_35_39_Em_Tot,C01_F_35_39_Unem_Look_FT,C01_F_35_39_Unem_Look_PT,C01_F_35_39_Unem_Tot,C01_F_35_39_Tot_LF,C01_F_35_39_Notin_LF,C01_F_35_39_LF_NS,C01_F_35_39_Tot,C01_F_40_44_Em_FT,C01_F_40_44_Em_PT,C01_F_40_44_Em_AFW,C01_F_40_44_Em_Hrs_NS,C01_F_40_44_Em_Tot,C01_F_40_44_Unem_Look_FT,C01_F_40_44_Unem_Look_PT,C01_F_40_44_Unem_Tot,C01_F_40_44_Tot_LF,C01_F_40_44_Notin_LF,C01_F_40_44_LF_NS,C01_F_40_44_Tot,C01_F_45_49_Em_FT,C01_F_45_49_Em_PT,C01_F_45_49_Em_AFW,C01_F_45_49_Em_Hrs_NS,C01_F_45_49_Em_Tot,C01_F_45_49_Unem_Look_FT,C01_F_45_49_Unem_Look_PT,C01_F_45_49_Unem_Tot,C01_F_45_49_Tot_LF,C01_F_45_49_Notin_LF,C01_F_45_49_LF_NS,C01_F_45_49_Tot,C01_F_50_54_Em_FT,C01_F_50_54_Em_PT,C01_F_50_54_Em_AFW,C01_F_50_54_Em_Hrs_NS,C01_F_50_54_Em_Tot,C01_F_50_54_Unem_Look_FT,C01_F_50_54_Unem_Look_PT,C01_F_50_54_Unem_Tot,C01_F_50_54_Tot_LF,C01_F_50_54_Notin_LF,C01_F_50_54_LF_NS,C01_F_50_54_Tot
10101,1852,60,14,74,1926,268,119,2313,1683,238,54,48,2023,49,11,60,2083,292,105,2480,1585,227,61,46,1919,53,15,68,1987,337,109,2433,1274,260,64,22,1620,35,12,47,1667,485,103,2255,907,342,56,36,1341,34,19,53,1394,839,95,2328,392,205,31,14,642,6,4,10,652,1117,92,1861,167,126,8,15,316,0,6,6,322,991,83,1396,110,97,12,19,238,0,0,0,238,1670,228,2136,12575,2844,533,432,16384,578,211,789,17173,7919,1336,26428,203,590,29,46,868,87,60,147,1015,942,75,2032,508,295,29,20,852,75,38,113,965,426,75,1466,574,391,48,21,1034,39,34,73,1107,528,74,1709,522,570,80,34,1206,36,35,71,1277,620,71,1968,611,700,63,35,1409,38,33,71,1480,638,82,2200,792,722,52,33,1599,40,28,68,1667,503,87,2257,859,623,51,29,1562,40,27,67,1629,471,71,2171,749,528,37,40,1354,31,16,47,1401,622,76,2099
10102,1940,29,9,38,1978,127,122,2227,1663,170,64,39,1936,34,6,40,1976,159,134,2269,1473,185,69,33,1760,23,9,32,1792,169,111,2072,1076,186,48,13,1323,29,7,36,1359,270,107,1736,675,218,34,26,953,12,13,25,978,456,85,1519,209,135,21,7,372,0,7,7,379,503,54,936,72,49,8,5,134,3,0,3,137,482,46,665,27,26,0,0,53,3,0,3,56,713,106,875,12327,2317,507,314,15465,316,148,464,15929,4030,1296,21255,203,505,16,32,756,65,56,121,877,606,39,1522,581,305,20,17,923,53,23,76,999,237,47,1283,646,276,58,20,1000,30,23,53,1053,332,46,1431,686,512,102,22,1322,28,20,48,1370,443,51,1864,664,608,63,18,1353,29,18,47,1400,441,58,1899,803,527,42,29,1401,21,21,42,1443,368,54,1865,749,405,51,28,1233,14,11,25,1258,294,50,1602,608,341,41,26,1016,17,14,31,1047,410,47,1504
10103,840,21,0,21,861,100,130,1091,724,115,44,15,898,18,3,21,919,93,116,1128,759,117,60,11,947,8,6,14,961,129,141,1231,592,139,46,12,789,16,11,27,816,147,114,1077,383,140,22,13,558,13,3,16,574,346,82,1002,156,116,20,11,303,3,0,3,306,389,65,760,73,61,9,3,146,0,0,0,146,340,42,528,47,41,4,7,99,0,0,0,99,541,59,699,6048,1683,391,168,8290,171,121,292,8582,2966,1479,13027,168,412,38,12,630,17,44,61,691,374,62,1127,552,297,34,12,895,31,11,42,937,90,63,1090,521,220,40,6,787,13,11,24,811,132,59,1002,391,276,40,10,717,16,9,25,742,184,62,988,366,349,42,10,767,13,11,24,791,209,71,1071,412,367,33,10,822,14,9,23,845,164,65,1074,332,249,22,10,613,10,10,20,633,154,65,852,354,223,30,16,623,3,6,9,632,187,58,877
10104,1423,81,26,107,1530,258,106,1894,1204,291,52,39,1586,81,23,104,1690,380,111,2181,1276,471,82,35,1864,69,27,96,1960,500,116,2576,1088,463,110,29,1690,69,34,103,1793,779,131,2703,693,466,78,17,1254,58,47,105,1359,1514,131,3004,185,252,28,22,487,5,11,16,503,1898,110,2511,73,99,17,9,198,0,7,7,205,1693,139,2037,45,57,9,9,120,0,3,3,123,2892,286,3301,8648,3551,620,340,13159,797,282,1079,14238,11513,1527,27278,150,487,41,37,715,91,63,154,869,842,69,1780,296,223,17,18,554,80,28,108,662,309,55,1026,287,329,36,16,668,48,28,76,744,469,69,1282,317,483,44,21,865,61,55,116,981,608,56,1645,421,720,63,27,1231,73,55,128,1359,647,85,2091,690,937,72,31,1730,83,65,148,1878,599,64,2541,736,793,91,27,1647,82,43,125,1772,566,57,2395,539,553,78,27,1197,57,34,91,1288,859,49,2196
10201,4227,163,26,189,4416,406,242,5064,3636,540,125,93,4394,163,34,197,4591,512,268,5371,3488,573,146,93,4300,142,33,175,4475,718,307,5500,2772,612,144,55,3583,133,45,178,3761,994,223,4978,1596,749,110,44,2499,94,59,153,2652,1813,216,4681,499,457,40,12,1008,8,24,32,1040,2654,237,3931,116,201,12,7,336,3,5,8,344,2480,203,3027,49,106,13,11,179,0,3,3,182,5456,672,6310,27054,7343,1239,848,36484,1807,693,2500,38984,19273,3552,61809,580,1737,83,117,2517,188,178,366,2883,1837,145,4865,1588,946,91,82,2707,201,90,291,2998,701,149,3848,1571,932,174,64,2741,132,97,229,2970,1166,172,4308,1305,1492,196,55,3048,87,123,210,3258,1669,170,5097,1359,2054,173,76,3662,108,163,271,3933,1839,170,5942,1777,2270,156,101,4304,133,107,240,4544,1488,168,6200,1991,1827,155,82,4055,95,84,179,4234,1171,143,5548,1585,1461,150,69,3265,94,56,150,3415,1507,120,5042
10202,3680,180,31,211,3891,546,220,4657,3083,441,101,90,3715,169,31,200,3915,603,206,4724,2790,468,126,87,3471,156,28,184,3655,724,211,4590,2129,493,110,71,2803,134,35,169,2972,1035,191,4198,1190,475,89,36,1790,96,34,130,1920,1919,196,4035,326,279,38,14,657,5,20,25,682,2643,185,3510,61,125,21,4,211,4,6,10,221,2694,177,3092,21,50,12,9,92,0,4,4,96,4921,568,5585,23164,5752,1007,881,30804,2068,629,2697,33501,19068,2895,55464,492,1307,58,97,1954,236,195,431,2385,1618,102,4105,1150,715,66,55,1986,174,89,263,2249,828,114,3191,1126,932,120,52,2230,119,121,240,2470,1316,83,3869,937,1310,131,67,2445,100,115,215,2660,1723,117,4500,1000,1524,137,60,2721,103,143,246,2967,1661,123,4751,1307,1592,110,73,3082,132,94,226,3308,1379,116,4803,1341,1223,103,55,2722,133,84,217,2939,1089,120,4148,993,963,113,49,2118,69,57,126,2244,1516,98,3858
10301,1108,35,0,35,1143,198,65,1406,962,122,31,34,1149,25,13,38,1187,179,48,1414,972,125,39,22,1158,24,11,35,1193,186,60,1439,867,134,40,10,1051,24,7,31,1082,222,58,1362,486,159,28,13,686,21,9,30,716,466,57,1239,191,133,15,6,345,0,6,6,351,594,69,1014,61,71,5,3,140,0,0,0,140,496,36,672,30,45,10,6,91,0,0,0,91,875,99,1065,8129,1818,360,241,10548,373,223,596,11144,5334,832,17310,121,505,53,30,709,61,142,203,912,956,35,1903,360,434,59,8,861,69,85,154,1015,439,36,1490,447,252,48,20,767,30,24,54,821,339,46,1206,368,369,49,14,800,30,22,52,852,403,39,1294,413,446,46,13,918,28,21,49,967,387,37,1391,558,427,34,31,1050,38,34,72,1122,284,25,1431,555,409,37,14,1015,23,7,30,1045,246,44,1335,445,328,43,21,837,13,15,28,865,340,41,1246
10302,1269,46,13,59,1328,225,82,1635,1224,141,48,37,1450,40,15,55,1505,274,68,1847,1229,161,48,34,1472,49,13,62,1534,340,85,1959,1063,193,56,32,1344,47,16,63,1407,405,105,1917,771,205,43,26,1045,31,13,44,1089,747,86,1922,345,166,22,13,546,3,5,8,554,860,107,1521,161,102,7,21,291,0,0,0,291,941,101,1333,121,102,17,16,256,0,3,3,259,1724,216,2199,9869,1912,415,366,12562,547,146,693,13255,6911,1248,21414,139,429,22,26,616,81,49,130,746,981,47,1774,365,239,27,19,650,87,35,122,772,381,39,1192,439,329,48,21,837,44,31,75,912,549,43,1504,401,485,56,32,974,44,39,83,1057,619,46,1722,495,601,46,39,1181,45,43,88,1269,671,32,1972,652,627,42,41,1362,38,29,67,1429,510,51,1990,695,494,47,35,1271,38,21,59,1330,476,43,1849,570,441,52,29,1092,24,13,37,1129,616,33,1778
10303,1148,53,7,60,1208,207,105,1520,997,136,40,21,1194,52,8,60,1254,243,102,1599,989,154,44,30,1217,46,14,60,1277,302,75,1654,759,165,36,24,984,40,15,55,1039,320,90,1449,494,199,48,24,765,34,16,50,815,685,87,1587,199,127,22,9,357,0,0,0,357,914,78,1349,79,66,0,10,155,0,0,0,155,744,62,961,44,39,6,8,97,0,4,4,101,1186,144,1431,7755,1609,328,290,9982,544,140,684,10666,5894,1163,17723,129,337,16,25,507,65,46,111,618,676,35,1329,287,188,26,19,520,83,20,103,623,293,41,957,309,246,35,15,605,43,41,84,689,440,35,1164,283,367,48,15,713,35,29,64,777,554,40,1371,378,481,40,15,914,42,33,75,989,564,44,1597,425,512,38,28,1003,33,23,56,1059,416,37,1512,456,420,27,11,914,26,16,42,956,420,49,1425,374,354,26,23,777,22,12,34,811,570,33,1414
10304,1497,36,5,41,1538,156,110,1804,1280,149,43,36,1508,30,9,39,1547,201,103,1851,1210,162,50,26,1448,29,4,33,1481,221,88,1790,1028,171,47,27,1273,24,15,39,1312,286,93,1691,669,204,40,21,934,14,11,25,959,535,90,1584,256,157,17,7,437,3,3,6,443,649,82,1174,94,83,10,8,195,0,0,0,195,657,55,907,49,64,5,7,125,0,0,0,125,1288,118,1531,10905,1971,407,311,13594,445,154,599,14193,5382,1276,20851,181,510,36,45,772,73,73,146,918,949,27,1894,491,275,28,20,814,89,47,136,950,339,29,1318,605,323,51,14,993,44,27,71,1064,452,45,1561,459,524,67,26,1076,41,27,68,1144,562,43,1749,505,618,47,18,1188,32,22,54,1242,481,31,1754,690,606,48,28,1372,34,36,70,1442,398,36,1876,671,452,44,19,1186,40,14,54,1240,383,31,1654,635,398,47,20,1100,21,8,29,1129,474,34,1637
