region_id,Tot_persons_C01_M,Tot_persons_C01_F,Tot_persons_C01_P,Tot_persons_C06_M,Tot_persons_C06_F,Tot_persons_C06_P,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Age_0_4_C01_M,Age_0_4_C01_F,Age_0_4_C01_P,Age_0_4_C06_M,Age_0_4_C06_F,Age_0_4_C06_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_5_14_C01_M,Age_5_14_C01_F,Age_5_14_C01_P,Age_5_14_C06_M,Age_5_14_C06_F,Age_5_14_C06_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_15_19_C01_M,Age_15_19_C01_F,Age_15_19_C01_P,Age_15_19_C06_M,Age_15_19_C06_F,Age_15_19_C06_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_20_24_C01_M,Age_20_24_C01_F,Age_20_24_C01_P,Age_20_24_C06_M,Age_20_24_C06_F,Age_20_24_C06_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_25_34_C01_M,Age_25_34_C01_F,Age_25_34_C01_P,Age_25_34_C06_M,Age_25_34_C06_F,Age_25_34_C06_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_35_44_C01_M,Age_35_44_C01_F,Age_35_44_C01_P,Age_35_44_C06_M,Age_35_44_C06_F,Age_35_44_C06_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_45_54_C01_M,Age_45_54_C01_F,Age_45_54_C01_P,Age_45_54_C06_M,Age_45_54_C06_F,Age_45_54_C06_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_55_64_C01_M,Age_55_64_C01_F,Age_55_64_C01_P,Age_55_64_C06_M,Age_55_64_C06_F,Age_55_64_C06_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_65_74_C01_M,Age_65_74_C01_F,Age_65_74_C01_P,Age_65_74_C06_M,Age_65_74_C06_F,Age_65_74_C06_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_75_84_C01_M,Age_75_84_C01_F,Age_75_84_C01_P,Age_75_84_C06_M,Age_75_84_C06_F,Age_75_84_C06_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_grp_85ov_C01_M,Age_grp_85ov_C01_F,Age_grp_85ov_C01_P,Age_grp_85ov_C06_M,Age_grp_85ov_C06_F,Age_grp_85ov_C06_P,Age_grp_85ov_C11_M,Age_grp_85ov_C11_F,Age_grp_85ov_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,IP_Abor_C01_M,IP_Abor_C01_F,IP_Abor_C01_P,IP_Abor_C06_M,IP_Abor_C06_F,IP_Abor_C06_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Tor_Strt_Is_2001_Ce_M,IP_Tor_Strt_Is_2001_Ce_F,IP_Tor_Strt_Is_2001_Ce_P,IP_Tor_Strt_Is_2006_Ce_M,IP_Tor_Strt_Is_2006_Ce_F,IP_Tor_Strt_Is_2006_Ce_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2001_Ce_M,IP_B_Ab_To_St_Is_2001_Ce_F,IP_B_Ab_To_St_Is_2001_Ce_P,IP_B_Ab_To_St_Is_2006_Ce_M,IP_B_Ab_To_St_Is_2006_Ce_F,IP_B_Ab_To_St_Is_2006_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_Tot_2001_Ce_M,IP_Tot_2001_Ce_F,IP_Tot_2001_Ce_P,IP_Tot_2006_Ce_M,IP_Tot_2006_Ce_F,IP_Tot_2006_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,Brthplace_Aust_2001_Ce_M,Brthplace_Aust_2001_Ce_F,Brthplace_Aust_2001_Ce_P,Brthplace_Aust_2006_Ce_M,Brthplace_Aust_2006_Ce_F,Brthplace_Aust_2006_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Elsewhere_2001_Ce_M,Brthplace_Elsewhere_2001_Ce_F,Brthplace_Elsewhere_2001_Ce_P,Brthplace_Elsewhere_2006_Ce_M,Brthplace_Elsewhere_2006_Ce_F,Brthplace_Elsewhere_2006_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,LSH_Eng_only_2001_Ce_M,LSH_Eng_only_2001_Ce_F,LSH_Eng_only_2001_Ce_P,LSH_Eng_only_2006_Ce_M,LSH_Eng_only_2006_Ce_F,LSH_Eng_only_2006_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Oth_Lan_2001_Ce_M,LSH_Oth_Lan_2001_Ce_F,LSH_Oth_Lan_2001_Ce_P,LSH_Oth_Lan_2006_Ce_M,LSH_Oth_Lan_2006_Ce_F,LSH_Oth_Lan_2006_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,Aust_citiz_C01_M,Aust_citiz_C01_F,Aust_citiz_C01_P,Aust_citiz_C06_M,Aust_citiz_C06_F,Aust_citiz_C06_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P
10101,31219,30836,62055,32571,32081,64652,33469,33538,67007,2193,2021,4214,2031,1959,3990,2264,2144,4408,4910,4673,9583,4833,4635,9468,4701,4511,9212,2108,2058,4166,2206,2020,4226,2226,2044,4270,1766,1473,3239,1885,1578,3463,1654,1567,3221,3752,3689,7441,3693,3472,7165,3231,3375,6606,4646,4464,9110,4535,4599,9134,4478,4595,9073,4378,4278,8656,4657,4504,9161,4925,4671,9596,3490,3332,6822,4251,3994,8245,4593,4489,9082,2550,2490,5040,2697,2697,5394,3259,3169,6428,1171,1693,2864,1462,1894,3356,1681,2032,3713,255,665,920,321,729,1050,457,941,1398,75,87,162,95,84,179,77,90,167,530,461,991,698,578,1276,871,849,1720,32,25,57,33,44,77,23,29,52,14,10,24,10,16,26,13,9,22,576,496,1072,741,638,1379,907,887,1794,26836,26678,53514,28101,27842,55943,28909,29089,57998,2319,2189,4508,2568,2419,4987,2756,2704,5460,28275,28491,56766,29735,30032,59767,30314,31078,61392,770,691,1461,958,827,1785,1101,984,2085,28333,28436,56769,29637,29708,59345,30317,31014,61331
10102,22052,22111,44163,24889,24498,49387,27137,26827,53964,1658,1568,3226,1747,1641,3388,1874,1788,3662,3557,3515,7072,3821,3655,7476,3927,3905,7832,1578,1548,3126,1777,1674,3451,1839,1737,3576,1295,1287,2582,1482,1520,3002,1710,1602,3312,3011,3312,6323,3131,3281,6412,3449,3496,6945,3826,3781,7607,4170,4222,8392,4234,4354,8588,3363,3115,6478,3884,3605,7489,4348,4070,8418,2044,1896,3940,2788,2475,5263,3266,3029,6295,1115,1121,2236,1321,1279,2600,1614,1613,3227,501,715,1216,623,858,1481,717,841,1558,104,253,357,145,288,433,159,392,551,133,127,260,87,87,174,96,120,216,430,462,892,486,527,1013,671,678,1349,12,13,25,19,15,34,12,15,27,13,10,23,11,4,15,19,11,30,455,485,940,516,546,1062,702,704,1406,16842,17113,33955,18885,18807,37692,20747,20664,41411,3813,3674,7487,4037,3968,8005,4659,4649,9308,18435,18478,36913,20636,20557,41193,22565,22418,44983,2441,2483,4924,2547,2547,5094,3019,3084,6103,20018,20104,40122,22019,21910,43929,24025,23976,48001
10103,16203,13918,30121,16521,14313,30834,16404,14064,30468,775,752,1527,809,690,1499,802,749,1551,2551,2172,4723,2452,2154,4606,2319,1866,4185,1461,1146,2607,1512,1246,2758,1692,1250,2942,1482,1147,2629,1246,1012,2258,1179,951,2130,2577,2077,4654,2212,1856,4068,1824,1607,3431,2412,2174,4586,2362,2258,4620,2130,1982,4112,2035,1752,3787,2433,2030,4463,2371,2066,4437,1507,1290,2797,1916,1556,3472,2085,1715,3800,883,774,1657,1024,791,1815,1295,1093,2388,432,463,895,448,506,954,543,527,1070,88,171,259,108,213,321,162,258,420,282,272,554,269,270,539,275,228,503,117,87,204,150,132,282,231,183,414,5,0,5,11,9,20,9,14,23,5,3,8,4,3,7,7,6,13,127,90,217,165,144,309,247,203,450,12550,10848,23398,12241,10746,22987,12333,10754,23087,1969,1701,3670,1893,1682,3575,1830,1691,3521,13701,11892,25593,13290,11871,25161,13303,11826,25129,917,739,1656,828,696,1524,782,737,1519,14107,12081,26188,13513,11964,25477,13506,11868,25374
10104,31365,32296,63661,32508,33809,66317,33275,34525,67800,1793,1749,3542,1748,1643,3391,1850,1712,3562,4730,4559,9289,4397,4359,8756,4052,3893,7945,1969,1800,3769,2069,2003,4072,2089,1953,4042,1050,1034,2084,1179,1048,2227,1123,1099,2222,2735,2942,5677,2454,2646,5100,2302,2554,4856,4171,4653,8824,3839,4266,8105,3507,3807,7314,4605,4604,9209,5028,5391,10419,4774,5219,9993,4067,4158,8225,4993,5072,10065,5722,5891,11613,3725,3768,7493,3826,3799,7625,4555,4412,8967,2130,2342,4472,2394,2663,5057,2567,2743,5310,390,687,1077,581,919,1500,734,1240,1974,87,120,207,101,99,200,114,134,248,974,927,1901,1136,1126,2262,1296,1348,2644,19,17,36,26,24,50,25,27,52,28,30,58,16,23,39,16,21,37,1021,974,1995,1178,1173,2351,1337,1396,2733,25581,26507,52088,26698,27752,54450,27048,27976,55024,3863,3881,7744,4008,4245,8253,4189,4501,8690,28832,29662,58494,30237,31447,61684,30529,31657,62186,996,985,1981,1019,1114,2133,1048,1234,2282,28721,29506,58227,29826,31079,60905,30172,31359,61531
10201,75111,80368,155479,75499,81258,156757,77550,83720,161270,5098,5035,10133,4812,4575,9387,5038,4824,9862,11876,11139,23015,11089,10613,21702,10526,10208,20734,5402,4949,10351,5702,5294,10996,5618,5070,10688,3954,3893,7847,4200,4068,8268,4587,4296,8883,8832,9471,18303,7993,8452,16445,7948,8445,16393,11153,12180,23333,10202,11474,21676,9950,11004,20954,10161,10614,20775,10807,11554,22361,10906,12073,22979,7124,7503,14627,8620,9160,17780,9689,10570,20259,6004,7197,13201,5929,6905,12834,6971,7768,14739,4500,6352,10852,4730,6577,11307,4545,6114,10659,1007,2035,3042,1414,2589,4003,1773,3348,5121,245,373,618,266,422,688,235,315,550,1021,1017,2038,1249,1209,2458,1714,1677,3391,40,33,73,59,63,122,64,53,117,35,45,80,23,32,55,34,33,67,1096,1095,2191,1331,1304,2635,1812,1763,3575,59832,64433,124265,58436,63210,121646,60691,65620,126311,10795,11287,22082,11125,11604,22729,12288,13221,25509,68604,73340,141944,67397,72444,139841,69582,75006,144588,2886,3096,5982,3133,3530,6663,3945,4651,8596,67768,72494,140262,65940,71211,137151,68657,74595,143252
10202,62954,67075,130029,65921,71032,136953,71075,76284,147359,4706,4691,9397,4712,4381,9093,5110,4765,9875,10357,9728,20085,10368,10068,20436,10399,9964,20363,4289,4139,8428,4599,4450,9049,5258,5024,10282,3182,3204,6386,3563,3661,7224,4006,4070,8076,7648,8392,16040,7198,7976,15174,7487,8227,15714,8972,9580,18552,8891,9656,18547,9021,10034,19055,7709,8026,15735,8540,9084,17624,9333,10007,19340,5970,6562,12532,7021,7839,14860,8249,8996,17245,5774,6578,12352,5786,6602,12388,6618,7488,14106,3538,4676,8214,4174,5332,9506,4231,5299,9530,809,1499,2308,1069,1983,3052,1364,2409,3773,134,175,309,114,155,269,117,152,269,1196,1169,2365,1756,1823,3579,2547,2688,5235,66,54,120,79,71,150,75,76,151,34,38,72,34,25,59,46,53,99,1296,1261,2557,1869,1919,3788,2668,2817,5485,51656,55215,106871,53968,57885,111853,59039,63105,122144,7587,7998,15585,7841,8448,16289,8445,9298,17743,58036,61681,119717,60738,65184,125922,65364,69928,135292,2003,2172,4175,2247,2565,4812,2698,3210,5908,57196,60879,118075,59303,63740,123043,64202,69072,133274
10301,19924,19928,39852,20803,20489,41292,22222,21762,43984,1378,1282,2660,1395,1253,2648,1521,1464,2985,3086,3007,6093,3166,2850,6016,3334,2928,6262,1960,1932,3892,1970,1934,3904,1852,1780,3632,1598,1512,3110,1795,1718,3513,1944,1790,3734,2657,2519,5176,2536,2319,4855,2618,2354,4972,2864,2829,5693,2717,2707,5424,2738,2791,5529,2701,2585,5286,2793,2737,5530,2859,2839,5698,1794,1723,3517,2284,2234,4518,2602,2505,5107,1096,1254,2350,1237,1327,2564,1689,1674,3363,623,907,1530,732,992,1724,848,1117,1965,167,378,545,179,418,597,216,521,737,83,123,206,64,96,160,79,116,195,640,472,1112,764,514,1278,898,801,1699,16,16,32,24,20,44,22,25,47,14,22,36,7,18,25,19,25,44,670,510,1180,795,552,1347,939,851,1790,17061,17309,34370,18033,17865,35898,18932,18767,37699,1669,1515,3184,1751,1539,3290,2074,1733,3807,17714,18319,36033,18516,19096,37612,19624,20033,39657,631,584,1215,712,611,1323,835,715,1550,17652,18298,35950,18316,18839,37155,19544,19887,39431
10302,28680,28313,56993,27732,27672,55404,27273,27327,54600,2122,2061,4183,1915,1784,3699,1876,1826,3702,4744,4335,9079,4303,4117,8420,3885,3719,7604,1957,1793,3750,1833,1668,3501,1725,1660,3385,1349,1200,2549,1242,1249,2491,1362,1191,2553,3224,3234,6458,2851,2834,5685,2608,2706,5314,4067,3969,8036,3474,3628,7102,3095,3276,6371,3948,3631,7579,3966,3663,7629,3819,3639,7458,3151,3097,6248,3583,3367,6950,3843,3581,7424,2501,2483,4984,2651,2607,5258,2858,2844,5702,1288,1810,3098,1558,1934,3492,1736,1942,3678,329,700,1029,356,821,1177,466,943,1409,48,56,104,72,53,125,100,79,179,1487,1455,2942,1708,1805,3513,2085,2143,4228,33,23,56,48,38,86,41,37,78,44,27,71,28,26,54,23,18,41,1564,1505,3069,1784,1869,3653,2149,2198,4347,25912,25591,51503,24927,24986,49913,24240,24342,48582,1271,1260,2531,1231,1256,2487,1321,1372,2693,27157,26834,53991,26270,26445,52715,25405,25572,50977,384,385,769,436,396,832,508,526,1034,26965,26644,53609,25830,25966,51796,25096,25254,50350
10303,21458,20946,42404,21364,20817,42181,22220,21268,43488,1528,1387,2915,1330,1194,2524,1486,1365,2851,3408,3269,6677,3172,2895,6067,2977,2625,5602,1466,1338,2804,1457,1344,2801,1448,1312,2760,1031,962,1993,1008,895,1903,1165,1046,2211,2547,2544,5091,2160,2243,4403,2203,2117,4320,3220,3113,6333,2965,2978,5943,2890,2820,5710,3124,2842,5966,3133,2923,6056,3266,3040,6306,2517,2323,4840,3067,2772,5839,3037,2873,5910,1651,1639,3290,1870,1818,3688,2316,2169,4485,791,1143,1934,978,1252,2230,1156,1311,2467,175,386,561,224,503,727,275,591,866,35,39,74,39,58,97,41,68,109,572,455,1027,626,552,1178,941,829,1770,15,14,29,21,15,36,44,27,71,19,14,33,10,13,23,4,3,7,606,483,1089,657,580,1237,989,859,1848,18408,18037,36445,18172,17750,35922,18712,18176,36888,1729,1705,3434,1817,1729,3546,1902,1813,3715,19592,19400,38992,19453,19374,38827,19999,19617,39616,538,521,1059,541,531,1072,578,643,1221,19521,19331,38852,19197,19027,38224,19684,19406,39090
10304,24722,25123,49845,24425,25529,49954,27144,27561,54705,1973,1802,3775,1791,1740,3531,2207,1973,4180,4058,3886,7944,3945,3840,7785,4016,3938,7954,1947,1928,3875,1916,1791,3707,1896,1931,3827,1513,1325,2838,1406,1430,2836,1658,1609,3267,3243,3320,6563,2853,2960,5813,3218,3294,6512,3524,3633,7157,3315,3605,6920,3590,3660,7250,3364,3296,6660,3345,3418,6763,3650,3684,7334,2384,2301,4685,2742,2816,5558,3288,3188,6476,1684,1797,3481,1841,1919,3760,2083,2125,4208,835,1305,2140,1022,1436,2458,1214,1487,2701,197,530,727,248,575,823,324,672,996,46,73,119,41,29,70,78,75,153,761,758,1519,855,916,1771,1199,1232,2431,35,35,70,28,17,45,33,23,56,21,19,40,14,20,34,26,26,52,817,812,1629,897,953,1850,1258,1281,2539,21657,22157,43814,21272,22238,43510,23196,23778,46974,1745,1752,3497,1642,1796,3438,2147,2213,4360,23017,23408,46425,22650,23806,46456,24519,25175,49694,689,689,1378,679,753,1432,1068,1143,2211,23054,23496,46550,22366,23606,45972,24372,25130,49502
