region_id,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T
10101,17913,6802,533,1089,26337
10102,13957,4889,510,1170,20526
10103,4653,2086,212,1512,8463
10104,18765,7638,673,1780,28856
10201,43053,16725,1715,2636,64129
10202,39552,14634,1525,1926,57637
10301,10894,4057,581,745,16277
10302,14417,6234,452,1155,22258
10303,11466,4808,408,948,17630
10304,13991,5254,534,982,20761
10401,13293,5270,518,1232,20313
10402,21814,8371,1077,1781,33043
10501,6083,3008,245,1248,10584
10502,5412,2841,174,845,9272
10503,17262,6659,671,1172,25764
10601,21739,6700,719,1305,30463
10602,17477,4947,544,668,23636
10603,18390,6170,564,1374,26498
10604,7593,2842,339,729,11503
10701,19363,6042,517,758,26680
10702,0,3,0,0,3
10703,23050,6277,501,827,30655
10704,30797,12541,2510,1883,47731
10801,8210,3802,329,819,13160
10802,12353,5383,512,1140,19388
10803,87,40,8,11,146
10804,20284,8021,764,1394,30463
10805,14030,5592,513,861,20996
10901,14773,6487,901,948,23109
10902,3306,1271,93,481,5151
10903,10931,4744,340,863,16878
11001,8927,3613,511,720,13771
11002,10033,4325,335,617,15310
11003,6453,2525,221,885,10084
11004,20364,7778,792,1252,30186
11101,32359,10769,1025,1115,45268
11102,19086,5918,608,619,26231
11103,39308,17897,3936,2549,63690
11201,19334,8015,1442,2262,31053
11202,18097,7257,1055,1047,27456
11203,22820,9570,1266,2222,35878
11301,11770,4317,381,1029,17497
11302,3817,1589,97,265,5768
11303,22963,8704,1201,1032,33900
11401,25060,9946,865,1797,37668
11402,12060,4329,316,638,17343
11501,36248,5010,608,784,42650
11502,6668,1249,123,236,8276
11503,6263,1161,123,461,8008
11504,7011,889,125,256,8281
11601,32560,7760,1026,1175,42521
11602,19330,2718,457,493,22998
11603,25207,4779,634,1107,31727
11701,9974,3464,681,766,14885
11702,11936,5468,2018,1285,20707
11703,34827,29776,10745,12097,87445
11801,27883,14977,4582,5882,53324
11802,29881,12995,4686,3729,51291
11901,39135,10177,1015,2224,52551
11902,31327,7789,1346,2136,42598
11903,30352,8933,1424,1448,42157
11904,31442,10063,1849,2315,45669
12001,19745,6373,1390,1639,29147
12002,13390,6291,1638,1319,22638
12003,33639,11511,3188,2932,51270
12101,26366,8991,1902,1829,39088
12102,20833,5285,656,737,27511
12103,29546,5826,498,1164,37034
12104,22194,13831,2454,3770,42249
12201,10383,3831,920,1121,16255
12202,15423,3873,477,816,20589
12203,37242,11574,1821,1800,52437
12301,13967,2310,287,390,16954
12302,37595,8902,1056,1807,49360
12303,9659,1976,207,368,12210
12401,20002,7163,793,1307,29265
12402,0,0,0,3,3
12403,32852,8431,1053,1472,43808
12404,8880,2836,343,448,12507
12405,13497,3006,424,603,17530
12501,17353,3792,1133,1391,23669
12502,15645,3952,510,700,20807
12503,32885,8833,1093,2043,44854
12504,31553,10205,1956,2432,46146
12601,11627,2620,386,310,14943
12602,30324,10920,2174,1649,45067
12701,19253,2930,301,1123,23607
12702,43269,7794,1044,1679,53786
12703,25863,5909,705,1881,34358
12801,28151,10067,1238,1509,40965
12802,28855,6222,626,930,36633
19797,0,0,0,0,0
