region_id,C01_CFNC_BF_N,C01_CFNC_BF_1_199,C01_CFNC_BF_200_399,C01_CFNC_BF_400_599,C01_CFNC_BF_600_799,C01_CFNC_BF_800_999,C01_CFNC_BF_1000_1499,C01_CFNC_BF_1500_1999,C01_CFNC_BF_2000_2499,C01_CFNC_BF_2500_2999,C01_CFNC_BF_3000m,C01_CFNC_BF_Ns,C01_CFNC_BF_T,C01_CFNC_BPT_N,C01_CFNC_BPT_1_199,C01_CFNC_BPT_200_399,C01_CFNC_BPT_400_599,C01_CFNC_BPT_600_799,C01_CFNC_BPT_800_999,C01_CFNC_BPT_1000_1499,C01_CFNC_BPT_1500_1999,C01_CFNC_BPT_2000_2499,C01_CFNC_BPT_2500_2999,C01_CFNC_BPT_3000M,C01_CFNC_BPT_Ns,C01_CFNC_BPT_T,C01_CFNC_1F1P_Ne_Ni,C01_CFNC_1F1P_1_199,C01_CFNC_1F1P_200_399,C01_CFNC_1F1P_400_599,C01_CFNC_1F1P_600_799,C01_CFNC_1F1P_800_999,C01_CFNC_1F1P_1000_1499,C01_CFNC_1F1P_1500_1999,C01_CFNC_1F1P_2000_2499,C01_CFNC_1F1P_2500_2999,C01_CFNC_1F1P_3000m,C01_CFNC_1F1P_Ns,C01_CFNC_1F1P_T,C01_CFNC_1E1A_Ni,C01_CFNC_1E1A_1_199,C01_CFNC_1E1A_200_399,C01_CFNC_1E1A_400_599,C01_CFNC_1E1A_600_799,C01_CFNC_1E1A_800_999,C01_CFNC_1E1A_1000_1499,C01_CFNC_1E1A_1500_1999,C01_CFNC_1E1A_2000_2499,C01_CFNC_1E1A_2500_2999,C01_CFNC_1E1A_3000m,C01_CFNC_1E1A_Ns,C01_CFNC_1E1A_T,C01_CFNC_1F1NW_N,C01_CFNC_1F1NW_1_199,C01_CFNC_1F1NW_200_399,C01_CFNC_1F1NW_400_599,C01_CFNC_1F1NW_600_799,C01_CFNC_1F1NW_800_999,C01_CFNC_1F1NW_1000_1499,C01_CFNC_1F1NW_1500_1999,C01_CFNC_1F1NW_2000_2499,C01_CFNC_1F1NW_2500_2999,C01_CFNC_1F1NW_3000m,C01_CFNC_1F1NW_Ns,C01_CFNC_1F1NW_T,C01_CFNC_1P1NW_N,C01_CFNC_1P1NW_1_199,C01_CFNC_1P1NW_200_399,C01_CFNC_1P1NW_400_599,C01_CFNC_1P1NW_600_799,C01_CFNC_1P1NW_800_999,C01_CFNC_1P1NW_1000_1499,C01_CFNC_1P1NW_1500_1999,C01_CFNC_1P1NW_2000_2499,C01_CFNC_1P1NW_2500_2999,C01_CFNC_1P1NW_3000M,C01_CFNC_1P1NW_Ns,C01_CFNC_1P1NW_T,C01_CFNC_1A1NW_N,C01_CFNC_1A1NW_1_199,C01_CFNC_1A1NW_200_399,C01_CFNC_1A1NW_400_599,C01_CFNC_1A1NW_600_799,C01_CFNC_1A1NW_800_999,C01_CFNC_1A1NW_1000_1499,C01_CFNC_1A1NW_1500_1999,C01_CFNC_1A1NW_2000_2499,C01_CFNC_1A1NW_2500_2999,C01_CFNC_1A1NW_3000_mr,C01_CFNC_1A1NW_Ns,C01_CFNC_1A1NW_T,C01_CFNC_BA_N,C01_CFNC_BA_1_199,C01_CFNC_BA_200_399,C01_CFNC_BA_400_599,C01_CFNC_BA_600_799,C01_CFNC_BA_800_999,C01_CFNC_BA_1000_1499,C01_CFNC_BA_1500_1999,C01_CFNC_BA_2000_2499,C01_CFNC_BA_2500_2999,C01_CFNC_BA_3000_mr,C01_CFNC_BA_Ns,C01_CFNC_BA_T,C01_CFNC_BNW_N,C01_CFNC_BNW_1_199,C01_CFNC_BNW_200_399,C01_CFNC_BNW_400_599,C01_CFNC_BNW_600_799,C01_CFNC_BNW_800_999,C01_CFNC_BNW_1000_1499,C01_CFNC_BNW_1500_1999,C01_CFNC_BNW_2000_2499,C01_CFNC_BNW_2500_2999,C01_CFNC_BNW_3000m,C01_CFNC_BNW_Ns,C01_CFNC_BNW_T,C01_CFNC_LFns_N,C01_CFNC_LFns_1_199,C01_CFNC_LFns_200_399,C01_CFNC_LFns_400_599,C01_CFNC_LFns_600_799,C01_CFNC_LFns_800_999,C01_CFNC_LFns_1000_1499,C01_CFNC_LFns_1500_1999,C01_CFNC_LFns_2000_2499,C01_CFNC_LFns_2500_2999,C01_CFNC_LFns_3000m,C01_CFNC_LFns_Ns,C01_CFNC_LFns_T,C01_CFNC_T_N,C01_CFNC_T_1_199,C01_CFNC_T_200_399,C01_CFNC_T_400_599,C01_CFNC_T_600_799,C01_CFNC_T_800_999,C01_CFNC_T_1000_1499,C01_CFNC_T_1500_1999,C01_CFNC_T_2000_2499,C01_CFNC_T_2500_2999,C01_CFNC_T_3000_m,C01_CFNC_T_Ns,C01_CFNC_T_T,C01_CF_BFT_N,C01_CF_BFT_1_199,C01_CF_BFT_200_399,C01_CF_BFT_400_599,C01_CF_BFT_600_799,C01_CF_BFT_800_999,C01_CF_BFT_1000_1499,C01_CF_BFT_1500_1999,C01_CF_BFT_2000_2499,C01_CF_BFT_2500_2999,C01_CF_BFT_3000m,C01_CF_BFT_Ns,C01_CF_BFT_Tot,C01_CF_BPT_N,C01_CF_BPT_1_199,C01_CF_BPT_200_399,C01_CF_BPT_400_599,C01_CF_BPT_600_799,C01_CF_BPT_800_999,C01_CF_BPT_1000_1499,C01_CF_BPT_1500_1999,C01_CF_BPT_2000_2499,C01_CF_BPT_2500_2999,C01_CF_BPT_3000m,C01_CF_BPT_Ns,C01_CF_BPT_T,C01_CF_1F1P_N,C01_CF_1F1P_1_199,C01_CF_1F1P_200_399,C01_CF_1F1P_400_599,C01_CF_1F1P_600_799,C01_CF_1F1P_800_999,C01_CF_1F1P_1000_1499,C01_CF_1F1P_1500_1999,C01_CF_1F1P_2000_2499,C01_CF_1F1P_2500_2999,C01_CF_1F1P_3000m,C01_CF_1F1P_Ns,C01_CF_1F1P_T,C01_CF_1E1A_N,C01_CF_1E1A_1_199,C01_CF_1E1A_200_399,C01_CF_1E1A_400_599,C01_CF_1E1A_600_799,C01_CF_1E1A_800_999,C01_CF_1E1A_1000_1499,C01_CF_1E1A_1500_1999,C01_CF_1E1A_2000_2499,C01_CF_1E1A_2500_2999,C01_CF_1E1A_3000_mr,C01_CF_1E1A_Ns,C01_CF_1E1A_T,C01_CF_1F1NW_N,C01_CF_1F1NW_1_199,C01_CF_1F1NW_200_399,C01_CF_1F1NW_400_599,C01_CF_1F1NW_600_799
10101,14,16,35,75,143,171,448,278,151,52,42,30,1455,4,3,22,48,47,34,32,22,11,3,3,5,234,3,7,22,50,151,156,240,102,53,17,3,18,822,0,0,6,14,30,18,44,30,21,8,3,18,192,3,5,44,149,147,111,119,46,18,4,6,56,708,0,5,60,116,41,32,23,18,3,0,0,9,307,3,0,14,21,13,10,9,3,0,3,0,16,92,3,0,10,6,6,4,14,7,3,0,0,14,67,28,35,1029,498,256,83,56,16,7,4,5,122,2139,0,0,36,17,9,3,3,0,0,0,0,382,450,58,71,1278,994,843,622,988,522,267,91,62,670,6466,6,8,14,46,91,150,424,370,236,86,62,236,1729,0,3,10,28,46,35,64,38,10,0,5,19,258,0,0,21,71,211,297,669,306,134,49,27,170,1955,0,3,7,18,33,26,112,62,24,7,6,44,342,6,5,22,161,334
10102,5,3,16,21,48,90,345,310,184,125,45,14,1206,0,0,4,20,23,16,32,11,8,5,0,0,119,0,0,3,27,70,84,179,96,55,27,5,5,551,3,0,3,8,10,15,31,34,19,6,6,3,138,0,3,9,59,98,55,98,47,22,6,0,24,421,0,4,27,54,30,21,13,13,6,0,0,3,171,0,0,4,8,12,5,12,6,6,0,0,5,58,3,3,5,3,0,6,7,10,5,3,0,6,51,7,12,428,217,140,69,59,15,7,0,4,46,1004,0,0,13,4,4,3,3,0,0,0,0,222,249,18,25,512,421,435,364,779,542,312,172,60,328,3968,3,0,6,18,22,64,297,394,245,150,111,174,1484,0,0,0,13,23,17,47,32,6,6,4,15,163,4,0,6,21,94,158,490,348,232,62,18,134,1567,0,0,4,7,17,26,85,71,47,22,9,33,321,0,3,6,60,148
10103,5,3,20,26,34,66,165,91,29,8,8,11,466,0,0,8,22,16,11,15,6,0,0,3,0,81,0,3,7,24,53,64,90,25,16,5,0,10,297,0,0,3,4,8,14,14,3,3,0,0,3,52,3,0,9,40,40,23,35,11,8,0,3,14,186,0,6,21,36,16,10,8,0,0,0,0,3,100,3,0,3,3,3,0,3,0,0,0,0,4,19,0,0,0,0,0,4,5,3,0,0,0,4,16,8,4,219,106,66,22,23,8,4,0,0,27,487,0,0,9,4,3,3,3,0,0,0,0,113,135,19,16,299,265,239,217,361,147,60,13,14,189,1839,3,3,7,20,34,41,135,92,40,16,8,68,467,3,3,3,12,19,8,17,3,6,3,0,6,83,3,0,5,33,78,78,170,70,27,10,6,63,543,0,0,0,3,7,5,22,14,3,3,0,9,66,3,3,9,43,68
10104,7,3,43,65,118,144,268,130,62,16,13,26,895,3,0,31,66,70,54,38,18,10,3,3,11,307,0,0,15,63,135,135,226,74,36,5,8,16,713,3,0,7,17,16,28,44,15,7,0,0,4,141,3,0,23,105,126,80,82,26,10,0,0,46,501,3,5,115,187,97,33,31,9,4,3,0,24,511,0,3,25,20,17,11,14,4,0,0,0,10,104,0,0,7,10,3,11,15,10,3,3,0,11,73,38,46,1808,1184,691,251,204,71,17,7,4,206,4527,0,0,35,24,18,4,0,0,0,0,0,425,506,57,57,2109,1741,1291,751,922,357,149,37,28,779,8278,4,3,20,43,79,101,294,207,97,14,17,110,989,0,3,14,72,88,49,62,19,5,3,5,29,349,0,0,25,83,218,249,542,191,66,13,16,161,1564,0,0,4,19,28,39,71,32,16,5,0,27,241,0,3,31,152,298
10201,5,0,11,30,96,233,883,892,434,161,57,63,2865,3,0,29,66,73,61,116,49,19,8,5,14,443,3,0,17,54,195,275,597,314,174,38,16,38,1721,0,3,5,19,30,49,97,75,41,15,5,18,357,3,5,21,143,275,200,324,175,30,14,4,99,1293,4,7,109,231,162,78,65,24,19,5,0,35,739,3,0,19,41,24,28,32,15,8,0,0,13,183,0,3,8,3,14,15,33,36,13,5,0,16,146,50,60,2540,2218,1165,420,371,111,49,20,18,380,7402,3,3,105,61,45,10,10,0,0,0,0,731,968,74,81,2864,2866,2079,1369,2528,1691,787,266,105,1407,16117,6,3,20,31,73,156,667,803,598,255,145,417,3174,0,3,7,60,86,98,181,100,68,11,13,79,706,3,5,17,91,293,645,1891,1181,696,199,81,531,5633,0,0,7,19,43,92,236,190,111,46,18,109,871,0,6,23,214,539
10202,5,0,11,27,85,186,746,548,213,65,17,32,1935,3,0,22,62,60,62,68,28,10,0,3,6,324,0,0,12,52,157,254,432,178,77,7,8,28,1205,0,0,5,11,23,37,71,48,14,5,0,22,236,0,3,32,173,268,204,225,96,21,3,0,87,1112,0,5,105,196,127,58,52,13,5,3,0,25,589,0,0,13,38,29,13,17,7,0,0,0,17,134,0,0,10,7,13,9,25,28,6,0,3,12,113,44,62,3253,1945,946,272,161,48,18,3,6,379,7137,3,0,117,60,39,10,6,0,0,0,0,610,845,55,70,3580,2571,1747,1105,1803,994,364,86,37,1218,13630,3,4,3,51,89,138,604,600,330,112,71,319,2324,0,0,13,62,93,81,156,51,24,5,5,52,542,3,3,16,77,333,570,1512,749,312,69,33,314,3991,0,0,0,12,45,75,216,128,57,18,3,75,629,0,4,19,225,679
10301,3,3,9,22,51,100,287,220,103,21,16,23,858,0,3,5,30,22,24,20,4,7,3,0,0,118,5,3,7,21,78,84,152,91,28,7,3,16,495,0,0,5,6,12,15,28,18,15,4,0,7,110,3,0,12,43,75,66,69,27,11,0,3,30,339,0,6,37,52,21,9,21,11,3,0,0,10,170,0,0,11,8,18,7,10,3,0,0,0,0,57,0,0,4,0,0,6,9,11,3,0,0,3,36,22,20,515,281,134,46,39,6,10,0,5,55,1133,0,0,10,5,0,4,3,3,0,0,0,168,193,33,35,615,468,411,361,638,394,180,35,27,312,3509,3,0,3,17,41,65,278,294,189,43,26,148,1107,0,0,3,13,20,17,28,11,3,3,4,12,114,0,0,5,22,105,167,527,286,95,32,10,132,1381,0,0,3,4,14,23,78,39,25,3,3,29,221,0,3,11,58,148
10302,31,13,60,111,143,182,377,214,87,27,34,36,1315,3,3,18,56,48,28,43,15,7,0,4,5,230,5,4,18,71,165,147,184,63,36,7,8,16,724,3,3,11,16,32,20,39,18,8,0,0,7,157,7,3,50,141,121,78,69,31,10,0,4,65,579,0,5,80,101,46,20,13,7,3,3,0,14,292,3,3,17,26,17,9,7,5,0,0,0,11,98,5,3,8,12,15,11,13,7,4,0,3,18,99,23,33,1166,449,253,71,51,9,4,3,5,132,2199,4,0,40,13,9,4,0,3,0,0,3,302,378,84,70,1468,996,849,570,796,372,159,40,61,606,6071,8,9,52,99,116,156,391,264,136,44,47,211,1533,3,0,12,38,35,34,41,16,5,3,0,14,201,5,4,19,112,238,274,515,243,80,19,20,158,1687,0,0,6,18,31,32,92,44,16,0,4,39,282,4,5,52,192,381
10303,13,7,44,35,69,86,213,158,102,25,14,25,791,3,3,16,22,30,25,24,6,4,0,0,4,137,0,0,10,38,75,81,152,80,31,3,3,13,486,3,0,3,5,7,9,38,19,8,0,0,4,96,3,6,21,74,90,83,89,49,9,3,3,43,473,0,5,47,68,40,19,19,5,3,0,0,13,219,4,0,9,13,15,5,10,5,0,0,0,8,69,0,0,5,3,3,5,6,5,7,0,0,6,40,29,21,919,381,196,65,26,10,4,3,3,96,1753,0,0,22,8,8,3,3,0,0,0,0,201,245,55,42,1096,647,533,381,580,337,168,34,23,413,4309,6,3,7,23,38,65,225,201,126,52,18,131,895,0,0,7,17,27,20,36,15,6,0,0,15,143,3,0,5,39,126,152,455,197,122,26,20,135,1280,3,0,4,12,27,24,68,35,35,5,3,24,240,0,3,14,94,218
10304,6,6,25,34,60,126,406,270,138,53,17,34,1175,0,0,12,25,22,16,27,11,8,0,0,5,126,3,4,9,41,92,110,166,93,36,11,5,20,590,0,0,6,9,19,16,45,27,14,5,3,5,149,3,4,17,88,108,79,79,45,8,3,0,43,477,3,10,33,78,35,19,18,3,3,3,0,10,215,0,0,5,14,13,7,11,3,0,0,0,7,60,0,0,5,10,7,7,12,7,7,0,3,7,65,16,22,746,342,187,36,36,22,4,4,5,64,1484,0,0,17,5,6,3,0,3,0,0,0,250,284,31,46,875,646,549,419,800,484,218,79,33,445,4625,4,3,13,23,47,104,384,325,205,68,39,143,1358,0,0,4,12,29,31,39,19,8,3,4,15,164,3,3,6,52,144,247,647,323,157,34,11,136,1763,0,0,0,6,17,32,77,47,28,6,4,34,251,0,0,9,90,259
