region_id,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_199,C11_CF_1A1NW_200_399,C11_CF_1A1NW_400_599,C11_CF_1A1NW_600_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_199,C11_CF_BA_200_399,C11_CF_BA_400_599,C11_CF_BA_600_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_199,C11_CF_BNW_200_399,C11_CF_BNW_400_599,C11_CF_BNW_600_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_N,C11_CF_LFns_1_199,C11_CF_LFns_200_399,C11_CF_LFns_400_599,C11_CF_LFns_600_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_more,C11_CF_LFns_Ns,C11_CF_LFns_T,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_199,C11_C_f_c_T_Fi_200_399,C11_C_f_c_T_Fi_400_599,C11_C_f_c_T_Fi_600_799,C11_C_f_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_199,C11_1PF_F_200_399,C11_1PF_F_400_599,C11_1PF_F_600_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_199,C11_1PF_P_200_399,C11_1PF_P_400_599,C11_1PF_P_600_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_199,C11_1PF_A_200_399,C11_1PF_A_400_599,C11_1PF_A_600_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_199,C11_1PF_U_200_399,C11_1PF_U_400_599,C11_1PF_U_600_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_199,C11_1PF_N_lf_Fi_200_399,C11_1PF_N_lf_Fi_400_599,C11_1PF_N_lf_Fi_600_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_199,C11_1PF_LFns_200_399,C11_1PF_LFns_400_599,C11_1PF_LFns_600_799,C11_1PF_LFns_800_999,C11_1PF_lf_ns_Fi_1000_1499,C11_1PF_lf_ns_Fi_1500_1999,C11_1PF_lf_ns_Fi_2000_2499,C11_1PF_lf_ns_Fi_2500_2999,C11_1PF_LFns_3000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_199,C11_1PF_TFI_200_399,C11_1PF_TFI_400_599,C11_1PF_TFI_600_799,C11_1PF_TFI_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_TFI_3000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_199,C11_TFI_200_399,C11_TFI_400_599,C11_TFI_600_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_more,C11_TFI_Ns,C11_T_T
10101,291,5,0,0,7,10,16,28,24,4,8,0,22,124,0,0,0,0,0,0,17,11,13,12,16,18,87,9,12,15,62,93,74,101,47,11,15,8,68,515,0,0,0,4,0,7,8,3,0,3,0,457,482,24,39,53,173,322,443,1343,1239,1030,703,998,1170,7537,7,7,8,35,98,112,201,114,34,40,17,94,767,0,10,66,133,136,69,85,24,12,3,4,58,600,3,0,3,17,9,5,19,9,4,0,0,16,85,0,6,43,52,10,8,3,5,0,0,0,14,141,14,23,191,261,224,101,147,38,8,12,7,114,1140,0,0,0,3,3,8,0,0,0,0,0,23,37,24,46,311,501,480,303,455,190,58,55,28,319,2770,143,252,479,1867,1630,1578,2964,2277,1747,1131,1660,2246,17974
10102,183,0,0,0,3,5,5,16,15,3,15,8,17,87,0,0,0,3,0,0,7,10,12,15,35,18,100,11,0,9,14,36,26,66,35,21,13,18,28,277,3,0,0,0,0,0,0,3,3,3,5,380,397,23,17,24,57,130,142,672,874,981,855,2176,891,6842,3,0,3,13,54,73,234,174,73,98,52,100,877,3,8,28,65,58,46,77,30,12,10,8,29,374,0,0,8,4,0,13,15,17,5,0,0,8,70,3,3,11,18,8,4,0,3,3,0,3,6,62,13,17,119,94,77,35,76,27,35,16,9,79,597,0,0,0,4,3,3,0,3,0,0,0,28,41,22,28,169,198,200,174,402,254,128,124,72,250,2021,87,89,234,673,668,686,1740,1812,1803,1457,3302,1536,14087
10103,65,0,3,3,3,0,4,0,0,3,3,0,3,22,0,0,0,0,0,4,6,3,3,3,0,3,22,6,7,5,14,21,8,19,3,3,0,0,14,100,0,0,0,0,3,0,0,0,0,0,0,126,129,12,13,15,40,91,125,372,292,257,159,176,316,1868,0,3,5,17,19,22,54,27,6,4,9,34,200,0,3,14,37,31,28,19,7,0,0,0,19,158,0,0,0,6,0,5,0,4,0,0,0,7,22,0,3,3,8,3,3,0,3,0,3,0,3,29,4,3,51,44,59,26,22,4,8,3,0,24,248,0,0,0,0,3,0,0,0,0,0,0,5,8,4,12,73,112,115,84,95,45,14,10,9,92,665,32,71,119,450,451,468,829,615,463,260,308,582,4648
10104,476,0,0,3,7,7,5,21,8,5,3,3,17,79,0,0,3,3,5,0,11,13,15,6,5,15,76,5,15,27,68,143,82,160,38,21,3,8,88,658,0,0,3,3,0,4,5,0,0,0,0,436,451,23,41,57,209,421,569,1416,946,660,340,372,1005,6059,0,3,9,60,90,73,163,66,27,20,5,83,599,0,18,90,230,198,89,83,22,0,8,0,81,819,3,3,8,20,16,8,12,5,4,0,0,12,91,0,4,44,63,18,9,3,0,0,3,0,19,163,15,36,221,287,227,123,98,27,7,6,3,141,1191,3,0,3,4,3,4,0,0,0,0,0,49,66,21,64,375,664,552,306,359,120,38,37,8,385,2929,136,308,591,2795,2382,2376,3462,1960,1244,638,662,2304,18858
10201,828,4,3,5,5,23,20,78,49,20,38,23,33,301,3,0,0,0,3,8,24,27,34,18,49,35,201,19,18,43,107,214,123,270,168,87,28,43,168,1288,3,0,0,3,6,3,16,12,0,5,3,1050,1101,56,55,102,267,606,807,3138,3222,2534,2268,2951,2735,18741,11,9,31,66,193,221,585,387,163,119,68,340,2193,5,19,134,367,379,248,322,94,34,27,11,228,1868,0,0,23,29,34,24,41,20,14,7,6,45,243,11,14,99,143,60,28,23,5,5,0,0,54,442,46,87,388,622,531,321,431,142,51,36,19,317,2991,0,0,3,8,6,3,6,4,0,0,0,93,123,73,129,678,1235,1203,845,1408,652,267,189,104,1077,7860,290,466,977,3943,3872,3735,7161,5714,4363,3326,4343,5214,43404
10202,812,3,0,3,5,21,32,59,39,25,23,13,57,280,0,0,3,0,5,12,27,30,35,20,26,27,185,24,31,53,144,310,161,358,145,54,23,32,195,1530,0,0,0,5,3,6,7,9,0,0,7,838,875,53,71,93,302,757,910,3292,2908,2366,1466,1702,2276,16196,9,3,21,85,235,273,552,315,136,88,47,280,2044,4,25,148,439,430,278,259,91,28,16,7,188,1913,3,3,16,46,44,41,44,21,5,6,0,42,271,10,17,128,208,77,39,25,10,0,4,0,60,578,42,62,549,916,748,370,421,105,63,21,15,373,3685,0,0,6,5,10,6,16,5,0,0,0,128,176,68,110,868,1699,1544,1007,1317,547,232,135,69,1071,8667,261,489,1179,5200,4335,3791,6802,4980,3803,2141,2448,4594,40023
10301,168,0,0,0,4,7,11,16,10,7,4,4,8,71,0,0,0,0,0,3,8,6,8,3,17,5,50,3,6,10,35,52,24,58,22,11,5,9,32,267,0,0,0,0,0,3,3,4,0,0,0,301,311,12,10,23,81,167,259,804,805,707,486,675,666,4695,0,4,7,27,57,61,143,97,25,21,9,52,503,0,3,30,111,71,62,46,26,8,0,0,38,395,0,0,9,13,5,10,8,4,0,0,0,16,65,4,0,28,22,17,3,7,0,0,3,0,10,94,12,17,138,171,142,57,75,20,16,4,0,67,719,0,0,0,0,4,0,0,5,0,0,0,21,30,16,24,212,344,296,193,279,152,49,28,9,204,1806,68,90,289,1031,930,923,1764,1519,1238,777,1020,1244,10893
10302,209,3,3,0,8,12,14,25,14,3,9,0,9,100,0,0,3,3,4,6,16,8,11,5,7,17,80,8,11,14,55,103,49,112,33,9,3,4,70,471,3,0,0,0,0,4,10,0,0,0,3,370,390,48,42,54,182,375,439,1210,888,611,350,442,977,5618,3,7,12,28,73,63,147,55,19,12,3,65,487,0,7,74,101,88,71,51,14,6,0,3,42,457,3,0,8,14,9,4,14,0,0,3,0,9,64,3,9,58,52,15,3,3,0,0,0,0,15,158,23,27,207,243,213,120,99,18,11,11,5,112,1089,0,0,3,0,3,3,3,0,0,0,0,46,58,32,50,362,438,401,264,317,87,36,26,11,289,2313,195,263,530,1935,1577,1579,2504,1526,1061,577,730,1932,14409
10303,207,0,0,0,0,5,7,16,8,8,7,4,15,70,0,0,0,0,0,0,8,8,6,11,14,6,53,4,13,17,70,89,61,91,32,9,7,8,63,464,0,0,0,0,7,0,6,0,0,0,0,270,283,14,28,37,134,237,275,753,698,492,548,643,717,4576,0,3,10,29,45,57,103,64,10,20,12,49,402,3,8,53,101,84,47,44,13,3,3,3,29,391,0,3,3,9,9,7,7,3,3,0,0,6,50,0,6,35,36,12,4,3,0,0,0,0,10,106,13,15,184,197,187,83,84,32,12,3,0,112,922,4,0,3,0,0,0,3,0,3,5,0,23,41,20,35,288,372,337,198,244,112,31,31,15,229,1912,89,168,410,1507,1129,1057,1658,1272,880,834,1035,1439,11478
10304,199,0,0,0,7,4,6,25,14,4,12,4,8,84,0,0,0,0,0,3,8,20,11,5,14,8,69,4,15,21,33,64,43,91,25,13,8,8,42,367,0,0,0,0,8,0,4,4,0,0,3,402,421,19,29,39,86,190,258,1054,1098,841,703,1019,880,6216,4,3,8,31,65,96,182,123,32,35,16,96,691,0,7,54,96,100,51,76,19,5,3,5,49,465,0,3,6,10,5,3,18,6,0,3,3,15,72,4,3,37,31,15,11,7,0,0,3,0,9,120,10,30,163,213,150,84,117,36,13,12,3,112,943,0,0,3,3,3,3,3,0,0,0,0,37,52,18,46,271,384,338,248,403,184,50,56,27,318,2343,95,151,378,1294,1084,1069,2264,1880,1466,1057,1579,1713,14030
