region_id,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000mo,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_199,C11_CFNC_1F1P_200_399,C11_CFNC_1F1P_400_599,C11_CFNC_1F1P_600_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_199,C11_CFNC_1E1A_200_399,C11_CFNC_1E1A_400_599,C11_CFNC_1E1A_600_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_199,C11_CFNC_1F1NW_200_399,C11_CFNC_1F1NW_400_599,C11_CFNC_1F1NW_600_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_199,C11_CFNC_1P1NW_200_399,C11_CFNC_1P1NW_400_599,C11_CFNC_1P1NW_600_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_mr,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_199,C11_CFNC_1A1NW_200_399,C11_CFNC_1A1NW_400_599,C11_CFNC_1A1NW_600_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_199,C11_CFNC_BA_200_399,C11_CFNC_BA_400_599,C11_CFNC_BA_600_799,C11_CFNC_BA_800_999,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000m,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_N,C11_CFNC_BNW_1_199,C11_CFNC_BNW_200_399,C11_CFNC_BNW_400_599,C11_CFNC_BNW_600_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000m,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_199,C11_CFNC_LFns_200_399,C11_CFNC_LFns_400_599,C11_CFNC_LFns_600_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000mo,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_199,C11_CFNC_T_200_399,C11_CFNC_T_400_599,C11_CFNC_T_600_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000M,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CF_BFT_N,C11_CF_BFT_1_199,C11_CF_BFT_200_399,C11_CF_BFT_400_599,C11_CF_BFT_600_799,C11_CF_BFT_800_999,C11_CF_BFT_1000_1499,C11_CF_BFT_1500_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_mr,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_N,C11_CF_BPT_1_199,C11_CF_BPT_200_399,C11_CF_BPT_400_599,C11_CF_BPT_600_799,C11_CF_BPT_800_999,C11_CF_BPT_1000_1499,C11_CF_BPT_1500_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_mr,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_N,C11_CF_1F1P_1_199,C11_CF_1F1P_200_399,C11_CF_1F1P_400_599,C11_CF_1F1P_600_799,C11_CF_1F1P_800_999,C11_CF_1F1P_1000_1499,C11_CF_1F1P_1500_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000mo,C11_CF_1F1P_Ns,C11_CF_1F1P_T,C11_CF_1E1A_N,C11_CF_1E1A_1_199,C11_CF_1E1A_200_399,C11_CF_1E1A_400_599,C11_CF_1E1A_600_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_mr,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_N,C11_CF_1F1NW_1_199,C11_CF_1F1NW_200_399,C11_CF_1F1NW_400_599,C11_CF_1F1NW_600_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_199,C11_CF_1P1NW_200_399,C11_CF_1P1NW_400_599,C11_CF_1P1NW_600_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_mr,C11_CF_1P1NW_Ns
10101,43,26,8,28,3,329,7,8,0,16,57,99,305,212,135,66,122,23,1050,3,0,0,4,10,20,31,38,37,19,34,16,212,3,7,11,46,79,107,169,131,50,63,33,35,734,4,7,25,88,108,82,99,32,22,17,18,13,515,3,3,3,15,18,10,18,14,3,3,4,3,97,3,3,5,0,4,3,9,8,15,4,10,3,67,48,118,53,943,461,367,227,70,26,26,23,107,2469,3,4,6,24,13,3,3,0,0,0,0,525,581,95,167,115,1193,828,832,1166,848,659,373,634,757,7667,6,7,8,15,17,34,176,263,363,232,490,205,1816,0,0,0,7,16,20,60,40,35,10,26,27,241,0,6,4,11,44,113,468,515,449,226,312,208,2356,4,0,4,7,13,17,71,68,73,32,75,36,400,0,8,5,35,83,125,356,236,65,159,58,95,1225,0,6,17,25,46,37,58,32,17,6,13,34
10102,26,12,12,22,4,179,0,0,0,9,9,39,138,152,126,66,152,9,700,0,0,0,3,3,10,17,33,41,23,58,4,192,4,4,3,10,37,48,119,95,43,95,42,16,516,0,0,15,32,44,30,55,36,14,12,14,9,261,0,0,3,5,6,6,10,10,3,3,3,8,57,0,0,0,3,0,4,4,8,10,4,19,0,52,25,33,20,324,198,169,160,74,32,17,23,30,1105,3,0,0,11,0,3,3,7,4,0,0,291,322,42,44,41,418,338,370,666,684,694,478,1054,395,5224,3,3,0,0,7,19,73,161,330,272,1061,187,2116,0,3,3,3,8,8,38,29,37,25,42,16,212,3,4,7,5,24,20,209,310,403,255,663,114,2017,3,0,0,3,3,4,21,59,81,47,204,32,457,0,4,0,17,35,44,213,218,71,191,124,79,996,0,3,5,9,12,16,29,34,20,19,16,20
10103,12,8,8,3,0,104,0,3,0,7,12,45,76,73,39,21,17,12,305,0,3,0,3,6,0,14,10,10,3,5,0,54,0,3,3,12,31,28,43,31,5,19,5,5,185,0,3,4,26,32,15,27,18,4,3,4,4,140,0,3,3,3,7,0,3,0,0,0,3,3,25,0,0,0,3,0,5,4,0,0,0,3,5,20,10,24,15,214,123,97,67,24,16,7,10,25,632,0,0,3,10,4,0,0,0,0,0,0,113,130,16,46,31,298,245,259,362,278,192,91,123,174,2115,3,0,0,0,13,25,63,84,101,47,91,68,495,0,0,0,3,0,7,17,13,4,8,4,7,63,3,3,3,3,11,31,134,115,105,50,59,53,570,0,0,0,3,3,0,25,21,16,11,13,5,97,0,0,4,6,24,37,91,50,17,37,9,30,305,0,0,0,8,16,9,17,3,5,0,0,7
10104,58,35,7,19,5,512,3,12,4,30,58,118,280,217,133,53,55,17,980,3,4,4,4,19,15,65,32,40,6,8,4,204,0,5,6,42,96,113,189,105,24,56,14,23,673,0,10,35,145,188,132,146,53,34,17,11,20,791,5,3,3,24,16,23,28,16,5,7,12,14,156,0,0,5,3,11,9,15,11,7,0,3,4,68,64,150,91,1579,891,868,602,173,97,40,48,147,4750,4,4,0,37,13,9,8,6,0,0,0,656,737,92,203,159,1922,1409,1501,1687,894,546,261,282,914,9870,0,8,3,12,22,42,144,183,193,102,164,139,1012,3,3,0,10,35,65,116,53,41,15,19,38,398,6,5,4,24,44,101,467,382,276,115,119,145,1688,3,3,0,9,9,23,56,45,48,19,28,25,268,3,4,5,19,70,154,323,179,46,68,22,60,953,3,3,9,54,86,93,113,45,15,9,4,42
10201,92,49,22,69,23,635,11,4,8,24,48,139,512,446,351,153,268,41,2005,0,0,3,9,13,31,69,60,65,23,56,18,347,0,7,12,68,137,170,403,302,77,220,60,53,1509,10,23,34,150,223,178,243,89,46,34,25,21,1076,0,0,3,22,26,33,47,17,10,17,3,11,189,3,0,0,6,3,11,20,22,26,12,31,11,145,117,226,127,2067,1493,1302,805,268,130,68,97,266,6966,7,5,0,55,25,20,14,6,3,0,7,912,1054,161,282,197,2441,2063,2083,2615,1840,1562,869,1288,1402,16803,7,3,3,9,19,39,265,404,658,488,1107,407,3409,0,3,6,13,40,75,184,145,107,57,77,80,787,9,9,11,30,51,152,990,1273,1165,760,1161,505,6116,0,3,0,4,17,34,151,173,191,109,186,100,968,11,13,10,42,134,242,958,854,217,721,254,286,3742,0,3,24,54,99,111,202,117,55,44,48,71
10202,66,28,14,16,11,450,5,0,6,21,41,112,482,396,273,98,121,22,1577,0,0,4,9,13,19,72,63,48,19,33,19,299,4,3,12,47,148,216,395,204,52,111,43,63,1298,0,15,38,182,210,131,135,49,24,13,13,21,831,0,3,3,18,32,35,30,18,6,12,0,11,168,3,3,0,4,4,11,27,23,15,5,14,13,122,117,266,146,2794,1485,1169,537,166,56,24,44,240,7044,0,6,0,77,25,24,15,4,4,3,0,822,980,140,308,218,3199,2034,1874,2193,1525,1205,540,677,1247,15160,6,4,6,9,15,38,279,458,747,418,743,310,3033,0,0,3,8,33,59,164,112,66,19,34,63,561,4,17,3,17,54,139,1029,1151,983,469,594,359,4819,3,0,3,4,11,37,138,175,187,86,110,73,827,9,12,9,39,176,314,1036,701,226,382,120,250,3274,4,7,10,71,129,112,195,88,43,26,23,104
10301,28,26,5,10,4,205,3,4,3,13,25,42,170,163,114,55,73,7,672,0,0,0,4,12,6,27,19,18,4,9,4,103,0,3,3,12,59,61,119,89,23,51,19,20,459,0,0,12,58,70,45,50,30,6,6,6,5,288,3,3,3,6,12,8,5,7,3,6,3,0,59,0,0,0,3,3,3,0,4,3,6,3,4,29,20,40,24,477,251,224,118,39,23,4,14,56,1290,3,0,3,12,9,10,0,0,0,0,0,257,294,40,56,54,606,467,471,681,562,482,263,336,374,4392,3,0,0,0,7,18,95,188,244,167,335,110,1167,3,0,3,7,7,11,16,28,15,6,14,13,123,0,0,0,4,20,50,295,297,296,178,210,114,1464,0,0,0,4,4,8,39,38,62,29,45,12,241,3,4,7,18,49,102,221,196,52,87,37,57,833,0,0,3,9,21,29,53,16,12,7,4,14
10302,20,14,3,15,3,267,12,7,7,39,77,134,264,160,98,39,58,27,922,3,0,6,10,12,20,22,32,23,8,15,12,163,6,4,10,65,95,99,150,54,25,32,8,33,581,3,13,23,86,95,64,56,21,10,3,4,18,396,3,3,4,4,12,17,15,7,0,5,3,9,82,3,3,0,4,3,15,12,12,10,3,3,10,78,44,107,44,1019,400,330,134,25,24,8,15,107,2257,3,4,3,22,9,14,0,0,0,0,0,417,472,115,171,114,1315,801,876,977,551,414,201,277,666,6478,19,10,9,19,33,52,182,208,228,99,197,200,1256,0,3,0,10,14,21,38,25,6,12,7,13,149,4,8,9,23,56,123,423,349,247,108,150,160,1660,3,0,0,4,6,8,52,52,50,19,35,29,258,8,4,12,41,105,125,297,181,53,91,39,89,1045,0,3,7,19,42,37,55,18,4,4,0,20
10303,28,20,3,6,8,216,0,3,3,17,28,44,157,133,89,60,92,14,640,3,0,0,4,3,10,25,19,28,7,11,4,114,0,3,9,27,53,65,127,78,18,80,17,29,506,4,6,11,79,70,62,54,14,10,6,13,9,338,4,0,3,8,11,14,13,3,0,5,0,9,70,0,0,0,0,3,3,8,3,6,0,9,9,41,33,78,46,802,323,277,113,32,10,10,16,86,1826,3,5,3,15,3,9,6,0,0,0,0,303,347,55,105,85,1001,555,584,661,462,357,255,377,493,4990,0,3,3,7,21,23,69,115,141,90,231,110,813,0,3,4,8,15,15,43,19,9,11,9,10,146,5,3,3,13,21,48,220,293,228,192,267,119,1412,0,3,0,0,4,12,33,25,34,22,54,22,209,5,0,5,22,45,78,220,178,48,195,50,73,919,0,3,5,14,30,31,47,20,9,13,6,29
10304,21,23,5,14,6,195,3,3,3,11,31,44,203,150,142,53,117,26,786,0,0,0,4,6,8,25,31,24,13,32,8,151,5,0,5,30,84,75,136,88,27,52,30,20,552,3,5,16,57,64,70,49,17,10,5,7,18,321,3,3,0,7,9,13,10,7,4,7,3,3,69,3,3,0,4,3,3,11,10,8,6,8,3,62,35,51,39,666,311,247,146,38,24,11,24,61,1653,0,3,0,17,5,5,0,0,0,0,0,347,377,58,76,68,824,556,563,807,598,575,298,533,515,5471,3,0,4,9,6,21,120,187,278,209,469,144,1450,0,3,0,3,13,16,38,44,15,8,22,17,179,6,4,4,7,20,56,354,449,362,217,354,151,1984,3,0,0,0,3,9,57,63,64,38,66,21,324,3,7,5,16,55,78,306,259,80,197,71,62,1139,0,0,5,11,17,26,51,33,14,9,8,25
