region_id,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Mar_RegM_M,C11_85o_Mar_RegM_F,C11_85o_Mar_DFM_M,C11_85o_Mar_DFM_F,C11_85o_N_mar_M,C11_85o_N_mar_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Marr_reg_marr_M,C11_T_Marr_reg_marr_F,C11_T_Mar_de_fa_mar_M,C11_T_Mar_de_fa_mar_F,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
10602,134,380,622,765,1387,292,168,11,6,107,441,410,615,1025,153,84,3,0,111,414,267,498,765,11899,12182,2273,2359,8075,9481,22247,24022,46269
10603,229,529,1053,1150,2203,518,310,15,4,182,484,715,798,1513,242,124,7,3,175,501,424,628,1052,12725,12965,2303,2358,8396,9743,23424,25066,48490
10604,79,194,295,359,654,126,79,0,0,79,175,205,254,459,68,22,3,0,48,174,119,196,315,5008,5073,1226,1250,3910,3782,10144,10105,20249
10701,247,617,1098,1245,2343,497,320,10,9,247,554,754,883,1637,218,91,10,7,175,471,403,569,972,13494,13662,1959,2003,10468,11518,25921,27183,53104
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
10703,221,621,1030,1208,2238,534,298,11,6,212,626,757,930,1687,235,136,4,3,174,545,413,684,1097,16256,16536,2416,2514,10894,12750,29566,31800,61366
10704,364,926,1488,1807,3295,800,524,6,4,292,1012,1098,1540,2638,477,223,6,3,326,1042,809,1268,2077,21188,21496,3655,3786,19031,20637,43874,45919,89793
10801,209,313,714,753,1467,385,249,9,7,193,346,587,602,1189,191,103,6,3,138,355,335,461,796,5625,5725,969,996,3992,4776,10586,11497,22083
10802,243,424,795,791,1586,326,253,14,6,204,422,544,681,1225,234,105,8,8,179,431,421,544,965,7801,7886,1643,1727,6752,7592,16196,17205,33401
10803,4,0,7,3,10,4,3,0,0,0,0,4,3,7,0,0,0,0,0,3,0,3,3,61,64,12,13,35,36,108,113,221
10804,314,741,1472,1660,3132,789,506,22,12,268,795,1079,1313,2392,404,197,9,3,306,857,719,1057,1776,14078,14339,2403,2454,8842,11543,25323,28336,53659
10805,244,486,925,975,1900,459,273,15,5,192,481,666,759,1425,228,91,0,0,171,460,399,551,950,9508,9619,1722,1748,6658,8015,17888,19382,37270
10901,153,418,593,785,1378,339,194,3,4,164,417,506,615,1121,164,81,3,0,114,424,281,505,786,9826,10031,1896,1961,7838,9362,19560,21354,40914
10902,57,77,183,171,354,67,40,0,0,47,69,114,109,223,25,10,0,3,22,75,47,88,135,2276,2326,434,452,1636,1536,4346,4314,8660
10903,190,360,746,768,1514,384,236,10,4,185,353,579,593,1172,180,80,0,3,157,342,337,425,762,7851,7932,1340,1364,5224,5272,14415,14568,28983
11001,86,276,377,471,848,172,106,0,0,106,269,278,375,653,98,54,0,0,62,233,160,287,447,5955,6036,1189,1229,4491,5440,11635,12705,24340
11002,177,332,615,632,1247,252,135,3,7,111,372,366,514,880,109,48,4,0,91,336,204,384,588,6774,6862,1285,1324,4910,5467,12969,13653,26622
11003,98,159,281,274,555,91,62,0,3,49,150,140,215,355,50,21,0,3,46,133,96,157,253,4162,4194,1017,1047,3395,3321,8574,8562,17136
11004,271,606,1076,1155,2231,461,280,10,6,203,631,674,917,1591,223,91,5,3,182,628,410,722,1132,13430,13724,2577,2695,9805,11714,25812,28133,53945
11101,382,1025,1661,2025,3686,884,609,19,10,374,1059,1277,1678,2955,504,235,6,6,346,1045,856,1286,2142,22426,22873,3549,3652,16082,19123,42057,45648,87705
11102,257,536,1001,1090,2091,504,337,3,3,232,543,739,883,1622,281,158,4,3,206,536,491,697,1188,13092,13331,2290,2409,9358,10739,24740,26479,51219
11103,453,1260,1701,2239,3940,851,668,13,10,496,1394,1360,2072,3432,548,263,11,0,434,1429,993,1692,2685,24694,25107,5931,6147,25172,28212,55797,59466,115263
11201,242,608,950,1187,2137,544,360,10,9,263,669,817,1038,1855,342,148,10,5,245,706,597,859,1456,11994,12241,2976,3079,10359,12619,25329,27939,53268
11202,232,512,859,994,1853,437,261,8,3,169,563,614,827,1441,206,92,3,0,173,567,382,659,1041,11239,11393,2721,2813,10046,11562,24006,25768,49774
11203,424,931,1610,1923,3533,919,561,27,17,359,869,1305,1447,2752,473,240,11,5,361,929,845,1174,2019,14927,15265,2997,3157,11815,14537,29739,32959,62698
11301,161,328,599,646,1245,281,139,3,5,124,348,408,492,900,121,61,0,0,99,304,220,365,585,8343,8430,1350,1382,6057,6207,15750,16019,31769
11302,54,103,212,203,415,77,53,3,4,57,114,137,171,308,58,23,3,3,28,112,89,138,227,2580,2616,591,603,1911,1791,5082,5010,10092
11303,257,619,1018,1209,2227,496,302,7,3,247,682,750,987,1737,271,123,0,0,186,683,457,806,1263,15528,15792,2874,3013,11338,13215,29740,32020,61760
11401,441,881,1760,1883,3643,866,593,25,11,367,850,1258,1454,2712,449,185,9,3,327,801,785,989,1774,17077,17369,2982,3109,12005,14030,32064,34508,66572
11402,149,406,757,809,1566,363,208,8,0,115,367,486,575,1061,188,94,5,0,118,395,311,489,800,8637,8793,1326,1342,5098,6682,15061,16817,31878
11501,171,574,1079,1184,2263,582,334,4,6,157,645,743,985,1728,287,129,3,0,181,692,471,821,1292,30397,30998,1789,1844,16058,18975,48244,51817,100061
11502,50,116,282,254,536,144,81,0,0,66,148,210,229,439,84,40,3,3,52,171,139,214,353,5472,5563,470,494,3310,3538,9252,9595,18847
11503,43,85,188,189,377,83,43,3,0,29,65,115,108,223,45,17,0,3,27,92,72,112,184,4809,4890,714,724,3022,2885,8545,8499,17044
11504,37,81,144,155,299,58,35,3,4,21,73,82,112,194,30,11,3,3,19,77,52,91,143,5779,5878,534,540,3054,3112,9367,9530,18897
11601,305,890,1101,1416,2517,475,272,6,3,264,693,745,968,1713,215,115,6,3,172,605,393,723,1116,23964,24160,2620,2700,18865,20528,45449,47388,92837
11602,97,212,312,351,663,123,69,0,0,66,185,189,254,443,47,17,0,0,36,172,83,189,272,15434,15616,1557,1610,8694,9619,25685,26845,52530
11603,153,472,572,705,1277,194,113,3,3,126,334,323,450,773,99,26,0,0,57,266,156,292,448,16810,16896,2336,2414,15370,17892,34516,37202,71718
11701,124,307,444,523,967,216,113,3,0,104,317,323,430,753,91,40,0,0,88,296,179,336,515,6983,7063,1093,1034,6231,7119,14307,15216,29523
11702,145,286,460,521,981,192,111,3,3,107,224,302,338,640,99,37,0,0,74,199,173,236,409,6850,6893,2818,2849,8744,9755,18412,19497,37909
11703,510,676,977,1018,1995,311,159,9,3,319,594,639,756,1395,161,47,3,0,200,573,364,620,984,16067,16165,14466,10628,37981,35890,68514,62683,131197
11801,286,782,1035,1300,2335,582,363,27,12,255,851,864,1226,2090,451,198,20,5,328,1245,799,1448,2247,17339,17588,6276,5753,17037,22277,40652,45618,86270
11802,313,861,1199,1480,2679,659,411,0,3,314,962,973,1376,2349,399,156,3,3,326,996,728,1155,1883,19221,19445,4949,5007,20595,24668,44765,49120,93885
11901,422,1094,1651,2034,3685,947,563,7,6,421,1284,1375,1853,3228,511,237,7,3,423,1266,941,1506,2447,29917,30083,2092,2127,23683,27122,55692,59332,115024
11902,314,801,1447,1565,3012,740,405,4,4,280,760,1024,1169,2193,408,162,4,0,224,774,636,936,1572,24247,24392,1691,1700,19847,20319,45785,46411,92196
11903,306,861,1435,1712,3147,766,480,8,3,279,988,1053,1471,2524,500,215,3,5,317,1102,820,1322,2142,23405,23668,2157,2136,17365,20965,42927,46769,89696
11904,337,877,1518,1697,3215,776,406,5,0,317,845,1098,1251,2349,444,216,3,3,324,1112,771,1331,2102,23600,23769,2803,2720,18905,21158,45308,47647,92955
12001,160,492,788,974,1762,485,244,7,4,155,576,647,824,1471,251,97,3,3,147,598,401,698,1099,14356,14555,2382,2421,9868,12387,26606,29363,55969
12002,106,293,337,442,779,132,71,3,4,105,244,240,319,559,66,26,3,3,64,242,133,271,404,7951,8104,3128,3151,6640,9493,17719,20748,38467
12003,362,945,1436,1652,3088,738,387,6,8,315,907,1059,1302,2361,386,168,8,3,290,963,684,1134,1818,24108,24324,3682,3716,22415,25625,50205,53665,103870
12101,183,560,900,1102,2002,523,310,8,0,188,645,719,955,1674,333,159,7,0,224,860,564,1019,1583,19444,19778,2856,2721,12884,16747,35184,39246,74430
12102,144,433,671,820,1491,354,253,5,3,147,434,506,690,1196,236,114,3,0,156,495,395,609,1004,16084,16307,1662,1683,9702,11174,27448,29164,56612
12103,198,709,1455,1613,3068,889,647,16,0,239,862,1144,1509,2653,637,330,4,0,295,1106,936,1436,2372,24308,24927,1362,1330,12029,15968,37699,42225,79924
12104,177,592,706,952,1658,344,226,8,4,191,595,543,825,1368,265,120,8,3,190,790,463,913,1376,14375,14664,4478,4301,11806,16793,30659,35758,66417
12201,80,225,359,432,791,227,163,9,3,66,268,302,434,736,156,67,0,0,113,353,269,420,689,6994,7130,1874,1867,4933,5962,13801,14959,28760
12202,115,361,606,752,1358,358,230,10,8,141,402,509,640,1149,227,102,4,4,163,497,394,603,997,11547,11755,1678,1726,6661,7875,19886,21356,41242
12203,330,964,1528,1878,3406,866,583,12,5,322,1139,1200,1727,2927,541,268,8,3,444,1405,993,1676,2669,27475,27881,4472,4597,18099,21076,50046,53554,103600
12301,61,213,326,385,711,137,87,0,3,65,215,202,305,507,84,47,3,0,49,214,136,261,397,10413,10533,1526,1591,5736,6915,17675,19039,36714
12302,254,707,913,1117,2030,359,236,14,13,183,582,556,831,1387,176,81,8,0,137,474,321,555,876,25366,25616,3918,4035,21822,25427,51106,55078,106184
12303,66,166,312,330,642,131,76,6,0,52,166,189,242,431,71,37,3,0,44,163,118,200,318,7124,7234,1130,1175,4517,4826,12771,13235,26006
12401,195,591,800,1006,1806,352,211,10,3,168,513,530,727,1257,187,93,3,3,162,584,352,680,1032,13878,14110,2506,2702,9440,11984,25824,28796,54620
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,6
12403,240,601,887,1025,1912,375,197,0,3,187,554,562,754,1316,182,100,6,4,149,547,337,651,988,22550,22832,4077,4226,16966,19685,43593,46743,90336
12404,69,207,260,327,587,114,90,3,3,84,201,201,294,495,70,34,0,0,66,193,136,227,363,5649,5750,1225,1265,5021,5889,11895,12904,24799
12405,91,270,311,414,725,97,71,3,0,89,207,189,278,467,66,24,0,3,62,204,128,231,359,8985,9068,1589,1623,8228,8885,18802,19576,38378
12501,125,274,510,506,1016,207,124,0,0,116,333,323,457,780,114,56,0,0,113,348,227,404,631,13757,13850,1039,980,12386,11634,27182,26464,53646
12502,168,409,728,803,1531,368,215,5,0,145,395,518,610,1128,165,80,0,0,122,387,287,467,754,12241,12369,991,1008,8454,9700,21686,23077,44763
12503,345,882,1269,1491,2760,624,364,9,3,309,950,942,1317,2259,333,152,7,3,270,859,610,1014,1624,24773,24919,1925,1939,21573,23243,48271,50101,98372
12504,248,674,1036,1205,2241,488,277,0,5,223,680,711,962,1673,241,119,3,0,211,798,455,917,1372,24467,24545,2419,2472,18422,19146,45308,46163,91471
12601,72,254,497,595,1092,323,188,3,3,76,304,402,495,897,148,72,0,3,122,400,270,475,745,9517,9687,605,621,5782,7079,15904,17387,33291
12602,311,854,1321,1595,2916,748,476,6,0,299,1030,1053,1506,2559,430,199,0,3,332,1110,762,1312,2074,23110,23340,2672,2667,17334,21402,43116,47409,90525
12701,136,377,527,588,1115,206,98,3,4,102,284,311,386,697,81,19,0,0,67,207,148,226,374,14978,15101,1248,1251,11613,12693,27839,29045,56884
12702,394,1165,1778,2063,3841,851,396,7,3,338,1057,1196,1456,2652,390,148,3,3,269,843,662,994,1656,32641,32807,2109,2123,29659,33195,64409,68125,132534
12703,199,574,759,940,1699,330,160,3,5,151,495,484,660,1144,142,65,3,3,123,386,268,454,722,19529,19713,1911,1982,14338,15851,35778,37546,73324
12801,300,837,1398,1740,3138,897,615,16,6,287,1083,1200,1704,2904,488,249,4,3,326,1100,818,1352,2170,20268,20635,3217,3264,14263,17369,37748,41268,79016
12802,185,528,885,1062,1947,501,321,9,4,191,611,701,936,1637,249,108,6,3,182,600,437,711,1148,22426,22706,2421,2482,13417,15435,38264,40623,78887
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
