region_id,C11_Tot_res_Bo_par_bo_os,C11_Tot_res_Fa_onl_bo_os,C11_Tot_res_Mo_onl_bo_os,C11_Tot_res_Bo_pa_bo_Aus,C11_Tot_resp_Bplace_ns,C11_Tot_resp_Tot_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp
10101,8074,5324,3880,66101,5171,88550,6698,3225,2346,49811,4776,66856
10102,14518,6434,4556,42563,3791,71862,12366,3889,2713,31246,3528,53742
10103,5563,3374,2627,24909,3968,40441,4566,2004,1572,18027,3788,29957
10104,12691,6906,4789,61022,4822,90230,10636,4228,2935,45330,4419,67548
10201,38130,20647,13913,131171,12272,216133,31567,12487,8449,97001,11215,160719
10202,27094,17121,11289,129010,10514,195028,22641,10540,6960,97379,9566,147086
10301,5556,3731,2729,42562,3828,58406,4624,2247,1635,31721,3565,43792
10302,3989,3193,2342,57209,4067,70800,3368,1972,1455,43933,3694,54422
10303,5469,3502,2539,41653,3771,56934,4591,2156,1527,31615,3489,43378
10304,6599,4338,2930,54117,4155,72139,5576,2690,1749,40740,3795,54550
10401,5365,4033,2866,50176,3371,65811,4459,2483,1773,37903,3096,49714
10402,15408,8635,5904,74682,5744,110373,12925,5246,3671,55334,5185,82361
10501,2346,1212,948,26197,2724,33427,1968,764,587,20493,2586,26398
10502,1721,1334,713,22000,2038,27806,1487,842,456,17315,1903,22003
10503,5207,4035,2796,70267,5347,87652,4427,2473,1725,53654,4939,67218
10601,8796,6483,4725,81502,6008,107514,7229,3996,2928,62318,5505,81976
10602,7574,5300,3941,63810,3679,84304,6300,3246,2375,48508,3359,63788
10603,11069,6816,4817,60838,4773,88313,9248,4186,2935,46032,4425,66826
10604,3009,1981,1456,29529,2637,38612,2511,1214,894,22693,2497,29809
10701,25668,9218,5968,45511,4756,91121,22855,5727,3734,34337,4275,70928
10702,7,0,0,10,7,24,4,0,0,8,4,16
10703,23054,10599,7501,63134,4242,108530,19989,6589,4597,47176,3839,82190
10704,39925,15591,11221,84537,7469,158743,35076,9448,6791,61601,6865,119781
10801,4293,2842,1879,27618,2379,39011,3588,1800,1177,21120,2176,29861
10802,5510,3938,2591,45773,3809,61621,4607,2421,1599,34943,3498,47068
10803,75,45,31,369,12,532,59,27,21,273,8,388
10804,11691,6970,5066,67858,4982,96567,9793,4287,3097,51127,4510,72814
10805,6057,4108,2820,49543,3574,66102,5089,2519,1730,37895,3280,50513
10901,7918,4766,3209,56185,4113,76191,6791,2908,1962,41696,3777,57134
10902,1399,731,531,13053,1113,16827,1226,473,335,10024,1019,13077
10903,3960,2587,1893,40684,2639,51763,3419,1615,1184,31288,2451,39957
11001,4917,2979,2197,35794,2706,48593,4035,1789,1290,26401,2488,36003
11002,3195,2308,1695,38800,2529,48527,2687,1448,1073,29687,2274,37169
11003,1786,1228,970,26607,2529,33120,1502,770,612,20831,2377,26092
11004,5694,4629,3156,80415,5684,99578,4761,2842,1959,61546,5290,76398
11101,16670,11799,8052,109721,6280,152522,14154,7220,4945,82647,5687,114653
11102,10591,7184,4837,64685,3989,91286,8790,4425,2964,49086,3544,68809
11103,28300,16059,10925,140354,11485,207123,24410,9796,6626,103793,10602,155227
11201,14954,9052,6364,65901,5389,101660,11996,5493,3822,48381,4854,74546
11202,8823,6370,4372,68744,4563,92872,7165,3856,2629,51113,4110,68873
11203,18494,9448,6563,74369,6330,115204,15284,5830,4068,55438,5767,86387
11301,9519,3550,2011,40950,3861,59891,8598,2380,1270,30424,3598,46270
11302,1731,891,740,14032,1014,18408,1469,544,436,10805,940,14194
11303,8984,5811,4227,92214,6059,117295,7648,3550,2558,69835,5532,89123
11401,16673,9914,6806,79245,7465,120103,14117,6067,4177,59429,6883,90673
11402,10084,5694,3995,36964,2870,59607,8304,3444,2392,26978,2569,43687
11501,69629,14280,10066,68758,5092,167825,62594,8781,6148,50266,4636,132425
11502,8871,3289,2210,17457,1133,32960,7645,2043,1375,12877,1009,24949
11503,4960,2963,2066,19623,1732,31344,4122,1822,1263,14777,1617,23601
11504,10346,3312,2105,17486,1363,34612,9110,2043,1341,13168,1276,26938
11601,71797,10857,7361,54023,7756,151794,65468,6839,4616,40364,7167,124454
11602,40677,7455,5081,35010,3985,92208,36738,4598,3093,26190,3685,74304
11603,58507,8566,5618,43645,8663,124999,52991,5373,3569,33547,8074,103554
11701,24465,3552,2559,14637,3214,48427,22136,2218,1582,10740,3014,39690
11702,26640,6375,4480,23780,4290,65565,23438,3771,2627,16190,4043,50069
11703,99296,17853,12908,77266,29923,237246,86315,10643,7654,52957,29147,186716
11801,61556,15999,11251,53535,14572,156913,51280,9830,6847,37308,13943,119208
11802,70066,13835,10011,56873,12988,163773,61558,8432,6046,40555,12340,128931
11901,97769,14558,7961,52859,13128,186275,90678,10326,5476,39845,12556,158881
11902,93683,8548,5014,22850,10979,141074,88018,6057,3450,17048,10464,125037
11903,70325,9981,6547,45498,6639,138990,65358,6498,4182,33449,6243,115730
11904,81668,10089,6412,36017,10006,144192,75703,6837,4201,26645,9491,122877
12001,39797,8215,5370,33862,5468,92712,36031,5218,3309,24099,5194,73851
12002,22996,8134,5423,30607,3587,70747,18889,4838,3179,21194,3325,51425
12003,90260,11952,7946,42649,11229,164036,83503,7475,4944,29942,10758,136622
12101,54386,12213,9319,48294,5777,129989,48092,7308,5607,33888,5418,100313
12102,36032,9499,6852,43145,3530,99058,31740,5697,4105,30755,3190,75487
12103,54087,14092,10964,59053,5088,143284,46581,8432,6541,41933,4660,108147
12104,42214,11173,8376,47708,8150,117621,35327,6667,4939,33129,7821,87883
12201,18595,5459,4265,21989,3035,53343,15216,3281,2520,15612,2869,39498
12202,19124,8425,6274,38751,3090,75664,15742,5075,3783,28271,2793,55664
12203,59236,20011,14443,83354,8017,185061,49960,12094,8657,60771,7290,138772
12301,13814,7330,4625,40709,2314,68792,11781,4485,2815,30571,2083,51735
12302,65046,15451,10496,83637,11751,186381,57644,9562,6470,62539,10800,147015
12303,7863,4502,3104,29915,2077,47461,6611,2744,1895,22692,1881,35823
12401,19732,12092,7856,60012,5253,104945,15971,7073,4627,42325,4745,74741
12402,3,0,0,3,0,6,3,0,0,3,0,6
12403,37923,16373,10766,90340,7952,163354,32842,10037,6588,67726,7246,124439
12404,8105,4348,3118,28593,3179,47343,6884,2693,1896,21416,2929,35818
12405,21792,5897,3732,30683,3732,65836,19227,3681,2296,23192,3411,51807
12501,59072,3352,2318,9829,8076,82647,55638,2379,1609,7257,7899,74782
12502,34513,5179,3671,24884,3455,71702,31971,3248,2272,18141,3275,58907
12503,90169,11963,6182,36324,11636,156274,83785,8635,4284,27381,11108,135193
12504,80551,9193,6610,43192,10682,150228,74716,5841,4067,31538,10231,126393
12601,22408,4288,3338,22615,1419,54068,20477,2593,1993,15973,1297,42333
12602,68345,12219,8416,52585,7200,148765,62721,7521,5135,37461,6820,119658
12701,51556,7195,4094,24767,6444,94056,47426,4945,2719,18801,6061,79952
12702,142727,9002,5541,27816,12212,197298,132428,6166,3821,21196,11565,175176
12703,64462,8296,5154,36224,8823,122959,59599,5530,3367,27284,8452,104232
12801,30199,12929,9137,78659,5799,136723,25987,7983,5600,58257,5297,103124
12802,28863,13711,9293,83217,4767,139851,24728,8313,5638,61491,4309,104479
19797,595,226,124,1370,385,2700,530,138,81,972,372,2093
