region_id,C11_P_35_39_Tot_LF,C11_P_35_39_Notin_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Notin_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Notin_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Notin_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Notin_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Notin_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Notin_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Notin_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75over_Emp_Wor_ft,C11_P_75ov_Em_Work_pt,C11_P_75ov_Em_Aw_fr_w,C11_P_75ov_Emp_Hou_w_ns,C11_P_75andOver_Em_Tot,C11_P_75over_Unem_Lo_ft_w,C11_P_75over_Unem_Lo_pt_w,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_T_T_labo_for,C11_P_Tot_Notin_LF,C11_P_Tot_LF_NS,C11_P_T_T
10101,3433,742,173,4348,2443,1019,120,68,3650,101,56,157,3807,692,204,4703,2624,1010,115,74,3823,75,32,107,3930,709,171,4810,2516,924,118,84,3642,87,36,123,3765,815,182,4762,2028,853,143,40,3064,55,31,86,3150,1216,183,4549,1285,820,99,49,2253,45,44,89,2342,2018,157,4517,523,399,46,27,995,6,9,15,1010,2465,192,3667,207,197,22,18,444,0,10,10,454,2133,170,2757,145,148,25,33,351,0,3,3,354,4165,587,5106,19295,9203,1206,708,30412,911,556,1467,31879,18736,2616,53231
10102,3433,389,186,4008,2815,869,117,74,3875,44,26,70,3945,403,214,4562,2820,722,128,59,3729,52,15,67,3796,381,222,4399,2482,635,132,51,3300,45,19,64,3364,447,188,3999,1760,559,106,29,2454,46,14,60,2514,697,190,3401,997,498,68,40,1603,20,16,36,1639,1081,145,2865,273,241,29,15,558,0,11,11,569,1185,103,1857,90,92,11,5,198,3,0,3,201,1056,91,1348,38,41,0,0,79,3,3,6,85,1764,256,2105,20287,7179,1271,533,29270,507,332,839,30109,9869,2313,42291
10103,1472,230,218,1920,1071,448,70,29,1618,31,10,41,1659,243,241,2143,1173,434,81,22,1710,29,9,38,1748,219,197,2164,1196,396,104,14,1710,21,12,33,1743,287,224,2254,864,374,87,17,1342,20,16,36,1378,387,175,1940,538,368,37,31,974,13,12,25,999,714,140,1853,222,205,34,17,478,6,0,6,484,827,116,1427,85,95,20,6,206,0,0,0,206,666,75,947,59,58,8,7,132,0,0,0,132,1220,131,1483,9266,4575,742,272,14855,259,250,509,15364,6376,2522,24262
10104,2485,669,171,3325,1639,1064,123,73,2899,115,74,189,3088,679,189,3956,1991,1153,129,59,3332,124,70,194,3526,809,207,4542,2113,1506,181,61,3861,118,66,184,4045,1155,219,5419,1745,1294,210,48,3297,97,87,184,3481,1857,244,5582,982,1037,153,35,2207,84,71,155,2362,3381,261,6004,260,438,45,27,770,8,16,24,794,3971,207,4972,95,150,20,9,274,0,11,11,285,3423,268,3976,56,85,15,14,170,0,6,6,176,6382,712,7270,13316,10274,1333,572,25495,1137,687,1824,27319,25679,3073,56071
10201,7956,1670,440,10066,5256,2631,279,165,8331,264,144,408,8739,1604,479,10822,5711,2697,280,171,8859,273,136,409,9268,1581,486,11335,5669,2529,313,153,8664,233,120,353,9017,1991,559,11567,4336,2238,305,106,6985,188,104,292,7277,2657,432,10366,2323,1833,228,70,4454,123,119,242,4696,4671,445,9812,678,881,68,26,1653,11,35,46,1699,6006,454,8159,144,317,26,16,503,3,12,15,518,5583,437,6538,52,156,23,22,253,3,9,12,265,13625,1874,15764,41684,24107,2932,1458,70181,2781,1843,4624,74805,48170,7251,130226
10202,7032,1797,411,9240,4618,2216,207,157,7198,297,156,453,7651,1714,424,9789,4760,2065,231,179,7235,280,129,409,7644,1653,377,9674,4479,1997,275,143,6894,255,114,369,7263,1972,397,9632,3271,1644,227,105,5247,193,85,278,5525,2818,329,8672,1685,1239,165,63,3152,126,78,204,3356,4801,373,8530,436,553,63,26,1078,8,24,32,1110,6077,384,7571,76,185,26,9,296,7,6,13,309,5794,406,6509,35,71,18,19,143,0,7,7,150,11626,1509,13285,35186,19576,2440,1487,58689,3280,1799,5079,63768,47107,6005,116880
10301,2083,481,111,2675,1474,619,59,49,2201,55,30,85,2286,449,106,2841,1564,557,63,43,2227,35,41,76,2303,425,93,2821,1585,560,74,35,2254,34,23,57,2311,446,109,2866,1319,518,71,16,1924,33,20,53,1977,571,110,2658,713,446,54,32,1245,26,17,43,1288,1038,117,2443,260,255,25,10,550,0,10,10,560,1325,121,2006,72,117,11,8,208,0,0,0,208,1050,89,1347,39,67,19,12,137,0,0,0,137,2313,250,2700,12371,6305,809,387,19872,598,557,1155,21027,11925,1648,34600
10302,2315,530,153,2998,1669,713,60,61,2503,69,38,107,2610,608,137,3355,1880,705,91,64,2740,75,40,115,2855,656,132,3643,1895,695,103,55,2748,76,33,109,2857,774,159,3790,1595,659,115,53,2422,61,34,95,2517,1029,176,3722,1058,570,75,48,1751,35,24,59,1810,1701,178,3689,473,318,42,23,856,3,11,14,870,1900,197,2967,216,189,19,33,457,0,0,0,457,2062,210,2729,159,163,27,25,374,0,3,3,377,4214,490,5081,14511,6762,901,619,22793,833,425,1258,24051,16692,2385,43128
10303,2016,534,186,2736,1372,657,61,48,2138,83,33,116,2254,538,175,2967,1502,651,73,35,2261,85,35,120,2381,603,163,3147,1499,628,81,47,2255,73,24,97,2352,656,133,3141,1106,543,73,40,1762,55,28,83,1845,862,157,2864,660,484,69,35,1248,43,29,72,1320,1550,160,3030,271,257,35,15,578,3,3,6,584,1881,131,2596,109,119,0,10,238,0,5,5,243,1515,127,1885,62,66,9,15,152,0,4,4,156,2823,355,3334,11147,5694,686,450,17977,828,388,1216,19193,13660,2092,34945
10304,2845,499,218,3562,2000,776,84,42,2902,58,39,97,2999,481,193,3673,2050,757,90,58,2955,54,29,83,3038,499,171,3708,2008,676,105,54,2843,43,16,59,2902,566,138,3606,1597,622,85,37,2341,35,25,60,2401,741,151,3293,979,532,80,28,1619,22,15,37,1656,1354,150,3160,344,299,33,18,694,3,3,6,700,1504,135,2339,118,138,16,8,280,0,0,0,280,1459,124,1863,69,81,9,19,178,0,0,0,178,3220,292,3690,16614,7087,966,527,25194,716,410,1126,26320,13834,2281,42435
