region_id,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T
10101,0,0,19,6258,8598,3387,3225,1687,715,23870,5497,8661,3328,3259,1622,752,23119,570,242,70,37,18,5,942,24,35,10,6,0,4,79,594,277,80,43,18,9,1021,484,138,29,19,3,3,676,23,11,3,0,0,0,37,35,6,0,0,0,0,41,10,5,0,0,0,0,15,552,160,32,19,3,3,769,101,53,5,8,0,0,167,7,13,5,4,3,0,32,42,33,13,8,3,7,106,150,99,23,20,6,7,305,9,12,7,7,3,0,38,6802,9209,3470,3348,1652,771,25252
10102,0,0,0,4449,5636,2786,2965,1278,545,17659,2378,4735,2546,2968,1318,524,14469,683,494,185,90,26,12,1490,273,268,119,61,15,5,741,956,762,304,151,41,17,2231,763,282,96,49,12,4,1206,458,232,59,30,7,3,789,189,123,31,20,3,0,366,24,6,5,3,0,0,38,1434,643,191,102,22,7,2399,86,58,13,6,0,0,163,7,6,3,0,5,6,27,21,16,4,3,3,3,50,114,80,20,9,8,9,240,7,6,3,0,3,0,19,4889,6226,3064,3230,1392,557,19358
10103,3,0,21,1883,2412,880,852,341,145,6513,1595,2293,784,835,347,138,5992,171,92,28,34,8,3,336,37,40,8,14,6,0,105,208,132,36,48,14,3,441,166,83,31,16,5,0,301,14,11,11,4,0,0,40,4,4,0,4,0,0,12,5,0,0,0,0,0,5,189,98,42,24,5,0,358,36,13,0,3,0,0,52,6,4,0,0,0,0,10,11,6,8,3,0,0,28,53,23,8,6,0,0,90,42,13,12,3,3,0,73,2087,2559,882,916,369,141,6954
10104,0,0,20,6744,10821,3331,2967,1289,643,25795,5252,9950,3111,2525,1215,594,22647,634,409,83,31,6,3,1166,320,309,51,35,13,3,731,954,718,134,66,19,6,1897,1038,562,118,68,21,7,1814,31,24,3,3,0,0,61,0,0,0,0,0,0,0,52,10,3,3,0,0,68,1121,596,124,74,21,7,1943,250,150,17,10,3,3,433,20,6,5,0,5,0,36,32,41,13,8,0,0,94,302,197,35,18,8,3,563,10,10,3,4,0,0,27,7639,11471,3407,2687,1263,610,27077
10201,0,0,42,15687,20314,8583,8807,3986,1461,58838,9403,15791,7739,8581,3660,1551,46725,2712,1835,397,242,69,30,5285,1276,1234,467,302,113,43,3435,3988,3069,864,544,182,73,8720,1940,1016,197,113,34,14,3314,482,352,81,21,3,3,942,348,420,87,46,4,0,905,91,35,3,6,4,0,139,2861,1823,368,186,45,17,5300,377,145,8,13,0,5,548,0,0,0,0,0,0,0,41,24,8,8,3,4,88,418,169,16,21,3,9,636,55,37,12,7,0,0,111,16725,20889,8999,9339,3890,1650,61492
10202,0,0,17,13507,18012,7829,7637,3523,1557,52065,9933,16229,7540,7536,3540,1797,46575,1696,1176,324,197,68,29,3490,579,564,256,155,64,18,1636,2275,1740,580,352,132,47,5126,1482,561,106,45,15,3,2212,191,145,46,17,11,4,414,242,228,65,19,3,5,562,54,25,7,5,0,0,91,1969,959,224,86,29,12,3279,408,151,15,22,0,3,599,4,0,0,0,4,0,8,34,31,10,13,5,5,98,446,182,25,35,9,8,705,10,5,4,3,0,3,25,14633,19115,8373,8012,3710,1867,55710
10301,0,4,43,3611,5022,2179,2159,995,463,14429,2875,4823,2116,2119,1021,493,13447,423,268,90,38,11,6,836,73,77,26,18,6,0,200,496,345,116,56,17,6,1036,574,217,42,19,6,0,858,31,14,0,0,0,0,45,4,0,0,0,0,0,4,17,9,3,3,3,0,35,626,240,45,22,9,0,942,31,10,0,0,3,0,44,3,0,3,0,0,0,6,11,11,3,0,0,0,25,45,21,6,0,3,0,75,13,12,0,0,5,0,30,4055,5441,2283,2197,1055,499,15530
10302,0,0,4,5873,7747,2807,2492,1495,758,21172,5129,7427,2608,2267,1390,715,19536,356,128,25,9,7,6,531,15,9,0,3,0,0,27,371,137,25,12,7,6,558,579,125,29,4,3,0,740,15,4,0,0,0,0,19,4,0,0,0,0,0,4,15,3,0,0,3,0,21,613,132,29,4,6,0,784,71,31,3,3,3,3,114,7,4,0,0,4,0,15,30,24,7,7,5,0,73,108,59,10,10,12,3,202,14,9,0,3,0,0,26,6235,7764,2672,2296,1415,724,21106
10303,0,0,15,4445,5771,2237,2113,1037,452,16055,3863,5729,2120,2026,1012,431,15181,399,208,60,29,8,5,709,14,8,3,0,0,4,29,413,216,63,29,8,9,738,345,97,23,7,5,0,477,34,10,0,0,0,0,44,0,0,0,0,0,0,0,4,4,0,0,0,0,8,383,111,23,7,5,0,529,94,24,3,3,3,0,127,12,3,3,0,0,0,18,39,25,7,3,3,0,77,145,52,13,6,6,0,222,5,4,0,4,0,0,13,4809,6112,2219,2072,1031,440,16683
10304,0,0,7,4718,6329,2692,2683,1340,624,18386,3873,6194,2694,2704,1465,699,17629,563,298,72,38,12,13,996,43,24,4,4,0,0,75,606,322,76,42,12,13,1071,606,174,37,7,4,3,831,20,5,0,3,0,0,28,16,5,0,0,0,0,21,12,7,0,0,0,0,19,654,191,37,10,4,3,899,68,7,0,4,0,0,79,11,3,0,3,0,0,17,35,13,14,5,4,0,71,114,23,14,12,4,0,167,8,5,0,0,0,0,13,5255,6735,2821,2768,1485,715,19779
