region_id,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T
10401,0,0,6,4825,7138,2411,2228,1069,532,18203,3841,6803,2362,2080,986,561,16633,299,171,32,16,0,0,518,130,83,40,13,4,4,274,429,254,72,29,4,4,792,599,290,69,31,9,0,998,42,26,4,3,0,0,75,8,0,0,3,0,0,11,11,5,0,0,3,0,19,660,321,73,37,12,0,1103,259,116,16,5,0,3,399,26,5,3,3,3,0,40,31,30,3,15,0,4,83,316,151,22,23,3,7,522,24,7,0,0,0,0,31,5270,7536,2529,2169,1005,572,19081
10402,0,0,6,7635,11117,4327,4001,1791,791,29662,4820,9558,3856,3754,1728,811,24527,901,614,132,74,21,13,1755,476,480,159,81,23,7,1226,1377,1094,291,155,44,20,2981,1305,598,168,61,24,14,2170,122,100,25,11,0,0,258,117,91,19,3,3,3,236,59,24,4,7,0,0,94,1603,813,216,82,27,17,2758,515,311,36,14,4,0,880,21,3,3,3,0,0,30,26,26,8,7,0,0,67,562,340,47,24,4,0,977,9,0,0,4,4,0,17,8371,11805,4410,4019,1807,848,31260
10501,0,0,4,2951,3181,1287,1147,643,496,9705,2413,2888,1112,1005,599,399,8416,72,31,10,8,3,0,124,3,0,3,3,0,0,9,75,31,13,11,3,0,133,278,90,12,8,7,3,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,90,12,8,7,3,398,166,62,7,6,3,3,247,32,7,3,3,3,0,48,32,18,9,9,0,0,68,230,87,19,18,6,3,363,10,11,5,0,3,0,29,3006,3107,1161,1042,618,405,9339
10502,3,0,7,2867,3030,1168,966,429,228,8688,2517,2836,1071,852,384,204,7864,56,14,0,0,4,0,74,0,0,0,0,0,0,0,56,14,0,0,4,0,74,184,65,15,11,8,0,283,0,0,0,0,0,0,0,24,26,7,7,3,0,67,0,0,0,3,0,0,3,208,91,22,21,11,0,353,31,19,4,0,0,0,54,0,0,0,0,0,0,0,12,14,0,0,0,0,26,43,33,4,0,0,0,80,17,11,13,3,0,13,57,2841,2985,1110,876,399,217,8428
10503,3,0,20,5920,8322,3345,3318,1774,903,23582,4892,7890,3292,3110,1670,915,21769,478,261,79,39,13,3,873,15,17,8,5,0,0,45,493,278,87,44,13,3,918,1101,357,66,33,12,0,1569,11,8,0,0,0,0,19,9,8,0,0,0,0,17,8,3,0,3,0,0,14,1129,376,66,36,12,0,1619,79,34,0,3,0,3,119,14,7,3,3,0,0,27,46,35,21,5,4,6,117,139,76,24,11,4,9,263,5,11,0,3,3,0,22,6658,8631,3469,3204,1702,927,24591
10601,3,3,36,5974,9223,4204,4483,2126,954,26964,5399,9288,4432,4430,2118,1001,26668,552,390,125,75,30,10,1182,66,50,20,13,0,3,152,618,440,145,88,30,13,1334,566,242,70,23,8,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,3,4,27,571,250,74,26,11,4,936,80,44,8,3,3,0,138,4,6,3,3,0,0,16,24,12,9,4,0,0,49,108,62,20,10,3,0,203,5,6,3,3,3,0,20,6701,10046,4674,4557,2165,1018,29161
10602,0,0,6,4293,6899,3495,3753,1521,658,20619,3421,6827,3631,3879,1664,750,20172,591,420,110,53,15,7,1196,128,102,33,13,7,0,283,719,522,143,66,22,7,1479,700,306,90,29,11,10,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,713,306,90,29,11,10,1159,56,13,6,5,0,0,80,0,0,0,0,0,0,0,35,29,7,0,3,0,74,91,42,13,5,3,0,154,3,0,3,0,0,0,6,4947,7697,3880,3979,1700,767,22970
10603,0,0,3,5213,8958,3384,3385,1506,637,23083,4178,8086,3035,3138,1499,725,20661,720,581,145,81,39,12,1578,331,484,173,143,34,11,1176,1051,1065,318,224,73,23,2754,444,264,52,42,15,3,820,85,61,13,8,0,0,167,62,69,9,4,0,3,147,16,5,3,0,0,0,24,607,399,77,54,15,6,1158,304,155,12,3,0,3,477,5,3,0,3,0,0,11,20,12,7,5,0,0,44,329,170,19,11,0,3,532,5,7,4,0,0,0,16,6170,9727,3453,3427,1587,757,25121
10604,0,0,12,2583,3605,1518,1507,801,289,10303,2207,3504,1474,1482,789,297,9753,156,75,30,11,4,4,280,20,16,3,4,3,0,46,176,91,33,15,7,4,326,319,124,36,15,5,0,499,0,0,0,0,0,0,0,6,3,0,0,0,0,9,9,0,0,0,0,0,9,334,127,36,15,5,0,517,94,30,4,3,0,0,131,0,0,0,0,3,0,3,19,7,0,4,0,0,30,113,37,4,7,3,0,164,13,5,4,0,0,0,22,2843,3764,1551,1519,804,301,10782
10701,6,0,15,5615,8201,4230,4328,1887,845,25106,4081,7392,3861,4154,1803,838,22129,529,384,126,87,28,10,1164,246,181,97,87,31,22,664,775,565,223,174,59,32,1828,785,330,100,47,12,11,1285,162,57,14,10,9,0,252,44,6,5,0,0,0,55,27,8,4,4,3,0,46,1018,401,123,61,24,11,1638,138,100,4,3,0,0,245,0,0,0,0,0,0,0,32,17,13,4,4,4,74,170,117,17,7,4,4,319,0,8,0,0,0,0,8,6044,8483,4224,4396,1890,885,25922
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,3,0,21,5513,9180,4647,5133,2299,877,27649,3741,8314,4363,4858,2194,997,24467,799,654,190,110,23,6,1782,492,537,187,108,39,13,1376,1291,1191,377,218,62,19,3158,771,393,112,57,13,6,1352,122,98,12,3,4,0,239,108,59,0,0,0,0,167,24,5,4,3,0,0,36,1025,555,128,63,17,6,1794,184,111,11,3,0,0,309,3,0,0,0,0,0,3,29,24,19,8,0,7,87,216,135,30,11,0,7,399,4,3,0,0,0,0,7,6277,10198,4898,5150,2273,1029,29825
10704,3,0,13,11851,14673,6493,6514,2692,1002,43225,5054,9364,5088,5976,2519,980,28981,1207,926,295,150,45,17,2640,1245,1349,655,370,125,39,3783,2452,2275,950,520,170,56,6423,2338,1323,395,193,66,22,4337,1265,965,278,105,32,4,2649,1111,1217,376,139,25,6,2874,60,34,16,6,0,0,116,4774,3539,1065,443,123,32,9976,167,79,14,4,3,3,270,4,0,0,0,0,0,4,72,44,18,16,5,0,155,243,123,32,20,8,3,429,17,9,9,0,0,0,35,12540,15310,7144,6959,2820,1071,45844
10801,0,0,3,3340,5019,1358,1179,566,222,11684,2093,3972,1178,1071,505,219,9038,689,527,81,40,10,3,1350,141,107,38,17,3,5,311,830,634,119,57,13,8,1661,364,219,51,12,6,0,652,115,99,17,5,0,3,239,169,119,15,12,0,0,315,13,6,4,0,0,0,23,661,443,87,29,6,3,1229,194,136,11,3,3,0,347,3,5,0,0,0,0,8,18,17,3,3,6,0,47,215,158,14,6,9,0,402,3,6,3,0,0,0,12,3802,5213,1401,1163,533,230,12342
10802,3,0,11,4893,6761,2357,1991,940,518,17460,4128,6461,2196,1739,923,588,16035,354,242,61,54,23,17,751,57,42,7,3,6,4,119,411,284,68,57,29,21,870,560,223,54,9,10,6,862,45,16,3,3,0,0,67,19,21,5,0,0,0,45,7,3,0,3,0,0,13,631,263,62,15,10,6,987,169,67,6,6,3,0,251,11,11,4,3,0,0,29,34,16,5,9,0,0,64,214,94,15,18,3,0,344,0,0,3,3,0,3,9,5384,7102,2344,1832,965,618,18245
10803,0,0,0,40,51,22,16,5,0,134,29,43,17,22,4,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,14,10,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,39,46,21,22,4,3,135
10804,3,0,14,7245,11100,3495,3277,1407,560,27084,4350,9296,3136,3133,1446,634,21995,1193,965,192,76,21,3,2450,418,319,99,44,12,6,898,1611,1284,291,120,33,9,3348,969,461,118,29,6,3,1586,298,189,46,9,0,3,545,321,342,53,26,3,0,745,16,11,3,3,3,0,36,1604,1003,220,67,12,6,2912,339,230,17,8,3,3,600,4,0,0,0,0,0,4,103,70,14,0,3,0,190,446,300,31,8,6,3,794,9,10,0,0,0,0,19,8020,11893,3678,3328,1497,652,29068
10805,0,0,3,5011,7611,2653,2324,1163,562,19324,3976,7333,2397,2125,1055,555,17441,506,344,60,23,7,3,943,38,83,24,8,4,3,160,544,427,84,31,11,6,1103,869,261,66,13,3,3,1215,22,8,0,0,0,0,30,0,0,0,0,0,0,0,16,0,0,0,0,0,16,907,269,66,13,3,3,1261,120,71,7,3,0,0,201,5,5,5,3,0,0,18,37,35,10,4,5,0,91,162,111,22,10,5,0,310,3,8,8,0,0,0,19,5592,8148,2577,2179,1074,564,20134
10901,0,0,10,5813,7487,3070,2849,1375,568,21162,3882,6579,2819,2789,1248,542,17859,560,323,76,25,7,3,994,38,35,24,4,3,0,104,598,358,100,29,10,3,1098,1836,787,203,79,17,7,2929,69,24,7,0,0,0,100,17,5,0,0,0,0,22,6,9,3,0,0,0,18,1928,825,213,79,17,7,3069,54,18,3,0,3,0,78,3,0,0,0,0,0,3,15,8,4,4,3,0,34,72,26,7,4,6,0,115,8,3,3,3,0,0,17,6488,7791,3142,2904,1281,552,22158
10902,0,0,0,1251,1733,673,636,349,178,4820,1040,1648,613,545,293,162,4301,36,8,0,0,0,0,44,0,3,3,0,3,0,9,36,11,3,0,3,0,53,120,51,12,0,0,0,183,0,0,0,3,0,0,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,123,54,12,3,0,0,192,47,27,4,3,0,0,81,5,0,0,0,0,0,5,19,14,0,0,0,0,33,71,41,4,3,0,0,119,0,0,5,0,0,0,5,1270,1754,637,551,296,162,4670
10903,3,0,9,4240,6156,2000,1830,1036,390,15652,3592,5915,1695,1717,872,394,14185,311,123,14,6,5,0,459,9,11,7,0,0,3,30,320,134,21,6,5,3,489,661,258,50,19,3,3,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,665,261,50,19,3,3,1001,134,73,6,6,0,0,219,5,4,0,0,0,0,9,25,30,7,7,7,3,79,164,107,13,13,7,3,307,4,15,4,8,3,0,34,4745,6432,1783,1763,890,403,16016
11001,3,0,3,3368,4454,1816,1724,819,368,12549,2603,4270,1654,1610,787,379,11303,267,139,39,23,7,0,475,39,16,3,0,5,0,63,306,155,42,23,12,0,538,598,282,84,41,16,0,1021,14,11,5,4,0,0,34,0,0,0,0,0,0,0,17,5,0,0,0,0,22,629,298,89,45,16,0,1077,50,17,3,3,3,0,76,0,0,0,0,0,0,0,14,13,8,4,4,0,43,64,30,11,7,7,0,119,9,0,0,0,0,0,9,3611,4753,1796,1685,822,379,13046
11002,0,0,19,4044,5427,1877,1681,919,459,14407,3546,5337,1817,1568,860,447,13575,144,43,14,3,3,0,207,22,3,0,0,0,0,25,166,46,14,3,3,0,232,470,117,31,17,3,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,13,480,120,31,17,3,0,651,86,34,10,3,3,3,139,23,7,3,0,0,5,38,16,14,3,3,3,3,42,125,55,16,6,6,11,219,7,7,3,3,0,0,20,4324,5565,1881,1597,872,458,14697
11003,3,0,18,2300,3092,1404,1359,746,321,9222,1879,2863,1196,1193,638,355,8124,50,42,15,14,7,3,131,13,7,3,6,0,0,29,63,49,18,20,7,3,160,503,185,45,16,7,3,759,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,6,508,188,45,19,7,3,770,63,25,3,0,0,3,94,3,3,0,3,0,0,9,9,13,5,0,0,3,30,75,41,8,3,0,6,133,0,8,3,0,0,0,11,2525,3149,1270,1235,652,367,9198
11004,0,0,18,7271,9893,4050,3754,1882,812,27662,5769,9659,3950,3702,1777,801,25658,527,256,60,31,11,5,890,100,62,22,11,5,3,203,627,318,82,42,16,8,1093,1157,460,117,26,9,4,1773,28,8,3,0,0,0,39,9,8,0,3,0,0,20,27,9,0,0,0,0,36,1221,485,120,29,9,4,1868,108,38,5,3,3,3,160,12,5,0,0,0,0,17,31,33,13,12,3,3,95,151,76,18,15,6,6,272,11,16,6,7,0,3,43,7779,10554,4176,3795,1808,822,28934
11101,0,0,11,10110,15131,6663,7033,2918,995,42850,7063,13267,6291,6819,2700,1028,37168,1482,958,212,102,36,15,2805,364,419,164,90,29,13,1079,1846,1377,376,192,65,28,3884,1413,596,141,60,16,15,2241,87,58,17,3,0,0,165,113,117,26,8,3,0,267,44,22,7,3,0,0,76,1657,793,191,74,19,15,2749,157,87,9,3,0,0,256,3,0,0,3,0,0,6,38,21,11,8,0,3,81,198,108,20,14,0,3,343,8,4,0,0,0,0,12,10772,15549,6878,7099,2784,1074,44156
11102,0,0,30,5294,8608,3759,3873,1748,709,23991,4481,8550,3817,3746,1725,741,23060,557,352,57,27,9,6,1008,74,76,29,15,9,3,206,631,428,86,42,18,9,1214,550,273,27,13,4,0,867,24,21,4,3,0,0,52,8,9,3,0,0,0,20,14,4,3,3,0,0,24,596,307,37,19,4,0,963,192,103,19,5,4,3,326,3,0,0,0,0,0,3,13,14,0,0,0,0,27,208,117,19,5,4,3,356,3,9,3,3,3,0,21,5919,9411,3962,3815,1754,753,25614
11103,0,0,20,17629,20132,8850,7731,3039,1088,58469,10012,16011,7979,7416,3022,1142,45582,1920,1186,342,168,57,15,3688,1157,1333,525,267,86,30,3398,3077,2519,867,435,143,45,7086,2953,1340,346,105,31,18,4793,1068,637,135,45,18,9,1912,601,601,133,40,9,3,1387,45,31,10,3,0,0,89,4667,2609,624,193,58,30,8181,15,8,0,3,0,0,26,3,0,0,0,0,6,9,68,63,14,21,3,3,172,86,71,14,24,3,9,207,56,27,0,0,0,0,83,17898,21237,9484,8068,3226,1226,61139
