region_id,C11_15_19_NonInd_F,C11_15_19_NonInd_P,C11_15_19_Ind_st_ns_M,C11_15_19_Ind_st_ns_F,C11_15_19_Ind_st_ns_P,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Indigen_M,C11_20_24_Indigen_F,C11_20_24_Indigen_P,C11_20_24_NonInd_M,C11_20_24_NonInd_F,C11_20_24_NonInd_P,C11_20_24_Ind_st_ns_M,C11_20_24_Ind_st_ns_F,C11_20_24_Ind_st_ns_P,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Indigen_M,C11_25_29_Indigen_F,C11_25_29_Indigen_P,C11_25_29_NonInd_M,C11_25_29_NonInd_F,C11_25_29_NonInd_P,C11_25_29_Ind_st_ns_M,C11_25_29_Ind_st_ns_F,C11_25_29_Ind_st_ns_P,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Indigen_M,C11_30_34_Indigen_F,C11_30_34_Indigen_P,C11_30_34_NonInd_M,C11_30_34_NonInd_F,C11_30_34_NonInd_P,C11_30_34_Ind_st_ns_M,C11_30_34_Ind_st_ns_F,C11_30_34_Ind_st_ns_P,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Indigen_M,C11_35_39_Indigen_F,C11_35_39_Indigen_P,C11_35_39_NonInd_M,C11_35_39_NonInd_F,C11_35_39_NonInd_P,C11_35_39_Ind_st_ns_M,C11_35_39_Ind_st_ns_F,C11_35_39_Ind_st_ns_P,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Indigen_M,C11_40_44_Indigen_F,C11_40_44_Indigen_P,C11_40_44_NonInd_M,C11_40_44_NonInd_F,C11_40_44_NonInd_P,C11_40_44_Ind_st_ns_M,C11_40_44_Ind_st_ns_F,C11_40_44_Ind_st_ns_P,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Indigen_M,C11_45_49_Indigen_F,C11_45_49_Indigen_P,C11_45_49_NonInd_M,C11_45_49_NonInd_F,C11_45_49_NonInd_P,C11_45_49_Ind_st_ns_M,C11_45_49_Ind_st_ns_F,C11_45_49_Ind_st_ns_P,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Indigen_M,C11_50_54_Indigen_F,C11_50_54_Indigen_P,C11_50_54_NonInd_M,C11_50_54_NonInd_F,C11_50_54_NonInd_P,C11_50_54_Ind_st_ns_M,C11_50_54_Ind_st_ns_F,C11_50_54_Ind_st_ns_P,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Indigen_M,C11_55_59_Indigen_F,C11_55_59_Indigen_P,C11_55_59_NonInd_M,C11_55_59_NonInd_F,C11_55_59_NonInd_P,C11_55_59_Ind_st_ns_M,C11_55_59_Ind_st_ns_F,C11_55_59_Ind_st_ns_P,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Indigen_M,C11_60_64_Indigen_F,C11_60_64_Indigen_P,C11_60_64_NonInd_M,C11_60_64_NonInd_F,C11_60_64_NonInd_P,C11_60_64_Ind_st_ns_M,C11_60_64_Ind_st_ns_F,C11_60_64_Ind_st_ns_P,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_over_Indigen_M,C11_65_over_Indigen_F,C11_65_over_Indigen_P,C11_65over_NonInd_M,C11_65over_NonInd_F,C11_65over_NonInd_P,C11_65over_Indig_st_ns_M,C11_65over_Indig_st_ns_F,C11_65over_Indig_st_ns_P,C11_65_over_T_M,C11_65_over_T_F,C11_65_over_T_P,C11_Tot_Indig_M,C11_Tot_Indig_F,C11_Tot_Indig_P,C11_Tot_NonInd_M,C11_Tot_NonInd_F,C11_Tot_NonInd_P,C11_Tot_Indig_st_ns_M,C11_Tot_Indig_st_ns_F,C11_Tot_Indig_st_ns_P,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
10101,1854,3883,90,85,175,2218,2028,4246,68,58,126,1493,1436,2929,78,58,136,1639,1552,3191,59,51,110,1412,1470,2882,74,58,132,1545,1579,3124,50,35,85,1554,1672,3226,70,73,143,1674,1780,3454,58,66,124,2007,2054,4061,89,75,164,2154,2195,4349,72,58,130,2113,2246,4359,127,89,216,2312,2393,4705,48,38,86,2334,2230,4564,99,61,160,2481,2329,4810,40,37,77,2265,2215,4480,128,77,205,2433,2329,4762,28,37,65,2131,2179,4310,97,78,175,2256,2294,4550,29,24,53,2219,2094,4313,79,72,151,2327,2190,4517,44,38,82,5080,5788,10868,266,307,573,5390,6133,11523,908,886,1794,30953,31193,62146,1530,1374,2904,33391,33453,66844
10102,1579,3230,101,78,179,1829,1726,3555,60,59,119,1521,1458,2979,122,70,192,1703,1587,3290,38,57,95,1609,1582,3191,119,72,191,1766,1711,3477,31,52,83,1547,1643,3190,86,69,155,1664,1764,3428,43,36,79,1852,1900,3752,99,76,175,1994,2012,4006,33,44,77,2075,2202,4277,120,88,208,2228,2334,4562,39,46,85,2095,1995,4090,134,88,222,2268,2129,4397,25,47,72,1932,1809,3741,113,74,187,2070,1930,4000,25,32,57,1608,1556,3164,105,77,182,1738,1665,3403,18,12,30,1424,1273,2697,77,59,136,1519,1344,2863,13,16,29,2341,2671,5012,124,143,267,2478,2830,5308,702,706,1408,24849,24806,49655,1489,1197,2686,27040,26709,53749
10103,1053,2408,293,142,435,1678,1223,2901,22,14,36,949,772,1721,132,99,231,1103,885,1988,18,11,29,807,691,1498,89,63,152,914,765,1679,18,14,32,706,661,1367,81,83,164,805,758,1563,15,11,26,881,801,1682,115,97,212,1011,909,1920,14,13,27,950,929,1879,127,109,236,1091,1051,2142,18,10,28,995,948,1943,116,77,193,1129,1035,2164,19,13,32,1069,922,1991,142,88,230,1230,1023,2253,4,7,11,961,799,1760,111,57,168,1076,863,1939,4,3,7,910,789,1699,88,58,146,1002,850,1852,9,7,16,1813,1721,3534,163,144,307,1985,1872,3857,246,203,449,14059,12344,26403,1820,1287,3107,16125,13834,29959
10104,1703,3532,97,79,176,2077,1935,4012,69,65,134,992,972,1964,57,44,101,1118,1081,2199,75,83,158,1006,1034,2040,54,49,103,1135,1166,2301,64,68,132,1016,1239,2255,63,64,127,1143,1371,2514,81,96,177,1442,1555,2997,77,75,152,1600,1726,3326,77,76,153,1720,1906,3626,97,79,176,1894,2061,3955,68,96,164,2003,2170,4173,109,95,204,2180,2361,4541,54,72,126,2409,2675,5084,115,95,210,2578,2842,5420,47,55,102,2545,2709,5254,111,115,226,2703,2879,5582,45,44,89,2834,2823,5657,126,132,258,3005,2999,6004,66,68,134,7375,7839,15214,403,466,869,7844,8373,16217,1337,1398,2735,30212,31392,61604,1613,1599,3212,33162,34389,67551
10201,4613,9674,264,214,478,5592,5036,10628,180,158,338,4167,3957,8124,229,165,394,4576,4280,8856,104,122,226,3631,3747,7378,220,170,390,3955,4039,7994,105,83,188,3676,4120,7796,188,150,338,3969,4353,8322,77,80,157,4557,4926,9483,224,201,425,4858,5207,10065,85,116,201,4738,5425,10163,242,215,457,5065,5756,10821,91,120,211,5033,5635,10668,246,210,456,5370,5965,11335,95,85,180,5125,5721,10846,279,262,541,5499,6068,11567,63,61,124,4703,5127,9830,211,200,411,4977,5388,10365,36,63,99,4435,4852,9287,209,217,426,4680,5132,9812,73,97,170,12490,16155,28645,705,938,1643,13268,17190,30458,1812,1762,3574,71766,78023,149789,3738,3622,7360,77316,83407,160723
10202,4498,9171,236,199,435,5253,4999,10252,249,223,472,3604,3693,7297,135,143,278,3988,4059,8047,133,189,322,3418,3767,7185,154,104,258,3705,4060,7765,132,158,290,3501,3835,7336,133,154,287,3766,4147,7913,130,172,302,4044,4547,8591,184,161,345,4358,4880,9238,143,161,304,4310,4785,9095,204,186,390,4657,5132,9789,126,155,281,4405,4634,9039,195,158,353,4726,4947,9673,107,131,238,4305,4731,9036,179,178,357,4591,5040,9631,60,86,146,3969,4259,8228,170,130,300,4199,4475,8674,69,70,139,3810,4273,8083,156,154,310,4035,4497,8532,97,114,211,11590,14356,25946,501,707,1208,12188,15177,27365,2668,2818,5486,65368,70414,135782,2922,2895,5817,70958,76127,147085
10301,1579,3187,92,69,161,1822,1748,3570,119,95,214,1724,1609,3333,96,75,171,1939,1779,3718,81,53,134,1221,1078,2299,61,33,94,1363,1164,2527,65,46,111,1137,1085,2222,49,48,97,1251,1179,2430,58,59,117,1225,1230,2455,43,60,103,1326,1349,2675,52,47,99,1284,1351,2635,69,40,109,1405,1438,2843,23,35,58,1340,1320,2660,54,50,104,1417,1405,2822,27,22,49,1355,1356,2711,57,49,106,1439,1427,2866,19,28,47,1280,1222,2502,60,47,107,1359,1297,2656,21,21,42,1176,1130,2306,41,53,94,1238,1204,2442,30,27,57,2586,3099,5685,133,177,310,2749,3303,6052,938,850,1788,20240,19898,40138,968,896,1864,22146,21644,43790
10302,1336,2736,52,68,120,1715,1646,3361,142,154,296,1121,984,2105,81,47,128,1344,1185,2529,128,126,254,1079,1158,2237,59,51,110,1266,1335,2601,103,113,216,1147,1197,2344,58,46,104,1308,1356,2664,93,131,224,1277,1355,2632,81,63,144,1451,1549,3000,116,134,250,1452,1537,2989,65,50,115,1633,1721,3354,108,118,226,1669,1609,3278,69,69,138,1846,1796,3642,99,102,201,1784,1659,3443,77,69,146,1960,1830,3790,80,82,162,1752,1661,3413,83,62,145,1915,1805,3720,77,63,140,1765,1638,3403,79,67,146,1921,1768,3689,111,127,238,4682,5291,9973,260,305,565,5053,5723,10776,2150,2198,4348,23816,23930,47746,1206,1124,2330,27172,27252,54424
10303,1151,2401,89,62,151,1447,1307,2754,84,61,145,1007,929,1936,66,42,108,1157,1032,2189,66,52,118,1006,932,1938,61,36,97,1133,1020,2153,50,42,92,955,998,1953,60,45,105,1065,1085,2150,56,58,114,1202,1240,2442,110,70,180,1368,1368,2736,61,41,102,1359,1334,2693,100,72,172,1520,1447,2967,52,48,100,1455,1436,2891,93,63,156,1600,1547,3147,50,39,89,1530,1396,2926,75,50,125,1655,1485,3140,38,28,66,1314,1329,2643,98,59,157,1450,1416,2866,31,23,54,1474,1357,2831,82,62,144,1587,1442,3029,48,40,88,3462,3765,7227,234,266,500,3744,4071,7815,990,860,1850,19826,19302,39128,1363,1037,2400,22179,21199,43378
10304,1698,3342,100,73,173,1892,1925,3817,103,103,206,1448,1436,2884,90,65,155,1641,1604,3245,62,79,141,1477,1525,3002,84,67,151,1623,1671,3294,51,67,118,1425,1488,2913,105,50,155,1581,1605,3186,69,69,138,1609,1626,3235,105,86,191,1783,1781,3564,64,105,169,1637,1685,3322,103,80,183,1804,1870,3674,79,74,153,1683,1721,3404,90,61,151,1852,1856,3708,47,39,86,1670,1734,3404,73,42,115,1790,1815,3605,28,32,60,1592,1519,3111,73,49,122,1693,1600,3293,28,25,53,1479,1496,2975,79,53,132,1586,1574,3160,38,41,79,3408,4060,7468,164,182,346,3610,4283,7893,1256,1282,2538,24422,25074,49496,1388,1136,2524,27066,27492,54558
