SA4_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
111,..,924,146,1071,14,1084,..,277,17,297,0,294,..,506,25,529,5,533,..,286,24,318,7,321,..,214,17,232,3,235,..,320,28,347,3,351,..,350,30,375,3,377,..,1956,143,2094,19,2118,..,1196,166,1364,25,1383,..,257,29,290,0,290,..,420,164,583,11,590,..,1369,265,1637,15,1645,..,62,9,65,0,65,..,259,33,293,0,296,..,508,46,551,3,555,..,207,18,223,0,220,..,341,15,363,6,363,..,294,61,349,3,351,..,331,15,345,8,351,..,224,17,237,6,239,..,586,18,607,9,616,..,190,9,197,0,201,..,1330,58,1385,26,1412,..,803,84,888,6,896,..,302,27,327,0,334,..,382,121,510,3,512,..,67,9,80,0,80,..,456,178,638,3,637,..,3527,779,4313,112,4419,..,20555,3490,24044,304,24344,..,866,100,970,16166,17138,317626,21421,3591,25011,16473,359106
112,..,192,0,189,4,194,..,35,0,35,0,33,..,136,3,133,0,133,..,351,60,411,12,422,..,39,0,41,0,41,..,53,8,60,0,60,..,87,3,94,0,94,..,701,75,771,9,786,..,831,72,898,23,923,..,499,83,581,8,593,..,61,25,83,0,83,..,14,0,14,3,14,..,42,0,42,0,42,..,26,3,31,0,31,..,97,3,103,0,103,..,72,7,75,0,83,..,34,0,36,0,33,..,26,3,32,0,32,..,190,9,195,0,196,..,119,9,123,4,129,..,323,9,327,4,330,..,62,0,62,0,60,..,687,23,707,8,719,..,578,33,606,7,616,..,23,0,27,0,27,..,301,34,336,3,339,..,43,4,43,0,43,..,119,31,154,0,153,..,1823,247,2075,57,2134,..,9077,912,9989,185,10181,..,713,59,771,18564,19332,210091,9788,967,10756,18755,239604
113,..,120,4,120,0,125,..,109,3,109,3,109,..,226,22,248,0,249,..,783,219,1001,7,1013,..,106,8,109,0,115,..,154,23,179,0,181,..,347,84,432,10,439,..,1719,360,2081,22,2100,..,2005,368,2368,47,2412,..,42,7,44,0,44,..,77,41,121,0,121,..,13,0,13,0,13,..,22,3,25,0,25,..,78,28,100,0,104,..,31,0,32,0,32,..,29,3,32,0,32,..,244,36,283,14,294,..,24,0,25,0,30,..,326,16,336,0,340,..,27,3,26,0,26,..,361,9,377,0,376,..,101,18,122,3,120,..,813,41,855,4,862,..,189,25,217,10,224,..,111,32,146,0,145,..,86,22,103,0,103,..,71,57,131,0,129,..,100,27,125,5,128,..,2055,553,2608,55,2669,..,9461,2183,11643,186,11825,..,389,37,419,12185,12609,131503,9846,2213,12062,12372,155934
114,..,403,43,443,9,455,..,43,3,47,0,51,..,112,4,118,3,118,..,85,4,88,3,90,..,31,0,31,0,31,..,13,0,13,0,13,..,228,15,242,0,242,..,518,24,544,3,549,..,572,59,630,14,643,..,92,14,101,3,108,..,34,20,51,3,54,..,85,18,104,0,104,..,126,3,130,0,127,..,25,0,25,3,31,..,122,12,134,3,142,..,57,13,62,0,67,..,27,0,28,0,28,..,79,12,87,8,95,..,75,0,75,0,75,..,84,3,89,0,89,..,208,7,222,0,218,..,46,0,46,0,48,..,415,13,423,3,428,..,318,35,355,0,350,..,18,0,18,0,18,..,141,41,187,0,189,..,31,4,35,0,35,..,101,39,134,3,140,..,892,147,1037,31,1064,..,5817,799,6616,102,6714,..,396,19,418,9975,10390,130255,6213,821,7035,10075,147363
115,..,1098,86,1181,14,1196,..,595,20,619,0,619,..,3533,92,3623,24,3642,..,1373,126,1501,9,1507,..,1771,54,1826,11,1841,..,1111,49,1161,14,1182,..,1377,62,1439,0,1439,..,9764,398,10165,56,10226,..,2071,192,2264,22,2283,..,316,20,337,0,341,..,2815,964,3787,34,3818,..,81,7,84,3,91,..,848,48,898,3,900,..,2133,253,2383,18,2402,..,571,26,596,10,611,..,507,50,557,0,559,..,33,3,32,0,32,..,338,34,371,0,371,..,829,12,849,3,851,..,991,67,1063,6,1070,..,1278,18,1300,4,1301,..,119,0,119,0,119,..,3220,108,3320,14,3336,..,1559,124,1679,9,1683,..,2167,69,2234,11,2247,..,268,84,351,0,356,..,424,32,457,0,457,..,559,92,650,6,654,..,4256,578,4839,107,4948,..,54908,8002,62910,484,63396,..,507,61,563,7646,8212,156141,55411,8065,63477,8128,227739
116,..,1704,271,1973,22,1997,..,3154,250,3412,23,3432,..,12860,693,13555,129,13689,..,10761,1251,12015,96,12107,..,2030,110,2135,5,2143,..,4886,586,5470,68,5538,..,7249,789,8035,83,8116,..,40947,3674,44624,396,45020,..,1699,224,1921,13,1934,..,170,22,191,0,191,..,1197,669,1862,20,1879,..,229,40,265,3,266,..,2130,220,2351,23,2376,..,1514,392,1911,21,1923,..,909,185,1091,14,1105,..,552,77,622,15,639,..,3373,349,3718,74,3796,..,774,168,939,7,953,..,6281,165,6452,53,6500,..,1437,187,1626,5,1632,..,13008,448,13455,136,13591,..,580,25,606,6,611,..,21308,825,22129,200,22327,..,2555,444,2997,21,3020,..,4609,593,5204,36,5237,..,415,119,532,4,535,..,1881,522,2400,29,2427,..,902,303,1199,20,1224,..,16575,3404,19976,439,20415,..,121295,17144,138435,1515,139947,..,1042,268,1308,16554,17859,181836,122328,17411,139739,18063,339637
117,..,5217,1683,6898,51,6946,..,1923,164,2085,32,2120,..,1761,50,1807,13,1824,..,227,10,237,3,243,..,271,4,280,4,279,..,377,20,393,3,393,..,1097,72,1168,8,1182,..,5659,320,5978,64,6039,..,3183,339,3526,29,3557,..,1760,378,2134,23,2157,..,2504,1044,3543,27,3574,..,511,124,638,12,645,..,289,25,317,19,329,..,760,61,822,8,832,..,721,57,773,12,781,..,1952,590,2550,15,2561,..,139,12,149,0,147,..,752,93,847,4,859,..,911,33,942,13,957,..,6107,706,6815,43,6861,..,1365,38,1407,13,1417,..,469,23,488,0,490,..,8853,799,9653,70,9724,..,5269,560,5823,58,5879,..,487,15,507,0,506,..,4968,2556,7528,64,7593,..,1138,277,1415,16,1430,..,3579,1446,5022,29,5051,..,8865,1686,10554,186,10734,..,92617,20139,112758,947,113701,..,688,131,815,32284,33099,168746,93303,20270,113572,33227,315551
118,..,5226,655,5881,55,5938,..,462,38,500,4,507,..,680,16,695,3,696,..,169,8,174,0,177,..,196,3,199,0,199,..,214,7,217,0,217,..,397,25,425,3,429,..,2117,99,2218,12,2228,..,3085,238,3323,38,3362,..,931,119,1045,10,1055,..,695,187,885,4,887,..,135,10,141,0,141,..,222,21,241,8,250,..,579,36,614,8,627,..,842,80,925,5,934,..,3208,599,3802,17,3817,..,50,4,51,0,51,..,454,50,501,5,509,..,448,9,451,3,457,..,2327,210,2535,14,2555,..,763,20,779,9,790,..,527,21,546,5,547,..,4060,255,4319,30,4346,..,3996,370,4365,29,4397,..,191,0,191,0,196,..,803,155,959,6,961,..,293,36,332,3,329,..,816,136,953,3,956,..,9507,919,10427,144,10569,..,60258,7558,67820,539,68359,..,667,68,736,23255,23986,174685,60924,7626,68556,23798,267037
119,..,28260,5710,33976,334,34311,..,10640,1149,11796,68,11857,..,4361,234,4593,37,4632,..,1404,166,1567,11,1576,..,352,16,372,5,380,..,6345,640,6983,68,7053,..,12601,774,13372,96,13463,..,35704,2981,38688,285,38969,..,7617,1189,8801,129,8933,..,1044,173,1218,10,1229,..,2825,1952,4780,45,4826,..,9230,1973,11204,123,11328,..,668,61,734,9,741,..,629,134,766,15,774,..,922,134,1055,7,1063,..,1327,217,1548,10,1553,..,1334,120,1453,19,1471,..,1490,237,1729,19,1745,..,2125,58,2187,14,2199,..,5846,910,6750,47,6795,..,4273,137,4409,32,4448,..,537,66,599,3,606,..,12775,1171,13951,100,14044,..,5626,928,6559,90,6646,..,818,65,884,6,897,..,1891,576,2471,38,2501,..,1372,262,1638,17,1653,..,16370,7966,24339,147,24486,..,16961,4577,21540,639,22176,..,261721,67151,328871,3117,331986,..,1485,598,2080,28604,30688,208749,263204,67746,330947,31725,571416
120,..,5338,1326,6668,58,6726,..,857,37,892,5,897,..,3575,144,3721,23,3741,..,538,48,579,0,584,..,273,3,278,3,278,..,716,29,750,6,755,..,5981,300,6289,49,6332,..,11947,566,12506,88,12598,..,11047,2310,13356,125,13488,..,839,145,981,13,991,..,5721,3323,9043,96,9139,..,261,34,295,3,293,..,237,19,260,0,258,..,569,74,646,7,654,..,755,105,862,9,862,..,785,85,870,8,877,..,101,3,108,0,108,..,588,70,655,4,662,..,1005,32,1038,6,1039,..,1157,94,1247,14,1266,..,1444,35,1485,18,1504,..,222,11,237,0,237,..,3836,169,4000,42,4046,..,3129,399,3529,53,3579,..,2927,288,3216,23,3242,..,1251,492,1748,8,1752,..,827,143,970,7,974,..,2737,637,3368,14,3385,..,8118,1365,9484,224,9708,..,99227,22997,122222,1085,123309,..,608,168,777,17259,18032,151957,99837,23159,122998,18345,293301
121,..,1413,115,1533,18,1551,..,636,32,661,3,667,..,3635,117,3747,24,3773,..,861,52,915,7,928,..,839,8,849,3,849,..,697,42,735,3,737,..,3325,192,3513,28,3539,..,9987,441,10422,70,10491,..,2559,241,2801,42,2842,..,4124,977,5105,33,5136,..,5906,2229,8133,75,8205,..,245,26,272,4,270,..,43,0,40,0,46,..,3383,390,3773,40,3811,..,1043,59,1100,0,1101,..,1683,197,1879,8,1887,..,41,0,40,0,40,..,424,29,448,3,456,..,1154,23,1169,5,1176,..,1483,98,1577,12,1589,..,1684,26,1708,19,1722,..,279,3,285,0,284,..,4594,150,4740,36,4774,..,3643,265,3904,30,3929,..,1065,44,1105,9,1115,..,1367,356,1727,13,1736,..,310,30,337,0,339,..,1161,199,1361,6,1365,..,8847,1195,10046,247,10294,..,98007,17621,115626,944,116573,..,772,107,883,18408,19293,269493,98781,17730,116514,19352,405356
122,..,888,64,946,16,966,..,116,0,116,3,124,..,464,24,483,0,486,..,526,64,591,0,596,..,57,0,59,0,59,..,75,9,79,0,79,..,675,47,715,3,724,..,1907,144,2047,10,2058,..,2988,372,3359,39,3396,..,989,132,1120,14,1135,..,577,247,829,11,835,..,130,12,142,0,142,..,40,0,40,0,40,..,564,53,616,10,626,..,443,32,477,3,478,..,524,70,600,0,600,..,70,0,72,0,74,..,989,163,1156,4,1162,..,371,11,378,3,382,..,402,44,439,7,443,..,799,24,825,5,835,..,84,6,88,0,91,..,1657,81,1742,19,1759,..,2077,121,2199,26,2220,..,81,0,85,0,85,..,547,101,650,6,661,..,138,19,161,0,158,..,383,87,468,8,476,..,7722,967,8693,115,8807,..,33698,4127,37825,378,38204,..,590,59,641,12252,12894,201772,34284,4188,38470,12629,252878
123,..,1125,167,1295,9,1305,..,4299,368,4669,28,4693,..,3852,190,4042,45,4090,..,1127,122,1248,10,1263,..,467,19,488,0,489,..,1396,96,1490,18,1509,..,2352,232,2588,19,2603,..,13503,1029,14526,125,14658,..,1443,136,1574,13,1590,..,104,11,117,3,124,..,161,73,232,0,238,..,380,40,417,8,426,..,439,22,456,10,466,..,240,43,283,0,285,..,644,87,731,3,729,..,414,88,501,0,504,..,3146,292,3441,73,3516,..,532,84,622,4,622,..,1159,39,1198,3,1205,..,614,68,679,8,687,..,2426,90,2518,19,2533,..,287,15,302,0,299,..,4485,205,4697,38,4732,..,3097,408,3504,41,3547,..,578,41,616,6,624,..,483,155,636,11,641,..,264,34,304,3,309,..,972,384,1347,13,1365,..,7248,1501,8752,221,8970,..,49534,6814,56344,697,57044,..,700,114,818,12935,13750,191267,50235,6929,57167,13630,262064
124,..,1285,186,1473,11,1485,..,376,12,388,3,393,..,1767,82,1847,21,1871,..,1496,189,1682,13,1699,..,465,24,484,0,484,..,757,73,834,14,845,..,858,102,961,18,973,..,5719,478,6200,73,6269,..,1470,154,1624,20,1644,..,216,27,239,0,239,..,350,139,484,9,491,..,295,42,335,7,340,..,1530,108,1639,20,1652,..,356,67,426,0,422,..,595,59,658,10,668,..,349,39,382,3,384,..,1032,69,1099,27,1126,..,382,57,432,0,435,..,1107,29,1137,17,1147,..,342,27,365,3,366,..,2190,68,2258,28,2289,..,215,11,226,0,226,..,3852,132,3983,47,4028,..,1650,190,1843,13,1857,..,451,40,489,3,491,..,430,116,543,8,550,..,543,89,640,5,640,..,492,117,608,0,605,..,5681,1013,6690,159,6851,..,34717,4338,39058,489,39546,..,706,88,791,16104,16900,250484,35417,4428,39849,16595,306933
125,..,2654,546,3199,39,3238,..,2680,206,2885,16,2899,..,11666,628,12292,95,12391,..,5014,493,5512,46,5553,..,1507,69,1577,7,1590,..,5929,567,6492,80,6575,..,15206,1385,16588,116,16705,..,42000,3354,45354,360,45711,..,3102,457,3559,46,3600,..,506,105,610,3,616,..,8773,5272,14043,115,14154,..,251,74,325,3,328,..,1409,156,1562,26,1585,..,3711,1661,5377,51,5424,..,902,120,1023,11,1036,..,990,170,1165,5,1169,..,911,101,1014,25,1035,..,850,146,999,8,1009,..,2203,78,2276,17,2298,..,1848,216,2060,23,2080,..,4013,120,4134,32,4171,..,408,27,435,0,435,..,8472,440,8909,77,8983,..,3413,593,4011,54,4065,..,9708,1248,10950,86,11043,..,928,293,1220,15,1232,..,6086,1733,7821,91,7915,..,6945,2970,9911,48,9965,..,25905,7035,32942,714,33656,..,207030,55087,262117,2508,264622,..,1189,537,1729,26082,27809,155954,208222,55625,263845,28589,448391
126,..,1386,177,1560,11,1569,..,696,41,736,6,747,..,2704,99,2800,15,2815,..,563,47,607,6,614,..,847,30,880,0,882,..,556,17,577,6,582,..,1451,58,1509,7,1522,..,6822,291,7114,40,7154,..,2721,367,3085,35,3125,..,888,146,1031,4,1039,..,5749,2743,8490,77,8564,..,161,21,185,7,190,..,92,15,106,0,106,..,1280,246,1522,16,1538,..,384,35,422,3,424,..,602,122,725,3,728,..,15,0,15,0,15,..,356,43,394,3,403,..,801,17,815,11,821,..,1310,92,1403,7,1408,..,1121,20,1140,4,1148,..,214,5,219,0,222,..,3445,132,3577,23,3601,..,1424,151,1571,15,1591,..,1428,51,1476,11,1489,..,513,147,656,0,657,..,235,36,270,3,277,..,940,131,1070,12,1079,..,5794,917,6710,136,6848,..,66881,14657,81539,619,82155,..,427,81,507,6762,7269,92694,67310,14736,82045,7382,182119
127,..,3530,541,4075,39,4107,..,952,81,1040,7,1045,..,9130,467,9598,103,9699,..,1062,124,1185,11,1197,..,360,11,372,4,373,..,2187,158,2336,29,2370,..,2096,172,2270,19,2291,..,15780,1024,16801,175,16972,..,8411,1572,9984,116,10099,..,160,10,173,3,174,..,202,121,318,0,326,..,2799,519,3319,52,3366,..,1597,115,1716,22,1740,..,833,346,1173,19,1194,..,1220,238,1457,11,1468,..,501,183,678,9,687,..,3377,333,3717,101,3817,..,6772,1984,8752,111,8863,..,1627,77,1698,9,1708,..,1080,123,1202,10,1216,..,3597,103,3700,45,3745,..,416,74,492,9,499,..,6717,377,7092,69,7165,..,9269,1979,11245,121,11368,..,978,97,1073,7,1075,..,1003,485,1485,17,1510,..,2223,412,2634,29,2660,..,29820,17823,47643,256,47897,..,38002,13622,51626,747,52366,..,179327,59357,238686,2472,241162,..,1089,388,1479,21190,22673,142130,180416,59750,240169,23660,405962
128,..,3757,345,4099,29,4134,..,117,9,129,0,130,..,382,17,391,5,398,..,192,14,207,0,214,..,74,0,77,0,75,..,94,3,97,0,97,..,425,28,455,3,461,..,1278,72,1352,13,1365,..,1647,126,1775,18,1790,..,360,46,407,4,409,..,163,57,222,0,222,..,984,92,1078,14,1090,..,186,10,198,4,205,..,122,7,127,0,127,..,446,43,488,5,492,..,850,147,999,7,999,..,59,0,65,3,67,..,292,21,312,5,318,..,291,7,298,3,298,..,387,27,413,3,415,..,453,14,466,3,466,..,71,3,77,3,80,..,1204,51,1253,12,1264,..,1472,129,1601,15,1614,..,62,0,62,0,62,..,333,73,407,3,412,..,139,16,157,0,157,..,372,61,440,9,446,..,2675,427,3099,94,3197,..,24731,3317,28047,298,28344,..,475,32,506,7895,8400,181129,25206,3351,28560,8192,217880
197,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,16,16,0,16,..,3,0,3,0,5,..,48,44,90,0,92,..,3,0,4,41,44,279,54,46,96,40,412
199,..,34,0,36,0,36,..,16,3,20,0,20,..,51,4,55,0,55,..,15,3,18,0,18,..,6,0,6,0,6,..,37,8,38,0,38,..,36,0,32,0,32,..,157,17,173,0,173,..,55,3,54,0,61,..,14,3,16,0,16,..,27,11,36,0,36,..,10,0,10,0,10,..,3,0,3,0,3,..,16,3,16,0,16,..,8,0,8,0,8,..,15,5,19,0,19,..,35,0,35,0,35,..,8,0,9,0,9,..,22,0,22,0,22,..,28,3,31,0,31,..,28,0,28,0,28,..,8,0,8,0,8,..,88,3,91,0,91,..,83,15,96,3,98,..,12,0,12,0,12,..,22,10,32,0,32,..,24,3,26,0,26,..,61,21,80,0,80,..,243,41,283,8,286,..,1495,314,1803,19,1822,..,36,9,43,3211,3251,7212,1529,320,1848,3230,12288
