SA4_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
101,3913,27501,30175,11044,6178,78820,3492,82309
102,8388,44315,42414,13703,7415,116232,4810,121048
103,4604,24317,27034,9797,5520,71274,3471,74746
104,2995,19581,18526,5608,2664,49376,2237,51614
105,3252,14203,13883,5050,2665,39053,2191,41240
106,4411,30351,35917,12529,6993,90197,3695,93894
107,8319,36203,37591,12458,6796,101370,3924,105288
108,5027,32622,28886,8827,4075,79444,3897,83341
109,2761,15177,16012,5214,2666,41834,2008,43846
110,4165,22278,23423,8435,4762,63064,3240,66307
111,9874,47647,50064,15654,7693,130923,4578,135506
112,5192,34412,32864,9787,4731,86985,3969,90951
113,3112,18079,20478,7267,4050,52990,2526,55512
114,2510,20713,20362,6463,3468,53513,2381,55891
115,1647,15907,30342,12031,8461,68386,1426,69816
116,7155,33106,38708,12916,6337,98224,3693,101918
117,40413,55161,19338,3315,1319,119555,5120,124676
118,17118,43328,26576,5764,2340,95119,3697,98825
119,21770,71909,56834,17849,9278,177632,6774,184401
120,14870,47204,29652,6776,3065,101565,3396,104952
121,14867,62556,48782,12150,5157,143515,3201,146713
122,5764,30833,34013,9849,4975,85428,2508,87940
123,4611,25026,30961,11922,7580,80097,2625,82721
124,6411,34183,38329,13513,8451,100884,3282,104168
125,15991,55189,44517,13065,6806,135572,5295,140867
126,6245,25503,21192,5608,2630,61168,1607,62777
127,9931,34870,40562,16848,10069,112275,4610,116885
128,4324,23976,30415,9607,5867,74188,1974,76169
197,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0
