SA4_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
101,10,342,588,746,675,548,160,33,3102,7,101,194,316,391,246,48,10,1313,223,1232,1501,1459,1564,1270,425,131,7802,178,762,1161,1452,1321,1003,359,78,6321,1650,3702,3844,4655,4609,3330,1494,365,23651,192,147,105,142,124,77,28,4,823,100,144,215,235,295,291,128,36,1436,1940,3992,4167,5029,5035,3693,1649,403,25915,33,73,70,80,110,104,56,18,530,1356,1270,1396,1662,1661,1640,1168,462,10625,3746,7780,9079,10746,10757,8499,3859,1142,55606,17,455,656,735,649,333,60,17,2924,36,307,490,530,659,326,59,3,2411,498,2305,2631,2431,2180,1268,427,111,11853,374,1295,1701,2102,2071,1282,462,141,9424,1186,2174,2181,2299,1751,705,192,61,10555,314,266,251,313,293,163,27,15,1641,157,221,363,608,695,543,183,62,2837,1654,2656,2798,3217,2740,1417,400,140,15030,32,64,70,118,186,174,89,31,758,1204,959,1072,1455,1695,1901,1547,1039,10859,3807,8037,9423,10580,10188,6702,3040,1481,53261,27,796
102,16,377,662,681,659,514,191,58,3153,13,110,218,272,342,196,74,23,1248,537,2182,2412,1902,1898,1383,587,187,11083,327,1364,2090,2091,1735,1217,559,206,9583,2407,5920,6169,6963,6288,4918,2729,881,36265,293,231,192,183,149,115,35,6,1203,157,267,297,424,501,508,212,71,2439,2855,6415,6661,7570,6939,5540,2980,962,39916,44,100,132,168,157,164,117,47,921,1464,1265,1342,1617,1657,1762,1539,946,11596,5265,11809,13499,14297,13382,10773,6042,2426,77497,35,605,822,742,629,317,71,24,3239,47,356,495,497,583,282,79,17,2350,842,3848,4052,2961,2521,1414,540,136,16325,882,2476,3134,3255,2706,1743,685,210,15087,2386,3994,3775,3810,2666,1175,348,139,18292,481,357,442,464,426,234,46,25,2478,287,393,588,885,1014,840,321,122,4450,3156,4745,4802,5158,4101,2248,722,288,25215,47,121,144,235,355,383,170,85,1539,1389,1121,1301,1662,1914,2484,2468,1954,14282,6391,13274,14744,14517,12811,8857,4732,2719,78043,50,984
103,3,193,302,331,359,267,74,14,1549,7,86,137,172,206,123,28,6,767,241,1214,1206,1008,978,680,208,60,5595,125,596,857,1021,930,627,232,65,4447,1953,4141,3814,4143,3693,2572,1166,290,21764,222,192,128,152,112,53,26,0,891,97,147,203,226,300,278,103,9,1359,2273,4478,4140,4520,4106,2902,1292,299,24013,32,64,67,56,73,94,47,17,448,1779,1603,1457,1675,1597,1690,1101,407,11295,4458,8233,8168,8773,8243,6387,2980,871,48120,14,361,444,356,354,166,34,7,1730,33,244,325,317,382,197,49,17,1557,520,2505,2382,1771,1458,849,301,103,9882,355,1169,1375,1570,1606,988,407,141,7618,1496,2403,2173,2160,1342,568,147,76,10365,359,307,308,335,267,149,46,15,1789,201,269,362,565,592,417,142,48,2595,2050,2978,2843,3062,2202,1136,337,138,14744,33,48,65,110,174,155,65,37,705,1435,973,1105,1442,1567,1800,1481,741,10549,4447,8280,8548,8621,7740,5290,2676,1178,46789,17,550
104,3,78,180,214,231,217,64,21,1014,0,43,79,118,200,127,31,12,608,128,695,876,735,986,632,208,67,4333,79,351,586,700,824,620,244,64,3476,938,2044,2154,2788,3154,2405,1138,313,14947,191,101,80,81,86,59,19,8,628,64,94,117,168,232,205,99,28,1010,1193,2248,2355,3035,3476,2668,1262,347,16580,19,37,31,59,64,61,36,13,328,802,692,713,852,1069,1026,774,378,6304,2224,4131,4822,5717,6858,5355,2631,897,32640,10,170,233,251,263,160,36,6,1124,12,113,191,241,323,127,39,3,1059,242,1273,1590,1284,1407,716,239,80,6827,230,794,968,1336,1418,824,300,82,5949,856,1383,1472,1647,1376,471,129,65,7399,215,195,195,215,241,139,14,3,1212,107,170,242,367,494,378,133,50,1942,1178,1742,1901,2227,2113,987,281,122,10555,23,47,53,81,126,143,58,27,544,712,532,622,878,1094,1182,1123,747,6881,2399,4667,5560,6297,6740,4145,2064,1071,32938,16,240
105,3,136,148,107,100,54,11,4,575,0,53,70,77,83,40,3,0,331,116,699,544,428,405,224,58,16,2490,54,315,428,491,431,229,88,28,2059,1023,2150,1836,2038,1980,1292,545,150,11015,117,92,73,86,59,32,4,0,460,51,81,115,133,127,110,39,9,666,1188,2325,2026,2253,2166,1437,587,159,12142,7,40,21,43,40,39,16,3,209,972,1114,906,991,1038,955,611,271,6858,2343,4679,4155,4388,4261,2984,1378,487,24664,13,241,192,165,132,43,9,4,801,11,144,149,155,168,59,3,0,702,295,1501,1178,870,694,347,121,52,5053,202,675,666,853,765,361,163,39,3717,758,1320,1165,1150,809,298,61,25,5584,175,192,170,198,146,72,19,0,967,100,136,157,241,285,163,64,18,1163,1027,1649,1494,1581,1240,527,138,45,7710,15,38,30,56,87,63,31,10,333,813,812,714,925,1004,1001,883,474,6637,2376,5068,4418,4605,4095,2396,1363,629,24951,12,381
106,6,206,327,407,366,270,85,11,1682,0,64,134,154,227,130,42,8,754,246,1150,1259,1059,1189,909,296,66,6165,204,890,1394,1487,1311,879,334,82,6584,2528,6276,6114,6345,5397,3864,1705,397,32620,281,258,167,115,107,71,22,0,1029,110,220,223,270,334,334,178,37,1701,2908,6751,6501,6730,5843,4272,1904,432,35344,34,68,80,99,102,100,48,19,539,1569,1664,1585,1610,1581,1588,1075,461,11135,4972,10799,11276,11546,10620,8149,3789,1073,62213,21,405,445,370,351,165,29,11,1791,28,238,334,342,393,157,31,10,1516,535,2592,2544,1742,1628,923,321,91,10381,610,1815,2083,2152,1902,1087,383,105,10132,2223,4053,3406,3099,1863,755,176,75,15652,514,495,434,401,319,151,24,4,2351,243,365,454,751,713,551,159,56,3291,2983,4907,4296,4253,2897,1461,359,136,21293,44,90,107,159,215,183,77,44,909,1315,1253,1192,1443,1715,1930,1525,935,11313,5523,11297,11000,10462,9106,5902,2720,1326,57336,26,606
107,59,1073,1129,958,936,569,155,35,4916,29,230,300,273,385,179,49,15,1461,1142,3132,2696,2116,1924,1101,391,108,12617,585,1557,1989,2026,1600,941,310,106,9109,2713,5534,5619,5991,5444,3796,2078,598,31768,268,223,150,134,107,69,28,6,986,150,231,306,353,413,362,163,66,2042,3121,5989,6080,6478,5960,4231,2265,671,34799,86,117,144,130,141,139,71,22,851,1344,1227,1140,1311,1344,1395,1202,577,9535,6363,13329,13478,13287,12293,8550,4456,1533,73292,88,1243,1300,1020,840,377,75,11,4956,85,615,608,537,633,246,70,14,2808,1503,4507,4101,2673,2203,1102,372,105,16566,977,2306,2660,2670,2237,1236,439,126,12658,2077,3507,2943,3070,1909,671,218,110,14495,412,305,407,410,336,163,47,18,2098,286,334,604,879,913,608,257,93,3978,2776,4145,3957,4357,3160,1435,521,222,20573,73,125,143,192,275,249,132,48,1235,1320,1111,1072,1325,1568,1762,1657,1140,10963,6823,14059,13844,12771,10920,6418,3267,1655,69760,143,2320
108,4,135,215,243,339,316,107,23,1378,3,47,110,130,232,189,48,16,772,134,754,968,999,1277,1068,396,127,5720,91,423,759,997,1206,1093,449,145,5159,1379,2798,3358,4394,5091,4530,2339,648,24541,233,167,164,123,137,103,31,8,971,87,140,197,258,381,350,203,64,1683,1702,3103,3719,4773,5611,4986,2577,719,27194,27,26,67,74,106,140,83,24,535,1232,977,984,1362,1683,1939,1487,771,10425,3188,5466,6818,8568,10451,9733,5141,1819,51192,9,226,307,304,337,192,43,0,1428,16,160,233,317,463,227,73,12,1500,268,1468,1842,1604,1771,1174,422,114,8664,335,996,1472,1939,2187,1416,587,154,9093,1259,2105,2241,2609,2195,910,271,103,11686,294,288,290,360,367,239,46,17,1898,172,246,369,613,819,733,270,96,3321,1720,2641,2901,3586,3381,1884,584,211,16914,16,30,70,125,237,270,138,53,943,1073,756,847,1288,1771,2379,2038,1436,11590,3446,6272,7669,9165,10147,7544,3888,1989,50117,15,358
109,0,113,173,138,149,85,28,3,692,7,50,74,111,117,68,8,0,436,114,693,742,549,554,309,106,27,3102,87,473,514,553,561,405,163,38,2792,1103,2193,2033,2192,2247,1586,708,209,12278,109,100,58,66,47,28,4,3,424,51,73,87,144,132,130,58,21,697,1270,2367,2187,2399,2427,1744,772,230,13401,19,29,32,29,45,40,34,7,238,789,613,597,744,931,960,696,302,5634,2293,4339,4315,4523,4784,3610,1813,606,26287,20,210,245,210,152,63,15,7,922,15,189,204,228,234,88,10,6,967,302,1425,1370,934,793,461,168,38,5487,241,793,776,954,924,509,207,63,4464,838,1306,1194,1223,963,382,102,30,6038,149,176,173,160,158,63,20,3,904,101,131,177,260,267,185,75,14,1207,1094,1614,1539,1639,1386,634,198,51,8151,12,28,37,60,72,81,48,24,358,691,571,605,736,978,1050,988,519,6139,2374,4821,4777,4743,4548,2887,1629,705,26493,21,322
110,10,253,348,348,338,272,108,26,1711,0,91,106,143,148,91,30,3,619,233,1033,1019,875,874,543,190,42,4809,91,493,774,827,775,527,189,44,3725,1555,3214,2846,3123,3133,2147,950,192,17166,217,155,115,117,81,44,20,6,757,107,159,156,219,196,176,87,14,1125,1875,3528,3116,3460,3417,2375,1055,213,19040,53,86,52,42,62,63,44,7,414,1468,1165,1159,1336,1496,1462,997,342,9425,3735,6655,6570,7045,7110,5326,2613,683,39744,15,376,431,415,341,158,45,11,1782,20,227,282,316,344,136,41,11,1373,474,2131,1999,1480,1298,812,291,93,8584,310,973,1195,1467,1445,835,336,100,6671,1288,2033,1795,1844,1358,521,106,34,8980,285,259,242,263,248,148,36,7,1489,168,209,309,475,513,375,110,43,2193,1737,2504,2347,2582,2122,1039,256,82,12669,40,69,51,88,124,149,78,38,640,1315,1004,1021,1356,1526,1609,1311,731,9871,3912,7283,7329,7703,7204,4747,2356,1062,41584,27,628
