SA4_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
101,19179,1689,1121,217,31,13,167,22418
102,30757,2925,1875,389,66,36,263,36311
103,17980,1412,1115,211,29,22,210,20978
104,10633,1002,679,203,24,12,108,12652
105,8864,676,562,167,25,19,153,10463
106,24835,2278,1630,361,65,25,264,29469
107,30393,2304,1437,340,53,20,210,34748
108,15103,1481,969,263,39,24,213,18091
109,9862,733,522,105,13,6,104,11353
110,14895,1185,838,200,30,31,185,17361
111,34294,2974,1679,412,69,26,260,39725
112,19406,1683,1011,246,32,17,197,22588
113,14144,945,758,164,21,12,144,16193
114,11691,1146,693,166,20,21,153,13898
115,33933,1636,950,415,37,16,77,37064
116,44193,2426,1623,977,84,48,204,49547
117,18737,1158,378,209,17,9,82,20590
118,25349,1243,479,160,8,7,57,27306
119,68664,3037,1615,1169,81,33,216,74823
120,32126,1449,504,306,16,10,71,34482
121,51976,2171,835,372,22,20,95,55487
122,31939,1744,765,234,26,9,77,34793
123,30891,2255,1684,612,67,41,227,35779
124,33098,2861,1848,486,81,37,225,38652
125,55694,2189,1096,895,61,38,161,60135
126,23285,878,349,254,15,4,52,24831
127,51327,2419,1593,1069,87,61,215,56770
128,28117,1625,826,210,9,10,65,30866
197,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0
