SA4_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
111,0,63,0,62,..,438,8,444,7,453,..,391,41,434,5,439,..,158,9,166,0,173,..,122,55,177,0,181,..,40,7,43,0,43,..,208,75,284,0,284,..,1766,383,2149,57,2208,..,9879,1552,11426,151,11582,..,430,40,471,7875,8347,156106,10305,1589,11896,8032,176033,161519,..,..,..,..,161519,..,140,3,142,0,145,..,302,109,407,7,411,..,45,0,45,4,47,..,372,111,488,4,485,..,1076,290,1369,5,1372,..,105,40,145,0,147,..,1551,440,1994,10,2006,..,148,28,177,0,177,..,179,8,186,0,187,..,264,7,274,0,269,..,447,10,464,7,464,..,451,96,546,11,560,..,128,13,144,0,146,..,245,12,253,0,256,..,119,9,130,3,134,..,106,7,115,3,118,..,112,14,129,0,128,..,171,15,191,3,192,..,887,77,963,13,973,..,603,105,709,9,717,..,152,17,169,0,169,..,222,78,299
112,0,20,0,20,..,175,4,176,5,181,..,265,17,279,5,287,..,13,0,15,0,15,..,93,10,96,3,100,..,23,4,26,0,26,..,45,18,61,0,61,..,879,125,1006,31,1038,..,4086,423,4512,92,4604,..,331,34,361,9162,9526,102133,4423,454,4877,9254,116256,107960,..,..,..,..,107960,..,63,3,68,0,68,..,33,4,39,0,39,..,72,3,76,4,81,..,79,27,108,4,114,..,203,68,266,3,270,..,22,0,27,0,28,..,304,100,403,4,411,..,21,3,27,0,27,..,177,0,178,5,182,..,334,18,357,3,358,..,575,10,583,7,590,..,95,0,95,0,93,..,19,0,19,0,19,..,60,0,63,0,63,..,168,29,198,8,201,..,18,0,18,0,18,..,20,4,25,0,25,..,36,0,44,0,44,..,324,38,359,7,366,..,404,45,451,11,464,..,293,49,336,6,340,..,30,11,48
113,8,63,3,67,..,389,19,413,0,418,..,95,13,103,5,110,..,62,24,85,0,85,..,17,5,27,0,27,..,45,29,73,0,73,..,52,15,64,5,63,..,1104,335,1439,32,1466,..,4870,1091,5959,93,6051,..,169,26,193,6660,6858,64816,5040,1115,6153,6750,77726,66680,..,..,..,..,66680,..,128,0,130,0,130,..,152,21,175,0,177,..,48,0,47,3,47,..,89,51,141,7,147,..,184,199,383,6,392,..,16,9,30,0,30,..,293,260,555,10,559,..,16,0,16,0,16,..,43,0,43,0,47,..,57,0,59,0,59,..,99,0,100,0,100,..,60,0,60,0,60,..,48,3,50,3,53,..,98,6,103,0,104,..,347,125,468,4,472,..,50,3,52,0,52,..,75,14,93,0,93,..,142,50,197,6,201,..,762,204,963,10,979,..,971,236,1208,25,1236,..,25,3,27,0,27,..,43,20,61
114,0,22,0,22,..,125,5,129,0,129,..,145,14,159,0,163,..,8,0,8,0,8,..,52,15,60,0,60,..,23,5,22,0,22,..,40,15,60,0,61,..,414,75,492,11,500,..,2711,365,3074,49,3122,..,192,10,202,5310,5516,63440,2903,380,3280,5364,72084,66812,..,..,..,..,66812,..,42,0,42,0,40,..,59,13,69,0,70,..,26,0,24,0,28,..,101,41,143,0,145,..,151,62,213,0,213,..,15,3,15,0,15,..,260,110,378,0,376,..,91,8,104,0,105,..,109,5,114,0,118,..,123,0,128,3,133,..,258,11,268,0,274,..,179,26,208,6,210,..,22,0,26,0,29,..,56,4,62,0,61,..,42,3,42,0,45,..,15,0,21,0,21,..,3,0,3,0,3,..,105,10,111,0,111,..,245,23,262,3,267,..,266,28,295,4,300,..,58,6,63,3,62,..,16,5,25
115,0,47,0,47,..,1426,40,1463,5,1473,..,721,53,772,3,777,..,1063,23,1082,7,1094,..,89,34,124,0,126,..,220,12,232,0,232,..,263,33,297,0,296,..,2059,273,2334,67,2402,..,26739,3377,30115,245,30358,..,243,34,271,3713,3981,78055,26979,3407,30390,3949,112397,78085,..,..,..,..,78085,..,478,4,489,5,492,..,1538,138,1674,11,1685,..,6,0,6,0,12,..,3019,708,3730,17,3748,..,4727,1782,6508,40,6550,..,296,73,368,0,372,..,8043,2561,10606,63,10667,..,375,37,412,7,415,..,169,4,179,0,179,..,248,6,260,4,261,..,369,5,378,0,377,..,557,47,602,6,609,..,295,17,315,0,315,..,1789,63,1856,7,1869,..,665,80,742,4,749,..,921,31,953,8,961,..,522,32,550,4,557,..,685,41,733,0,732,..,4883,268,5150,36,5178,..,1014,121,1134,7,1146,..,196,10,207,0,204,..,1383,567,1943
116,10,279,0,282,..,9635,320,9955,86,10045,..,1215,184,1392,10,1405,..,2500,297,2800,20,2818,..,126,50,172,0,176,..,976,199,1176,12,1195,..,414,115,533,13,552,..,8381,1515,9894,217,10116,..,60441,7302,67746,764,68506,..,489,144,632,8723,9352,91078,60927,7444,68374,9484,168934,90754,..,..,..,..,90754,..,169,0,172,0,175,..,4212,903,5111,35,5144,..,19,3,21,3,22,..,1208,640,1842,13,1856,..,1764,884,2646,14,2662,..,121,46,171,0,171,..,3090,1571,4663,24,4687,..,670,134,804,4,814,..,127,3,131,6,137,..,408,23,429,6,435,..,305,17,323,11,335,..,890,151,1039,7,1050,..,1494,172,1660,10,1671,..,6472,439,6915,60,6976,..,4773,722,5489,35,5529,..,1008,64,1067,4,1070,..,2280,362,2642,34,2682,..,3473,474,3945,34,3981,..,19498,2226,21722,188,21908,..,879,118,1002,0,1004,..,100,16,114,0,114,..,574,375,954
117,9,241,0,242,..,4335,371,4703,33,4739,..,2773,235,3000,29,3033,..,292,7,298,0,298,..,1865,1125,2993,23,3011,..,623,124,744,9,754,..,1747,573,2322,14,2342,..,4495,809,5298,99,5396,..,44748,8698,53448,458,53907,..,340,67,405,17660,18069,89087,45092,8763,53855,18123,161061,79660,..,..,..,..,79660,..,78,0,80,0,78,..,1166,285,1455,18,1470,..,42,0,39,4,43,..,3310,1189,4498,29,4528,..,11317,2673,13993,67,14060,..,803,311,1121,6,1124,..,15429,4176,19611,96,19709,..,305,53,361,7,363,..,266,0,268,0,268,..,1373,63,1434,8,1444,..,724,19,741,7,746,..,2588,1020,3611,28,3634,..,787,112,896,14,906,..,769,37,806,10,813,..,106,5,107,0,115,..,125,5,126,3,133,..,120,8,123,0,126,..,443,42,488,0,487,..,2347,205,2550,26,2577,..,1377,181,1557,14,1568,..,1027,228,1259,15,1269,..,1379,534,1913
118,7,260,0,257,..,1833,108,1936,17,1954,..,1921,153,2073,12,2086,..,109,0,109,0,109,..,291,66,356,0,356,..,141,23,163,0,163,..,371,64,441,0,439,..,4517,454,4966,75,5044,..,28387,3343,31726,240,31967,..,329,33,365,12159,12518,85025,28713,3376,32092,12395,129505,89659,..,..,..,..,89659,..,147,0,150,0,150,..,622,113,739,11,750,..,22,0,22,3,30,..,2249,476,2727,9,2736,..,5128,1089,6214,39,6252,..,432,143,573,4,577,..,7815,1708,9516,53,9568,..,229,23,249,0,249,..,261,10,275,8,281,..,1909,90,1998,18,2017,..,1001,23,1024,13,1043,..,2777,401,3184,31,3213,..,214,24,234,0,238,..,334,15,342,0,344,..,82,6,87,0,87,..,100,4,105,0,105,..,70,3,77,0,77,..,182,15,198,0,204,..,989,65,1050,8,1057,..,1546,131,1677,15,1692,..,580,72,659,4,664,..,384,114,492
119,33,252,4,258,..,5620,496,6119,39,6158,..,2685,386,3077,47,3124,..,434,23,456,3,465,..,631,223,853,13,870,..,716,121,841,3,838,..,8253,3222,11472,72,11539,..,8416,2351,10765,346,11114,..,131799,29006,160803,1544,162350,..,730,320,1053,14316,15365,105035,132533,29324,161856,15858,282753,103711,..,..,..,..,103711,..,83,0,83,3,87,..,28710,5458,34167,320,34485,..,29,0,29,0,29,..,10397,6062,16458,74,16532,..,15184,8449,23634,122,23755,..,791,448,1247,8,1251,..,26376,14962,41335,199,41533,..,1092,167,1267,14,1274,..,98,4,101,4,100,..,618,31,650,7,660,..,468,22,487,4,495,..,14172,3364,17537,185,17724,..,4389,745,5135,35,5168,..,2138,147,2282,29,2311,..,602,98,696,3,700,..,178,13,195,0,197,..,2454,398,2851,24,2877,..,5543,481,6029,40,6067,..,15308,1878,17183,135,17320,..,3913,684,4595,76,4670,..,671,93,757,0,765,..,1458,1112,2568
120,3,99,0,99,..,1591,69,1658,19,1677,..,1462,183,1647,28,1670,..,1577,110,1685,13,1703,..,429,193,629,4,630,..,415,59,475,0,476,..,1211,245,1455,13,1466,..,4242,670,4914,118,5027,..,48219,9791,58010,532,58546,..,294,75,366,8663,9029,74858,48513,9866,58376,9198,142436,77102,..,..,..,..,77102,..,83,3,86,0,86,..,2607,427,3032,30,3061,..,20,0,17,0,17,..,4848,1792,6641,39,6681,..,10409,3985,14395,89,14486,..,563,245,812,3,814,..,15818,6029,21842,134,21977,..,517,77,588,3,593,..,152,7,159,0,158,..,614,29,648,12,657,..,479,8,492,7,491,..,2716,807,3520,34,3551,..,365,24,385,0,390,..,1631,90,1725,6,1728,..,206,30,238,0,238,..,131,0,129,3,135,..,269,20,286,0,289,..,2527,182,2706,22,2724,..,5125,340,5463,38,5500,..,5737,1424,7165,66,7231,..,509,81,592,11,600,..,2927,1794,4721
121,0,113,0,113,..,1895,55,1953,11,1964,..,1651,108,1768,12,1779,..,532,14,546,5,550,..,455,150,605,3,608,..,156,5,159,0,161,..,467,94,560,0,566,..,4157,589,4747,125,4873,..,45386,7354,52742,429,53172,..,368,52,422,8902,9327,132286,45758,7406,53170,9329,194785,137209,..,..,..,..,137209,..,557,8,567,0,567,..,797,95,891,10,905,..,7,0,7,3,13,..,7635,1667,9306,46,9352,..,12344,4220,16563,90,16655,..,562,159,716,0,717,..,20533,6050,26585,139,26723,..,356,41,396,3,397,..,422,12,435,7,442,..,1202,37,1234,16,1251,..,1154,28,1184,5,1187,..,765,64,833,8,841,..,305,19,319,3,323,..,1775,74,1853,13,1861,..,408,35,444,8,449,..,433,5,441,0,446,..,315,23,338,0,336,..,1592,115,1708,12,1716,..,4831,273,5101,35,5139,..,1297,140,1437,24,1459,..,2313,591,2904,22,2918,..,3134,1298,4430
122,3,34,0,34,..,659,34,692,10,702,..,948,50,997,15,1012,..,35,0,37,0,37,..,168,34,199,3,201,..,62,10,76,0,76,..,172,41,217,4,216,..,3626,482,4112,58,4169,..,15607,1841,17447,181,17627,..,270,28,298,5931,6229,99645,15877,1866,17742,6117,123507,102131,..,..,..,..,102131,..,261,6,266,0,266,..,213,19,231,3,235,..,0,0,0,0,0,..,776,207,983,11,994,..,1402,442,1850,12,1861,..,62,23,85,0,85,..,2239,675,2919,20,2939,..,360,40,400,3,401,..,507,13,521,5,532,..,1158,24,1185,10,1193,..,1198,36,1231,12,1245,..,479,33,518,13,528,..,52,0,52,0,52,..,215,19,228,0,228,..,217,38,255,0,255,..,28,0,27,0,27,..,24,3,30,0,30,..,299,26,331,0,329,..,826,89,916,0,916,..,1492,226,1723,15,1741,..,609,71,682,6,690,..,313,147,453
123,5,130,0,126,..,1954,87,2042,9,2055,..,1500,175,1669,21,1694,..,294,17,313,0,316,..,147,57,205,3,213,..,146,20,168,3,168,..,458,153,612,6,618,..,3596,662,4251,113,4361,..,24313,2888,27202,348,27556,..,350,58,408,6303,6708,94465,24665,2950,27609,6654,128725,96808,..,..,..,..,96808,..,165,4,168,0,168,..,2528,492,3022,22,3041,..,20,0,20,3,23,..,468,204,674,8,681,..,793,365,1160,4,1167,..,84,28,113,3,112,..,1349,595,1946,13,1956,..,439,38,475,4,483,..,98,4,102,0,105,..,324,9,329,0,330,..,273,6,285,3,286,..,571,76,645,5,650,..,2044,242,2283,18,2301,..,1960,133,2095,26,2122,..,494,66,564,3,565,..,240,10,253,0,253,..,651,63,713,9,721,..,1138,158,1296,3,1301,..,6529,673,7200,61,7264,..,694,73,764,3,773,..,70,13,77,0,80,..,94,42,143
124,8,80,0,80,..,1597,51,1643,20,1668,..,738,82,820,9,832,..,227,12,241,0,240,..,133,38,174,0,174,..,297,41,336,3,344,..,222,49,274,0,274,..,2814,493,3311,95,3403,..,16689,1894,18577,256,18830,..,373,48,423,8158,8577,123059,17054,1944,18999,8411,150470,127425,..,..,..,..,127425,..,88,0,88,0,88,..,1415,207,1624,17,1640,..,39,0,36,3,38,..,329,136,468,0,469,..,737,238,980,4,983,..,48,14,66,0,66,..,1117,394,1512,10,1521,..,517,72,587,4,594,..,230,6,236,3,237,..,318,13,330,0,330,..,470,11,480,3,487,..,643,105,750,7,755,..,173,10,182,3,185,..,907,52,960,12,972,..,682,116,799,4,809,..,238,12,249,0,249,..,361,45,405,7,405,..,411,60,473,9,482,..,2766,305,3066,35,3102,..,718,83,800,14,813,..,120,16,142,0,142,..,195,65,258
125,8,177,0,177,..,3576,162,3743,29,3769,..,1617,239,1858,23,1883,..,5340,671,6013,49,6062,..,292,110,406,5,410,..,3116,748,3861,44,3911,..,3543,1146,4684,24,4705,..,14153,3746,17898,378,18271,..,106990,25574,132566,1269,133840,..,620,244,860,14056,14921,78811,107609,25820,133432,15327,227574,77145,..,..,..,..,77145,..,84,0,86,0,86,..,18893,3965,22859,198,23059,..,6,0,6,0,6,..,7861,4180,12048,62,12107,..,10376,6586,16956,71,17027,..,674,405,1079,8,1081,..,18913,11168,30082,140,30226,..,942,190,1134,9,1144,..,113,3,114,0,114,..,389,20,410,5,411,..,330,10,337,9,344,..,1323,329,1657,18,1669,..,1177,126,1297,10,1303,..,5419,399,5820,49,5867,..,2013,278,2291,21,2305,..,729,38,764,3,773,..,2271,320,2588,34,2618,..,6999,857,7857,62,7918,..,18608,2012,20620,167,20788,..,1604,268,1867,23,1893,..,324,61,383,0,383,..,4238,2831,7071
126,3,91,0,91,..,1498,59,1557,7,1564,..,681,75,751,9,757,..,721,17,742,4,747,..,185,51,234,0,239,..,110,14,125,0,126,..,405,54,457,3,463,..,2863,410,3271,70,3340,..,32398,6260,38653,312,38963,..,229,43,268,3299,3575,46304,32622,6304,38923,3613,88832,46392,..,..,..,..,46392,..,94,4,99,0,99,..,1031,160,1193,8,1202,..,0,0,4,0,4,..,5376,1567,6944,31,6974,..,9251,3125,12379,60,12442,..,462,136,591,4,597,..,15086,4830,19911,91,20004,..,208,37,242,0,242,..,107,5,108,0,108,..,282,14,292,3,296,..,285,12,297,3,296,..,685,93,776,7,781,..,325,28,353,3,360,..,1304,57,1360,4,1368,..,263,21,284,6,292,..,406,23,427,0,427,..,242,10,250,3,252,..,677,36,712,4,716,..,3214,176,3391,23,3412,..,1383,229,1619,15,1634,..,515,73,593,0,593,..,2817,1597,4418
127,34,224,5,222,..,2940,150,3085,33,3116,..,4419,843,5267,59,5331,..,486,36,528,4,529,..,392,188,577,4,581,..,1157,174,1328,13,1340,..,15457,7004,22466,118,22582,..,19416,5714,25132,374,25508,..,90330,24953,115281,1221,116502,..,555,193,746,10667,11414,72704,90887,25148,116032,11883,200618,69429,..,..,..,..,69429,..,55,0,55,0,55,..,12985,4552,17537,191,17726,..,16,0,16,0,17,..,3275,2375,5646,31,5679,..,2226,1641,3867,25,3892,..,1297,714,2016,18,2027,..,6795,4728,11530,71,11601,..,1787,434,2225,13,2237,..,69,0,68,0,70,..,355,25,377,0,383,..,299,11,316,3,313,..,1757,304,2059,13,2076,..,428,57,487,3,491,..,4741,298,5042,56,5100,..,470,67,539,3,540,..,178,10,188,0,191,..,1035,92,1121,11,1136,..,1032,118,1146,6,1159,..,7879,644,8525,83,8614,..,4279,950,5225,64,5291,..,97,10,112,3,110,..,117,67,179
128,0,29,0,27,..,448,18,467,3,473,..,685,58,739,8,747,..,27,0,27,0,27,..,103,28,134,0,134,..,73,7,80,0,80,..,164,24,184,5,188,..,1270,211,1484,40,1521,..,11674,1411,13081,120,13204,..,234,17,253,3875,4128,89076,11913,1423,13337,3997,106413,92052,..,..,..,..,92052,..,130,0,138,0,137,..,937,85,1020,9,1025,..,6,0,6,0,6,..,850,276,1121,13,1129,..,1166,490,1660,9,1671,..,81,25,103,3,102,..,2097,788,2883,19,2907,..,277,26,301,6,306,..,179,3,182,0,185,..,289,9,292,0,293,..,433,11,444,8,447,..,1916,198,2114,16,2134,..,57,6,63,0,65,..,179,7,192,3,194,..,85,9,98,0,98,..,33,0,37,0,37,..,47,4,50,0,50,..,210,18,235,0,235,..,620,49,663,8,670,..,861,76,935,10,945,..,216,32,244,4,252,..,92,33,121
197,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,9,11,0,11,..,0,0,0,0,0,..,19,15,36,0,36,..,0,0,0,12,15,119,25,15,39,12,171,154,..,..,..,..,154,..,0,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,3,5,0,5,..,3,10,11,0,11,..,0,0,3,0,3,..,3,14,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3
199,0,3,0,3,..,39,0,39,0,39,..,43,7,57,3,55,..,9,0,9,0,9,..,13,4,19,0,19,..,14,3,19,0,19,..,34,9,40,0,40,..,140,19,159,6,161,..,823,166,986,10,997,..,24,3,25,2154,2181,4175,840,168,1010,2165,7351,3038,..,..,..,..,3038,..,0,0,0,0,0,..,29,15,48,0,48,..,4,0,10,0,10,..,42,10,53,0,51,..,103,41,145,0,145,..,3,4,10,0,10,..,152,57,206,0,211,..,4,0,4,0,4,..,13,0,13,0,13,..,32,3,38,4,41,..,23,0,23,0,23,..,18,0,19,0,19,..,7,3,9,0,9,..,20,0,20,0,20,..,4,0,4,0,4,..,0,0,0,0,0,..,8,3,15,0,15,..,13,0,18,0,18,..,55,6,65,0,65,..,24,3,21,0,26,..,6,3,9,0,9,..,12,7,20
