SA4_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
101,992,160,1838,9,10,54,82,179,36,380,22,14,93,65,80,16,292,21,11,108,149,208,27,524,12,6,79,119,272,25,514,212,109,691,357,458,87,1923,24,26,150,191,380,72,834,620,366,1569,1162,1181,130,5023,510,543,1980,715,752,94,4600,474,426,2214,1594,2476,295,7479,38,29,180,95,177,15,542,33,18,126,233,665,41,1116,39,16,149,143,221,162,721,2204,1723,8650,6235,10225,1534,30564,130,86,700,611,1755,293,3582,11,3,19,49,211,19,307,61,28,265,275,1681,130,2449,47,8,144,131,606,41,971,38,22,284,496,5069,240,6143,30,12,131,145,570,50,937,126,51,616,613,2318,270,3999,78,36,489,601,1967,277,3447,52,21,166,219,1118,135,1712,48,37,169,158,274,24,713,52,30,192,247,268,36,823,21,20,153,226,491,50,949,531,219,1530,687,792,153,3905,44,33,228,304,830,117,1555,1497,689,2915,2319,2835,266,10522,794
102,1214,165,2269,15,10,77,145,235,36,506,34,14,191,123,175,23,556,62,31,316,441,604,65,1527,14,14,104,235,454,63,884,186,104,833,614,712,134,2593,32,25,237,388,695,92,1469,235,176,845,808,845,82,3003,801,525,3135,1047,1107,154,6774,745,615,4113,3016,4719,574,13777,23,19,127,121,239,26,557,40,29,202,460,1232,87,2051,39,28,194,225,416,243,1147,2445,1669,11928,9702,16038,2211,43985,15,9,102,90,301,44,556,20,5,63,76,376,12,555,147,54,691,788,3302,230,5209,45,11,125,218,704,26,1125,76,40,546,905,8524,414,10502,89,21,346,395,952,83,1889,145,49,989,1143,3801,412,6548,77,13,562,812,2322,263,4058,48,28,262,471,1658,162,2634,79,37,456,398,690,75,1738,179,77,756,886,1076,110,3078,41,22,208,417,895,95,1680,562,200,2153,1279,1470,241,5909,72,39,393,611,1500,172,2785,416,307,1616,1768,2434,210,6752,1265
103,807,121,1443,3,0,46,64,202,30,344,14,10,97,37,87,9,247,17,13,98,113,231,32,507,12,6,48,70,182,34,353,72,62,511,211,445,52,1352,9,10,102,138,365,85,708,140,117,676,524,694,75,2235,487,438,2390,780,956,111,5166,421,366,2264,1609,2494,331,7483,17,7,65,42,103,16,255,13,8,89,198,670,42,1028,13,13,116,124,237,144,649,1370,1180,7712,5150,9955,1531,26902,121,74,795,747,2277,458,4467,95,44,411,338,2358,110,3364,65,27,372,366,2158,150,3140,26,5,90,151,538,31,842,30,15,219,310,3472,163,4213,14,15,113,108,652,56,957,58,37,458,465,2276,308,3594,53,28,331,394,1403,178,2380,15,7,91,173,1118,110,1518,21,15,152,75,222,24,513,35,20,207,193,296,43,797,19,9,94,117,366,57,655,190,124,996,382,707,73,2466,18,18,161,189,687,114,1185,287,225,1168,1038,1771,138,4628,759
104,627,90,1127,4,4,19,53,111,19,211,7,0,41,24,51,8,132,6,11,42,96,139,11,299,4,6,46,89,178,27,355,55,48,312,195,258,36,898,12,22,88,151,237,39,539,65,61,380,285,379,42,1213,253,261,1325,510,515,71,2933,302,236,1717,1161,1925,213,5552,13,12,42,49,90,9,209,11,12,68,148,399,28,659,6,5,61,63,168,85,394,802,730,4734,3587,6480,912,17248,69,28,299,230,677,166,1461,3,0,12,21,103,14,154,18,5,128,140,954,59,1301,9,4,23,55,210,12,306,29,18,276,245,2760,114,3453,12,3,62,67,330,31,502,35,21,333,397,1726,181,2690,24,19,247,362,1267,148,2058,13,12,77,154,642,78,968,13,7,82,61,147,22,329,17,19,128,165,189,18,537,9,12,84,152,326,42,631,142,91,688,327,441,64,1758,13,22,141,218,568,68,1031,149,129,706,617,978,79,2660,389
105,460,95,779,4,0,15,30,108,12,175,7,3,27,21,46,5,100,4,3,40,66,117,9,235,0,3,17,38,96,7,163,33,25,200,119,212,29,621,7,7,49,75,178,40,346,59,54,383,272,432,47,1241,253,246,1356,392,547,83,2876,211,192,1232,960,1381,187,4158,9,7,42,21,72,4,153,10,3,52,92,365,27,542,10,4,50,56,102,76,295,675,605,4094,2760,5356,847,14337,48,36,543,523,1490,275,2910,31,13,157,98,898,47,1245,37,8,128,104,661,55,998,5,9,34,58,329,10,453,7,5,80,113,1679,78,1962,10,3,75,74,407,49,617,63,17,239,216,1128,140,1809,32,4,137,201,765,131,1273,13,3,51,87,525,59,742,9,7,46,30,119,6,218,9,17,90,110,167,9,399,0,3,34,68,169,14,296,69,65,394,190,365,58,1139,7,9,60,101,347,55,578,123,103,632,594,1103,113,2665,351
106,1300,169,2103,11,6,83,120,310,44,571,10,0,40,44,82,6,188,26,20,138,242,452,31,909,8,3,51,148,386,39,640,88,89,544,363,646,61,1794,14,14,155,247,676,87,1193,122,108,611,548,814,57,2258,489,429,2108,767,1022,106,4925,371,299,2345,2038,3464,388,8906,16,8,67,66,168,29,345,20,18,97,325,1024,43,1519,17,13,130,159,337,152,814,1369,1114,7602,6699,14172,1658,32617,52,25,298,311,1002,164,1854,168,74,656,728,5287,191,7104,102,36,490,626,3166,177,4592,39,14,144,300,835,42,1378,39,34,318,529,4901,239,6050,22,7,110,195,955,53,1340,91,24,523,674,2917,275,4509,43,18,360,577,2172,254,3423,40,21,196,328,1638,139,2357,22,6,81,74,237,15,435,60,33,243,383,590,50,1362,21,12,114,229,719,55,1151,248,146,1238,676,1189,111,3607,33,26,206,356,1413,138,2173,300,198,1099,1296,2383,146,5424,722
107,1031,150,2136,24,11,94,128,252,32,536,37,15,144,75,73,7,349,76,40,464,485,666,86,1817,17,12,107,159,328,55,677,214,119,849,435,537,71,2234,50,22,249,304,619,93,1335,305,187,1021,826,892,82,3315,1540,954,3539,1117,1234,160,8545,1087,585,3730,2702,3764,447,12309,42,19,152,114,170,14,514,51,25,204,356,1068,63,1768,48,21,209,151,310,173,912,3762,2108,12291,8407,13435,1788,41789,16,7,69,58,178,24,343,96,14,272,315,1349,47,2096,308,50,919,840,2998,153,5269,55,15,121,167,599,24,981,88,32,557,804,6756,291,8526,85,28,335,268,795,50,1564,212,47,1017,967,3053,337,5631,127,43,768,694,1932,219,3782,100,34,340,508,2002,171,3159,103,31,375,202,277,24,1009,220,74,963,805,996,120,3179,43,24,199,288,659,86,1296,672,270,2298,1009,1121,161,5537,88,38,403,464,1308,151,2446,625,354,2023,1864,2289,186,7336,2613
108,947,167,1613,0,8,20,56,123,29,231,10,4,42,37,57,11,160,9,7,58,117,229,26,444,3,9,41,108,289,49,497,62,60,359,262,391,55,1192,9,20,102,181,408,51,769,69,71,375,324,420,27,1286,368,419,1709,735,826,113,4172,371,305,2170,1835,3161,338,8183,15,6,50,56,109,9,238,10,7,70,211,661,44,1005,17,16,75,104,218,114,541,1027,1008,5764,5145,9998,1349,24297,42,33,241,235,941,154,1656,4,0,22,23,246,18,322,22,6,146,203,1506,118,2004,73,26,196,250,589,39,1178,18,23,290,364,4295,221,5211,11,7,52,92,494,34,685,47,37,363,575,2603,282,3911,39,21,249,476,1848,269,2907,10,13,71,168,923,130,1314,16,6,79,70,160,23,352,27,13,148,245,311,36,785,9,12,84,172,525,67,872,163,118,815,446,648,89,2274,13,22,153,290,929,98,1506,134,127,698,704,1189,92,2942,541
109,561,58,943,4,3,42,42,134,15,242,4,6,42,34,37,8,122,6,7,53,92,133,10,303,0,3,27,33,89,14,174,51,40,249,128,215,27,707,5,6,58,81,226,35,417,67,48,303,275,321,39,1065,263,313,1244,418,444,59,2740,227,255,1370,968,1457,191,4474,7,7,26,30,50,15,134,11,9,41,134,363,29,586,16,11,61,70,122,88,360,757,771,4284,3089,5558,828,15287,54,53,566,537,1465,239,2923,0,0,11,6,82,3,103,64,30,330,280,1586,109,2404,21,5,49,47,257,11,392,15,10,139,191,2413,105,2876,18,6,93,88,409,36,656,34,16,265,325,1263,141,2040,29,14,191,314,1018,109,1672,14,8,95,169,707,83,1077,8,14,71,57,99,16,257,18,17,112,157,166,14,489,4,3,53,74,166,20,325,113,82,559,229,364,50,1394,11,11,87,125,433,60,726,128,91,564,572,819,87,2265,379
110,643,106,1081,0,0,33,63,176,30,305,7,3,70,29,59,5,178,11,4,113,108,235,31,505,0,4,50,61,167,35,319,93,67,465,229,399,71,1320,12,16,88,113,366,58,655,88,56,379,352,417,33,1327,647,451,2159,750,816,139,4953,317,307,1838,1492,2267,295,6522,12,5,35,29,76,7,159,17,16,69,130,610,45,884,17,9,91,89,197,144,548,1339,1065,6477,4563,8494,1463,23397,157,117,1124,1047,2601,460,5500,33,13,112,92,760,42,1060,35,15,210,205,1488,199,2156,14,4,35,81,352,17,500,18,7,121,200,2904,165,3419,12,5,145,149,616,73,1003,70,18,369,415,1927,248,3040,42,12,213,295,1098,174,1830,5,12,100,175,956,136,1385,17,12,106,61,161,17,367,33,21,234,199,309,41,830,3,7,95,118,309,56,583,219,132,913,336,610,102,2323,24,22,141,175,653,93,1112,194,118,764,769,1252,125,3210,1100
