SA4_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
111,156106,..,..,..,..,156106,..,143,3,144,3,145,..,379,106,482,3,493,..,37,0,36,4,40,..,364,111,478,3,486,..,895,232,1126,3,1131,..,92,38,132,0,132,..,1352,386,1734,12,1745,..,149,23,173,0,173,..,132,0,133,3,142,..,247,11,258,3,258,..,358,13,372,8,380,..,471,47,519,3,525,..,147,7,150,0,150,..,260,6,270,3,273,..,168,16,182,0,187,..,106,10,118,0,118,..,203,13,221,0,220,..,180,14,190,0,188,..,1067,69,1130,8,1138,..,595,58,654,14,666,..,102,16,121,0,121,..,195,83,283,5,282,..,718,95,811,10,819,..,30,0,30,0,30,..,145,15,162,0,162,..,202,13,219,0,220,..,80,6,86,0,86,..,189,8,194,5,198,..,154,19,171,0,177,..,96,0,101,3,101,..,103,7,115,0,115,..,167,3,175,3,177,..,63
112,102133,..,..,..,..,102133,..,72,3,75,5,76,..,60,8,69,0,67,..,69,3,76,0,76,..,79,33,113,4,114,..,134,56,191,10,194,..,12,3,13,0,13,..,221,89,313,13,319,..,27,0,27,0,27,..,143,3,148,4,152,..,298,13,312,0,310,..,445,7,454,4,464,..,100,0,98,4,99,..,20,0,20,0,20,..,70,0,73,0,73,..,189,25,214,6,221,..,24,0,24,0,24,..,33,4,39,0,39,..,46,0,53,0,53,..,374,34,412,6,413,..,426,22,453,12,465,..,203,38,246,3,251,..,27,10,37,0,37,..,12,0,12,3,14,..,15,0,15,0,15,..,14,0,16,0,16,..,41,0,42,0,42,..,28,4,30,0,33,..,14,0,17,0,17,..,10,0,11,0,11,..,39,0,39,0,39,..,43,4,48,3,50,..,70,0,70,3,71,..,20
113,64816,..,..,..,..,64816,..,119,0,118,0,119,..,171,18,193,0,192,..,31,0,31,0,29,..,96,40,133,0,136,..,156,200,359,3,359,..,17,10,30,0,30,..,271,253,519,3,523,..,15,0,16,0,16,..,42,3,47,0,47,..,57,11,65,0,65,..,84,3,86,0,86,..,55,4,60,0,60,..,59,0,59,0,59,..,127,12,142,0,139,..,436,100,535,8,541,..,53,3,57,0,59,..,76,8,84,0,88,..,206,36,240,3,237,..,955,158,1113,15,1123,..,1038,133,1167,16,1183,..,15,0,19,0,19,..,33,25,56,0,57,..,7,0,7,0,7,..,8,0,10,0,10,..,49,13,61,0,64,..,15,0,15,0,15,..,18,3,18,0,18,..,123,24,141,7,151,..,10,0,10,0,17,..,150,8,160,0,160,..,8,0,8,0,8,..,177,4,177,0,181,..,55
114,63440,..,..,..,..,63440,..,38,0,38,0,38,..,70,13,82,0,80,..,18,0,20,0,25,..,80,37,118,0,120,..,129,66,192,8,191,..,12,14,26,0,26,..,215,116,331,6,336,..,90,13,107,0,105,..,83,0,83,0,83,..,88,8,92,0,97,..,199,5,205,0,207,..,225,14,235,4,244,..,21,0,21,0,21,..,59,0,59,0,63,..,43,0,45,0,42,..,14,0,13,0,13,..,8,0,8,0,8,..,131,3,131,0,131,..,269,4,277,4,282,..,303,31,338,9,343,..,39,7,42,0,42,..,17,7,22,3,28,..,50,3,50,0,50,..,66,0,64,0,64,..,21,0,21,0,18,..,60,5,62,0,67,..,18,5,17,0,17,..,16,0,15,0,15,..,32,7,35,5,45,..,13,0,13,0,13,..,39,0,39,0,39,..,50,5,58,0,58,..,22
115,78055,..,..,..,..,78055,..,463,6,471,3,471,..,1568,71,1638,5,1647,..,3,0,3,0,8,..,2932,489,3422,12,3440,..,4367,1412,5782,45,5821,..,247,40,285,0,287,..,7543,1945,9489,58,9549,..,368,31,398,3,399,..,137,0,145,0,145,..,225,6,228,0,228,..,344,12,352,4,353,..,545,38,581,7,586,..,301,3,300,0,300,..,1743,25,1764,9,1773,..,712,44,756,0,759,..,858,23,878,3,882,..,591,20,607,13,617,..,691,17,710,0,710,..,4887,133,5017,27,5044,..,1060,63,1126,10,1137,..,121,11,135,0,131,..,1436,401,1839,14,1856,..,41,0,40,0,38,..,450,24,476,0,478,..,1053,116,1169,6,1175,..,264,12,278,5,286,..,219,14,239,0,238,..,18,0,23,0,23,..,159,12,176,0,173,..,376,6,378,0,381,..,462,25,489,3,494,..,545,4,549,0,553,..,47
116,91078,..,..,..,..,91078,..,157,0,160,0,162,..,4439,651,5095,34,5126,..,12,0,13,0,18,..,1244,494,1738,12,1746,..,1584,707,2286,15,2302,..,120,35,158,0,158,..,2946,1236,4182,29,4208,..,637,84,721,3,731,..,94,0,97,0,94,..,332,9,344,9,350,..,239,13,251,4,253,..,813,122,935,15,949,..,1661,86,1746,7,1757,..,6388,257,6646,64,6713,..,5991,530,6517,52,6574,..,1025,44,1066,3,1075,..,2601,224,2825,31,2857,..,3776,317,4092,50,4138,..,21447,1451,22898,212,23108,..,812,102,917,11,930,..,74,9,82,0,82,..,618,293,913,4,918,..,111,13,119,0,120,..,1036,102,1142,16,1150,..,773,172,946,12,956,..,419,60,479,7,480,..,238,27,266,4,272,..,1603,197,1799,31,1832,..,383,82,467,8,466,..,2848,63,2909,18,2929,..,685,74,753,4,761,..,5834,173,6008,64,6072,..,267
117,89087,..,..,..,..,89087,..,112,0,112,0,118,..,1573,195,1772,7,1779,..,40,3,38,0,41,..,2989,850,3842,15,3861,..,8279,2009,10294,61,10358,..,724,249,969,5,974,..,11993,3110,15103,85,15189,..,271,38,312,3,319,..,289,7,298,0,298,..,1518,90,1606,15,1626,..,813,26,839,12,851,..,2632,655,3288,22,3312,..,1139,58,1191,20,1212,..,986,19,1007,10,1015,..,128,5,131,4,128,..,147,0,152,0,153,..,254,10,269,0,270,..,654,25,680,8,691,..,3313,111,3422,35,3460,..,1804,161,1969,19,1988,..,730,150,882,10,890,..,1119,507,1631,13,1640,..,266,46,315,6,318,..,150,11,155,7,169,..,418,27,442,3,450,..,331,24,352,6,363,..,810,250,1058,7,1063,..,59,8,70,0,69,..,377,35,409,3,414,..,397,15,415,5,417,..,3122,338,3457,25,3486,..,573,15,589,6,592,..,237
118,85025,..,..,..,..,85025,..,145,3,150,0,148,..,723,78,806,7,809,..,22,0,24,3,27,..,2022,344,2367,7,2375,..,4654,934,5593,16,5608,..,401,132,529,4,535,..,7082,1408,8488,29,8520,..,177,14,192,0,192,..,230,11,243,0,245,..,1791,71,1864,8,1870,..,863,30,894,10,901,..,2453,251,2700,23,2725,..,251,16,264,0,269,..,346,5,353,0,353,..,85,4,85,0,85,..,94,0,101,0,101,..,139,0,143,0,143,..,212,10,225,5,229,..,1129,37,1168,4,1169,..,1537,110,1646,25,1672,..,348,40,390,3,390,..,316,78,392,3,394,..,57,4,60,0,60,..,109,4,120,3,120,..,287,17,306,6,314,..,334,32,372,0,373,..,1368,269,1639,8,1647,..,21,0,28,0,26,..,197,17,220,0,216,..,169,3,170,0,170,..,1151,86,1236,11,1246,..,266,7,275,3,277,..,251
119,105035,..,..,..,..,105035,..,73,0,73,0,73,..,30355,4134,34487,342,34829,..,18,0,18,0,18,..,10283,4553,14833,74,14904,..,13727,6858,20585,102,20682,..,773,351,1120,3,1125,..,24780,11759,36537,177,36718,..,1054,145,1198,6,1204,..,89,0,89,3,89,..,631,21,647,9,660,..,378,11,393,6,394,..,14090,2352,16439,147,16589,..,6253,403,6658,35,6690,..,2225,90,2315,13,2326,..,802,68,867,4,876,..,171,6,176,0,184,..,3892,247,4135,45,4185,..,7055,291,7348,53,7401,..,20403,1106,21502,152,21656,..,3699,504,4208,51,4261,..,371,84,454,9,467,..,1373,843,2216,23,2239,..,4723,833,5559,63,5621,..,292,25,316,3,319,..,342,74,414,8,424,..,437,55,488,8,498,..,589,73,660,0,658,..,649,64,711,5,718,..,712,103,816,7,822,..,904,24,929,6,930,..,2780,384,3160,23,3184,..,1718,57,1773,10,1786,..,222
120,74858,..,..,..,..,74858,..,80,0,75,0,75,..,2783,303,3089,23,3112,..,14,0,10,0,10,..,4214,1301,5515,28,5541,..,8739,2996,11730,61,11800,..,547,180,733,0,735,..,13504,4474,17980,97,18075,..,431,39,467,4,474,..,150,5,157,0,159,..,558,27,585,5,591,..,407,6,415,4,420,..,2625,524,3146,26,3169,..,492,15,504,3,507,..,1942,53,1996,14,2008,..,327,16,343,0,345,..,149,3,146,0,146,..,450,11,465,8,470,..,3462,123,3584,26,3607,..,6820,227,7046,55,7099,..,5310,886,6199,63,6260,..,325,55,387,0,388,..,2791,1532,4320,50,4371,..,114,11,126,3,128,..,98,6,106,0,106,..,311,39,351,3,353,..,332,45,378,3,378,..,329,34,371,0,369,..,56,0,59,0,59,..,270,25,294,0,299,..,404,14,416,3,419,..,512,39,550,4,555,..,576,9,591,9,600,..,98
121,132286,..,..,..,..,132286,..,540,14,555,0,555,..,788,79,869,7,874,..,5,0,7,0,7,..,6538,1112,7656,36,7689,..,10036,2974,13008,71,13082,..,413,106,522,3,521,..,16991,4195,21183,113,21294,..,380,34,416,7,422,..,397,5,401,4,402,..,1086,39,1125,13,1136,..,964,34,998,7,1005,..,642,53,699,13,711,..,327,13,342,0,342,..,1855,45,1896,8,1909,..,457,18,475,5,478,..,400,3,405,0,405,..,382,18,402,4,404,..,1730,72,1803,14,1824,..,5159,166,5324,32,5356,..,1265,103,1367,14,1380,..,1808,389,2199,10,2214,..,2774,929,3702,27,3729,..,127,12,137,0,136,..,16,0,16,0,16,..,1710,162,1877,18,1900,..,455,32,483,0,487,..,743,68,813,3,820,..,24,0,24,0,24,..,189,11,202,0,201,..,447,11,458,5,461,..,658,35,702,0,702,..,677,10,683,3,690,..,113
122,99645,..,..,..,..,99645,..,253,5,261,0,263,..,223,17,242,3,248,..,9,0,9,0,9,..,643,158,802,4,811,..,1100,330,1435,11,1442,..,46,22,72,0,71,..,1795,513,2306,14,2323,..,302,27,333,4,338,..,413,18,428,7,440,..,1042,39,1081,4,1082,..,1008,13,1024,5,1030,..,409,29,435,5,442,..,68,0,72,3,74,..,250,7,252,0,258,..,312,25,340,0,337,..,31,0,29,0,29,..,52,0,48,0,48,..,372,18,387,3,390,..,1081,52,1131,8,1136,..,1488,145,1639,19,1656,..,387,58,440,8,451,..,266,105,370,9,378,..,63,8,64,0,64,..,13,0,13,0,13,..,287,27,305,4,312,..,178,13,194,0,194,..,218,29,255,0,255,..,39,0,39,0,39,..,471,87,554,0,554,..,134,6,140,0,142,..,184,21,200,3,206,..,305,10,317,3,319,..,34
123,94465,..,..,..,..,94465,..,145,3,146,0,146,..,2793,354,3143,30,3171,..,23,0,23,0,27,..,443,160,598,8,607,..,665,275,940,11,948,..,40,20,58,0,62,..,1150,447,1595,15,1616,..,407,42,452,3,458,..,71,3,72,3,71,..,278,9,282,3,289,..,224,3,226,0,228,..,559,88,650,8,652,..,2263,126,2385,14,2398,..,1890,56,1948,24,1969,..,637,51,688,5,695,..,231,9,236,0,239,..,747,31,782,7,791,..,1216,75,1290,13,1301,..,6975,355,7326,68,7394,..,748,59,809,13,820,..,42,0,39,0,43,..,68,30,93,0,93,..,190,19,213,4,215,..,222,6,225,3,232,..,124,17,141,0,141,..,305,32,337,3,345,..,167,39,209,0,210,..,1494,154,1654,34,1686,..,243,48,295,3,297,..,518,16,540,3,542,..,293,22,316,3,320,..,1020,43,1057,8,1068,..,121
124,123059,..,..,..,..,123059,..,89,4,88,0,91,..,1558,142,1700,25,1725,..,25,0,25,0,25,..,276,112,382,4,387,..,552,186,731,6,737,..,45,17,67,0,67,..,870,315,1180,12,1192,..,470,47,517,3,523,..,188,3,188,0,190,..,276,4,279,3,285,..,381,13,391,3,395,..,643,78,720,3,732,..,203,3,209,3,215,..,863,23,888,8,896,..,814,71,883,7,891,..,222,12,236,0,236,..,401,30,432,7,440,..,445,38,484,7,493,..,2956,177,3128,32,3162,..,755,71,827,10,831,..,93,8,103,0,103,..,154,72,230,3,229,..,151,18,166,0,170,..,772,56,827,7,840,..,193,33,225,0,225,..,266,19,288,4,292,..,149,12,166,0,166,..,485,36,525,13,537,..,184,22,204,0,208,..,462,14,475,9,482,..,135,3,136,0,141,..,922,24,946,16,967,..,80
125,78811,..,..,..,..,78811,..,80,3,77,0,83,..,20278,3655,23930,225,24156,..,5,0,5,0,5,..,7623,3115,10735,46,10783,..,9637,5971,15608,85,15694,..,618,325,946,11,949,..,17877,9413,27288,139,27430,..,868,149,1020,6,1031,..,94,6,103,0,103,..,357,13,375,6,378,..,292,9,298,3,301,..,1330,212,1544,16,1564,..,1508,79,1584,6,1594,..,6247,233,6478,46,6522,..,3002,222,3218,27,3244,..,778,34,811,6,822,..,3659,245,3903,48,3953,..,8205,528,8731,54,8786,..,23391,1341,24734,185,24923,..,1497,193,1691,17,1708,..,189,40,227,3,228,..,4531,2439,6974,60,7036,..,134,28,160,0,159,..,661,58,720,14,732,..,2112,962,3065,26,3089,..,386,51,436,3,441,..,451,58,512,3,515,..,408,56,472,8,477,..,406,66,480,3,479,..,920,29,951,5,951,..,844,81,923,7,929,..,1653,43,1694,11,1709,..,167
126,46304,..,..,..,..,46304,..,97,0,102,0,105,..,1103,120,1218,10,1228,..,3,0,3,0,3,..,5010,1143,6153,30,6181,..,8088,2423,10510,55,10564,..,404,112,512,7,518,..,13503,3675,17179,90,17270,..,214,27,238,5,244,..,93,0,93,0,93,..,293,17,311,7,316,..,244,5,250,0,250,..,702,81,777,12,787,..,371,14,381,3,387,..,1405,41,1439,11,1447,..,299,24,322,0,322,..,438,5,446,0,453,..,318,10,323,3,328,..,775,23,803,4,805,..,3606,119,3721,21,3740,..,1336,132,1469,18,1492,..,374,71,440,3,442,..,2927,1147,4072,39,4113,..,80,6,85,0,91,..,36,3,42,0,42,..,686,121,801,6,811,..,181,15,198,0,194,..,273,35,310,0,310,..,8,0,8,0,8,..,174,14,191,3,194,..,324,9,329,3,331,..,610,37,646,0,646,..,485,12,491,5,496,..,85
127,72704,..,..,..,..,72704,..,49,0,49,0,49,..,14287,3883,18171,204,18373,..,5,0,13,0,12,..,3426,1736,5167,24,5184,..,2215,1330,3543,27,3569,..,1333,500,1834,15,1842,..,6980,3561,10543,60,10604,..,1807,352,2157,21,2182,..,59,0,61,0,61,..,338,19,362,9,365,..,240,10,247,0,246,..,1768,242,2012,22,2036,..,520,27,551,3,555,..,4390,169,4551,47,4599,..,592,60,647,8,659,..,183,5,185,3,185,..,1150,63,1215,17,1232,..,1067,58,1124,8,1131,..,7902,373,8278,88,8365,..,4140,622,4759,52,4808,..,62,6,64,0,64,..,85,59,143,0,140,..,1410,216,1623,23,1648,..,778,55,826,16,840,..,464,188,655,8,665,..,576,96,669,3,672,..,218,59,277,3,279,..,1531,169,1705,49,1750,..,3351,934,4283,58,4341,..,683,32,714,5,716,..,504,37,535,5,545,..,1573,42,1618,18,1633,..,184
128,89076,..,..,..,..,89076,..,104,0,104,0,104,..,937,48,985,7,992,..,7,0,6,0,6,..,820,200,1027,4,1025,..,1055,332,1384,12,1394,..,66,11,76,0,76,..,1936,549,2487,17,2504,..,264,24,288,7,292,..,136,6,143,0,143,..,266,9,282,0,282,..,336,14,345,7,353,..,1843,141,1985,12,1998,..,57,4,61,0,61,..,199,3,200,0,205,..,111,6,114,0,119,..,36,0,36,0,43,..,42,0,46,0,46,..,213,11,224,3,224,..,660,27,686,6,690,..,783,56,840,10,848,..,142,13,160,0,160,..,71,25,95,0,95,..,480,42,527,5,528,..,85,3,91,3,92,..,62,3,68,0,68,..,212,24,236,0,236,..,402,49,453,3,457,..,32,0,32,3,34,..,145,7,151,5,151,..,105,4,105,0,105,..,157,12,167,0,170,..,157,3,160,0,162,..,31
197,119,..,..,..,..,119,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,5,13,0,13,..,0,0,0,0,0,..,6,10,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
199,4175,..,..,..,..,4175,..,4,0,4,0,4,..,92,17,108,0,112,..,5,0,11,0,11,..,25,11,31,0,31,..,101,51,158,0,158,..,3,5,6,0,11,..,129,68,197,0,197,..,6,0,6,0,6,..,10,0,10,0,10,..,42,7,44,0,44,..,31,0,32,0,32,..,18,0,18,0,18,..,16,0,16,0,16,..,30,0,29,0,29,..,13,3,12,0,12,..,3,0,3,0,3,..,22,3,24,0,24,..,21,0,21,0,21,..,99,9,106,0,106,..,32,5,35,0,35,..,3,0,3,0,3,..,9,3,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,10,3,13,0,13,..,3,0,3,0,3,..,6,5,12,0,12,..,18,0,18,0,18,..,9,0,9,0,9,..,9,0,9,0,9,..,13,0,20,0,20,..,12,0,12,0,12,..,3
