SA4_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
111,558,939,1498,346,467,813,620,2214,2828,617,3943,4559,2444,8283,10729,2527,3759,6291,7783,3143,10922,5941,3358,9304,7759,3362,11115,7537,2349,9881,5907,1883,7789,6016,1362,7381,11687,2020,13703,8537,386,8925,5477,187,5668,3392,725,4118,6810,186,6996,8633,1089,9720,1246,2010,3259,93845,41663,135506
112,423,608,1032,292,380,678,468,1707,2175,470,3013,3480,2085,6690,8778,2278,3467,5746,6370,2621,8988,4810,2633,7447,6384,2283,8669,5874,1317,7195,4097,855,4948,3996,705,4698,6514,771,7281,3871,152,4020,2116,73,2193,1266,364,1632,2456,55,2507,5976,749,6730,1047,1713,2755,60795,30160,90951
113,283,351,634,187,215,404,287,975,1269,318,1611,1932,1215,3174,4388,1197,1530,2723,3223,1442,4658,2563,1616,4181,3392,1416,4808,3551,942,4488,2657,617,3271,2698,504,3201,4851,625,5472,2969,94,3060,1722,58,1777,996,245,1242,1755,56,1813,3995,259,4254,843,1076,1922,38697,16814,55512
114,331,368,703,226,243,465,320,940,1262,322,1740,2056,1417,3794,5208,1261,1866,3132,4319,1397,5717,3121,1415,4539,3851,1206,5054,3572,736,4306,2489,573,3070,2295,432,2729,4008,498,4510,2485,43,2527,1444,16,1463,923,262,1179,1893,30,1917,4004,216,4222,715,1121,1835,38987,16902,55891
115,495,302,792,242,155,397,263,417,677,185,599,789,806,1461,2261,729,955,1682,2007,765,2771,2076,831,2901,3093,913,4001,3155,635,3796,2842,541,3390,3109,416,3530,7185,743,7927,6024,87,6104,4879,56,4938,4248,365,4616,11902,70,11973,6060,199,6262,591,421,1006,59893,9923,69816
116,711,626,1338,330,226,554,620,1153,1775,595,1828,2425,1859,2868,4729,2131,1181,3312,4715,1219,5932,4194,1561,5753,5775,1572,7347,6236,1167,7399,5550,895,6438,5834,678,6506,12211,908,13115,8574,172,8751,5829,90,5919,3823,260,4086,6647,79,6723,7233,393,7632,1172,1018,2183,84034,17884,101918
117,1002,4189,5198,290,836,1129,449,2322,2768,352,3335,3689,1142,4071,5222,1096,2381,3477,2324,2564,4889,2197,3261,5461,3137,4164,7301,3209,3828,7042,2994,3750,6741,3210,3271,6483,7765,6837,14598,6402,1537,7940,5403,1119,6523,4821,4630,9446,13227,2175,15407,5962,3318,9275,605,1481,2085,65587,59085,124676
118,714,1741,2458,254,482,733,325,1347,1672,243,1905,2145,828,2836,3663,839,2014,2853,1727,1798,3529,1796,2302,4097,2536,2704,5240,2710,2393,5099,2418,2301,4718,2558,2015,4572,6192,3925,10118,5200,898,6102,4303,652,4955,4790,3224,8010,16741,1459,18199,6544,2152,8695,756,1213,1967,61478,37343,98825
119,2092,2104,4191,809,704,1517,1463,2838,4298,1168,4271,5444,4160,6988,11150,4257,3303,7559,9686,3060,12740,8501,3427,11933,10894,3701,14595,10558,2607,13159,8771,2163,10935,8595,1639,10232,16892,2493,19380,11588,557,12152,7911,330,8242,5597,836,6435,11705,292,12000,13232,1325,14559,1856,2035,3892,139728,44676,184401
120,961,1588,2550,387,448,828,462,1269,1734,373,1911,2287,1229,3135,4368,1243,1903,3144,2978,1798,4777,2634,2201,4836,3968,2689,6658,3989,2194,6184,3494,2111,5610,3694,1788,5481,8363,3287,11649,6491,712,7198,5109,412,5518,4990,1978,6969,14831,720,15555,6621,1382,8001,604,1011,1619,72397,32559,104952
121,1251,1290,2538,431,519,954,525,1139,1669,330,1799,2131,1152,3242,4395,1250,2426,3674,2635,2253,4888,2901,2767,5667,4500,3169,7666,4767,2878,7641,4182,2872,7058,4669,2465,7135,11199,4946,16149,8916,584,9506,7309,439,7754,8748,3831,12576,30308,701,31005,11091,1134,12232,922,1173,2090,107091,39622,146713
122,427,527,955,207,255,463,243,784,1031,166,1302,1466,797,2621,3419,746,1841,2582,1885,1587,3473,2057,1755,3807,3269,1993,5254,3346,1459,4806,2937,1382,4317,3284,1069,4348,7412,1830,9247,6194,310,6501,4748,212,4962,4829,1304,6136,15354,320,15679,7124,697,7824,730,926,1662,65764,22178,87940
123,481,407,885,257,227,487,433,828,1259,452,1414,1867,1576,2723,4292,1693,1198,2893,4017,1119,5133,3530,1434,4970,4901,1493,6391,4989,1051,6036,4623,850,5473,4604,622,5226,9465,767,10232,6669,118,6789,4290,51,4341,2835,213,3042,5075,54,5128,6161,256,6414,1028,832,1857,67078,15644,82721
124,510,614,1122,212,295,504,419,1213,1631,441,2023,2471,1611,4259,5870,1847,2261,4103,4566,2070,6637,4087,2327,6414,5893,2451,8340,6006,1734,7745,5277,1422,6702,5640,1024,6662,11319,1259,12572,8094,213,8306,5160,103,5266,3455,349,3804,6208,80,6284,6966,453,7426,1048,1264,2307,78778,25393,104168
125,1528,1374,2899,566,513,1081,1057,2067,3127,866,3080,3949,3031,4644,7673,2987,2333,5315,6504,2162,8669,6170,2601,8775,8318,2821,11140,8242,2084,10329,7138,1862,8999,6940,1474,8415,13968,2222,16186,9452,542,9996,6337,330,6665,4597,730,5322,8320,464,8787,9601,1153,10755,1315,1480,2792,106933,33935,140867
126,703,935,1644,244,242,486,307,730,1035,203,1044,1246,757,1900,2655,750,1154,1901,1853,1047,2892,1780,1239,3021,2603,1445,4047,2681,1144,3823,2426,1078,3500,2514,892,3404,5468,1403,6874,4282,268,4554,3297,129,3426,2970,640,3613,8794,200,8994,4313,439,4749,390,528,921,46321,16451,62777
127,1335,906,2245,547,323,869,1095,1581,2674,928,2431,3362,3155,3713,6865,3179,1370,4549,7138,1420,8556,6110,1629,7736,7641,1678,9326,7475,1027,8502,6341,789,7135,6135,566,6702,11494,654,12148,8198,139,8332,5359,55,5415,3519,212,3725,6406,59,6466,9186,398,9583,1559,1140,2695,96786,20100,116885
128,371,448,816,206,211,417,244,711,956,182,1239,1420,891,2663,3550,849,1533,2377,2316,1363,3677,2331,1501,3840,3398,1670,5070,3319,1110,4431,2876,1121,3997,3269,841,4111,7322,1301,8615,6338,182,6514,4855,90,4943,3684,540,4220,9598,92,9689,5689,333,6023,680,806,1490,58414,17756,76169
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
