SA4_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
116,912,1351,856,864,1210,458,552,421,79,6702,1319,1609,1195,2044,2012,890,720,561,157,10504,2279,1375,9231,3217,3325,1551,2752,2217,457,26409,144,101,132,234,502,244,235,248,26,1861,299,262,274,529,834,344,432,394,55,3421,175,346,174,159,325,122,192,164,36,1694,191,335,314,337,428,222,410,463,372,3078,10928,26460,14763,10758,15631,6106,7310,6156,1825,99929
117,1448,2016,897,1026,980,783,171,413,95,7835,1743,2102,1379,1818,1555,1044,192,666,157,10656,1828,1316,5464,1802,1699,1017,680,965,248,15021,136,132,91,177,252,156,42,77,11,1084,409,384,197,383,524,292,100,212,30,2528,236,472,180,171,242,133,43,136,47,1663,290,422,272,315,224,185,109,266,379,2455,22802,56881,11922,11441,14946,8452,2175,5233,2139,135989
118,1378,1940,491,744,1013,626,111,165,98,6549,1389,1515,711,1144,1264,675,102,288,108,7206,1602,854,4767,1385,1228,755,477,803,182,12058,105,91,55,118,205,111,28,49,4,762,347,366,159,359,568,326,64,142,44,2381,246,505,121,135,239,140,31,83,48,1561,289,490,167,234,264,203,66,150,255,2122,20763,47022,8289,7650,11671,6527,1422,2761,1799,107904
119,1812,2403,1497,1523,2298,1128,714,737,173,12291,2295,2344,2126,3244,3281,1736,789,1032,268,17102,3311,1742,12948,3879,3943,2143,2613,2753,634,33970,237,154,170,342,679,356,168,231,37,2373,579,446,483,877,1596,695,470,511,76,5730,367,621,311,283,604,296,229,331,63,3101,375,611,559,494,688,442,424,637,676,4904,20244,47852,22490,16731,23751,12420,8050,10143,3169,164841
120,1375,1859,695,712,1187,611,193,309,116,7061,1608,1736,1094,1339,1663,856,189,457,126,9069,1824,1121,5020,1607,1659,1058,646,927,238,14097,120,114,82,139,277,145,46,84,18,1032,397,348,231,353,714,362,119,160,41,2732,274,529,138,134,310,183,49,101,43,1752,251,392,205,202,281,181,94,215,310,2131,19888,47306,10085,8202,14564,7261,2187,4037,1939,115462
121,2263,3120,770,964,1887,866,151,279,155,10457,2045,2472,944,1418,2075,1004,157,334,116,10575,2256,1468,4938,1655,1792,1125,505,813,223,14772,164,138,100,139,343,135,34,73,15,1143,591,557,231,465,952,448,102,168,53,3576,451,862,149,135,431,164,43,71,42,2368,352,672,157,206,395,194,47,114,339,2491,34446,75115,10491,9465,20023,9029,1654,3213,2699,166130
122,1815,2552,622,923,1409,627,137,229,103,8419,1662,1754,884,1376,1700,790,165,255,115,8707,2880,1297,7898,1902,2000,1294,796,1147,256,19462,156,124,96,145,326,172,40,97,11,1172,529,449,243,429,916,428,102,144,53,3289,254,375,104,124,304,132,37,73,36,1437,255,413,187,234,376,208,92,152,218,2130,19944,33621,11582,7937,11787,6061,1799,2900,1464,97102
123,786,1292,520,807,864,306,245,205,83,5106,1140,1283,863,2010,1715,685,381,378,122,8576,2814,1426,10596,3248,3559,1745,3038,2307,442,29173,145,85,116,212,502,258,169,228,21,1736,288,207,229,495,784,319,329,315,51,3009,124,198,110,107,267,90,111,112,13,1129,203,235,286,298,382,247,340,354,231,2569,8655,17564,13831,9212,10864,4734,5306,4603,1254,76030
124,953,1748,551,1009,1066,343,196,216,68,6154,1503,1658,1051,2267,2094,735,340,410,133,10197,3503,1914,12910,4057,4770,2081,3315,2812,580,35950,162,110,144,242,590,281,165,250,16,1969,401,313,274,614,971,320,327,334,53,3606,121,208,115,125,283,93,105,141,32,1214,200,284,281,316,448,216,357,335,264,2706,11045,24066,16494,11109,13415,5166,5360,5204,1471,93333
125,1241,1629,1148,981,1594,672,572,574,154,8562,1680,1861,1656,2336,2396,1110,662,815,225,12730,2184,1259,8801,2719,2921,1386,1811,1916,486,23479,127,116,153,242,458,197,130,214,20,1657,329,312,377,608,970,350,320,382,69,3711,264,596,318,213,406,203,181,215,83,2486,289,451,455,327,506,252,316,484,476,3556,15745,42881,16934,12158,19168,8602,6335,7655,2719,132191
126,792,1164,474,447,884,351,102,160,55,4425,834,941,582,734,916,459,115,204,66,4851,1068,630,2957,920,1025,603,388,506,128,8225,75,60,50,69,174,93,12,49,10,588,221,187,110,216,487,205,61,96,24,1592,167,338,86,86,213,76,23,53,27,1071,140,256,100,101,184,87,46,92,175,1184,11303,29069,6220,4620,9562,4094,1224,2006,1048,69149
127,944,1223,919,891,1392,472,444,404,121,6803,1332,1554,1357,2341,2335,946,605,541,236,11255,2605,1269,10917,3186,3427,1637,2852,2549,573,29010,170,116,162,257,594,259,209,275,41,2081,347,223,360,603,978,408,406,418,75,3824,161,324,200,165,366,145,183,171,43,1756,249,340,444,312,491,308,409,516,463,3531,9900,22360,16092,10165,14382,5941,6136,5891,2091,92945
128,1292,1887,546,933,1287,511,107,150,55,6765,1588,1551,825,1586,1945,696,141,217,101,8641,3245,1432,9299,2235,2833,1480,1265,1413,342,23532,132,113,87,168,402,161,49,73,14,1194,380,326,239,414,1011,371,145,178,44,3102,147,258,91,105,353,105,37,55,24,1169,210,312,138,209,345,199,78,110,221,1827,13317,24712,12178,7695,11548,4838,2084,2578,1179,80126
197,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,12,3,3,3,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,14,7,11,6,7,8,3,74
199,14,27,7,18,14,4,10,7,3,100,12,28,19,48,25,14,12,30,6,198,45,38,246,70,38,31,82,93,6,657,4,0,3,8,3,7,7,14,0,46,9,6,5,16,3,13,6,13,0,67,3,8,0,0,3,3,3,5,3,29,3,14,15,16,11,8,9,21,25,117,200,562,348,285,168,119,144,278,58,2162
