SA4_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
101,3,0,0,3,4,3,0,0,9,3,0,3,8,3,0,11,701,89,21,11,816,9,3,6,823,53,0,876,78,15,4,0,101,3,0,5,104,27,0,133,0,3,0,0,7,0,0,0,7,0,3,4,774,102,27,13,917,13,3,13,934,83,4,1014,154,8,0,0,167,0,0,0,167,4,0,177,75,12,4,0,92,0,0,0,98,13,0,106,3,3,0,0,8,0,0,0,8,0,0,8,3,0,0,3,9,0,0,0,9,0,0,9,242,27,8,3,275,0,0,0,280,19,0,296,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,9,246,27,8,3,281,0,0,0,286,20,0,299,25,9,0,0,32,0,0,0,32,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,271,31,8,3
102,29,3,0,35,49,3,0,0,54,5,3,5,62,3,0,63,1612,205,37,20,1880,37,4,39,1921,104,3,2027,242,31,8,7,289,5,0,8,300,80,0,376,0,0,0,0,0,0,0,0,0,0,3,3,1856,239,47,22,2168,39,9,48,2221,181,10,2408,338,40,4,0,389,7,0,7,397,24,0,422,307,62,5,0,377,13,3,13,391,34,0,421,7,3,10,0,17,0,0,0,17,3,0,19,3,0,0,0,4,0,0,0,4,3,0,5,653,105,23,10,791,15,3,24,807,64,0,877,6,0,0,0,6,0,0,0,8,0,0,9,14,0,0,0,14,0,0,0,14,3,0,13,20,0,0,0,21,0,0,0,21,3,0,26,667,105,21,10,803,17,3,24,828,69,3,897,106,20,10,0,131,5,0,7,139,55,0,189,0,0,0,0,0,0,0,0,0,0,0,0,773,126,33,8
103,3,0,0,3,5,0,0,0,5,3,0,3,13,0,0,10,563,50,9,4,633,20,3,23,654,30,4,683,66,16,3,8,81,4,4,4,92,29,0,119,0,0,0,0,0,0,0,0,0,0,0,0,628,60,16,10,717,23,6,29,739,60,4,802,72,3,4,0,81,3,0,3,81,7,0,85,48,6,0,0,55,0,0,0,57,10,0,59,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,124,11,3,0,139,3,0,5,144,12,3,154,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,7,128,11,3,0,140,3,3,7,142,16,3,162,10,3,0,3,17,0,0,0,17,11,3,30,0,0,0,0,0,0,0,0,0,0,0,0,136,15,3,5
104,8,3,0,5,7,3,0,0,10,3,0,3,13,0,0,16,287,59,14,0,359,9,4,11,370,46,0,415,46,5,0,0,54,3,0,3,57,35,0,86,0,0,0,0,0,0,0,0,0,0,0,0,326,71,14,0,409,11,4,16,422,79,0,506,31,7,0,0,38,0,0,0,38,3,0,40,20,12,3,0,35,0,0,0,35,3,0,38,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,59,13,4,0,77,0,0,0,77,10,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,16,4,0,74,0,0,0,74,10,0,85,8,0,0,0,12,0,0,0,12,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,66,19,4,0
105,3,0,0,0,3,0,0,0,3,0,0,0,6,0,0,4,175,26,3,0,206,3,0,3,204,10,0,220,25,4,0,4,32,5,0,5,30,11,0,44,0,0,0,0,3,0,0,0,3,0,4,3,196,26,3,3,238,4,0,4,241,22,4,268,15,7,0,0,21,0,0,0,21,0,0,26,12,3,0,0,19,0,0,0,19,3,0,19,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,35,5,3,0,41,0,0,0,41,6,0,52,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,37,5,3,0,45,0,0,0,46,6,0,53,8,0,0,0,8,0,0,0,8,3,0,5,0,0,0,0,0,0,0,0,0,0,4,4,37,5,3,0
106,20,5,0,30,28,0,3,0,32,0,0,7,35,5,0,47,974,117,25,11,1128,24,11,35,1163,77,3,1239,140,29,7,5,187,9,0,9,194,42,0,233,0,0,0,0,3,0,0,0,3,0,4,4,1120,141,39,14,1314,29,10,42,1351,119,8,1482,171,16,0,0,185,5,3,7,190,25,0,221,155,16,3,0,178,0,0,3,181,14,0,198,0,3,8,0,15,0,0,0,15,0,0,15,0,0,0,5,5,0,0,0,5,0,0,5,324,33,11,10,381,7,3,13,392,44,0,432,0,0,0,0,4,0,0,0,4,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,8,0,0,0,6,0,0,0,6,0,0,11,332,33,13,10,386,7,3,13,398,46,0,442,63,7,4,0,78,3,0,3,79,19,0,101,0,0,0,0,0,0,0,0,0,0,0,0,393,46,15,10
107,29,3,0,31,34,5,0,0,42,4,0,8,47,5,0,54,1739,205,44,24,2009,45,15,55,2068,155,0,2228,294,44,7,7,351,7,8,17,367,108,3,478,5,0,0,0,4,0,0,0,4,0,7,14,2040,252,51,31,2366,56,20,74,2440,266,6,2716,344,44,5,3,392,6,4,15,406,47,0,451,372,63,7,3,446,3,3,11,457,39,0,500,14,3,5,0,25,0,0,0,24,3,0,27,0,0,0,3,3,0,0,0,3,3,0,9,735,112,23,7,874,11,11,26,894,93,3,988,5,0,0,0,3,0,0,0,9,3,0,10,8,3,0,0,9,0,0,0,9,3,0,13,12,3,0,0,20,0,0,0,17,9,0,22,747,114,23,7,887,13,11,24,913,99,3,1008,146,15,4,6,178,7,0,8,184,83,0,267,0,0,0,0,0,0,0,0,0,0,0,0,892,128,30,8
108,4,0,0,11,11,5,0,0,13,3,0,3,20,4,0,22,404,82,9,10,500,7,3,13,511,44,0,562,70,20,3,3,96,3,0,3,99,44,0,141,0,0,0,0,0,0,0,0,0,0,0,3,471,98,13,15,599,8,0,14,612,87,3,705,37,3,0,0,50,0,0,0,47,7,0,56,35,6,0,0,38,0,0,0,39,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,13,0,0,92,0,0,3,93,12,0,105,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,6,0,0,0,5,0,0,6,77,11,0,0,94,3,0,0,99,14,0,108,14,3,0,0,17,0,0,0,19,16,0,35,0,0,0,0,0,0,0,0,0,0,0,0,93,16,4,3
109,4,0,0,4,3,0,0,0,3,3,0,5,6,0,0,6,360,47,3,3,412,9,0,8,419,17,0,431,38,10,0,0,47,0,0,0,46,21,0,71,0,0,0,0,0,0,0,0,0,0,3,3,395,54,3,3,455,9,4,10,467,37,3,503,31,0,0,0,35,0,0,0,36,0,0,36,46,7,0,0,59,0,0,0,59,3,0,65,3,0,3,0,7,0,0,0,7,0,0,7,0,0,0,3,5,0,0,0,5,0,0,5,82,13,7,4,108,0,0,0,104,3,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,13,7,4,108,0,0,0,105,3,0,110,6,3,0,0,13,0,0,0,13,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,91,14,7,4
110,7,0,0,7,3,0,0,0,3,6,0,6,11,3,0,12,357,46,7,3,413,9,0,9,422,24,0,449,48,3,0,3,50,0,0,0,56,25,0,78,0,0,0,0,0,0,0,0,0,0,0,3,402,45,8,8,462,10,0,10,473,50,3,525,34,9,0,3,41,0,0,0,47,5,0,51,27,0,0,0,29,0,0,0,29,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,7,3,3,74,0,0,0,77,3,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,67,7,3,3,74,0,0,0,78,5,0,84,8,0,0,0,8,0,0,0,8,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,69,7,3,3
