SA4_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
111,0,3,21,93,66,59,21,3,0,269,27,108,149,589,278,273,99,27,9,1548,0,3,3,84,44,68,94,80,94,474,4,52,27,199,190,277,380,223,95,1449,4,8,92,64,38,22,16,11,0,255,5,61,167,366,226,166,70,54,8,1120,0,0,0,11,51,68,68,58,24,273,4,31,33,163,63,38,24,20,0,385,3,7,35,139,12,4,0,3,0,197,17,37,83,284,80,34,6,3,0,545,0,0,9,59,150,248,248,177,43,932,0,0,3,21,22,11,5,0,0,65,26,132,150,392,171,127,87,29,8,1116,13,40,71,245,86,57,13,4,6,531,0,15,21,65,94,73,75,47,24,409,0,16,69,123,22,44,11,0,0,283,85,327,477,1567,619,508,576,355,218,4732,623,1155,1715,4115,2361,2448,2306,1628,940,17289,21371,42050,46328,90677,46563,45143,36273,20775,9928,359106
112,0,4,12,103,99,67,16,11,3,322,21,84,80,327,185,154,67,16,6,934,0,0,0,49,12,31,22,16,16,141,4,20,15,95,127,184,262,183,89,987,6,4,3,26,37,24,20,5,0,117,4,39,63,233,172,152,136,58,15,870,0,0,0,3,13,13,29,16,5,81,3,6,3,33,16,18,14,7,3,99,3,4,6,51,9,0,3,0,0,77,12,38,56,156,66,38,17,0,0,371,0,0,0,3,0,0,5,4,4,14,0,0,0,13,4,3,3,0,0,31,11,64,78,256,175,202,190,36,16,1031,3,11,10,68,23,15,0,0,3,139,0,8,6,44,32,61,65,40,19,269,0,9,15,46,36,38,29,3,0,170,37,136,159,956,441,443,414,224,97,2907,798,1889,1878,4536,3265,3738,2879,1805,1059,21857,12416,28663,24363,49975,32981,37248,29358,16550,8042,239604
113,3,4,6,24,19,10,0,0,0,75,28,127,77,441,118,94,34,9,5,922,0,0,0,9,8,5,6,11,9,46,4,3,21,38,54,56,98,36,11,321,0,3,6,10,9,13,3,5,0,54,3,59,87,164,110,40,30,7,3,503,0,0,0,3,4,8,10,13,4,42,3,22,16,109,26,11,3,3,0,199,0,0,61,250,6,0,0,0,0,320,3,10,21,69,24,4,9,0,0,138,0,0,0,4,7,0,3,0,0,11,3,5,7,44,26,17,10,0,0,98,7,22,22,59,36,35,30,8,0,219,0,5,4,66,11,18,3,0,0,107,0,0,0,9,5,6,20,3,4,50,0,19,27,56,36,22,9,0,0,159,21,115,182,563,234,217,143,97,45,1618,618,1340,1420,3033,1816,2051,1656,1127,546,13601,9965,21125,19911,37158,19887,19828,15046,9060,3951,155934
114,0,0,0,29,35,25,8,11,0,99,3,31,48,170,94,90,45,4,3,493,0,4,0,26,11,43,48,33,19,172,0,11,12,51,102,191,274,180,61,875,0,13,6,16,21,16,11,13,0,99,0,18,21,110,76,79,121,35,9,460,0,0,0,0,11,25,21,22,6,89,0,10,0,25,5,5,12,5,3,70,0,8,8,20,12,3,3,3,0,53,11,12,13,87,33,16,8,0,0,181,0,0,0,9,9,18,23,4,0,61,3,0,0,6,3,0,8,0,0,21,7,40,45,101,74,84,100,33,6,496,0,4,17,72,21,7,5,0,0,138,0,8,3,20,29,43,83,43,8,232,0,5,3,30,10,15,11,5,0,77,16,40,53,290,252,347,467,286,105,1845,384,967,958,2163,1598,1791,1905,1187,543,11503,7480,17207,14835,28413,18747,21971,22062,12069,4588,147363
115,0,0,9,45,48,39,10,9,4,154,14,84,180,868,606,600,331,60,35,2780,0,3,9,141,81,155,76,31,22,520,4,34,27,111,161,163,191,79,37,802,19,134,134,185,154,151,98,26,5,897,33,357,560,1014,730,436,186,85,25,3430,0,0,0,16,50,34,39,24,5,168,6,128,214,805,797,679,304,128,50,3118,6,17,54,287,104,151,82,11,0,707,9,25,61,197,66,45,8,0,0,412,0,0,0,6,14,15,11,3,3,49,0,5,5,73,120,43,19,14,4,277,34,203,309,290,153,114,61,20,9,1195,3,20,28,246,186,158,48,9,0,692,0,12,12,35,40,40,39,20,4,209,0,3,33,86,89,49,18,3,0,282,53,352,444,1488,1086,883,671,366,141,5485,341,854,918,2036,1442,1164,996,554,278,8581,13347,33610,30792,55144,33842,27940,20102,8963,4003,227739
116,0,0,16,55,42,23,4,4,0,146,130,998,2074,8258,4511,3766,1665,378,199,21977,0,10,15,181,100,231,155,97,150,938,0,19,18,95,169,207,211,129,50,902,16,82,74,129,82,97,49,20,8,555,10,113,219,614,360,262,138,63,11,1793,0,0,4,75,85,115,111,102,29,526,40,249,407,2289,869,683,381,138,44,5101,8,8,27,148,28,52,18,0,3,285,8,42,82,317,100,58,18,6,0,628,0,0,3,33,38,51,42,17,0,192,11,15,90,416,388,216,145,44,5,1339,25,153,171,264,107,74,33,7,0,831,3,7,41,373,220,247,77,19,12,997,0,5,0,22,21,29,24,25,3,131,0,13,80,130,62,29,7,0,0,327,151,899,1860,5084,2870,2294,1423,770,343,15694,1305,2296,2282,5379,2463,2133,1580,852,354,18641,27162,50163,46392,104627,42341,33933,21714,9736,3575,339637
117,3,8,26,117,68,37,16,13,0,286,14,103,293,1943,505,392,198,52,20,3515,8,3,33,486,65,132,93,38,22,873,4,0,89,661,238,203,143,64,20,1429,11,37,298,792,131,111,63,22,9,1472,7,9,165,966,268,194,103,41,3,1750,0,0,3,78,59,69,64,54,18,344,0,3,74,351,72,47,37,13,3,611,11,12,240,1136,87,65,38,5,3,1600,38,65,864,6133,413,185,53,12,3,7759,0,0,4,96,57,97,87,81,16,445,4,6,51,412,234,125,107,50,7,996,62,118,523,1768,383,222,147,42,5,3270,24,74,707,1767,619,777,327,142,70,4505,3,4,28,200,65,37,24,10,3,376,0,0,16,104,38,18,8,0,0,191,116,292,1844,9557,1810,1707,1677,1011,381,18395,1092,1275,5644,16227,3892,3005,1956,1098,433,34623,13091,17163,50267,143901,35329,26163,17164,9046,3426,315551
118,0,9,12,89,81,38,15,8,4,255,9,76,193,955,291,217,97,38,6,1886,0,6,15,402,73,189,197,96,165,1148,10,23,62,621,224,209,175,109,27,1460,42,125,287,377,109,125,82,42,20,1207,24,143,506,2304,1380,1065,705,399,154,6677,0,0,0,42,41,56,41,44,13,238,0,7,69,186,51,46,44,26,7,427,10,10,87,299,64,61,33,8,0,573,12,39,171,512,139,91,48,9,4,1021,0,0,0,35,20,13,10,4,3,91,0,4,13,99,79,45,30,17,11,300,110,343,333,1357,418,219,150,37,18,2977,9,28,144,437,139,121,56,23,6,969,5,10,13,259,64,29,35,16,3,432,0,3,19,121,80,47,25,19,4,321,171,480,1480,8173,2150,1971,2318,1291,790,18821,1049,1555,2776,8961,2790,2195,1974,1351,959,23603,14801,25951,35372,94799,32892,25087,20072,11718,6342,267037
119,0,3,21,90,55,57,20,19,8,271,69,355,706,3615,1387,1137,494,124,41,7934,0,15,25,391,93,162,123,114,108,1030,0,6,12,116,125,197,180,115,81,841,17,79,110,319,125,180,100,41,9,978,7,29,97,412,251,190,141,58,19,1203,0,0,5,78,118,177,147,97,23,649,0,21,55,313,141,160,110,48,33,882,15,32,117,772,117,135,68,10,5,1274,33,90,250,1479,308,231,70,14,5,2490,11,46,133,964,1233,1579,1464,769,214,6417,9,11,43,293,267,160,152,60,20,1020,48,174,147,373,137,97,66,24,3,1065,91,327,1633,6502,4228,3919,1393,609,269,18972,0,8,6,46,29,28,45,14,13,189,0,20,53,145,55,22,4,3,0,301,325,1188,2307,10824,4848,3908,3012,1751,730,28896,1990,3331,3904,10289,4395,3805,3075,2267,1454,34506,38194,68892,75864,172332,71779,61067,42634,27238,13419,571416
120,0,3,14,82,67,52,20,18,16,262,25,131,220,1777,480,433,239,44,26,3379,3,8,7,285,65,159,91,70,65,756,0,13,20,312,202,173,159,83,37,1010,33,73,91,290,101,107,71,32,5,803,10,31,90,544,218,166,114,45,8,1220,0,0,3,35,55,55,50,46,13,269,10,44,138,758,361,419,256,155,100,2235,19,29,130,758,91,101,51,12,0,1182,17,58,205,1241,175,105,33,5,0,1838,0,4,4,51,43,29,27,23,5,180,4,3,27,252,175,122,85,34,15,716,82,182,129,585,245,154,110,34,7,1526,17,73,397,1395,717,610,260,129,40,3631,0,0,6,91,66,36,31,14,5,238,0,0,15,82,40,19,8,3,0,169,123,371,645,4124,1565,1307,1196,766,372,10463,1010,1402,2256,7289,2482,2018,1508,886,508,19359,17385,28843,36562,101801,38627,30476,21016,12447,6153,293301
121,0,11,13,153,240,175,74,96,35,795,54,225,298,2090,606,438,239,68,27,4043,8,19,21,464,100,259,137,73,52,1133,4,77,71,419,461,327,314,200,96,1980,79,391,267,619,302,243,172,73,16,2172,73,470,739,2475,1533,1261,684,276,101,7608,0,0,3,60,55,63,38,27,6,262,7,42,70,680,347,243,154,75,30,1644,48,76,213,1461,272,317,190,38,4,2624,30,90,180,1128,245,126,37,7,3,1848,0,3,3,35,43,37,27,30,3,188,3,25,16,140,101,70,26,29,15,420,174,720,462,1180,657,460,260,87,31,4026,16,39,111,750,298,203,90,24,10,1533,9,15,21,162,138,86,77,39,20,571,0,16,36,254,167,153,41,12,0,688,193,815,851,6041,2151,1554,1372,859,471,14313,967,1604,1982,6694,2644,2215,1834,1236,1009,20178,24103,50875,45768,119676,57205,44459,34053,19085,10139,405356
122,0,0,0,65,103,54,14,17,7,263,15,72,145,711,317,245,75,38,6,1627,4,7,4,197,60,99,69,20,25,499,5,80,59,483,372,288,275,179,66,1813,27,109,69,112,92,60,38,19,3,524,27,215,269,1408,732,426,251,111,41,3471,0,0,7,87,82,108,72,88,27,478,0,9,6,66,42,38,21,13,3,185,3,12,21,91,32,32,19,0,0,201,12,35,85,348,139,83,10,3,0,724,0,0,9,21,21,18,11,5,4,87,0,6,7,72,60,46,46,14,10,250,56,283,277,886,463,267,170,55,11,2463,0,9,58,198,89,58,28,7,3,453,3,11,21,229,139,77,70,44,13,610,0,0,18,127,92,69,28,3,3,337,101,464,592,4837,1609,957,800,449,205,10014,632,1172,1203,3770,1884,1585,1401,1011,643,13306,15672,34180,26972,67776,37397,28419,22440,13078,6945,252878
123,0,3,17,51,40,21,4,6,0,142,25,213,437,1711,968,766,341,73,32,4568,0,3,7,180,85,167,118,44,21,634,3,28,30,173,192,390,355,150,34,1350,3,15,26,55,29,39,19,6,0,189,4,39,119,470,243,214,179,61,9,1349,0,0,8,33,62,46,54,37,10,242,12,55,53,282,149,108,65,31,9,758,0,3,7,75,17,21,3,0,0,133,9,30,70,370,115,66,42,0,0,703,0,4,6,55,82,52,40,10,5,253,0,3,7,45,30,16,9,6,0,116,12,60,70,175,95,58,53,14,0,545,11,28,63,435,209,176,41,21,4,994,0,4,10,38,62,66,52,23,12,268,0,27,74,124,58,30,4,0,0,317,57,349,628,2906,2073,1662,1066,482,166,9387,927,1748,1892,4235,1999,1950,1536,847,535,15674,19402,38579,35959,73389,33690,29869,19726,8285,3174,262064
