SA4_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
101,2788,3889,8636,9857,11849,9706,3058,569,94,50446,50,83,151,228,357,401,369,103,14,1750,0,3,21,16,10,8,0,0,0,57,127,107,220,230,288,198,45,6,0,1216,3,11,43,58,68,40,6,0,0,224,18,50,166,238,261,154,39,7,0,942,23,32,96,103,124,91,20,0,0,501,926,605,797,927,1159,893,186,15,0,5502,1010,608,811,640,731,576,132,8,0,4525,20,28,108,170,240,182,56,9,0,805,32,57,97,78,121,77,15,3,0,474,16,70,209,178,233,132,12,0,0,849,14,71,162,168,191,132,41,7,0,782,49,171,495,606,649,439,128,13,4,2555,40,97,237,341,511,352,101,10,3,1690,49,233,1290,1914,2117,991,108,8,0,6708,106,259,864,1272,1535,1116,209,15,0,5379,187,599,1488,1724,2558,2299,356,16,0,9222,80,95,130,160,179,126,36,3,0,812,117,174,283,332,327,242,56,7,0,1536
102,3958,6615,13939,15566,16389,12187,3048,338,46,72088,13,31,41,65,117,80,38,12,3,404,0,6,13,26,11,8,3,0,0,71,115,158,388,597,650,409,59,6,0,2390,0,13,42,60,59,40,4,0,0,212,34,112,333,434,440,306,52,9,0,1722,34,78,208,354,314,187,42,4,0,1211,1368,1331,1514,1465,1831,1358,236,13,0,9114,1981,1090,940,776,777,518,82,12,0,6176,23,52,124,219,333,274,56,0,0,1080,62,78,195,197,208,140,28,0,0,907,21,162,593,650,627,367,42,3,0,2463,42,140,285,296,296,221,57,3,0,1335,52,271,725,924,805,542,172,7,0,3501,51,186,441,606,709,479,107,9,0,2586,30,121,721,1095,1083,645,85,0,0,3777,149,437,1542,1732,2002,1577,235,14,3,7694,290,1193,3012,3469,4634,3678,651,25,3,16943,102,135,206,211,177,115,46,3,0,984,152,333,603,592,616,402,85,8,0,2790
103,2460,3858,8728,8793,9711,8175,2820,641,102,45297,40,89,212,293,458,524,468,169,19,2275,8,38,161,123,91,27,7,0,0,460,87,95,231,288,320,194,58,3,0,1275,0,5,32,48,56,27,10,0,0,172,22,52,146,184,184,132,17,3,0,748,31,50,83,92,138,95,23,3,0,507,841,687,927,891,996,689,153,17,3,5199,863,582,614,516,585,444,99,5,0,3718,6,34,75,147,229,168,52,8,0,726,31,45,87,72,78,42,15,0,0,370,13,66,204,184,198,118,19,4,0,804,21,72,79,114,125,88,24,0,0,520,34,113,363,446,390,279,92,10,0,1719,37,69,225,300,446,287,72,12,0,1448,27,128,614,761,765,457,74,3,0,2834,92,332,1066,1487,1614,1196,188,15,4,5988,178,680,1801,1862,2331,1990,326,19,7,9188,48,54,70,78,62,59,25,3,0,405,81,167,317,322,285,180,52,4,3,1414
104,1521,2073,4512,5196,5937,5419,1460,230,35,26388,24,43,191,161,203,175,113,29,5,937,0,0,0,0,3,6,0,0,0,16,29,34,60,99,120,100,27,0,0,467,0,0,6,14,19,8,0,0,0,53,11,21,110,148,149,117,18,3,0,571,16,14,40,60,84,58,9,0,0,288,630,353,564,610,758,558,98,15,0,3583,655,393,444,405,450,369,53,9,0,2773,9,26,44,77,121,101,18,0,0,400,10,14,36,45,58,35,8,0,0,206,4,27,94,108,129,85,10,0,0,465,16,50,74,112,124,75,22,0,0,482,17,47,215,288,289,206,52,4,0,1123,5,29,140,204,295,200,43,6,0,934,8,57,235,441,440,305,26,0,0,1531,34,133,509,722,979,785,119,3,0,3288,90,362,941,1299,1852,1827,260,16,5,6640,34,30,40,63,79,64,14,0,0,328,44,78,161,189,223,146,32,0,0,871
105,1148,2044,4800,4457,5125,4596,1656,375,71,24273,30,80,145,216,348,379,267,92,14,1567,3,25,90,48,52,28,4,3,0,253,41,26,89,99,92,62,16,0,0,435,3,8,26,36,32,18,0,0,0,121,9,18,79,73,84,58,13,3,0,329,12,23,72,46,86,39,14,3,0,296,417,308,494,429,501,417,85,14,7,2664,424,287,372,273,364,300,70,5,3,2104,3,20,40,65,109,91,25,4,0,358,9,25,31,32,26,23,3,0,0,149,7,41,103,86,109,45,7,0,0,398,9,14,55,48,51,37,12,0,0,226,21,77,220,192,164,125,26,4,0,827,16,41,114,158,205,170,39,0,0,751,13,63,368,431,445,265,50,0,0,1620,41,200,786,835,818,649,106,13,0,3440,78,429,1153,989,1310,1149,195,6,6,5316,20,20,59,42,56,28,4,0,0,242,38,87,178,142,146,126,30,5,0,749
106,3448,5316,12035,12627,12989,9773,2395,380,61,59029,31,99,205,203,290,246,181,48,12,1323,8,109,419,371,280,75,7,0,0,1262,143,143,374,405,490,251,33,6,3,1847,6,20,56,88,88,32,4,0,0,298,32,81,248,345,366,209,43,3,0,1324,16,56,137,120,134,83,21,0,0,567,956,930,1361,1374,1463,900,139,20,4,7136,1590,942,970,785,814,505,91,0,0,5708,25,83,189,250,300,240,71,4,0,1153,33,38,72,56,54,38,12,0,0,310,22,127,382,366,343,154,26,0,0,1418,37,106,237,186,217,117,35,3,0,937,51,180,540,617,509,309,104,9,0,2319,52,161,466,547,627,397,83,9,0,2349,24,158,633,853,862,415,61,9,3,3022,78,301,1043,1462,1554,1132,150,16,3,5735,212,806,2122,2300,2895,2285,327,12,0,10948,52,80,118,124,114,66,31,0,0,591,132,279,514,461,447,229,55,7,0,2113
107,3649,6904,13912,14710,14680,10180,2024,257,26,66333,6,21,23,41,39,48,26,3,3,212,0,6,50,49,35,14,4,0,0,155,74,119,222,342,346,180,28,3,0,1308,3,18,31,63,58,33,7,0,0,201,20,92,234,320,287,157,20,3,0,1132,22,65,171,207,161,82,15,3,0,725,1164,1263,1345,1337,1485,923,134,10,0,7665,1548,1293,808,620,675,434,62,4,0,5441,20,92,178,247,315,155,39,0,0,1053,29,83,130,133,82,43,0,0,0,504,34,196,739,798,632,307,24,0,0,2725,40,123,244,235,219,124,30,3,0,1020,78,315,683,769,598,346,76,9,0,2875,47,199,481,540,628,431,66,7,0,2396,23,199,904,1224,1142,657,47,3,0,4192,189,673,1939,2311,2468,1876,257,22,0,9728,245,1260,3168,3226,3745,2733,405,25,4,14813,107,146,175,160,156,104,18,0,0,880,133,306,560,523,501,265,53,6,0,2361
108,2194,2717,5832,7097,8838,7987,2330,376,61,37433,28,36,74,131,187,226,207,53,3,950,0,0,9,7,5,0,3,0,0,27,71,52,117,150,217,181,36,6,0,830,0,3,48,140,150,69,6,0,0,417,15,31,154,187,234,136,40,5,0,799,18,16,46,90,80,66,12,3,0,331,760,498,779,839,1171,908,192,6,0,5155,962,478,588,551,722,544,117,11,0,3965,9,17,45,89,175,150,33,4,0,530,15,26,38,57,52,37,15,0,0,235,11,34,111,179,220,124,17,3,0,704,24,54,124,145,184,149,32,10,0,720,22,68,283,355,401,321,90,10,0,1543,26,70,188,298,435,314,73,12,0,1423,6,53,217,437,497,328,57,0,0,1598,50,182,694,1092,1390,1164,163,9,3,4750,169,579,1413,1878,2813,2725,408,24,0,9996,39,36,56,72,94,68,21,0,0,385,64,118,247,291,317,206,56,3,0,1304
109,1526,2238,4776,4909,5505,5127,1675,302,56,26119,42,78,197,251,338,354,200,71,5,1538,0,0,6,3,3,3,0,0,0,15,78,86,181,205,278,182,29,0,0,1045,0,3,13,23,23,15,5,0,0,83,3,22,82,121,126,106,22,0,0,495,11,16,52,60,94,63,10,3,0,299,509,382,496,471,579,465,102,7,3,3012,544,394,393,339,396,332,84,3,0,2477,13,25,79,96,141,125,41,3,0,523,15,35,41,37,27,24,9,0,0,191,10,48,129,134,121,67,8,0,0,522,12,33,48,59,55,46,19,0,0,280,23,66,213,220,248,156,34,0,0,969,12,43,117,175,238,170,50,11,0,808,9,41,259,393,388,288,38,4,0,1422,60,180,617,735,823,658,111,6,0,3180,86,378,1049,1044,1339,1257,198,11,0,5365,34,36,33,34,49,27,13,0,0,224,41,85,202,166,159,110,36,5,0,798
110,2252,3331,7413,7394,8480,7536,2711,628,98,39847,63,111,335,434,625,710,545,145,23,2984,3,22,68,30,42,11,0,0,0,184,59,95,222,205,221,169,36,3,0,1013,0,6,16,12,20,21,3,0,0,73,8,25,90,130,145,133,27,10,0,564,25,43,105,116,125,81,22,3,0,520,752,563,802,749,869,657,133,14,3,4551,749,462,513,419,480,399,77,8,0,3095,9,22,87,160,156,157,62,4,0,666,15,30,52,62,57,51,12,0,0,276,25,68,199,190,179,110,21,3,0,795,25,53,102,91,112,60,26,0,0,465,47,147,361,422,383,277,58,8,0,1706,31,58,217,271,379,281,71,4,0,1307,19,69,359,441,455,283,60,4,0,1694,68,287,1008,1374,1591,1145,214,18,3,5703,168,591,1527,1536,2032,1779,290,9,6,7934,35,23,50,48,50,45,12,0,0,258,72,134,261,250,259,195,47,5,0,1222
