SA4_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
101,103,462,298,386,676,702,363,564,47,3593,159,393,250,306,514,530,215,472,855,3697,4007,10941,9242,11680,18678,16667,8779,15369,1971,97339
102,154,766,615,684,1190,1087,550,755,67,5868,197,577,465,425,980,1040,340,666,1143,5841,5073,16887,15515,16819,26643,26302,11689,18147,2512,139593
103,73,412,312,314,604,635,358,658,34,3394,151,301,204,234,468,463,204,426,782,3225,3377,9642,8344,9653,15282,14178,8097,15867,1847,86287
104,54,289,180,260,410,365,166,293,23,2041,91,250,186,170,292,248,102,178,457,1970,1990,7218,6060,7647,9811,7544,3837,6938,1029,52076
105,61,166,160,174,407,348,171,295,27,1829,86,126,102,114,228,255,113,216,512,1758,1742,4504,3878,5018,8966,7887,4056,9520,1132,46707
106,142,590,457,505,1002,916,507,856,48,5028,148,460,299,365,685,744,281,502,893,4379,4276,13155,11816,12635,20078,18467,11188,17244,2098,110966
107,163,645,527,560,1033,1032,445,677,41,5133,164,453,389,351,750,838,291,546,952,4744,4833,15889,14406,14645,24903,22913,11436,16216,2091,127331
108,77,414,332,313,563,525,258,403,39,2928,133,334,197,241,346,306,143,264,770,2731,3216,10115,8784,10695,13376,11021,5417,9793,1735,74160
109,56,220,198,197,347,331,196,317,30,1891,88,210,144,149,300,298,107,236,461,2008,2052,5910,4957,6134,8535,8370,4492,8559,1087,50100
110,88,359,241,263,613,564,295,478,43,2951,131,307,210,218,444,467,175,371,733,3050,2865,8400,6968,8846,14165,12221,6462,14302,1745,75985
111,181,827,633,690,1333,1186,659,872,40,6421,181,563,380,436,897,955,317,616,1133,5485,5979,19894,17895,19192,30662,29345,14575,20387,2520,160447
112,84,534,406,446,619,623,285,501,45,3537,181,538,369,456,515,590,200,485,988,4321,3401,13538,11708,15006,17060,14282,6686,12663,2085,96427
113,48,270,215,246,519,498,291,386,28,2505,121,258,188,178,423,468,172,312,612,2732,2540,7292,6329,7551,13744,12228,6429,11809,1516,69453
114,70,291,256,278,391,344,208,341,33,2214,109,306,197,189,293,319,135,279,520,2360,2103,8052,6557,7267,9685,9035,4970,8073,1149,56899
115,86,541,434,449,691,924,429,816,42,4416,121,487,397,372,696,1138,329,775,841,5145,3021,13369,11634,10841,18735,25557,10437,19995,1724,115320
116,118,531,507,489,1325,1151,530,709,64,5425,185,591,613,615,1949,1765,524,774,1864,8885,4175,13349,13705,14561,39620,34095,12796,16729,3648,152682
117,130,554,578,555,1081,1052,520,724,83,5274,210,571,920,492,964,1543,523,1072,1499,7785,4777,13386,19650,13384,30394,39422,19305,31132,3013,174465
118,97,523,485,468,652,747,353,611,43,3979,157,592,554,432,618,1254,414,1005,1025,6040,3874,12969,13273,12028,18757,29951,14352,28519,2151,135879
119,208,1182,1208,987,1996,1964,855,1163,142,9703,395,1309,1487,1117,2608,2564,720,981,3499,14679,6791,25529,29620,25067,53963,52848,19650,27434,6504,247411
120,105,556,538,470,903,922,432,649,63,4639,152,634,742,487,1010,1351,415,761,1340,6900,4173,13754,16377,13646,26887,33951,14778,23926,2624,150117
121,139,831,687,591,935,1050,583,928,71,5813,208,864,714,580,1010,1850,590,1350,1308,8474,5740,22058,20241,17824,29832,45918,21590,39856,2668,205722
122,122,714,528,566,729,918,484,713,39,4815,169,635,537,505,741,1273,464,1000,904,6223,3831,15149,14192,13312,17939,26520,13033,23787,1908,129685
123,102,477,383,377,967,955,516,686,64,4538,194,496,426,441,1321,1308,424,712,1215,6540,3831,11661,10901,12182,27184,25004,11565,16904,2572,121806
124,132,627,497,542,1062,1229,607,916,70,5679,202,594,455,514,1390,1390,496,913,1216,7171,4692,15010,13816,14933,30398,29738,14184,21891,2670,147331
125,121,756,767,633,1498,1346,605,729,100,6552,273,1085,1221,929,2360,2288,649,852,2786,12449,4828,18261,20440,17842,45260,44785,15272,19766,4996,191445
126,66,381,380,325,510,542,271,372,26,2866,80,376,323,285,646,864,226,463,763,4034,2436,9684,9147,7980,16686,20612,8103,12443,1506,88601
127,127,918,766,659,1534,1365,599,796,97,6862,272,1102,894,853,2540,2025,572,783,2569,11616,4216,16341,15080,15480,39284,34219,12695,18223,4679,160218
128,94,530,451,503,754,957,407,708,47,4459,131,401,369,360,636,974,327,650,765,4606,3602,12360,11900,11447,18287,23502,11344,18354,1642,112434
197,4,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,6,13,43,4,9,10,22,12,4,7,4,130
199,3,7,12,16,24,19,11,15,0,109,8,26,16,12,28,33,9,21,85,248,148,298,377,371,584,638,279,475,158,3331
