region_id,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_Country_birth_ns,Tot_P_Tot_Resp
SSC10001,152,1092,189,4193
SSC10002,258,1933,311,5110
SSC10003,46,802,36,1014
SSC10004,70,1901,172,2416
SSC10005,56,1680,112,2036
SSC10006,3,205,3,230
SSC10007,89,2228,113,2854
SSC10008,63,1889,118,2322
SSC10009,11,179,5,218
SSC10010,184,1184,147,3676
SSC10011,11,148,11,229
SSC10012,260,3908,294,5644
SSC10013,205,3503,201,5175
SSC10014,16,732,48,884
SSC10015,37,502,62,827
SSC10016,128,1890,345,3498
SSC10017,6,120,9,142
SSC10018,755,7886,518,12880
SSC10019,416,4099,355,6995
SSC10020,158,3284,434,4928
SSC10021,24,533,491,1157
SSC10022,358,2754,538,7060
SSC10023,190,1501,119,3303
SSC10024,9,254,4,295
SSC10025,400,3215,364,6743
SSC10026,15,225,18,311
SSC10027,159,735,312,5365
SSC10028,12,97,7,147
SSC10029,8,147,7,195
SSC10030,12,166,16,216
SSC10031,17,307,15,431
SSC10032,267,4014,201,5649
SSC10033,3,133,7,153
SSC10034,328,3187,855,7210
SSC10035,15,203,12,269
SSC10036,12,232,20,363
SSC10037,7,127,8,173
SSC10038,172,2480,216,3736
SSC10039,613,3683,590,8665
SSC10040,95,778,62,1372
SSC10041,121,1126,89,1796
SSC10042,3,54,0,64
SSC10043,29,354,51,518
SSC10044,13,204,23,297
SSC10045,67,731,48,1302
SSC10046,79,1002,61,1380
SSC10047,3,222,17,277
SSC10048,9,262,31,360
SSC10049,46,1014,69,1373
SSC10050,10,272,18,384
SSC10051,15,577,51,687
SSC10052,8,240,13,285
SSC10053,847,15677,1726,22463
SSC10054,297,1671,693,8429
SSC10055,0,3,0,10
SSC10056,23,319,28,516
SSC10057,24,324,49,468
SSC10058,487,2536,407,8644
SSC10059,167,977,128,3132
SSC10060,14,245,24,344
SSC10061,12,219,11,298
SSC10062,124,958,310,3309
SSC10063,706,4420,2008,22200
SSC10064,33,710,47,889
SSC10065,15,268,14,338
SSC10066,100,3193,339,4025
SSC10067,164,3163,177,4374
SSC10068,215,1502,115,3475
SSC10069,20,638,49,765
SSC10070,572,2037,3318,33122
SSC10071,183,1381,160,2458
SSC10072,119,925,264,3028
SSC10073,771,5500,449,10606
SSC10074,235,2574,245,4321
SSC10075,22,261,11,350
SSC10076,14,159,17,248
SSC10077,19,434,40,522
SSC10078,8,229,11,276
SSC10079,19,189,72,466
SSC10080,24,243,33,414
SSC10081,12,249,17,321
SSC10082,48,541,60,815
SSC10083,15,210,13,292
SSC10084,514,3265,464,7492
SSC10085,218,1427,123,3264
SSC10086,294,2705,235,5449
SSC10087,9,196,8,226
SSC10088,14,154,8,197
SSC10089,325,5464,685,7874
SSC10090,544,3985,746,9780
SSC10091,128,815,119,1868
SSC10092,39,519,37,724
SSC10093,31,216,16,359
SSC10094,43,1262,170,1627
SSC10095,16,212,26,280
SSC10096,54,472,51,797
SSC10097,118,1141,71,1903
SSC10098,16,294,6,328
SSC10099,294,3299,260,5621
SSC10100,116,663,291,3231
SSC10101,3,4,0,11
SSC10102,700,2180,3376,30577
SSC10103,0,0,3,19
SSC10104,15,130,16,207
SSC10105,11,267,15,339
SSC10106,692,9844,768,15055
SSC10107,50,698,106,1124
SSC10108,26,202,20,366
SSC10109,19,613,63,758
SSC10110,7,39,39,121
SSC10111,0,0,0,0
SSC10112,216,2439,122,4049
SSC10113,106,681,70,2256
SSC10114,113,684,141,2208
SSC10115,17,526,40,648
SSC10116,200,2706,246,4126
SSC10117,58,1223,113,1562
SSC10118,20,196,19,347
SSC10119,9,339,16,407
SSC10120,70,1417,93,1809
SSC10121,48,1162,64,1503
SSC10122,37,1227,101,1530
SSC10123,325,2923,475,6019
SSC10124,33,363,46,622
SSC10125,16,154,14,253
SSC10126,10,408,30,521
SSC10127,16,202,34,273
SSC10128,61,891,97,1406
SSC10129,295,2053,653,8177
SSC10130,542,8042,618,11762
SSC10131,64,1109,176,1750
SSC10132,50,916,175,1431
SSC10133,259,4504,640,6642
SSC10134,52,997,96,1418
SSC10135,1672,13919,1217,33944
SSC10136,21,302,25,429
SSC10137,32,383,27,597
SSC10138,190,1545,194,3092
SSC10139,421,2905,344,6900
SSC10140,43,299,129,901
SSC10141,4,102,31,198
SSC10142,368,2824,244,7857
SSC10143,4,172,21,206
SSC10144,0,186,13,222
SSC10145,28,433,19,574
SSC10146,502,4075,289,8842
SSC10147,0,0,0,0
SSC10148,17,217,21,321
SSC10149,191,3541,309,4750
SSC10150,21,110,15,178
SSC10151,224,1277,372,6036
SSC10152,0,142,13,162
SSC10153,31,298,32,549
SSC10154,277,2133,281,7313
SSC10155,230,2254,256,4009
SSC10156,21,136,22,215
SSC10157,7,354,24,410
SSC10158,9,114,5,194
SSC10159,69,1570,193,2061
SSC10160,41,582,80,823
SSC10161,11,269,36,362
SSC10162,673,3358,1428,10757
SSC10163,192,2374,147,3648
SSC10164,259,4652,379,6417
SSC10165,278,4832,381,6481
SSC10166,57,863,101,1209
SSC10167,341,1570,1155,12576
SSC10168,6,332,14,389
SSC10169,472,3790,389,8289
SSC10170,26,423,33,586
SSC10171,8,376,8,431
SSC10172,14,158,20,232
SSC10173,10,381,29,485
SSC10174,13,220,32,312
SSC10175,9,182,16,232
SSC10176,11,303,20,423
SSC10177,15,364,27,435
SSC10178,129,1713,129,2610
SSC10179,7,106,5,157
SSC10180,178,981,631,8806
SSC10181,3,21,0,28
SSC10182,117,2370,149,3081
SSC10183,16,120,11,194
SSC10184,376,3421,498,7422
SSC10185,451,5733,523,8484
SSC10186,54,512,731,1711
SSC10187,83,1123,79,1674
SSC10188,304,2378,161,4626
SSC10189,17,122,11,212
SSC10190,312,2875,185,5108
SSC10191,24,468,33,682
SSC10192,13,226,19,297
SSC10193,79,1074,86,1584
SSC10194,25,902,58,1092
SSC10195,31,149,13,337
SSC10196,26,324,85,592
SSC10197,129,1535,129,2424
SSC10198,6,345,16,404
SSC10199,97,691,92,2111
SSC10200,343,2183,753,9659
SSC10201,17,393,6,481
SSC10202,636,4003,1407,19075
SSC10203,154,974,329,3995
SSC10204,8,233,13,303
SSC10205,5,216,36,282
SSC10206,127,2296,477,4588
SSC10207,13,493,34,574
SSC10208,9,239,3,292
SSC10209,22,357,48,557
SSC10210,188,1995,132,3276
SSC10211,26,411,43,672
SSC10212,298,1879,210,3864
SSC10213,13,197,5,288
SSC10214,14,235,14,317
SSC10215,43,494,157,929
SSC10216,18,321,50,469
SSC10217,3,159,16,206
SSC10218,56,1088,74,1340
SSC10219,13,172,11,276
SSC10220,12,554,26,637
SSC10221,17,239,29,377
SSC10222,16,102,11,183
SSC10223,20,610,48,777
SSC10224,6,151,15,191
SSC10225,203,1317,239,3100
SSC10226,92,1268,135,2118
SSC10227,86,516,276,2948
SSC10228,3,188,8,223
SSC10229,3,156,0,177
SSC10230,34,522,25,751
SSC10231,27,492,55,650
SSC10232,16,248,10,325
SSC10233,9,249,30,354
SSC10234,99,2043,106,2760
SSC10235,171,1422,134,3163
SSC10236,122,1580,352,3415
SSC10237,237,2316,692,4566
SSC10238,9,186,25,267
SSC10239,73,1435,117,1843
SSC10240,1374,11877,2658,43379
SSC10241,87,1129,119,1732
SSC10242,96,651,162,2709
SSC10243,22,211,59,475
SSC10244,246,2141,266,6102
SSC10245,14,234,34,321
SSC10246,459,4473,275,7330
SSC10247,24,324,10,467
SSC10248,99,2706,181,3357
SSC10249,367,4308,306,6491
SSC10250,17,335,8,397
SSC10251,42,675,97,1022
SSC10252,350,4086,356,6165
SSC10253,5,78,39,165
SSC10254,0,9,3,19
SSC10255,60,1029,91,1548
SSC10256,246,3906,245,5444
SSC10257,40,612,99,907
SSC10258,26,359,27,501
SSC10259,25,368,39,528
SSC10260,3,251,24,299
SSC10261,169,2063,155,3097
SSC10262,18,1044,29,1142
SSC10263,35,1000,82,1185
SSC10264,75,1718,145,2302
SSC10265,51,934,52,1177
