region_id,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_Country_birth_ns,Tot_P_Tot_Resp
SSC10266,101,1929,104,2500
SSC10267,328,4524,355,6571
SSC10268,42,946,59,1200
SSC10269,4,159,4,200
SSC10270,6,23,0,37
SSC10271,6,216,19,268
SSC10272,0,26,3,32
SSC10273,16,193,21,266
SSC10274,23,398,27,547
SSC10275,445,2330,1405,9616
SSC10276,570,2902,1588,10740
SSC10277,410,2082,1247,8667
SSC10278,151,2048,189,3121
SSC10279,145,1225,105,2136
SSC10280,115,2100,150,2867
SSC10281,146,726,662,7985
SSC10282,175,734,345,7209
SSC10283,101,1532,108,2260
SSC10284,21,245,13,335
SSC10285,60,750,87,1131
SSC10286,5,123,14,156
SSC10287,3,120,42,210
SSC10288,51,675,46,934
SSC10289,6,143,6,161
SSC10290,13,262,12,322
SSC10291,17,296,33,440
SSC10292,56,930,205,1409
SSC10293,16,310,27,398
SSC10294,10,134,9,186
SSC10295,3,82,5,112
SSC10296,42,1341,83,1617
SSC10297,23,305,4,386
SSC10298,16,143,17,209
SSC10299,11,312,9,351
SSC10300,3,184,20,218
SSC10301,14,342,9,434
SSC10302,396,2219,669,14024
SSC10303,503,3623,622,8886
SSC10304,0,0,0,0
SSC10305,0,3,0,3
SSC10306,51,1788,449,2471
SSC10307,81,1748,56,2294
SSC10308,18,83,4,128
SSC10309,83,559,62,1586
SSC10310,27,359,37,501
SSC10311,82,940,57,1458
SSC10312,51,1241,255,1791
SSC10313,12,308,17,408
SSC10314,46,521,52,715
SSC10315,428,4782,455,8020
SSC10316,44,899,85,1201
SSC10317,0,0,0,0
SSC10318,69,513,123,1180
SSC10319,5,117,3,160
SSC10320,431,4452,652,8743
SSC10321,15,198,20,308
SSC10322,72,983,121,1501
SSC10323,36,496,16,679
SSC10324,87,1373,94,1833
SSC10325,12,243,6,286
SSC10326,38,563,77,832
SSC10327,5,212,26,274
SSC10328,10,201,17,275
SSC10329,109,881,216,2747
SSC10330,4,67,12,124
SSC10331,20,344,18,501
SSC10332,12,1060,98,1253
SSC10333,3,157,7,191
SSC10334,7,223,14,267
SSC10335,17,334,15,397
SSC10336,18,216,20,339
SSC10337,308,1733,784,8006
SSC10338,31,614,51,880
SSC10339,110,926,269,2384
SSC10340,14,170,0,215
SSC10341,53,1021,83,1549
SSC10342,10,341,24,443
SSC10343,3,176,8,224
SSC10344,6,406,32,465
SSC10345,3,144,50,219
SSC10346,27,321,30,502
SSC10347,30,436,58,638
SSC10348,9,136,15,226
SSC10349,375,14875,1647,18772
SSC10350,426,2684,756,6832
SSC10351,11,230,7,281
SSC10352,7,179,3,223
SSC10353,17,181,3,261
SSC10354,46,436,30,742
SSC10355,121,792,245,2588
SSC10356,11,144,9,190
SSC10357,24,276,18,444
SSC10358,85,924,94,1428
SSC10359,17,175,26,356
SSC10360,24,297,17,527
SSC10361,10,129,14,170
SSC10362,0,291,4,303
SSC10363,95,984,140,1633
SSC10364,10,264,9,336
SSC10365,36,367,27,533
SSC10366,16,285,23,406
SSC10367,14,245,16,323
SSC10368,144,2255,212,3250
SSC10369,0,0,0,0
SSC10370,152,2284,187,3298
SSC10371,6,186,11,235
SSC10372,18,330,24,403
SSC10373,50,1117,125,1508
SSC10374,9,270,20,352
SSC10375,63,675,64,1216
SSC10376,356,3440,258,5671
SSC10377,12,161,62,286
SSC10378,12,226,26,290
SSC10379,7,63,13,134
SSC10380,138,1405,154,2425
SSC10381,25,683,31,796
SSC10382,114,1018,127,1890
SSC10383,5,150,13,191
SSC10384,6,143,5,210
SSC10385,206,2327,184,3562
SSC10386,0,133,11,163
SSC10387,15,229,28,351
SSC10388,8,164,9,210
SSC10389,16,157,29,255
SSC10390,10,185,6,216
SSC10391,13,233,38,366
SSC10392,0,83,0,86
SSC10393,43,824,72,1124
SSC10394,27,452,60,726
SSC10395,8,324,18,400
SSC10396,124,1406,231,2549
SSC10397,4,206,14,243
SSC10398,0,0,0,0
SSC10399,174,2082,146,3314
SSC10400,8,191,12,248
SSC10401,16,156,14,233
SSC10402,10,176,6,242
SSC10403,6,246,19,290
SSC10404,55,939,89,1329
SSC10405,36,560,69,867
SSC10406,6,302,29,364
SSC10407,17,271,17,338
SSC10408,4,124,8,160
SSC10409,297,1396,926,12473
SSC10410,35,218,63,804
SSC10411,118,1175,624,4211
SSC10412,41,694,34,947
SSC10413,132,1366,99,2055
SSC10414,11,247,18,330
SSC10415,14,202,26,326
SSC10416,309,2556,454,4964
SSC10417,12,145,20,223
SSC10418,82,741,43,1195
SSC10419,76,667,133,1929
SSC10420,0,88,11,99
SSC10421,277,854,1872,20790
SSC10422,145,620,473,6764
SSC10423,13,284,22,367
SSC10424,10,133,31,210
SSC10425,107,2847,155,3453
SSC10426,7,245,8,274
SSC10427,10,104,3,175
SSC10428,4,195,14,230
SSC10429,31,328,52,657
SSC10430,96,1321,196,2128
SSC10431,40,427,56,760
SSC10432,14,357,18,410
SSC10433,3,143,9,177
SSC10434,8,137,25,212
SSC10435,78,818,47,1230
SSC10436,104,1202,89,2039
SSC10437,308,3691,335,6164
SSC10438,154,2021,172,3238
SSC10439,13,100,7,158
SSC10440,99,1101,59,1824
SSC10441,228,2796,175,4351
SSC10442,174,3969,141,5163
SSC10443,433,2815,461,6779
SSC10444,482,4809,779,10396
SSC10445,436,2907,863,7873
SSC10446,374,1386,1747,21217
SSC10447,54,414,59,1296
SSC10448,27,502,42,726
SSC10449,10,124,29,182
SSC10450,14,498,15,579
SSC10451,198,1016,681,10449
SSC10452,119,603,717,9299
SSC10453,25,383,21,517
SSC10454,15,153,19,303
SSC10455,64,1890,164,2376
SSC10456,203,1120,463,6157
SSC10457,52,723,49,1080
SSC10458,6,138,11,193
SSC10459,16,262,37,373
SSC10460,40,462,85,741
SSC10461,9,178,10,206
SSC10462,18,542,39,689
SSC10463,259,4102,325,5780
SSC10464,69,850,70,1280
SSC10465,115,2234,134,2968
SSC10466,52,611,74,938
SSC10467,17,431,24,544
SSC10468,3,162,3,182
SSC10469,586,6055,703,10960
SSC10470,625,7437,443,11604
SSC10471,701,5739,1051,21564
SSC10472,355,1930,653,9811
SSC10473,16,275,87,459
SSC10474,0,88,0,91
SSC10475,58,430,366,3435
SSC10476,13,228,13,297
SSC10477,94,1244,175,1868
SSC10478,3,134,19,174
SSC10479,23,319,3,368
SSC10480,65,521,30,1226
SSC10481,58,702,199,2245
SSC10482,0,144,11,170
SSC10483,81,815,151,1427
SSC10484,266,8466,844,10559
SSC10485,17,267,25,352
SSC10486,149,841,113,2527
SSC10487,24,355,25,459
SSC10488,1709,14412,1627,37919
SSC10489,3,246,28,325
SSC10490,207,1293,149,2960
SSC10491,75,554,48,1059
SSC10492,104,1051,75,1658
SSC10493,473,3370,1314,14701
SSC10494,109,1582,171,2374
SSC10495,64,612,200,1589
SSC10496,20,264,46,433
SSC10497,31,469,43,686
SSC10498,196,2778,207,3933
SSC10499,16,309,20,451
SSC10500,11,126,13,226
SSC10501,261,1107,282,6873
SSC10502,54,327,110,1472
SSC10503,11,255,12,321
SSC10504,111,809,219,2102
SSC10505,8,175,30,284
SSC10506,17,263,36,396
SSC10507,390,9915,1647,13673
SSC10508,104,1652,134,2452
SSC10509,8,180,15,241
SSC10510,37,375,38,561
SSC10511,523,8548,561,12413
SSC10512,105,1590,161,2320
SSC10513,776,4027,1548,21190
SSC10514,99,497,71,1423
SSC10515,8,160,18,210
SSC10516,110,983,53,2067
SSC10517,827,5906,719,18789
SSC10518,372,2651,676,11753
SSC10519,152,1435,218,3143
SSC10520,0,131,0,172
SSC10521,12,187,28,285
SSC10522,53,955,103,1466
SSC10523,177,942,572,4049
SSC10524,306,3192,548,8836
SSC10525,3,141,8,180
SSC10526,104,836,166,2469
SSC10527,100,1312,91,1900
SSC10528,38,599,32,890
SSC10529,77,504,84,1111
SSC10530,7,143,15,212
SSC10531,191,1968,178,4154
SSC10532,14,147,25,228
SSC10533,73,1294,68,1668
SSC10534,8,67,13,122
SSC10535,28,457,12,565
SSC10536,127,1165,625,3308
SSC10537,46,344,77,1563
SSC10538,3,135,14,180
SSC10539,39,635,14,812
SSC10540,127,754,53,1694
SSC10541,21,227,17,353
SSC10542,305,1983,333,4575
SSC10543,43,670,31,948
SSC10544,18,399,15,468
SSC10545,0,0,0,0
SSC10546,95,1231,65,1727
SSC10547,13,123,4,196
SSC10548,9,173,4,226
SSC10549,117,2866,356,3813
SSC10550,17,455,21,636
SSC10551,51,626,63,1065
SSC10552,7,140,26,236
SSC10553,1018,16199,1878,24584
SSC10554,36,1100,43,1309
SSC10555,0,0,0,0
SSC10556,71,716,39,1168
SSC10557,16,637,53,770
SSC10558,909,7256,733,14383
SSC10559,26,290,12,407
SSC10560,6,203,13,238
SSC10561,3,140,3,159
SSC10562,6,99,12,129
SSC10563,24,457,29,601
SSC10564,19,193,41,330
SSC10565,87,1118,41,1722
SSC10566,0,3,0,3
SSC10567,338,3682,503,7995
SSC10568,3,56,3,77
SSC10569,13,307,48,447
SSC10570,6,99,3,113
SSC10571,234,2343,113,3790
SSC10572,0,48,3,56
SSC10573,16,196,15,257
SSC10574,638,4797,737,14144
SSC10575,294,2062,370,5852
SSC10576,356,1828,881,10416
SSC10577,104,3139,248,3741
SSC10578,16,237,4,299
SSC10579,14,410,25,519
SSC10580,15,282,15,355
SSC10581,13,171,34,261
SSC10582,12,165,5,223
SSC10583,82,807,151,2191
SSC10584,14,227,25,334
SSC10585,143,1096,125,2714
SSC10586,189,1417,282,4258
SSC10587,760,5192,1329,14006
SSC10588,0,162,25,216
SSC10589,6,205,19,242
SSC10590,20,321,46,495
SSC10591,203,2342,250,3630
SSC10592,10,327,28,382
SSC10593,8,322,15,361
SSC10594,9,137,35,256
SSC10595,47,1019,86,1279
SSC10596,63,1777,99,2132
SSC10597,9,204,15,295
SSC10598,17,303,31,417
SSC10599,286,4240,549,6670
SSC10600,6,147,25,257
SSC10601,20,266,47,443
SSC10602,20,729,28,866
SSC10603,59,2482,279,3169
SSC10604,38,2559,257,2998
SSC10605,11,261,20,371
SSC10606,17,381,47,514
SSC10607,9,224,9,269
SSC10608,20,181,32,316
SSC10609,26,208,34,419
SSC10610,285,2931,367,5024
SSC10611,147,5443,453,6699
SSC10612,17,338,17,437
SSC10613,154,1651,184,2685
SSC10614,19,347,29,484
SSC10615,20,1147,144,1480
SSC10616,5,66,3,104
SSC10617,38,546,29,765
SSC10618,12,191,13,295
SSC10619,276,2305,121,4721
SSC10620,15,301,36,396
SSC10621,65,1030,91,1460
SSC10622,225,2859,270,4638
SSC10623,42,224,25,361
SSC10624,174,4391,308,5617
SSC10625,392,3350,308,6321
SSC10626,10,52,21,114
SSC10627,3,190,24,256
SSC10628,18,147,15,274
SSC10629,38,824,41,1046
SSC10630,50,337,10,548
SSC10631,283,7545,839,9731
SSC10632,7,112,24,163
SSC10633,15,181,28,291
SSC10634,855,8728,808,14719
SSC10635,0,0,0,0
SSC10636,6,220,18,272
SSC10637,632,4015,1153,11047
SSC10638,133,823,168,1978
SSC10639,72,1127,111,1583
SSC10640,141,2260,398,4453
SSC10641,67,380,241,2104
SSC10642,447,3600,312,7168
SSC10643,991,10020,1084,17041
SSC10644,56,2028,146,2505
SSC10645,15,325,17,429
SSC10646,23,410,19,548
SSC10647,0,0,0,0
SSC10648,9,157,9,208
SSC10649,238,1434,370,4050
SSC10650,432,2838,722,10379
SSC10651,450,2664,647,10738
SSC10652,8,281,29,393
SSC10653,24,532,19,655
SSC10654,36,604,39,847
SSC10655,12,302,18,389
SSC10656,18,184,16,261
SSC10657,132,1828,171,2683
SSC10658,37,1097,106,1425
SSC10659,4,149,14,181
SSC10660,60,860,56,1215
SSC10661,8,128,30,198
SSC10662,8,204,25,260
SSC10663,14,220,55,364
SSC10664,18,493,27,611
SSC10665,70,1634,138,2062
SSC10666,9,121,7,191
SSC10667,177,1279,119,2404
SSC10668,13,814,79,968
SSC10669,8,356,19,412
SSC10670,7,260,20,327
SSC10671,8,147,16,224
SSC10672,276,2853,226,5025
SSC10673,20,289,32,454
SSC10674,8,190,9,228
SSC10675,59,434,126,1166
SSC10676,41,342,43,588
SSC10677,8,144,10,217
SSC10678,86,1184,165,1933
SSC10679,4,78,15,116
SSC10680,12,186,10,254
SSC10681,16,100,25,167
SSC10682,17,122,16,265
SSC10683,637,5881,660,10739
SSC10684,13,235,10,320
SSC10685,7,239,20,318
SSC10686,9,428,35,521
SSC10687,6,54,6,97
SSC10688,7,129,48,253
SSC10689,16,139,13,252
SSC10690,206,1411,449,3923
SSC10691,440,3086,1473,10054
SSC10692,21,371,26,502
SSC10693,136,820,239,2237
SSC10694,26,896,146,1207
SSC10695,24,665,46,816
SSC10696,193,1098,79,2417
SSC10697,140,1633,131,2391
SSC10698,21,191,78,546
SSC10699,102,1086,196,3106
SSC10700,1083,6799,1332,19845
SSC10701,9,242,25,320
SSC10702,8,189,18,251
SSC10703,13,341,34,457
SSC10704,9,362,47,470
SSC10705,4,472,27,558
SSC10706,92,569,94,1597
SSC10707,33,333,23,542
SSC10708,204,5857,565,7501
SSC10709,162,1407,123,3560
SSC10710,88,690,50,2098
SSC10711,52,331,24,919
SSC10712,44,1417,137,1796
SSC10713,5,208,33,312
SSC10714,87,1022,283,2769
SSC10715,44,589,40,851
SSC10716,7,106,20,166
SSC10717,31,339,22,562
SSC10718,64,580,111,1793
SSC10719,16,150,17,222
SSC10720,30,464,59,685
SSC10721,4,188,12,248
SSC10722,473,4042,1017,13085
SSC10723,18,260,21,380
SSC10724,89,1139,73,1670
SSC10725,48,1121,73,1524
SSC10726,266,1644,594,4687
SSC10727,8,207,7,266
SSC10728,58,808,54,1276
SSC10729,246,800,200,3940
SSC10730,20,347,18,419
SSC10731,15,203,24,310
SSC10732,15,217,42,408
SSC10733,11,258,37,394
SSC10734,597,4595,988,11377
SSC10735,783,26038,1982,32324
SSC10736,12,293,16,365
SSC10737,4,134,9,187
SSC10738,127,1670,74,2263
SSC10739,43,215,18,431
SSC10740,6,244,14,319
SSC10741,644,3935,1157,12986
SSC10742,0,66,3,75
SSC10743,12,224,30,331
SSC10744,45,663,59,962
SSC10745,156,1263,211,3882
SSC10746,202,1493,263,4626
SSC10747,4,172,15,207
SSC10748,10,122,6,181
SSC10749,24,975,138,1247
SSC10750,19,225,22,315
SSC10751,52,1767,119,2130
SSC10752,16,440,20,526
SSC10753,15,157,23,271
SSC10754,53,554,39,823
SSC10755,15,366,14,493
SSC10756,351,3272,324,7350
SSC10757,13,186,17,266
SSC10758,25,408,52,535
SSC10759,16,173,56,289
SSC10760,11,252,6,333
SSC10761,243,2351,378,5700
SSC10762,13,176,12,233
SSC10763,703,4154,866,16741
SSC10764,250,4539,342,6244
SSC10765,234,3730,323,5323
SSC10766,99,968,62,1574
SSC10767,57,1340,100,1720
SSC10768,21,325,49,425
SSC10769,194,1762,89,3150
SSC10770,207,2262,255,3911
SSC10771,4,279,17,319
SSC10772,168,1609,198,3276
SSC10773,25,274,138,556
SSC10774,24,1060,62,1318
SSC10775,124,604,90,2891
SSC10776,115,1348,137,2116
SSC10777,237,1374,191,3637
SSC10778,212,3750,229,4985
SSC10779,397,8290,653,11011
SSC10780,123,1066,142,2339
SSC10781,13,270,27,366
SSC10782,170,3990,383,5222
SSC10783,9,175,20,249
SSC10784,39,366,49,805
SSC10785,19,225,48,809
SSC10786,215,1074,647,6922
SSC10787,471,3661,907,16199
SSC10788,23,300,21,388
SSC10789,59,609,88,968
SSC10790,13,229,20,299
SSC10791,110,2204,148,3048
SSC10792,29,396,36,556
SSC10793,261,1315,453,9440
SSC10794,102,661,212,1975
SSC10795,213,4727,349,6242
SSC10796,9,149,10,216
SSC10797,21,117,29,418
SSC10798,75,1662,111,2109
SSC10799,18,234,73,401
SSC10800,240,2100,157,3852
SSC10801,221,2732,164,4253
SSC10802,237,3866,210,5491
SSC10803,218,3557,244,5181
SSC10804,220,1791,773,5095
SSC10805,16,144,26,233
SSC10806,0,0,0,0
SSC10807,33,593,32,794
SSC10808,34,387,44,558
SSC10809,7,202,17,254
SSC10810,15,232,15,304
SSC10811,3,319,24,376
SSC10812,37,510,27,810
SSC10813,11,210,21,279
SSC10814,9,342,23,570
SSC10815,24,256,6,356
SSC10816,126,1446,91,2128
SSC10817,9,206,16,259
SSC10818,92,917,274,2400
SSC10819,24,523,60,692
SSC10820,130,1549,144,2278
SSC10821,10,319,7,395
SSC10822,207,2048,123,3362
SSC10823,413,4740,532,8088
SSC10824,90,551,178,2698
SSC10825,906,11168,591,16859
SSC10826,23,129,38,382
SSC10827,210,1277,443,3571
SSC10828,3,180,21,208
SSC10829,768,5771,761,20229
SSC10830,7,176,29,268
SSC10831,231,2585,370,4629
SSC10832,24,290,19,425
SSC10833,423,3183,614,9475
SSC10834,40,351,26,554
SSC10835,280,3164,360,6660
SSC10836,459,2764,297,6843
SSC10837,17,279,16,334
SSC10838,132,1305,224,2661
SSC10839,61,1393,80,1873
SSC10840,230,2829,415,4626
SSC10841,10,186,3,234
SSC10842,6,317,27,378
SSC10843,32,735,63,918
SSC10844,8,155,3,187
SSC10845,27,584,75,766
SSC10846,4,321,67,420
SSC10847,15,264,9,372
SSC10848,5,207,13,282
SSC10849,12,192,12,283
SSC10850,19,184,10,302
SSC10851,13,159,11,221
SSC10852,11,264,9,324
SSC10853,22,496,85,789
SSC10854,123,2067,168,2731
SSC10855,11,170,20,232
SSC10856,33,151,22,467
SSC10857,8,183,33,280
SSC10858,10,195,12,256
SSC10859,33,399,42,708
SSC10860,46,498,51,836
SSC10861,14,340,19,491
SSC10862,292,1207,977,17039
SSC10863,82,523,357,5078
SSC10864,115,593,417,6645
SSC10865,213,1540,723,10754
SSC10866,352,2272,301,5491
SSC10867,4,254,13,300
SSC10868,313,2895,367,6582
SSC10869,33,606,44,957
SSC10870,14,202,14,295
SSC10871,9,174,18,235
SSC10872,241,2136,215,4184
SSC10873,30,458,34,621
SSC10874,279,2364,128,3985
SSC10875,5,196,6,241
SSC10876,15,279,24,375
SSC10877,54,403,48,716
SSC10878,69,1064,63,1475
SSC10879,55,1145,109,1627
SSC10880,0,0,0,0
SSC10881,56,548,81,1018
SSC10882,10,188,5,280
SSC10883,13,258,6,363
SSC10884,7,160,15,234
SSC10885,0,10,0,10
SSC10886,28,129,9,247
SSC10887,8,258,7,290
SSC10888,594,5418,505,10634
SSC10889,42,942,217,1496
SSC10890,35,335,69,550
SSC10891,72,1950,158,2510
SSC10892,26,364,21,490
SSC10893,0,0,0,0
SSC10894,17,275,27,408
SSC10895,14,192,8,271
SSC10896,52,752,42,1053
SSC10897,10,139,13,200
SSC10898,427,2957,531,8746
SSC10899,116,1900,100,2727
SSC10900,278,2612,226,5203
SSC10901,76,1143,53,1543
SSC10902,151,6329,487,7558
SSC10903,115,1643,105,2215
SSC10904,171,1024,200,2717
SSC10905,13,384,12,472
SSC10906,513,3286,348,7844
SSC10907,141,1650,129,2503
SSC10908,527,9146,1105,13117
SSC10909,10,146,10,184
SSC10910,9,202,12,254
SSC10911,43,399,17,627
SSC10912,11,133,15,228
SSC10913,15,302,16,386
SSC10914,35,996,124,1276
SSC10915,0,6,0,10
SSC10916,99,1358,140,2122
SSC10917,863,5953,448,13198
SSC10918,582,3700,476,8250
SSC10919,5,292,15,379
SSC10920,10,202,31,291
SSC10921,10,270,29,346
SSC10922,177,1650,138,3002
SSC10923,10,243,24,352
SSC10924,22,495,22,614
SSC10925,18,451,37,546
SSC10926,87,1315,71,1921
SSC10927,7,153,10,189
SSC10928,124,2654,243,3570
SSC10929,21,466,26,575
SSC10930,351,2623,591,8659
SSC10931,31,280,7,367
SSC10932,77,1422,106,2001
SSC10933,14,141,20,252
SSC10934,11,411,19,513
SSC10935,179,2390,124,3453
