region_id,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC10021,0,39,39,96,4,100,42,0,42,34,0,34,14,0,14,12,0,12,198,43,241
SSC10022,0,1127,1127,1090,308,1398,352,89,441,231,20,251,38,3,41,16,0,16,1727,1547,3274
SSC10023,0,35,35,190,0,190,194,0,194,306,0,306,154,0,154,43,0,43,887,35,922
SSC10024,0,36,36,43,0,43,24,0,24,11,0,11,6,0,6,0,0,0,84,36,120
SSC10025,0,470,470,568,37,605,373,5,378,513,0,513,222,0,222,71,0,71,1747,512,2259
SSC10026,0,24,24,45,3,48,17,0,17,17,0,17,12,0,12,3,0,3,94,27,121
SSC10027,0,510,510,578,71,649,443,17,460,287,3,290,110,3,113,43,0,43,1461,604,2065
SSC10028,0,8,8,15,5,20,3,0,3,8,0,8,5,0,5,5,0,5,36,13,49
SSC10029,0,19,19,17,0,17,10,0,10,14,0,14,8,0,8,0,0,0,49,19,68
SSC10030,0,20,20,30,3,33,10,0,10,8,0,8,9,0,9,5,0,5,62,23,85
SSC10031,0,25,25,62,6,68,18,0,18,32,0,32,13,0,13,0,0,0,125,31,156
SSC10032,0,687,687,854,52,906,292,4,296,247,0,247,122,0,122,48,0,48,1563,743,2306
SSC10033,0,15,15,19,4,23,11,0,11,10,0,10,3,0,3,3,0,3,46,19,65
SSC10034,0,351,351,566,54,620,420,6,426,429,0,429,195,0,195,159,0,159,1769,411,2180
SSC10035,0,21,21,36,3,39,11,0,11,20,0,20,4,0,4,3,0,3,74,24,98
SSC10036,0,35,35,71,0,71,13,0,13,19,0,19,3,0,3,0,0,0,106,35,141
SSC10037,0,21,21,25,3,28,11,0,11,4,0,4,7,0,7,0,0,0,47,24,71
SSC10038,0,345,345,484,31,515,197,0,197,197,0,197,87,0,87,55,0,55,1020,376,1396
SSC10039,0,1082,1082,1064,217,1281,513,68,581,405,25,430,106,6,112,28,3,31,2116,1401,3517
SSC10040,0,36,36,106,8,114,65,0,65,77,0,77,65,0,65,37,0,37,350,44,394
SSC10041,0,73,73,152,11,163,102,3,105,122,0,122,69,0,69,37,0,37,482,87,569
SSC10042,0,5,5,4,0,4,0,0,0,10,0,10,0,0,0,0,0,0,14,5,19
SSC10043,0,44,44,85,3,88,28,0,28,18,0,18,10,0,10,3,0,3,144,47,191
SSC10044,0,44,44,64,3,67,6,0,6,9,0,9,3,0,3,3,0,3,85,47,132
SSC10045,0,70,70,119,8,127,70,0,70,88,0,88,37,0,37,31,0,31,345,78,423
SSC10046,0,95,95,188,15,203,91,0,91,85,0,85,27,0,27,10,0,10,401,110,511
SSC10047,0,13,13,39,0,39,21,0,21,19,0,19,3,0,3,3,0,3,85,13,98
SSC10048,0,61,61,54,4,58,22,0,22,11,0,11,5,0,5,0,0,0,92,65,157
SSC10049,0,167,167,186,12,198,92,4,96,51,0,51,34,0,34,15,0,15,378,183,561
SSC10050,0,52,52,70,3,73,14,0,14,21,0,21,8,0,8,0,0,0,113,55,168
SSC10051,0,74,74,107,0,107,31,0,31,25,0,25,19,0,19,11,0,11,193,74,267
SSC10052,0,25,25,37,0,37,14,0,14,9,0,9,16,0,16,4,0,4,80,25,105
SSC10053,0,2337,2337,2482,301,2783,1060,80,1140,991,28,1019,478,12,490,207,4,211,5218,2762,7980
SSC10054,0,550,550,680,75,755,449,23,472,403,10,413,244,4,248,221,0,221,1997,662,2659
SSC10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10056,0,91,91,128,6,134,15,0,15,5,0,5,5,0,5,3,0,3,156,97,253
SSC10057,0,42,42,68,5,73,17,0,17,27,0,27,13,0,13,3,0,3,128,47,175
SSC10058,0,966,966,1013,208,1221,592,43,635,478,13,491,152,8,160,45,0,45,2280,1238,3518
SSC10059,0,133,133,304,16,320,197,3,200,239,3,242,104,3,107,34,3,37,878,161,1039
SSC10060,0,30,30,71,0,71,15,0,15,15,0,15,3,0,3,3,0,3,107,30,137
SSC10061,0,26,26,39,5,44,16,0,16,14,0,14,7,0,7,4,0,4,80,31,111
SSC10062,0,284,284,225,16,241,175,0,175,139,0,139,100,0,100,115,0,115,754,300,1054
SSC10063,0,2282,2282,2270,408,2678,1392,154,1546,1080,55,1135,365,12,377,188,10,198,5295,2921,8216
SSC10064,0,100,100,122,7,129,42,0,42,26,0,26,28,0,28,13,0,13,231,107,338
SSC10065,0,24,24,45,3,48,18,0,18,22,0,22,8,0,8,3,0,3,96,27,123
SSC10066,0,427,427,447,50,497,225,8,233,197,0,197,100,0,100,48,0,48,1017,485,1502
SSC10067,0,186,186,417,17,434,277,4,281,337,0,337,131,0,131,61,0,61,1223,207,1430
SSC10068,0,227,227,324,15,339,221,10,231,268,0,268,102,0,102,36,0,36,951,252,1203
SSC10069,0,50,50,123,9,132,45,0,45,30,0,30,14,0,14,14,0,14,226,59,285
SSC10070,0,1449,1449,1781,271,2052,1721,128,1849,1790,67,1857,1047,41,1088,1018,31,1049,7357,1987,9344
SSC10071,0,165,165,250,20,270,148,3,151,157,0,157,70,4,74,26,3,29,651,195,846
SSC10072,0,131,131,213,6,219,123,0,123,151,0,151,111,0,111,84,0,84,682,137,819
SSC10073,0,717,717,1138,65,1203,591,13,604,719,3,722,314,0,314,110,0,110,2872,798,3670
SSC10074,0,289,289,458,26,484,203,3,206,305,3,308,138,0,138,52,0,52,1156,321,1477
SSC10075,0,22,22,39,5,44,15,0,15,26,0,26,11,0,11,5,0,5,96,27,123
SSC10076,0,15,15,30,0,30,7,0,7,18,0,18,6,0,6,4,0,4,65,15,80
SSC10077,0,41,41,85,3,88,25,0,25,25,0,25,6,0,6,9,0,9,150,44,194
SSC10078,0,9,9,44,0,44,15,0,15,12,0,12,10,0,10,3,0,3,84,9,93
SSC10079,0,19,19,28,7,35,12,0,12,19,0,19,15,0,15,19,0,19,93,26,119
SSC10080,0,29,29,49,3,52,24,0,24,25,0,25,6,0,6,8,0,8,112,32,144
SSC10081,0,26,26,54,4,58,14,0,14,16,0,16,3,0,3,4,0,4,91,30,121
SSC10082,0,68,68,109,10,119,47,0,47,44,0,44,24,0,24,5,0,5,229,78,307
SSC10083,0,18,18,36,0,36,14,0,14,17,0,17,8,0,8,5,0,5,80,18,98
SSC10084,0,710,710,915,90,1005,472,15,487,481,4,485,163,0,163,35,0,35,2066,819,2885
SSC10085,0,143,143,248,4,252,139,3,142,329,0,329,139,0,139,22,0,22,877,150,1027
SSC10086,0,432,432,661,24,685,345,7,352,361,3,364,138,0,138,38,0,38,1543,466,2009
SSC10087,0,10,10,40,0,40,11,0,11,10,0,10,8,0,8,3,0,3,72,10,82
SSC10088,0,17,17,30,0,30,11,0,11,8,0,8,3,0,3,4,0,4,56,17,73
SSC10089,0,1517,1517,1184,121,1305,371,17,388,252,3,255,82,0,82,46,3,49,1935,1661,3596
SSC10090,0,1394,1394,1354,219,1573,557,59,616,428,12,440,135,4,139,32,0,32,2506,1688,4194
SSC10091,0,282,282,288,31,319,92,6,98,84,4,88,28,3,31,8,0,8,500,326,826
SSC10092,0,50,50,89,10,99,48,0,48,44,0,44,18,0,18,6,0,6,205,60,265
SSC10093,0,21,21,45,3,48,14,0,14,30,0,30,12,0,12,3,0,3,104,24,128
SSC10094,0,172,172,217,9,226,83,0,83,68,0,68,32,0,32,18,0,18,418,181,599
SSC10095,0,18,18,38,3,41,8,0,8,13,0,13,11,0,11,4,0,4,74,21,95
SSC10096,0,41,41,110,0,110,34,0,34,47,0,47,22,0,22,4,0,4,217,41,258
SSC10097,0,162,162,205,36,241,99,4,103,126,4,130,37,0,37,21,0,21,488,206,694
SSC10098,0,24,24,48,0,48,19,0,19,16,0,16,9,0,9,3,0,3,95,24,119
SSC10099,0,220,220,524,9,533,355,0,355,426,3,429,190,0,190,66,0,66,1561,232,1793
SSC10100,0,145,145,302,27,329,197,5,202,207,3,210,80,4,84,59,0,59,845,184,1029
SSC10101,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3
SSC10102,0,1836,1836,2073,185,2258,1782,55,1837,1693,18,1711,856,11,867,757,7,764,7161,2112,9273
SSC10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10104,0,21,21,24,0,24,13,0,13,7,0,7,5,0,5,3,0,3,52,21,73
SSC10105,0,24,24,60,0,60,12,0,12,11,0,11,11,0,11,4,0,4,98,24,122
SSC10106,0,1502,1502,2268,149,2417,839,13,852,743,5,748,324,3,327,120,0,120,4294,1672,5966
SSC10107,0,253,253,101,31,132,53,9,62,42,0,42,25,0,25,4,0,4,225,293,518
SSC10108,0,58,58,45,4,49,18,0,18,13,0,13,7,0,7,3,0,3,86,62,148
SSC10109,0,96,96,102,7,109,42,0,42,31,0,31,22,0,22,8,0,8,205,103,308
SSC10110,0,32,32,12,0,12,4,0,4,0,0,0,0,0,0,0,0,0,16,32,48
SSC10111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10112,0,61,61,204,3,207,219,0,219,370,0,370,191,3,194,73,0,73,1057,67,1124
SSC10113,0,123,123,211,12,223,142,0,142,173,3,176,63,0,63,36,0,36,625,138,763
SSC10114,0,172,172,183,13,196,133,3,136,132,3,135,72,0,72,42,0,42,562,191,753
SSC10115,0,69,69,72,3,75,31,0,31,40,0,40,15,0,15,10,0,10,168,72,240
SSC10116,0,273,273,437,24,461,215,0,215,259,0,259,125,0,125,74,0,74,1110,297,1407
SSC10117,0,204,204,252,11,263,67,0,67,53,0,53,30,0,30,8,0,8,410,215,625
SSC10118,0,51,51,54,4,58,18,0,18,14,3,17,3,0,3,0,0,0,89,58,147
SSC10119,0,46,46,59,3,62,15,0,15,15,0,15,12,0,12,5,0,5,106,49,155
SSC10120,0,82,82,174,12,186,141,0,141,98,0,98,54,0,54,34,0,34,501,94,595
SSC10121,0,160,160,215,13,228,75,0,75,70,0,70,35,0,35,14,0,14,409,173,582
SSC10122,0,252,252,253,13,266,64,0,64,68,0,68,27,0,27,4,0,4,416,265,681
SSC10123,0,458,458,673,39,712,401,3,404,335,0,335,149,0,149,80,0,80,1638,500,2138
SSC10124,0,71,71,70,3,73,34,0,34,29,0,29,17,0,17,4,0,4,154,74,228
SSC10125,0,20,20,38,0,38,13,0,13,9,0,9,5,0,5,7,0,7,72,20,92
SSC10126,0,48,48,95,0,95,23,0,23,27,0,27,7,0,7,4,0,4,156,48,204
SSC10127,0,26,26,35,3,38,12,0,12,12,0,12,4,0,4,3,0,3,66,29,95
SSC10128,0,117,117,193,13,206,73,0,73,74,0,74,32,0,32,14,0,14,386,130,516
SSC10129,0,533,533,612,32,644,415,9,424,452,0,452,325,0,325,181,0,181,1985,574,2559
SSC10130,0,1282,1282,1423,87,1510,629,9,638,682,3,685,268,3,271,115,0,115,3117,1384,4501
SSC10131,0,238,238,245,19,264,82,4,86,64,0,64,25,0,25,12,0,12,428,261,689
SSC10132,0,306,306,225,21,246,53,0,53,22,3,25,17,0,17,17,0,17,334,330,664
SSC10133,0,1234,1234,783,159,942,277,52,329,204,26,230,80,6,86,35,0,35,1379,1477,2856
SSC10134,0,191,191,234,6,240,53,4,57,57,0,57,26,0,26,17,0,17,387,201,588
SSC10135,0,1551,1551,3323,173,3496,2181,32,2213,2582,11,2593,1026,3,1029,389,0,389,9501,1770,11271
SSC10136,0,48,48,65,3,68,30,0,30,14,0,14,5,0,5,4,0,4,118,51,169
SSC10137,0,83,83,100,3,103,32,0,32,20,0,20,7,0,7,3,0,3,162,86,248
SSC10138,0,365,365,394,15,409,137,0,137,166,0,166,74,0,74,33,0,33,804,380,1184
SSC10139,0,277,277,598,24,622,327,5,332,607,0,607,237,0,237,87,0,87,1856,306,2162
SSC10140,0,105,105,117,19,136,64,9,73,34,0,34,7,0,7,6,0,6,228,133,361
SSC10141,0,17,17,30,0,30,7,0,7,4,0,4,4,0,4,5,0,5,50,17,67
SSC10142,0,98,98,438,11,449,422,3,425,729,3,732,354,0,354,129,0,129,2072,115,2187
SSC10143,0,12,12,35,0,35,11,0,11,4,0,4,11,0,11,3,0,3,64,12,76
SSC10144,0,19,19,28,0,28,12,0,12,7,0,7,9,0,9,3,0,3,59,19,78
SSC10145,0,49,49,86,3,89,32,0,32,18,3,21,14,0,14,11,0,11,161,55,216
SSC10146,0,343,343,818,20,838,526,5,531,670,3,673,299,0,299,111,0,111,2424,371,2795
SSC10147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10148,0,19,19,38,0,38,17,0,17,11,0,11,16,0,16,3,0,3,85,19,104
SSC10149,0,557,557,606,48,654,245,9,254,234,3,237,96,0,96,53,0,53,1234,617,1851
SSC10150,0,12,12,35,5,40,7,0,7,7,0,7,0,0,0,4,0,4,53,17,70
SSC10151,0,444,444,523,32,555,340,3,343,385,0,385,193,0,193,121,0,121,1562,479,2041
SSC10152,0,9,9,25,0,25,3,0,3,8,0,8,9,0,9,3,0,3,48,9,57
SSC10153,0,26,26,44,0,44,35,0,35,32,3,35,19,0,19,12,0,12,142,29,171
SSC10154,0,130,130,440,9,449,380,6,386,654,5,659,297,12,309,125,18,143,1896,180,2076
SSC10155,0,538,538,451,53,504,252,4,256,204,3,207,83,0,83,45,0,45,1035,598,1633
SSC10156,0,20,20,33,0,33,0,0,0,4,0,4,10,0,10,7,0,7,54,20,74
SSC10157,0,41,41,59,3,62,16,0,16,21,0,21,8,0,8,3,0,3,107,44,151
SSC10158,0,16,16,51,0,51,8,0,8,6,0,6,0,0,0,0,0,0,65,16,81
SSC10159,0,124,124,210,11,221,131,5,136,128,0,128,57,0,57,17,3,20,543,143,686
SSC10160,0,62,62,91,7,98,54,0,54,45,0,45,16,0,16,7,0,7,213,69,282
SSC10161,0,44,44,50,0,50,14,0,14,7,0,7,13,0,13,3,0,3,87,44,131
SSC10162,0,919,919,1113,199,1312,484,51,535,534,17,551,255,3,258,97,0,97,2483,1189,3672
SSC10163,0,390,390,448,41,489,221,9,230,198,0,198,74,0,74,37,0,37,978,440,1418
SSC10164,0,895,895,892,55,947,333,4,337,330,4,334,143,0,143,39,0,39,1737,958,2695
SSC10165,0,478,478,762,38,800,396,4,400,412,0,412,162,0,162,68,0,68,1800,520,2320
SSC10166,0,131,131,152,12,164,74,3,77,61,0,61,21,0,21,18,0,18,326,146,472
SSC10167,0,914,914,1069,123,1192,771,21,792,684,4,688,358,3,361,247,4,251,3129,1069,4198
SSC10168,0,35,35,45,3,48,19,0,19,17,0,17,11,0,11,11,0,11,103,38,141
SSC10169,0,495,495,814,15,829,394,6,400,605,0,605,280,3,283,107,0,107,2200,519,2719
SSC10170,0,61,61,93,8,101,28,0,28,21,0,21,14,0,14,5,0,5,161,69,230
SSC10171,0,42,42,76,3,79,22,0,22,23,0,23,6,0,6,4,0,4,131,45,176
SSC10172,0,17,17,32,4,36,15,0,15,9,3,12,6,0,6,0,0,0,62,24,86
SSC10173,0,65,65,59,4,63,29,0,29,16,0,16,14,0,14,7,0,7,125,69,194
SSC10174,0,36,36,54,0,54,14,0,14,10,0,10,6,0,6,4,0,4,88,36,124
SSC10175,0,23,23,39,0,39,17,0,17,15,0,15,0,0,0,0,0,0,71,23,94
SSC10176,0,24,24,46,0,46,18,0,18,26,0,26,16,0,16,4,0,4,110,24,134
SSC10177,0,16,16,58,0,58,31,0,31,25,0,25,11,0,11,3,0,3,128,16,144
SSC10178,0,91,91,240,5,245,146,3,149,198,0,198,101,0,101,28,0,28,713,99,812
SSC10179,0,14,14,33,0,33,5,0,5,4,0,4,5,0,5,0,0,0,47,14,61
SSC10180,0,470,470,602,67,669,494,27,521,561,12,573,266,6,272,219,0,219,2142,582,2724
SSC10181,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,6,3,9
SSC10182,0,314,314,459,36,495,205,4,209,156,3,159,49,0,49,25,0,25,894,357,1251
SSC10183,0,15,15,36,0,36,13,0,13,11,0,11,3,0,3,0,0,0,63,15,78
SSC10184,0,724,724,804,52,856,440,3,443,422,4,426,191,0,191,105,0,105,1962,783,2745
SSC10185,0,653,653,862,77,939,481,8,489,534,5,539,239,0,239,115,0,115,2231,743,2974
SSC10186,0,32,32,76,4,80,48,0,48,59,0,59,47,0,47,33,0,33,263,36,299
SSC10187,0,229,229,285,18,303,85,0,85,67,0,67,20,0,20,14,0,14,471,247,718
SSC10188,0,167,167,380,20,400,295,3,298,348,0,348,183,0,183,53,0,53,1259,190,1449
SSC10189,0,24,24,23,3,26,9,3,12,14,0,14,8,0,8,0,0,0,54,30,84
SSC10190,0,205,205,510,14,524,335,4,339,387,0,387,175,0,175,42,0,42,1449,223,1672
SSC10191,0,91,91,109,3,112,33,0,33,30,0,30,9,0,9,8,0,8,189,94,283
SSC10192,0,40,40,41,3,44,10,0,10,16,0,16,4,0,4,3,0,3,74,43,117
SSC10193,0,167,167,197,8,205,101,0,101,87,0,87,26,0,26,13,0,13,424,175,599
SSC10194,0,186,186,173,4,177,40,0,40,45,0,45,20,0,20,11,0,11,289,190,479
SSC10195,0,18,18,46,0,46,14,0,14,21,0,21,7,0,7,7,0,7,95,18,113
SSC10196,0,64,64,73,4,77,20,0,20,28,0,28,18,0,18,3,0,3,142,68,210
SSC10197,0,239,239,398,16,414,118,3,121,99,0,99,55,0,55,19,0,19,689,258,947
SSC10198,0,35,35,53,0,53,20,0,20,23,0,23,14,0,14,6,0,6,116,35,151
SSC10199,0,127,127,198,14,212,153,0,153,144,0,144,60,0,60,28,0,28,583,141,724
SSC10200,0,678,678,917,57,974,608,12,620,615,5,620,262,0,262,148,0,148,2550,752,3302
SSC10201,0,39,39,53,3,56,23,0,23,32,0,32,13,0,13,7,0,7,128,42,170
SSC10202,0,1163,1163,1591,118,1709,1137,25,1162,1165,8,1173,573,5,578,335,0,335,4801,1319,6120
SSC10203,0,274,274,371,17,388,254,9,263,243,0,243,106,3,109,66,0,66,1040,303,1343
SSC10204,0,31,31,41,0,41,9,0,9,22,0,22,4,0,4,4,0,4,80,31,111
SSC10205,0,18,18,39,4,43,13,0,13,16,0,16,3,0,3,3,0,3,74,22,96
SSC10206,0,259,259,324,11,335,293,5,298,198,0,198,131,0,131,152,0,152,1098,275,1373
SSC10207,0,37,37,69,0,69,30,0,30,35,0,35,16,0,16,10,0,10,160,37,197
SSC10208,0,32,32,50,0,50,24,0,24,6,0,6,11,0,11,0,0,0,91,32,123
SSC10209,0,43,43,56,5,61,22,0,22,31,0,31,17,0,17,11,0,11,137,48,185
SSC10210,0,227,227,413,42,455,199,3,202,195,0,195,92,0,92,30,0,30,929,272,1201
SSC10211,0,34,34,71,0,71,25,0,25,37,0,37,33,0,33,12,0,12,178,34,212
SSC10212,0,162,162,428,5,433,215,5,220,307,0,307,110,3,113,36,0,36,1096,175,1271
SSC10213,0,31,31,38,0,38,18,0,18,13,0,13,6,0,6,6,0,6,81,31,112
SSC10214,0,17,17,42,3,45,15,0,15,18,0,18,14,0,14,3,0,3,92,20,112
SSC10215,0,58,58,127,7,134,39,0,39,37,0,37,19,0,19,10,0,10,232,65,297
SSC10216,0,54,54,79,3,82,25,0,25,17,0,17,13,0,13,0,0,0,134,57,191
SSC10217,0,35,35,29,0,29,10,0,10,10,0,10,6,0,6,0,0,0,55,35,90
SSC10218,0,208,208,233,14,247,60,0,60,48,0,48,17,0,17,8,0,8,366,222,588
SSC10219,0,21,21,58,3,61,8,0,8,12,0,12,4,0,4,3,0,3,85,24,109
SSC10220,0,41,41,75,3,78,33,0,33,35,0,35,15,0,15,14,0,14,172,44,216
SSC10221,0,34,34,56,3,59,16,0,16,24,0,24,8,0,8,4,0,4,108,37,145
SSC10222,0,19,19,21,3,24,11,0,11,9,0,9,7,0,7,0,0,0,48,22,70
SSC10223,0,118,118,109,7,116,30,0,30,31,0,31,19,0,19,9,0,9,198,125,323
SSC10224,0,17,17,20,0,20,13,0,13,7,0,7,6,0,6,4,0,4,50,17,67
SSC10225,0,311,311,416,54,470,199,20,219,177,3,180,36,3,39,16,0,16,844,391,1235
SSC10226,0,213,213,202,39,241,96,34,130,82,25,107,38,16,54,26,13,39,444,340,784
SSC10227,0,181,181,187,22,209,145,5,150,169,0,169,92,0,92,82,0,82,675,208,883
SSC10228,0,11,11,23,3,26,16,0,16,11,0,11,8,0,8,5,0,5,63,14,77
SSC10229,0,15,15,27,0,27,3,0,3,16,0,16,3,0,3,3,0,3,52,15,67
SSC10230,0,63,63,144,4,148,46,0,46,31,0,31,11,0,11,6,0,6,238,67,305
SSC10231,0,16,16,70,3,73,35,0,35,33,3,36,20,0,20,17,0,17,175,22,197
SSC10232,0,28,28,42,0,42,15,0,15,21,0,21,14,0,14,3,0,3,95,28,123
SSC10233,0,50,50,54,0,54,20,0,20,12,0,12,8,0,8,3,0,3,97,50,147
SSC10234,0,282,282,323,19,342,178,0,178,148,0,148,74,0,74,33,0,33,756,301,1057
SSC10235,0,257,257,334,13,347,196,3,199,229,3,232,82,0,82,43,0,43,884,276,1160
SSC10236,0,199,199,261,28,289,184,0,184,170,3,173,97,0,97,108,0,108,820,230,1050
SSC10237,0,613,613,662,36,698,188,12,200,173,5,178,66,0,66,26,0,26,1115,666,1781
SSC10238,0,26,26,39,6,45,13,0,13,11,0,11,5,0,5,0,0,0,68,32,100
SSC10239,0,268,268,251,19,270,90,0,90,91,4,95,40,0,40,11,0,11,483,291,774
SSC10240,0,2870,2870,3659,333,3992,2803,77,2880,2588,28,2616,1171,6,1177,873,0,873,11094,3314,14408
SSC10241,0,230,230,253,19,272,98,3,101,75,0,75,39,0,39,12,0,12,477,252,729
SSC10242,0,56,56,142,7,149,163,5,168,198,0,198,106,0,106,66,0,66,675,68,743
SSC10243,0,19,19,33,0,33,21,0,21,19,0,19,18,0,18,10,0,10,101,19,120
SSC10244,0,305,305,517,23,540,321,7,328,411,3,414,236,0,236,102,0,102,1587,338,1925
SSC10245,0,37,37,48,0,48,19,0,19,11,0,11,9,0,9,0,0,0,87,37,124
SSC10246,0,509,509,829,40,869,475,3,478,507,0,507,203,0,203,73,0,73,2087,552,2639
SSC10247,0,3,3,30,3,33,19,0,19,38,0,38,20,0,20,13,0,13,120,6,126
SSC10248,0,356,356,395,26,421,190,3,193,155,0,155,91,0,91,47,0,47,878,385,1263
SSC10249,0,373,373,513,44,557,438,8,446,446,0,446,214,0,214,99,0,99,1710,425,2135
SSC10250,0,24,24,55,0,55,18,0,18,20,0,20,6,0,6,14,0,14,113,24,137
SSC10251,0,130,130,154,15,169,52,0,52,38,0,38,25,0,25,4,0,4,273,145,418
SSC10252,0,339,339,572,48,620,387,5,392,365,0,365,224,0,224,103,0,103,1651,392,2043
SSC10253,0,13,13,24,5,29,8,0,8,3,0,3,3,0,3,0,0,0,38,18,56
SSC10254,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6
SSC10255,0,60,60,204,3,207,81,0,81,87,0,87,44,0,44,27,0,27,443,63,506
SSC10256,0,373,373,669,55,724,331,6,337,326,4,330,149,3,152,50,0,50,1525,441,1966
SSC10257,0,46,46,119,4,123,46,0,46,57,0,57,25,0,25,6,0,6,253,50,303
SSC10258,0,45,45,58,0,58,25,0,25,23,0,23,16,0,16,8,0,8,130,45,175
SSC10259,0,58,58,80,8,88,35,0,35,14,0,14,14,0,14,6,0,6,149,66,215
SSC10260,0,29,29,35,6,41,11,0,11,10,0,10,7,0,7,11,0,11,74,35,109
SSC10261,0,293,293,385,41,426,211,8,219,153,0,153,75,0,75,32,0,32,856,342,1198
SSC10262,0,98,98,73,6,79,46,0,46,41,0,41,24,0,24,51,0,51,235,104,339
SSC10263,0,117,117,143,6,149,60,0,60,63,0,63,24,0,24,21,0,21,311,123,434
SSC10264,0,206,206,275,12,287,148,0,148,105,0,105,45,0,45,31,0,31,604,218,822
SSC10265,0,70,70,166,3,169,73,3,76,79,0,79,20,0,20,13,0,13,351,76,427
SSC10266,0,95,95,248,6,254,129,0,129,203,0,203,81,0,81,30,0,30,691,101,792
SSC10267,0,860,860,927,55,982,342,17,359,301,0,301,138,0,138,60,0,60,1768,932,2700
SSC10268,0,162,162,184,15,199,53,3,56,62,0,62,23,0,23,7,0,7,329,180,509
SSC10269,0,6,6,25,0,25,8,0,8,11,0,11,10,0,10,4,0,4,58,6,64
SSC10270,0,4,4,3,0,3,3,0,3,3,0,3,3,0,3,0,0,0,12,4,16
SSC10271,0,19,19,31,0,31,15,0,15,14,0,14,12,0,12,3,0,3,75,19,94
