region_id,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC10001,302,376,384,185,446,290,123,171,40,2317
SSC10002,532,853,228,184,422,218,51,91,45,2624
SSC10003,63,104,90,58,75,54,17,40,6,507
SSC10004,55,83,179,115,105,115,160,140,21,973
SSC10005,74,86,195,55,90,66,226,163,26,981
SSC10006,91,11,8,0,9,6,3,14,0,142
SSC10007,159,221,269,135,205,137,169,139,15,1449
SSC10008,60,75,175,109,112,81,154,166,24,956
SSC10009,12,4,20,0,7,14,10,9,0,76
SSC10010,247,497,246,173,403,206,118,113,27,2030
SSC10011,24,0,24,13,10,9,11,16,4,111
SSC10012,300,726,414,326,473,291,138,243,37,2948
SSC10013,272,788,306,200,380,252,123,158,31,2510
SSC10014,35,37,57,44,40,28,52,55,6,354
SSC10015,62,52,53,46,62,34,35,43,12,399
SSC10016,26,36,72,85,70,56,103,147,31,626
SSC10017,0,3,0,0,3,0,0,3,0,9
SSC10018,571,847,1076,727,967,657,634,593,80,6152
SSC10019,225,296,550,364,407,335,365,382,32,2956
SSC10020,334,740,284,257,349,215,68,179,42,2468
SSC10021,26,41,30,35,51,45,27,36,7,298
SSC10022,919,1903,404,398,707,337,95,109,62,4934
SSC10023,317,415,233,140,387,236,72,102,44,1946
SSC10024,43,30,14,7,14,3,0,15,0,126
SSC10025,534,805,389,272,519,318,90,198,58,3183
SSC10026,18,26,34,12,27,10,18,10,0,155
SSC10027,222,664,358,257,478,278,179,233,58,2727
SSC10028,7,12,3,7,8,8,9,3,0,57
SSC10029,15,4,18,5,0,6,14,14,0,76
SSC10030,48,15,4,6,4,3,7,10,6,103
SSC10031,49,51,29,23,25,10,6,15,4,212
SSC10032,265,502,291,260,320,223,103,231,22,2217
SSC10033,18,9,15,9,9,6,3,9,0,78
SSC10034,249,346,427,309,481,295,350,342,82,2881
SSC10035,29,31,17,6,16,15,10,20,0,144
SSC10036,77,8,18,16,21,7,9,22,0,178
SSC10037,10,28,13,7,6,12,3,9,0,88
SSC10038,144,232,293,192,169,178,108,190,24,1530
SSC10039,985,2168,348,368,662,353,72,113,69,5138
SSC10040,134,128,142,44,135,78,23,40,6,730
SSC10041,83,137,169,81,136,83,115,85,22,911
SSC10042,9,3,0,4,0,0,0,0,0,16
SSC10043,28,51,39,19,26,18,6,20,0,207
