region_id,P_85y_ov_DNUDW_,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW_,P_Tot_UDW_NS,P_Tot_Total
SSC10381,9,0,20,91,144,104,105,131,46,621
SSC10382,10,9,37,291,438,267,185,233,126,1540
SSC10383,0,0,3,27,30,32,26,34,13,162
SSC10384,0,0,3,30,50,21,36,28,7,172
SSC10385,8,9,34,614,897,424,288,298,149,2670
SSC10386,0,3,3,37,46,13,12,16,16,140
SSC10387,0,0,0,42,49,69,50,49,31,290
SSC10388,0,0,0,31,50,30,32,20,7,170
SSC10389,3,0,3,31,52,44,35,29,26,217
SSC10390,0,0,3,40,32,26,16,43,12,169
SSC10391,3,3,6,57,74,56,42,49,29,307
SSC10392,0,0,0,12,6,11,5,29,0,63
SSC10393,3,0,6,184,229,127,92,153,84,869
SSC10394,0,0,0,101,201,94,86,54,37,573
SSC10395,0,0,0,65,91,49,44,50,18,317
SSC10396,108,59,204,307,537,405,311,423,205,2188
SSC10397,0,0,0,39,47,30,36,37,21,210
SSC10398,0,0,0,0,0,0,0,0,0,0
SSC10399,14,16,62,648,694,346,306,487,146,2627
SSC10400,3,0,6,36,46,29,21,42,12,186
SSC10401,0,0,0,40,46,33,34,32,21,206
SSC10402,0,0,3,36,52,32,37,40,7,204
SSC10403,0,0,0,43,57,15,30,56,24,225
SSC10404,18,0,30,172,290,163,162,208,95,1090
SSC10405,6,0,6,126,169,118,83,119,66,681
SSC10406,0,0,0,43,66,37,41,61,36,284
SSC10407,0,0,0,52,76,38,45,40,16,267
SSC10408,0,0,3,26,32,22,18,22,3,123
SSC10409,109,87,298,2512,2186,914,719,3638,1009,10978
SSC10410,7,20,34,158,154,69,58,147,97,683
SSC10411,6,12,27,471,519,254,318,1045,560,3167
SSC10412,0,0,11,185,216,126,90,119,34,770
SSC10413,3,0,7,313,411,218,189,239,110,1480
SSC10414,0,0,0,52,66,57,41,30,20,266
SSC10415,4,0,7,54,76,43,47,26,27,273
SSC10416,69,33,133,1171,1127,481,316,790,483,4368
SSC10417,0,0,3,40,55,31,24,17,9,176
SSC10418,0,0,3,197,333,175,109,102,46,962
SSC10419,3,6,21,394,447,212,133,319,108,1613
SSC10420,0,0,0,9,6,3,6,37,9,70
SSC10421,239,88,420,2731,2521,1208,1137,6879,2012,16488
SSC10422,52,16,94,1022,892,431,439,2027,504,5315
SSC10423,0,6,9,52,89,41,51,26,25,284
SSC10424,0,0,0,24,34,26,29,34,24,171
SSC10425,7,5,23,592,719,362,331,448,111,2563
SSC10426,0,5,5,17,59,31,42,33,24,206
SSC10427,4,0,4,33,37,19,29,16,9,143
SSC10428,3,0,6,36,39,29,20,48,20,192
SSC10429,0,0,0,260,92,10,0,236,53,651
SSC10430,15,3,27,290,422,248,241,292,168,1661
SSC10431,6,6,24,82,149,94,108,112,84,629
SSC10432,0,3,9,61,78,49,42,68,29,327
SSC10433,0,0,0,28,33,19,31,19,21,151
SSC10434,4,0,4,36,39,28,21,24,21,169
SSC10435,5,6,11,204,268,164,111,124,51,922
SSC10436,4,3,11,370,424,211,194,293,84,1576
SSC10437,22,9,65,1064,1292,583,566,984,373,4862
SSC10438,124,22,170,588,719,296,262,627,185,2677
SSC10439,0,0,6,27,49,31,20,12,3,142
SSC10440,0,0,0,341,415,185,137,190,38,1306
SSC10441,15,9,57,758,1078,514,377,546,204,3477
SSC10442,40,3,52,888,1117,511,429,733,143,3821
SSC10443,26,18,86,1862,1703,570,364,821,428,5748
SSC10444,99,38,193,1803,2036,851,838,2100,828,8456
SSC10445,25,5,37,2538,1936,418,230,1362,792,7276
SSC10446,133,34,253,3348,3283,1399,1275,6530,1783,17618
SSC10447,12,4,28,282,268,111,86,247,59,1053
SSC10448,3,0,6,96,155,91,113,76,43,574
SSC10449,0,0,3,14,38,18,25,27,23,145
SSC10450,6,0,6,97,133,73,72,54,16,445
SSC10451,52,19,108,1676,1429,595,688,3152,688,8228
SSC10452,108,47,191,1367,1189,546,565,2985,718,7370
SSC10453,3,0,6,103,111,52,64,50,19,399
SSC10454,0,0,0,43,76,34,34,54,8,249
SSC10455,46,13,81,319,469,276,284,455,121,1924
SSC10456,35,15,81,1134,1147,522,380,1436,528,5147
SSC10457,27,13,64,126,167,121,120,297,123,954
SSC10458,0,0,3,28,42,26,32,22,9,159
SSC10459,0,0,3,48,78,44,40,68,33,311
SSC10460,0,0,3,90,189,102,54,78,81,594
SSC10461,0,3,3,40,34,28,26,26,19,173
SSC10462,8,0,8,100,132,76,69,110,42,529
SSC10463,84,29,166,1003,1199,656,489,1000,314,4661
SSC10464,90,9,118,225,270,129,107,287,58,1076
SSC10465,18,8,48,537,658,307,248,468,147,2365
SSC10466,60,18,97,137,196,97,87,236,67,820
SSC10467,0,0,3,82,111,51,71,79,38,432
SSC10468,0,0,0,29,30,11,24,41,9,144
SSC10469,132,70,333,2363,2410,950,744,1769,760,8996
SSC10470,75,44,263,2144,2512,1348,1097,1692,474,9267
SSC10471,125,165,431,3952,4428,2270,1853,3979,1130,17612
SSC10472,80,22,152,1776,1858,791,650,2264,666,8005
SSC10473,3,3,6,51,101,63,40,34,74,363
SSC10474,0,0,3,6,3,15,21,15,0,60
SSC10475,78,6,100,441,472,201,198,1078,329,2719
SSC10476,0,0,0,54,51,22,43,40,15,225
SSC10477,9,8,21,396,461,152,103,315,148,1575
SSC10478,0,0,0,24,24,12,23,21,31,135
SSC10479,0,0,0,61,68,31,46,72,17,295
SSC10480,8,8,32,200,247,134,103,243,39,966
SSC10481,6,4,13,281,288,154,161,650,236,1770
SSC10482,0,0,3,28,46,20,15,33,9,151
SSC10483,0,0,6,250,346,171,120,160,122,1169
SSC10484,173,90,361,1317,1910,1072,1149,2005,849,8302
SSC10485,4,0,4,44,66,36,44,58,25,273
SSC10486,20,13,90,465,539,295,235,373,112,2019
SSC10487,0,0,4,78,107,59,39,58,25,366
SSC10488,495,309,1128,7559,8014,3982,3101,6168,1756,30580
SSC10489,0,0,0,48,69,21,46,45,32,261
SSC10490,21,10,65,551,658,333,259,317,136,2254
SSC10491,4,0,10,154,211,113,113,203,57,851
SSC10492,0,0,0,318,390,148,110,174,70,1210
SSC10493,66,33,160,2332,2474,1087,1094,3136,1230,11353
SSC10494,67,11,102,319,506,260,219,482,193,1979
SSC10495,5,3,11,239,247,128,160,304,186,1264
SSC10496,6,0,6,68,86,50,40,54,50,348
SSC10497,5,0,5,110,150,98,46,93,37,534
SSC10498,32,10,65,707,783,474,404,656,222,3246
SSC10499,0,4,7,97,90,37,49,66,28,367
SSC10500,0,0,0,32,70,27,24,22,12,187
SSC10501,19,0,22,1233,1131,510,437,1606,331,5248
SSC10502,3,3,12,237,280,128,115,276,104,1140
SSC10503,0,0,6,56,70,56,50,42,16,290
SSC10504,3,3,12,711,514,132,87,276,190,1910
SSC10505,3,0,9,58,43,31,28,41,28,229
SSC10506,3,0,3,73,99,63,44,39,25,343
