region_id,P_85y_ov_DNUDW_,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW_,P_Tot_UDW_NS,P_Tot_Total
SSC10001,14,0,19,879,731,358,301,950,204,3423
SSC10002,39,14,101,1153,1217,529,335,796,302,4332
SSC10003,3,3,6,171,217,114,77,103,37,719
SSC10004,9,4,22,359,440,219,244,416,173,1851
SSC10005,6,6,25,299,439,206,202,332,112,1590
SSC10006,3,0,3,38,42,28,28,21,12,169
SSC10007,3,3,9,460,552,297,273,377,121,2080
SSC10008,6,7,19,336,450,218,253,426,127,1810
SSC10009,3,3,6,24,24,15,32,41,21,157
SSC10010,9,0,12,655,789,339,245,597,108,2733
SSC10011,4,0,4,44,39,26,36,40,12,197
SSC10012,36,29,103,1120,1318,575,415,829,326,4583
SSC10013,31,24,106,914,1178,646,523,701,225,4187
SSC10014,8,0,12,97,177,100,98,148,63,683
SSC10015,0,0,0,130,166,86,76,122,42,622
SSC10016,10,5,15,327,398,228,335,859,335,2482
SSC10017,0,0,0,17,11,6,13,42,0,89
SSC10018,99,24,175,2092,2606,1373,1130,2035,515,9751
SSC10019,106,29,181,1010,1373,714,650,1386,401,5534
SSC10020,106,27,171,1042,1211,466,312,847,357,4235
SSC10021,0,0,4,99,150,83,77,99,516,1024
SSC10022,3,7,27,2256,2015,445,206,896,501,6319
SSC10023,8,5,16,754,662,341,246,609,120,2732
SSC10024,0,0,7,46,69,51,44,21,9,240
SSC10025,86,84,231,1244,1463,690,540,954,400,5291
SSC10026,0,0,0,43,74,40,40,38,20,255
SSC10027,16,15,52,1108,1045,427,309,1349,314,4552
SSC10028,3,0,3,25,30,16,16,15,9,111
SSC10029,0,0,0,34,33,21,31,15,12,146
SSC10030,0,0,0,33,46,27,29,33,11,179
SSC10031,0,0,0,69,118,56,48,36,21,348
SSC10032,179,33,327,816,1268,786,613,916,262,4661
SSC10033,0,0,0,13,43,24,18,15,15,128
SSC10034,23,9,41,1071,1208,625,548,1349,736,5537
SSC10035,0,0,0,40,64,28,26,38,6,202
SSC10036,3,3,12,54,84,51,47,50,22,308
SSC10037,0,0,3,28,46,31,19,25,10,159
SSC10038,18,7,43,591,791,431,348,593,226,2980
SSC10039,59,9,80,2283,2288,754,441,1006,488,7260
SSC10040,3,0,14,271,279,161,118,172,69,1070
SSC10041,5,0,14,309,341,186,155,274,89,1354
SSC10042,0,0,0,10,9,7,6,12,0,44
SSC10043,6,6,15,72,114,76,61,67,51,441
SSC10044,3,0,3,42,86,34,38,38,17,255
SSC10045,5,6,14,251,277,158,155,147,53,1041
SSC10046,9,3,18,247,341,161,126,202,59,1136
SSC10047,3,3,9,45,67,47,41,23,15,238
SSC10048,3,6,12,37,60,41,54,83,26,301
SSC10049,8,9,34,211,294,111,116,321,94,1147
SSC10050,0,0,3,58,92,60,51,53,9,323
SSC10051,6,4,16,93,107,77,113,78,58,526
SSC10052,0,0,0,54,44,40,28,34,13,213
SSC10053,206,85,456,4119,4904,2266,1638,3655,1611,18193
SSC10054,120,20,197,1384,1394,597,499,2224,739,6837
SSC10055,0,0,0,0,6,3,0,3,0,12
SSC10056,7,3,22,53,93,77,82,119,53,477
SSC10057,0,3,6,79,88,66,39,59,41,372
SSC10058,50,19,129,2048,2008,723,511,1427,363,7080
SSC10059,21,0,48,581,649,341,222,567,129,2489
SSC10060,6,3,9,37,75,61,53,37,25,288
SSC10061,3,0,6,37,59,52,37,30,13,228
SSC10062,18,5,26,402,381,176,274,913,349,2495
SSC10063,473,132,732,4454,4505,1644,1143,5542,1847,19135
SSC10064,13,3,22,128,141,86,105,186,57,703
SSC10065,3,0,3,45,70,30,30,62,21,258
SSC10066,31,26,70,527,703,349,348,759,318,3004
SSC10067,10,3,38,770,952,470,423,526,178,3319
SSC10068,32,13,84,629,797,412,324,496,124,2782
SSC10069,0,6,6,126,156,77,72,126,59,616
SSC10070,223,49,368,4444,4096,1878,1972,10275,3327,25992
SSC10071,13,4,32,497,575,300,197,219,148,1936
SSC10072,67,48,137,418,453,224,264,689,383,2431
SSC10073,134,49,289,2078,2389,1300,860,1286,461,8374
SSC10074,21,14,67,803,976,495,334,524,242,3374
SSC10075,0,0,3,48,76,42,41,55,12,274
SSC10076,3,0,6,39,51,25,29,39,15,198
SSC10077,3,3,9,76,110,57,63,68,40,414
SSC10078,0,0,0,50,51,49,39,29,6,224
SSC10079,0,0,0,46,67,40,39,104,70,366
SSC10080,3,3,6,70,75,54,47,52,28,326
SSC10081,0,0,0,48,64,34,42,38,24,250
SSC10082,7,3,14,116,159,131,79,114,40,639
SSC10083,0,0,3,41,64,36,38,25,12,216
SSC10084,36,23,137,1629,1758,710,506,841,421,5865
SSC10085,23,8,82,623,635,380,277,368,105,2388
SSC10086,29,16,80,938,1172,625,543,893,271,4442
SSC10087,3,0,9,33,41,30,26,37,6,173
SSC10088,3,3,6,29,41,22,26,28,9,155
SSC10089,354,163,698,1173,1541,815,693,1823,774,6819
SSC10090,33,18,93,2570,2587,823,444,1134,659,8217
SSC10091,7,3,25,507,482,193,103,203,112,1600
SSC10092,5,0,5,128,155,96,76,112,22,589
SSC10093,0,0,0,58,84,45,44,49,11,291
SSC10094,13,9,31,219,284,140,177,320,167,1307
SSC10095,0,0,0,36,33,33,45,45,18,210
SSC10096,7,8,18,128,174,120,91,100,52,665
SSC10097,45,6,57,312,438,210,175,261,86,1482
SSC10098,0,0,3,40,64,41,44,48,12,249
SSC10099,74,14,118,1108,1270,654,453,877,218,4580
SSC10100,19,7,56,555,622,279,198,712,264,2630
SSC10101,0,0,0,7,0,0,0,6,0,13
SSC10102,186,93,418,4187,4070,1839,1881,8494,2929,23400
SSC10103,0,0,0,0,0,0,0,11,3,14
SSC10104,4,0,4,28,47,36,15,26,15,167
SSC10105,0,0,3,55,78,45,39,37,21,275
SSC10106,341,124,690,2395,3068,1720,1490,2825,1018,12516
SSC10107,6,6,24,307,233,85,72,193,93,983
SSC10108,0,0,0,63,85,39,35,60,21,303
SSC10109,16,0,20,76,116,64,94,188,65,603
SSC10110,0,0,0,10,24,6,3,18,44,105
SSC10111,0,0,0,0,0,0,0,0,0,0
SSC10112,4,0,16,842,790,431,318,690,92,3163
SSC10113,18,4,55,425,431,223,201,456,69,1805
SSC10114,11,7,40,358,434,196,160,450,151,1749
SSC10115,8,0,8,82,112,78,72,120,38,502
SSC10116,16,4,46,616,841,453,444,588,252,3194
SSC10117,39,16,74,232,285,148,201,301,156,1323
SSC10118,0,0,0,40,101,55,47,44,17,304
SSC10119,3,3,6,48,64,45,52,70,29,308
SSC10120,6,0,9,325,378,180,159,276,80,1398
SSC10121,5,0,17,248,306,176,152,230,103,1215
SSC10122,26,7,49,185,260,167,186,336,149,1283
SSC10123,23,6,54,883,1067,615,625,1147,474,4811
SSC10124,3,3,9,110,122,65,58,101,38,494
SSC10125,3,3,6,30,67,40,31,26,12,206
SSC10126,6,3,15,76,107,76,75,78,28,440
SSC10127,3,0,3,42,46,30,21,32,36,207
SSC10128,27,6,42,167,278,167,171,249,92,1124
SSC10129,111,30,192,1133,1243,574,643,2222,628,6443
SSC10130,217,244,620,1936,2430,1306,1027,2058,989,9746
SSC10131,75,11,112,239,316,187,174,344,197,1457
SSC10132,28,22,69,197,277,136,120,325,181,1236
SSC10133,80,27,173,1356,1556,651,436,1146,593,5738
SSC10134,14,5,33,177,320,149,160,269,91,1166
SSC10135,201,45,410,6411,7486,3778,2930,4902,1142,26649
SSC10136,0,3,12,57,88,64,49,73,24,355
SSC10137,6,4,17,89,140,82,75,97,30,513
SSC10138,138,38,271,547,717,387,261,552,202,2666
SSC10139,25,15,90,1289,1545,753,541,955,322,5405
SSC10140,0,0,4,232,228,64,33,116,108,781
SSC10141,0,0,0,33,39,22,22,16,40,172
SSC10142,7,4,24,1394,1616,761,577,1048,211,5607
SSC10143,3,0,3,38,33,13,28,33,24,169
SSC10144,0,0,0,37,44,30,25,23,9,168
SSC10145,3,0,9,79,151,63,66,75,19,453
SSC10146,169,32,306,1729,2019,1113,789,1304,242,7196
SSC10147,0,0,0,0,0,0,0,0,0,0
SSC10148,0,0,3,46,54,32,27,59,16,234
SSC10149,64,46,148,660,930,495,469,846,367,3767
SSC10150,3,3,6,22,43,32,20,18,18,153
SSC10151,49,27,120,1014,1001,476,457,1443,411,4802
SSC10152,0,0,0,26,43,15,13,21,6,124
SSC10153,3,3,6,97,102,47,64,98,43,451
SSC10154,18,8,36,1640,1482,708,510,1292,248,5880
SSC10155,15,9,59,642,739,378,352,807,280,3198
SSC10156,3,0,9,28,56,27,19,29,12,171
SSC10157,0,0,3,67,69,36,48,59,36,315
SSC10158,3,0,6,37,41,36,37,18,3,172
SSC10159,13,3,19,262,348,218,204,382,196,1610
SSC10160,3,0,7,125,168,87,89,126,58,653
SSC10161,0,0,0,36,60,46,45,68,39,294
SSC10162,61,59,221,2624,2029,778,573,1594,1255,8853
SSC10163,69,13,125,555,848,450,411,428,136,2828
SSC10164,105,46,241,1015,1397,730,580,1173,454,5349
SSC10165,94,40,180,1062,1269,696,584,1177,390,5178
SSC10166,6,6,25,149,251,116,121,263,80,980
SSC10167,56,59,175,2028,2023,877,819,3256,1149,10152
SSC10168,0,0,0,54,71,41,38,72,21,297
SSC10169,290,62,465,1496,1715,936,688,1426,313,6574
SSC10170,0,6,9,70,130,67,70,78,46,461
SSC10171,0,0,3,60,116,53,53,55,22,359
SSC10172,3,0,3,24,53,36,34,45,14,206
SSC10173,0,3,9,63,88,50,48,97,48,394
SSC10174,0,0,0,43,54,38,46,51,32,264
SSC10175,0,6,9,38,48,23,40,22,21,192
SSC10176,0,0,4,74,73,42,39,78,18,324
SSC10177,3,0,6,48,104,71,45,56,20,344
SSC10178,8,3,20,427,583,306,242,300,94,1952
SSC10179,0,0,3,23,30,26,28,14,15,136
SSC10180,64,28,141,1399,1374,613,576,2379,671,7012
SSC10181,0,0,0,3,6,6,0,0,0,15
SSC10182,19,21,68,440,562,357,382,565,229,2535
SSC10183,0,0,3,32,50,30,22,18,6,158
SSC10184,69,25,125,1103,1298,685,687,1727,547,6047
SSC10185,151,41,251,1432,1791,830,750,1353,416,6572
SSC10186,3,0,3,158,208,89,111,209,722,1497
SSC10187,16,8,53,208,351,249,208,281,112,1409
SSC10188,9,5,34,858,1037,509,437,507,160,3508
SSC10189,0,0,0,27,57,28,17,33,15,177
SSC10190,9,11,36,933,1219,651,460,481,168,3912
SSC10191,6,3,15,116,166,80,72,102,29,565
SSC10192,0,0,13,57,70,34,31,55,6,253
SSC10193,18,0,25,265,375,174,145,208,84,1251
SSC10194,13,24,51,165,214,113,144,185,88,909
SSC10195,0,0,6,66,76,45,40,25,19,271
SSC10196,6,3,12,76,140,63,78,61,88,506
SSC10197,70,15,119,346,546,355,296,385,131,2059
SSC10198,0,0,0,83,76,46,51,55,22,333
SSC10199,40,18,85,353,421,195,181,423,97,1670
SSC10200,76,55,263,1811,1766,857,774,2032,724,7964
SSC10201,0,0,0,72,127,65,47,48,14,373
SSC10202,443,69,635,3128,3436,1549,1294,4716,1206,15329
SSC10203,40,19,110,670,745,382,304,780,302,3183
SSC10204,5,7,15,30,66,36,44,39,19,234
SSC10205,0,0,0,44,44,43,37,34,33,235
SSC10206,8,3,14,484,521,274,386,1063,382,3110
SSC10207,3,0,3,95,120,70,45,70,28,428
SSC10208,0,0,0,35,57,38,61,52,9,252
SSC10209,0,0,0,78,121,74,66,79,43,461
SSC10210,13,11,35,535,767,374,304,457,144,2581
SSC10211,3,0,6,103,119,70,61,108,40,501
SSC10212,8,7,29,693,906,484,315,456,182,3036
SSC10213,3,0,6,31,72,33,42,45,12,235
SSC10214,0,0,0,43,78,43,24,39,16,243
SSC10215,0,3,14,113,180,111,108,123,141,776
SSC10216,0,4,10,68,107,52,54,68,31,380
SSC10217,0,0,0,38,48,27,20,30,11,174
SSC10218,43,8,73,136,239,154,184,330,112,1155
SSC10219,0,0,3,39,82,43,37,28,9,238
SSC10220,3,0,9,92,111,58,76,103,34,474
SSC10221,0,0,6,64,81,44,48,44,26,307
SSC10222,3,3,6,34,45,20,15,28,6,148
SSC10223,7,6,16,87,129,76,99,162,59,612
SSC10224,3,3,12,35,22,17,28,36,12,150
SSC10225,9,3,26,814,830,287,153,297,195,2576
SSC10226,18,8,52,467,421,160,156,448,145,1797
SSC10227,30,15,71,439,458,238,224,694,269,2322
SSC10228,0,0,3,36,57,21,25,42,9,190
SSC10229,0,0,0,37,44,15,20,20,9,145
SSC10230,6,3,18,102,183,109,78,107,36,615
SSC10231,3,0,3,113,136,87,60,87,42,525
SSC10232,0,0,0,53,79,44,46,20,11,253
SSC10233,0,0,6,57,68,43,47,59,31,305
SSC10234,25,10,63,468,563,304,276,485,160,2256
SSC10235,11,7,25,533,649,327,279,582,168,2538
SSC10236,4,6,16,388,446,186,275,844,343,2482
SSC10237,21,19,83,678,1039,576,449,472,563,3777
SSC10238,0,0,0,42,53,26,24,52,31,228
SSC10239,18,10,40,272,348,196,181,363,169,1529
SSC10240,307,116,605,6860,7626,3493,3366,9854,2890,34089
SSC10241,16,0,43,307,371,171,166,299,140,1454
SSC10242,3,3,9,462,538,219,152,543,139,2053
SSC10243,0,0,0,66,73,33,34,95,47,348
SSC10244,135,30,237,1143,1082,634,487,1326,283,4955
SSC10245,0,3,6,47,67,40,34,49,36,273
SSC10246,25,17,88,1398,1776,936,682,794,249,5835
SSC10247,0,3,7,78,97,57,45,64,18,359
SSC10248,35,8,63,502,720,338,338,550,194,2642
SSC10249,13,0,24,1121,1337,626,576,847,249,4756
SSC10250,0,3,3,75,64,42,36,55,19,291
SSC10251,19,4,32,172,228,107,77,178,95,857
SSC10252,24,16,57,894,1121,555,563,1000,365,4498
SSC10253,0,0,0,10,44,24,22,15,27,142
SSC10254,0,0,0,0,4,6,0,6,0,16
SSC10255,4,6,15,261,387,189,167,141,103,1248
SSC10256,23,15,65,832,1225,630,494,766,280,4227
SSC10257,4,7,11,171,180,121,73,90,91,726
SSC10258,3,0,6,77,84,53,61,105,30,410
SSC10259,3,3,9,47,137,67,54,86,45,436
SSC10260,0,0,0,43,55,29,34,55,16,232
SSC10261,10,9,29,538,687,348,249,451,148,2421
SSC10262,0,3,3,140,171,123,126,176,48,784
SSC10263,14,3,26,140,214,105,131,238,77,905
SSC10264,46,8,68,305,408,246,236,515,131,1841
SSC10265,8,0,14,210,268,165,124,166,43,976
SSC10266,7,3,25,403,552,285,252,282,106,1880
SSC10267,47,24,128,1092,1328,705,703,1203,394,5425
SSC10268,20,15,55,185,262,123,126,193,88,977
SSC10269,0,0,3,27,52,19,27,15,9,149
SSC10270,0,0,0,6,6,10,0,7,0,29
SSC10271,4,0,4,29,45,33,41,45,13,206
SSC10272,0,0,0,9,6,3,0,0,3,21
SSC10273,0,0,0,37,73,28,34,39,14,225
SSC10274,6,6,12,65,117,67,73,78,54,454
SSC10275,78,48,203,2800,1890,529,327,1544,1357,8447
SSC10276,45,34,116,3446,2118,519,361,1679,1465,9588
SSC10277,70,43,228,2208,1746,576,350,1474,1204,7558
SSC10278,23,13,57,502,715,358,314,484,175,2548
SSC10279,3,3,12,407,515,302,172,282,91,1769
SSC10280,11,4,36,413,640,391,300,392,138,2274
SSC10281,68,9,91,1193,1143,486,549,2359,612,6342
SSC10282,23,0,30,1255,1116,508,481,2005,390,5755
SSC10283,4,7,29,358,502,316,230,306,99,1811
SSC10284,3,0,6,51,84,51,40,32,14,272
SSC10285,11,6,39,177,240,131,119,240,90,997
SSC10286,0,0,0,24,37,16,22,20,5,124
SSC10287,3,0,6,36,39,25,28,21,24,173
SSC10288,10,6,22,148,207,90,100,189,52,786
SSC10289,3,0,3,31,25,12,16,32,13,129
SSC10290,0,0,0,58,54,50,47,37,5,251
SSC10291,3,0,6,52,113,71,51,52,24,363
SSC10292,116,19,153,188,224,146,136,408,93,1195
SSC10293,0,0,0,46,70,47,44,73,39,319
SSC10294,0,0,0,28,55,26,15,22,4,150
SSC10295,0,0,4,23,32,12,10,11,7,95
SSC10296,22,7,44,215,326,151,183,328,101,1304
SSC10297,3,3,9,52,94,54,50,69,11,330
SSC10298,0,0,3,30,66,16,29,17,13,171
SSC10299,0,0,0,58,78,46,37,55,11,285
SSC10300,0,0,3,34,35,20,32,34,17,172
SSC10301,3,0,3,78,109,52,45,55,10,349
SSC10302,86,41,171,2439,2185,1060,1022,3940,788,11434
SSC10303,106,19,167,1605,1840,696,548,1706,571,6966
SSC10304,0,0,0,0,0,0,0,0,0,0
SSC10305,0,0,0,0,6,0,0,4,0,10
SSC10306,7,6,16,271,421,183,164,425,387,1851
SSC10307,7,0,7,367,504,251,213,258,65,1658
SSC10308,0,0,0,15,44,16,10,3,9,97
SSC10309,3,0,3,283,340,141,102,296,64,1226
SSC10310,0,3,3,92,104,55,43,54,26,374
SSC10311,3,6,13,240,353,187,109,156,53,1098
SSC10312,27,17,54,167,286,143,172,400,242,1410
SSC10313,0,3,3,52,104,53,68,48,21,346
SSC10314,0,0,6,121,165,75,65,84,44,554
SSC10315,120,57,334,1371,1873,987,840,1121,470,6662
SSC10316,10,9,32,162,194,118,168,223,98,963
SSC10317,0,0,0,0,0,0,0,0,0,0
SSC10318,6,0,12,203,209,117,124,233,80,966
SSC10319,0,0,0,23,48,28,19,11,9,138
SSC10320,26,20,73,1367,1726,810,743,1557,655,6858
SSC10321,0,0,0,50,61,37,28,56,11,243
SSC10322,29,7,41,226,332,185,159,192,107,1201
SSC10323,0,3,3,121,145,80,78,114,20,558
SSC10324,3,3,16,276,334,213,183,279,93,1378
SSC10325,3,0,3,37,64,37,41,38,13,230
SSC10326,10,0,14,106,147,104,100,134,54,645
SSC10327,0,0,0,50,51,33,33,31,16,214
SSC10328,0,0,3,44,55,49,38,30,15,231
SSC10329,3,0,11,631,652,260,171,453,187,2354
SSC10330,0,0,3,17,29,10,19,22,12,109
SSC10331,0,0,0,98,114,65,39,57,27,400
SSC10332,5,7,15,147,214,108,81,297,88,935
SSC10333,0,0,0,34,61,20,14,21,7,157
SSC10334,3,0,3,51,47,26,35,41,9,209
SSC10335,0,0,0,58,85,55,44,61,16,319
SSC10336,0,0,0,35,82,58,48,23,16,262
SSC10337,83,41,191,1531,1471,597,474,1907,765,6745
SSC10338,6,3,18,151,202,125,84,107,50,719
SSC10339,6,4,13,360,387,220,220,466,240,1893
SSC10340,3,0,6,31,40,32,23,32,3,161
SSC10341,7,3,23,324,389,171,91,220,105,1300
SSC10342,3,0,9,67,89,45,57,69,32,359
SSC10343,3,3,9,48,48,24,30,32,15,197
SSC10344,6,0,6,49,100,51,54,66,43,363
SSC10345,0,0,0,25,31,21,34,19,46,176
SSC10346,3,0,3,66,115,77,91,41,33,423
SSC10347,0,0,0,106,136,59,82,77,43,503
SSC10348,0,0,0,46,71,27,16,18,14,192
SSC10349,222,148,491,2266,3467,1890,1807,3998,1971,15399
SSC10350,32,16,96,1673,1460,569,376,799,678,5555
SSC10351,0,0,0,51,56,40,33,25,6,211
SSC10352,0,0,3,28,66,34,31,32,0,191
SSC10353,0,0,0,48,47,29,42,21,13,200
SSC10354,3,0,6,139,173,80,59,94,51,596
SSC10355,55,7,78,589,554,202,132,523,177,2177
SSC10356,3,0,6,33,33,27,37,39,6,175
SSC10357,0,0,0,71,131,57,61,46,24,390
SSC10358,36,12,70,207,310,180,144,205,112,1158
SSC10359,3,3,6,85,74,42,22,50,30,303
SSC10360,6,0,12,100,122,53,50,116,21,462
SSC10361,0,0,0,14,51,18,21,22,21,147
SSC10362,3,0,3,44,56,34,29,53,12,228
SSC10363,27,13,65,262,377,190,145,246,175,1395
SSC10364,3,0,3,34,75,49,55,57,10,280
SSC10365,0,3,3,78,105,72,66,64,31,416
SSC10366,0,0,0,52,100,51,49,36,16,304
SSC10367,0,0,0,64,78,39,32,38,20,271
SSC10368,39,26,97,540,621,366,312,580,268,2687
SSC10369,0,0,0,0,0,0,0,0,0,0
SSC10370,28,13,68,502,679,349,337,575,211,2653
SSC10371,0,0,3,45,53,22,32,27,20,199
SSC10372,3,0,6,59,76,51,44,73,30,333
SSC10373,23,25,58,189,269,180,158,321,155,1272
SSC10374,0,3,3,51,64,40,52,49,29,285
SSC10375,4,0,10,224,291,146,121,118,60,960
SSC10376,45,16,103,1022,1260,624,510,743,251,4410
SSC10377,3,3,6,31,42,38,41,37,18,207
SSC10378,0,3,6,40,56,22,33,49,25,225
SSC10379,0,0,0,16,41,21,13,13,3,107
SSC10380,61,6,88,324,535,351,322,382,125,2039
