region_id,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC10330,10,3,0,0,0,0,0,13
SSC10331,61,6,0,0,0,0,0,67
SSC10332,83,8,0,4,0,0,6,101
SSC10333,25,0,0,0,0,0,0,25
SSC10334,34,0,4,0,0,0,0,38
SSC10335,55,6,4,0,0,0,0,65
SSC10336,47,3,0,0,0,0,0,50
SSC10337,746,48,25,9,0,0,5,833
SSC10338,66,10,4,0,0,0,0,80
SSC10339,308,19,12,6,0,0,0,345
SSC10340,25,4,0,0,0,0,0,29
SSC10341,126,5,10,0,0,0,0,141
SSC10342,40,5,3,0,0,0,0,48
SSC10343,21,3,0,0,0,0,0,24
SSC10344,57,3,3,0,0,0,3,66
SSC10345,27,0,3,0,0,0,0,30
SSC10346,43,3,5,0,0,0,3,54
SSC10347,64,6,4,3,0,0,0,77
SSC10348,25,0,0,0,0,0,0,25
SSC10349,1364,153,110,15,0,4,19,1665
SSC10350,769,46,9,3,0,0,0,827
SSC10351,33,3,0,0,0,0,0,36
SSC10352,26,4,0,0,0,0,0,30
SSC10353,33,3,0,0,0,0,0,36
SSC10354,76,13,0,0,0,0,0,89
SSC10355,234,21,7,3,0,0,0,265
SSC10356,12,4,0,0,0,0,0,16
SSC10357,36,5,0,3,0,0,0,44
SSC10358,122,9,8,0,0,0,0,139
SSC10359,39,3,0,0,0,0,0,42
SSC10360,40,3,3,0,0,0,0,46
SSC10361,20,3,0,0,0,0,0,23
SSC10362,38,3,3,0,0,0,0,44
SSC10363,103,13,4,0,0,0,0,120
SSC10364,23,3,0,3,0,0,0,29
SSC10365,62,6,4,0,0,0,0,72
SSC10366,43,5,4,0,0,0,0,52
SSC10367,35,0,0,0,0,0,0,35
SSC10368,239,40,10,4,0,0,11,304
SSC10369,0,0,0,0,0,0,0,0
SSC10370,277,22,22,6,0,0,5,332
SSC10371,25,0,0,0,0,0,0,25
SSC10372,38,4,3,3,0,0,0,48
SSC10373,139,9,5,0,0,0,3,156
SSC10374,38,3,6,0,0,0,0,47
SSC10375,127,12,7,0,0,0,3,149
SSC10376,697,48,22,4,0,0,3,774
SSC10377,22,0,0,0,0,0,0,22
SSC10378,32,4,0,0,0,0,0,36
SSC10379,11,0,0,0,0,0,0,11
SSC10380,172,21,10,0,0,0,0,203
SSC10381,81,13,4,0,0,0,0,98
SSC10382,222,20,5,0,0,0,0,247
SSC10383,17,3,0,0,0,0,3,23
SSC10384,13,0,3,0,0,0,3,19
SSC10385,472,45,21,3,0,0,0,541
SSC10386,22,4,0,0,0,0,0,26
SSC10387,36,4,3,0,0,0,0,43
SSC10388,26,0,3,0,0,0,0,29
SSC10389,20,0,0,0,0,0,0,20
SSC10390,17,3,0,3,0,0,0,23
SSC10391,37,3,0,0,0,0,0,40
SSC10392,5,3,0,3,0,0,0,11
SSC10393,116,10,8,3,0,0,0,137
SSC10394,86,6,4,0,0,0,0,96
SSC10395,51,0,0,0,0,0,0,51
SSC10396,225,12,6,6,0,0,4,253
SSC10397,19,5,4,0,0,0,0,28
SSC10398,0,0,0,0,0,0,0,0
SSC10399,519,18,16,0,0,0,0,553
SSC10400,29,5,0,0,0,0,0,34
SSC10401,22,3,0,0,0,0,0,25
SSC10402,19,0,3,0,0,0,0,22
SSC10403,31,3,0,0,0,0,0,34
SSC10404,94,7,8,0,0,0,4,113
SSC10405,91,3,4,3,0,0,0,101
SSC10406,45,0,0,0,0,0,3,48
SSC10407,43,7,0,0,0,0,0,50
SSC10408,14,3,0,3,0,0,0,20
SSC10409,1184,63,28,19,3,3,4,1304
SSC10410,106,3,0,0,0,0,0,109
SSC10411,415,37,18,9,0,0,5,484
SSC10412,105,13,5,0,0,0,0,123
SSC10413,271,13,20,5,0,0,3,312
SSC10414,42,0,3,0,0,0,0,45
SSC10415,27,3,3,0,0,0,0,33
SSC10416,285,27,17,0,0,0,4,333
SSC10417,21,3,3,0,0,0,0,27
SSC10418,146,14,7,0,0,0,0,167
SSC10419,237,15,3,3,0,0,0,258
SSC10420,0,0,0,0,0,0,0,0
SSC10421,2094,175,84,68,4,7,7,2439
SSC10422,733,35,31,28,0,0,4,831
SSC10423,45,4,0,0,0,0,0,49
SSC10424,16,3,3,0,0,0,0,22
SSC10425,344,33,20,3,0,0,0,400
SSC10426,33,0,0,0,0,0,0,33
SSC10427,22,0,0,0,0,0,0,22
SSC10428,27,0,0,0,0,0,0,27
SSC10429,0,0,0,0,0,0,0,0
SSC10430,196,16,10,3,0,0,0,225
SSC10431,43,5,8,0,0,0,0,56
SSC10432,42,5,3,0,0,0,3,53
SSC10433,16,3,3,0,0,0,0,22
SSC10434,24,0,0,0,0,0,0,24
SSC10435,171,13,16,0,0,0,0,200
SSC10436,254,26,13,0,0,0,0,293
SSC10437,634,61,48,11,0,0,7,761
SSC10438,288,24,22,0,0,0,4,338
SSC10439,13,0,0,0,0,0,0,13
SSC10440,298,27,16,0,0,0,0,341
SSC10441,524,50,32,7,0,0,3,616
SSC10442,727,56,43,7,0,0,4,837
SSC10443,598,53,11,4,0,0,0,666
SSC10444,870,83,60,17,0,3,10,1043
SSC10445,333,22,7,3,0,0,0,365
SSC10446,2446,172,47,38,5,0,9,2717
SSC10447,168,10,0,0,0,0,0,178
SSC10448,67,7,4,3,0,0,0,81
SSC10449,17,0,0,3,0,0,3,23
SSC10450,69,6,5,0,0,0,3,83
SSC10451,1181,77,50,49,0,3,10,1370
SSC10452,996,87,33,26,0,0,12,1154
SSC10453,68,0,3,0,0,0,0,71
SSC10454,34,0,4,0,0,0,0,38
SSC10455,212,14,7,3,0,0,0,236
SSC10456,714,42,26,8,0,0,0,790
SSC10457,38,6,4,0,0,0,0,48
SSC10458,22,0,3,0,0,0,0,25
SSC10459,27,0,3,0,0,3,0,33
SSC10460,63,11,7,0,0,0,0,81
SSC10461,18,3,0,0,0,0,0,21
SSC10462,70,3,10,0,0,0,0,83
SSC10463,542,50,36,7,0,0,6,641
SSC10464,132,11,0,3,0,0,0,146
SSC10465,322,25,18,7,0,0,4,376
SSC10466,55,8,4,0,0,0,0,67
SSC10467,57,7,3,0,0,0,0,67
SSC10468,17,0,3,0,0,0,0,20
SSC10469,1050,81,30,7,0,0,7,1175
SSC10470,1667,100,49,6,0,0,0,1822
SSC10471,3116,144,58,46,0,0,9,3373
SSC10472,1233,49,18,12,0,0,0,1312
SSC10473,43,0,4,0,0,0,0,47
SSC10474,3,0,0,0,0,0,0,3
SSC10475,344,21,9,7,0,0,0,381
SSC10476,34,3,0,0,0,0,0,37
SSC10477,117,15,3,0,0,0,0,135
SSC10478,18,0,0,0,0,0,0,18
SSC10479,49,0,3,0,0,0,0,52
SSC10480,186,0,6,0,0,0,0,192
SSC10481,184,7,10,8,3,0,6,218
SSC10482,18,0,0,0,0,0,0,18
SSC10483,173,10,14,3,0,0,0,200
SSC10484,794,69,77,9,0,3,13,965
SSC10485,27,0,3,3,0,0,0,33
SSC10486,370,27,4,4,0,0,0,405
SSC10487,58,0,0,4,0,0,0,62
SSC10488,5539,259,128,43,0,0,12,5981
SSC10489,31,5,4,0,0,0,0,40
SSC10490,458,25,8,3,0,0,3,497
SSC10491,131,3,6,3,0,3,3,149
SSC10492,209,11,3,0,0,0,0,223
SSC10493,1971,106,62,23,3,0,3,2168
SSC10494,161,19,14,3,0,0,3,200
SSC10495,212,4,7,3,0,3,0,229
SSC10496,50,3,0,0,0,0,0,53
SSC10497,96,5,0,0,0,0,0,101
SSC10498,444,46,19,3,0,0,5,517
SSC10499,52,5,4,0,0,0,0,61
SSC10500,23,0,0,0,3,0,0,26
SSC10501,1150,48,26,16,4,0,0,1244
SSC10502,209,5,4,0,0,0,5,223
SSC10503,30,0,0,3,0,0,0,33
SSC10504,118,9,0,0,0,0,0,127
SSC10505,34,3,0,0,0,0,0,37
SSC10506,29,6,3,0,0,0,0,38
SSC10507,1028,124,102,20,0,3,15,1292
SSC10508,163,16,12,3,0,0,0,194
SSC10509,19,0,3,0,0,0,3,25
SSC10510,0,0,0,0,0,0,0,0
SSC10511,1273,100,53,10,3,3,9,1451
SSC10512,181,23,19,3,3,0,3,232
SSC10513,2387,99,30,32,0,0,4,2552
SSC10514,207,4,7,3,0,0,0,221
SSC10515,22,0,0,4,0,0,0,26
SSC10516,301,20,10,3,0,0,0,334
SSC10517,3082,131,44,31,0,0,7,3295
SSC10518,1394,81,52,20,0,0,4,1551
SSC10519,407,24,17,0,0,0,0,448
SSC10520,21,0,3,0,0,0,0,24
SSC10521,27,0,0,0,0,0,3,30
SSC10522,66,11,10,0,0,0,0,87
SSC10523,88,7,0,0,0,0,0,95
SSC10524,1154,93,40,20,0,0,3,1310
SSC10525,20,6,0,0,0,0,0,26
SSC10526,213,17,5,0,0,0,0,235
SSC10527,195,26,8,3,0,0,7,239
SSC10528,102,11,7,0,0,0,0,120
SSC10529,147,6,6,0,0,0,0,159
SSC10530,15,4,3,0,0,0,0,22
SSC10531,600,41,23,11,0,4,0,679
SSC10532,25,3,0,0,0,0,0,28
SSC10533,194,9,17,3,0,0,0,223
SSC10534,16,0,0,0,0,0,0,16
SSC10535,72,3,6,0,0,0,0,81
SSC10536,167,26,22,17,3,3,3,241
SSC10537,230,7,4,0,0,0,0,241
SSC10538,21,3,0,0,0,0,3,27
SSC10539,110,7,5,0,0,0,0,122
SSC10540,272,7,12,0,0,0,0,291
SSC10541,39,3,3,0,0,0,0,45
SSC10542,551,23,11,6,0,0,4,595
SSC10543,103,14,6,0,0,0,0,123
SSC10544,40,3,8,0,0,0,3,54
SSC10545,0,0,0,0,0,0,0,0
SSC10546,192,13,6,0,0,0,0,211
SSC10547,23,0,0,0,0,0,0,23
SSC10548,27,3,5,3,0,0,0,38
SSC10549,324,32,39,3,0,0,3,401
SSC10550,53,3,6,0,0,0,0,62
SSC10551,135,8,7,0,0,0,0,150
SSC10552,25,0,0,0,0,0,0,25
SSC10553,1788,197,119,15,0,6,17,2142
SSC10554,143,4,8,5,0,0,0,160
SSC10555,0,0,0,0,0,0,0,0
SSC10556,144,11,3,0,0,0,0,158
SSC10557,62,3,3,4,0,0,0,72
SSC10558,1840,125,46,16,0,3,3,2033
SSC10559,49,0,0,0,0,0,0,49
SSC10560,30,0,0,0,0,0,0,30
SSC10561,15,0,0,0,0,0,0,15
SSC10562,14,0,3,0,0,0,0,17
SSC10563,51,6,3,0,0,0,0,60
SSC10564,36,3,0,0,0,0,0,39
SSC10565,214,13,13,3,0,3,0,246
SSC10566,0,0,0,0,0,0,0,0
SSC10567,873,84,54,19,0,7,8,1045
SSC10568,5,3,0,0,0,0,0,8
SSC10569,34,4,0,0,0,0,0,38
SSC10570,14,0,0,0,0,0,0,14
SSC10571,605,17,12,0,0,0,0,634
SSC10572,5,0,0,0,0,0,0,5
SSC10573,26,0,0,0,0,0,0,26
SSC10574,1942,85,36,26,0,0,4,2093
SSC10575,825,39,15,8,0,4,0,891
SSC10576,1345,55,41,17,0,0,9,1467
SSC10577,356,18,10,4,0,0,13,401
SSC10578,25,0,7,3,0,0,0,35
SSC10579,51,7,0,3,0,0,0,61
SSC10580,40,7,0,0,0,0,0,47
SSC10581,21,5,0,0,0,0,0,26
SSC10582,22,0,3,0,0,0,0,25
SSC10583,204,9,9,4,3,0,0,229
SSC10584,29,0,0,0,0,0,4,33
SSC10585,394,21,10,3,0,0,0,428
SSC10586,519,30,10,3,0,3,0,565
SSC10587,1151,50,17,5,0,0,0,1223
SSC10588,18,3,0,0,0,0,0,21
SSC10589,23,0,3,0,0,0,0,26
SSC10590,46,3,0,3,0,0,0,52
SSC10591,226,15,6,0,5,0,0,252
SSC10592,49,3,0,0,0,0,0,52
SSC10593,42,3,0,0,0,0,0,45
SSC10594,22,0,0,0,0,0,0,22
SSC10595,122,8,6,3,0,0,3,142
SSC10596,210,21,10,0,0,0,0,241
SSC10597,37,0,0,0,0,0,0,37
SSC10598,29,9,0,0,0,0,0,38
SSC10599,538,49,37,5,5,0,5,639
SSC10600,19,3,0,0,0,0,0,22
SSC10601,15,0,0,0,0,0,0,15
SSC10602,86,3,8,3,0,0,4,104
SSC10603,232,18,15,0,0,0,7,272
SSC10604,226,7,6,9,0,0,10,258
SSC10605,43,5,5,0,0,0,0,53
SSC10606,41,5,4,0,0,0,0,50
SSC10607,31,7,0,0,0,0,0,38
SSC10608,37,5,3,0,0,0,0,45
SSC10609,40,8,0,0,0,0,0,48
SSC10610,468,38,28,6,0,0,4,544
SSC10611,538,54,25,6,3,0,4,630
SSC10612,45,4,0,0,0,0,4,53
SSC10613,328,27,19,0,0,0,3,377
SSC10614,29,0,5,0,0,0,0,34
SSC10615,112,17,16,0,0,0,3,148
SSC10616,8,0,0,0,0,0,0,8
SSC10617,79,15,4,0,0,0,0,98
