region_id,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC10001,709,34,15,11,0,0,0,769
SSC10002,536,44,12,0,0,3,0,595
SSC10003,143,7,9,0,0,0,0,159
SSC10004,220,20,21,5,0,0,0,266
SSC10005,210,28,9,0,0,0,0,247
SSC10006,32,3,0,0,0,0,0,35
SSC10007,408,33,21,7,0,0,0,469
SSC10008,221,26,17,5,0,3,8,280
SSC10009,22,0,0,5,0,0,0,27
SSC10010,599,32,26,7,0,0,0,664
SSC10011,16,0,0,0,0,0,0,16
SSC10012,544,40,21,0,3,0,3,611
SSC10013,628,37,27,5,0,0,0,697
SSC10014,87,5,7,3,0,0,3,105
SSC10015,105,9,7,0,0,0,0,121
SSC10016,205,24,16,7,0,3,4,259
SSC10017,6,3,0,3,0,0,3,15
SSC10018,1635,149,108,23,3,4,9,1931
SSC10019,662,93,56,15,0,0,5,831
SSC10020,352,33,11,5,0,0,3,404
SSC10021,61,6,4,0,0,0,0,71
SSC10022,418,40,8,4,0,0,0,470
SSC10023,577,24,12,0,4,0,0,617
SSC10024,31,3,3,0,0,0,0,37
SSC10025,942,50,20,10,0,0,0,1022
SSC10026,30,3,3,0,0,0,0,36
SSC10027,621,37,12,4,0,0,5,679
SSC10028,15,0,0,0,0,0,3,18
SSC10029,20,3,0,0,0,0,0,23
SSC10030,23,3,4,0,0,0,0,30
SSC10031,45,5,0,4,0,0,0,54
SSC10032,492,36,26,3,0,0,0,557
SSC10033,20,0,0,0,0,0,0,20
SSC10034,706,57,58,14,0,5,11,851
SSC10035,26,4,0,0,0,0,4,34
SSC10036,25,0,4,0,0,0,0,29
SSC10037,15,3,0,0,0,0,0,18
SSC10038,329,46,24,6,0,0,5,410
SSC10039,801,52,20,0,0,0,3,876
SSC10040,200,5,11,3,0,0,0,219
SSC10041,245,17,17,5,0,0,0,284
SSC10042,4,0,0,0,0,0,0,4
SSC10043,43,5,3,0,0,0,0,51
SSC10044,12,5,0,0,0,0,0,17
SSC10045,176,9,8,0,0,0,0,193
SSC10046,126,27,4,0,0,0,0,157
SSC10047,33,6,0,0,0,0,0,39
SSC10048,19,3,3,3,0,0,0,28
SSC10049,101,10,5,4,0,0,0,120
SSC10050,23,4,3,0,0,0,0,30
SSC10051,64,3,6,3,0,0,0,76
SSC10052,36,0,0,0,0,0,0,36
SSC10053,1818,144,86,17,4,4,12,2085
SSC10054,998,49,14,6,0,0,6,1073
SSC10055,0,0,0,0,0,0,0,0
SSC10056,8,3,5,3,0,0,0,19
SSC10057,40,4,0,3,0,0,0,47
SSC10058,1007,42,9,8,0,0,3,1069
SSC10059,485,14,7,4,0,0,0,510
SSC10060,26,4,0,0,0,0,0,30
SSC10061,23,7,3,4,0,0,0,37
SSC10062,311,25,17,11,0,3,4,371
SSC10063,2023,107,35,31,0,3,12,2211
SSC10064,65,9,6,3,0,0,3,86
SSC10065,36,3,3,0,0,0,0,42
SSC10066,276,32,30,5,0,0,3,346
SSC10067,622,46,32,6,0,0,0,706
SSC10068,495,17,13,6,0,0,0,531
SSC10069,79,3,3,0,0,0,3,88
SSC10070,4043,179,74,69,0,5,18,4388
SSC10071,310,13,9,3,0,0,3,338
SSC10072,344,23,10,3,0,0,0,380
SSC10073,1322,109,45,9,0,3,0,1488
SSC10074,538,34,19,3,0,0,0,594
SSC10075,41,4,3,0,0,0,0,48
SSC10076,30,3,0,0,0,0,0,33
SSC10077,54,0,3,0,0,0,0,57
SSC10078,33,3,3,3,0,0,0,42
SSC10079,39,3,3,3,0,0,3,51
SSC10080,43,3,0,3,0,0,0,49
SSC10081,26,7,0,0,0,0,0,33
SSC10082,78,5,4,0,0,0,0,87
SSC10083,40,0,4,0,0,0,0,44
SSC10084,907,57,17,3,0,3,0,987
SSC10085,544,17,8,3,0,0,3,575
SSC10086,660,37,22,4,0,0,7,730
SSC10087,24,0,0,0,0,0,4,28
SSC10088,15,0,3,0,0,0,0,18
SSC10089,391,49,29,3,0,3,0,475
SSC10090,910,56,12,0,0,0,0,978
SSC10091,168,16,6,0,0,0,0,190
SSC10092,80,5,6,0,0,0,0,91
SSC10093,42,3,4,0,0,0,0,49
SSC10094,156,5,3,0,0,4,4,172
SSC10095,28,3,0,3,0,0,0,34
SSC10096,85,3,0,3,0,0,0,91
SSC10097,202,14,12,0,0,0,0,228
SSC10098,41,0,0,0,0,0,0,41
SSC10099,824,51,34,3,0,3,0,915
SSC10100,400,17,11,8,0,0,0,436
SSC10101,0,0,0,0,0,0,0,0
SSC10102,3508,208,95,77,0,6,15,3909
SSC10103,0,0,0,0,0,0,0,0
SSC10104,18,4,3,0,0,0,0,25
SSC10105,34,3,3,0,0,0,0,40
SSC10106,1226,147,89,17,0,4,11,1494
SSC10107,93,9,3,0,0,0,0,105
SSC10108,33,3,0,0,0,0,0,36
SSC10109,59,7,5,0,0,0,3,74
SSC10110,3,0,0,0,0,0,0,3
SSC10111,0,0,0,0,0,0,0,0
SSC10112,678,52,20,12,0,0,0,762
SSC10113,342,12,0,6,0,0,0,360
SSC10114,281,19,9,0,0,0,4,313
SSC10115,75,6,0,0,0,0,3,84
SSC10116,488,39,26,11,0,0,0,564
SSC10117,122,5,5,0,0,0,0,132
SSC10118,21,0,0,3,0,0,0,24
SSC10119,34,3,3,0,0,0,0,40
SSC10120,196,26,19,3,3,3,0,250
SSC10121,135,11,13,0,0,0,4,163
SSC10122,101,14,6,3,0,0,0,124
SSC10123,574,56,40,10,0,3,9,692
SSC10124,67,4,3,0,0,0,0,74
SSC10125,27,3,0,0,0,0,0,30
SSC10126,48,3,0,5,0,0,0,56
SSC10127,25,3,0,0,0,0,0,28
SSC10128,122,16,6,0,0,3,0,147
SSC10129,1008,42,24,14,0,0,0,1088
SSC10130,1113,106,64,8,0,3,3,1297
SSC10131,95,14,7,3,0,0,0,119
SSC10132,52,7,3,0,0,0,0,62
SSC10133,369,33,22,6,0,0,0,430
SSC10134,103,12,15,0,0,0,0,130
SSC10135,5019,221,106,45,0,3,3,5397
SSC10136,37,3,0,3,0,0,3,46
SSC10137,48,3,0,3,0,0,0,54
SSC10138,334,19,13,3,0,0,0,369
SSC10139,1001,49,23,14,0,0,5,1092
SSC10140,77,6,3,0,0,0,0,86
SSC10141,13,0,0,0,0,0,0,13
SSC10142,1367,70,49,12,0,0,4,1502
SSC10143,25,0,0,0,0,0,0,25
SSC10144,25,0,0,0,0,0,0,25
SSC10145,49,0,0,0,0,0,3,52
SSC10146,1354,69,16,12,0,0,0,1451
SSC10147,0,0,0,0,0,0,0,0
SSC10148,36,3,3,0,0,0,0,42
SSC10149,392,41,33,4,0,0,5,475
SSC10150,14,0,0,0,0,0,0,14
SSC10151,799,49,13,5,0,0,0,866
SSC10152,19,0,3,0,0,0,0,22
SSC10153,68,7,7,3,0,0,3,88
SSC10154,1230,50,25,20,0,0,0,1325
SSC10155,279,26,27,12,0,0,5,349
SSC10156,14,4,3,0,0,0,0,21
SSC10157,35,3,3,3,0,3,0,47
SSC10158,11,0,0,0,0,0,0,11
SSC10159,208,24,20,0,4,0,4,260
SSC10160,78,13,4,0,0,3,0,98
SSC10161,17,4,4,0,0,0,0,25
SSC10162,1084,62,35,0,0,0,0,1181
SSC10163,291,48,24,0,0,0,6,369
SSC10164,570,48,28,6,0,0,3,655
SSC10165,695,60,37,7,3,3,4,809
SSC10166,89,15,6,4,0,0,0,114
SSC10167,1470,78,36,24,0,0,0,1608
SSC10168,41,3,3,0,0,0,3,50
SSC10169,1158,61,25,9,0,0,0,1253
SSC10170,41,4,6,0,0,0,0,51
SSC10171,49,3,0,0,0,0,3,55
SSC10172,20,0,0,0,0,0,0,20
SSC10173,49,8,0,0,0,0,0,57
SSC10174,22,0,3,0,0,0,0,25
SSC10175,22,3,0,3,0,0,0,28
SSC10176,64,0,3,0,0,0,0,67
SSC10177,50,3,3,3,0,0,0,59
SSC10178,376,29,13,3,0,0,0,421
SSC10179,14,0,0,0,0,3,0,17
SSC10180,1129,50,27,31,0,3,8,1248
SSC10181,3,0,0,0,0,0,0,3
SSC10182,270,30,21,3,0,0,3,327
SSC10183,15,4,0,0,0,0,0,19
SSC10184,727,64,54,9,0,5,8,867
SSC10185,881,88,64,6,3,0,9,1051
SSC10186,144,6,3,0,3,0,3,159
SSC10187,103,11,7,3,0,0,3,127
SSC10188,708,36,17,0,0,0,3,764
SSC10189,27,0,3,0,0,0,0,30
SSC10190,768,33,27,0,0,0,0,828
SSC10191,50,7,0,0,0,0,0,57
SSC10192,24,0,0,0,0,0,0,24
SSC10193,168,6,11,3,0,0,0,188
SSC10194,84,3,7,0,0,0,0,94
SSC10195,40,3,0,0,0,0,0,43
SSC10196,49,7,3,0,0,0,0,59
SSC10197,227,22,0,5,0,0,0,254
SSC10198,49,4,3,0,0,0,0,56
SSC10199,306,12,8,3,0,0,0,329
SSC10200,1245,48,24,20,0,0,0,1337
SSC10201,53,8,3,0,0,0,0,64
SSC10202,2426,133,56,23,3,3,3,2647
SSC10203,514,20,17,6,0,0,0,557
SSC10204,33,0,0,0,0,0,0,33
SSC10205,30,4,0,0,0,0,0,34
SSC10206,270,31,40,10,4,0,4,359
SSC10207,78,3,3,3,0,0,3,90
SSC10208,26,0,3,0,0,0,0,29
SSC10209,52,3,3,0,0,0,0,58
SSC10210,337,33,18,8,0,0,0,396
SSC10211,90,4,0,0,0,0,0,94
SSC10212,545,29,15,4,0,0,0,593
SSC10213,23,3,3,0,0,0,3,32
SSC10214,40,3,3,0,0,0,0,46
SSC10215,75,6,3,3,0,0,3,90
SSC10216,42,8,0,0,0,0,0,50
SSC10217,20,4,0,0,0,0,0,24
SSC10218,94,5,3,3,0,0,0,105
SSC10219,22,0,3,0,0,0,0,25
SSC10220,76,4,5,0,0,0,0,85
SSC10221,41,3,3,0,0,0,0,47
SSC10222,18,3,0,0,0,0,0,21
SSC10223,50,5,3,0,0,0,4,62
SSC10224,22,3,0,0,0,0,0,25
SSC10225,353,19,9,0,0,0,0,381
SSC10226,145,8,12,0,0,0,0,165
SSC10227,343,18,9,8,0,0,0,378
SSC10228,21,3,6,0,0,0,0,30
SSC10229,20,0,0,0,0,0,0,20
SSC10230,61,5,0,0,0,0,0,66
SSC10231,82,5,4,0,0,3,0,94
SSC10232,46,0,3,3,0,0,0,52
SSC10233,30,5,0,0,0,0,0,35
SSC10234,266,30,19,4,0,0,3,322
SSC10235,410,25,14,0,0,0,6,455
SSC10236,260,23,23,10,4,0,3,323
SSC10237,295,31,20,4,0,0,0,350
SSC10238,24,3,3,0,0,0,0,30
SSC10239,162,6,6,3,0,4,0,181
SSC10240,5208,301,174,92,9,4,19,5807
SSC10241,136,9,10,0,0,0,5,160
SSC10242,409,18,20,15,0,3,0,465
SSC10243,49,5,0,0,0,0,0,54
SSC10244,863,37,24,8,0,3,0,935
SSC10245,23,3,3,0,0,0,0,29
SSC10246,943,76,32,11,0,0,4,1066
SSC10247,71,4,4,0,0,0,0,79
SSC10248,345,22,12,8,0,0,3,390
SSC10249,782,78,66,3,3,0,4,936
SSC10250,50,0,5,0,0,0,0,55
SSC10251,55,13,4,3,0,0,0,75
SSC10252,620,85,69,9,0,3,10,796
SSC10253,12,0,0,0,0,0,0,12
SSC10254,3,0,0,0,0,0,0,3
SSC10255,199,13,9,0,0,0,0,221
SSC10256,547,55,37,7,0,3,3,652
SSC10257,96,6,10,0,0,0,0,112
SSC10258,54,4,3,0,0,0,0,61
SSC10259,41,4,0,0,0,0,0,45
SSC10260,24,0,3,0,0,0,3,30
SSC10261,298,33,18,4,0,0,4,357
SSC10262,83,7,13,6,3,0,4,116
SSC10263,99,13,13,0,0,0,3,128
SSC10264,162,25,13,8,0,0,0,208
SSC10265,140,16,3,3,0,0,0,162
SSC10266,354,20,15,4,0,0,0,393
SSC10267,510,45,41,4,0,0,8,608
SSC10268,105,7,11,0,0,0,0,123
SSC10269,29,3,0,0,0,0,0,32
SSC10270,0,0,0,0,0,0,4,4
SSC10271,42,3,0,0,0,0,0,45
SSC10272,4,0,0,0,0,0,0,4
SSC10273,29,3,0,0,0,0,0,32
SSC10274,38,3,3,0,0,0,0,44
SSC10275,641,37,11,8,0,0,3,700
SSC10276,637,51,10,0,0,0,3,701
SSC10277,597,42,8,3,0,0,0,650
SSC10278,252,32,26,3,0,0,4,317
SSC10279,324,17,5,0,0,0,0,346
SSC10280,298,22,14,3,0,0,3,340
SSC10281,955,54,23,19,4,0,8,1063
SSC10282,1096,49,18,31,0,0,4,1198
SSC10283,260,15,7,6,0,0,3,291
SSC10284,34,4,0,0,0,0,0,38
SSC10285,65,7,4,0,0,0,3,79
SSC10286,14,3,3,0,0,0,0,20
SSC10287,17,0,0,0,0,0,0,17
SSC10288,68,10,10,0,0,0,3,91
SSC10289,19,0,0,0,0,0,0,19
SSC10290,51,3,0,0,0,0,0,54
SSC10291,30,3,3,0,0,0,0,36
SSC10292,95,17,11,0,0,0,0,123
SSC10293,45,5,0,0,0,0,4,54
SSC10294,15,0,0,0,0,0,0,15
SSC10295,9,0,0,0,0,0,0,9
SSC10296,140,7,7,4,0,0,4,162
SSC10297,32,5,4,0,0,0,0,41
SSC10298,12,3,6,3,0,0,0,24
SSC10299,34,0,3,0,0,0,0,37
SSC10300,16,0,3,0,0,0,0,19
SSC10301,55,3,0,0,0,0,0,58
SSC10302,2090,75,42,27,3,0,6,2243
SSC10303,1091,67,41,16,0,0,3,1218
SSC10304,0,0,0,0,0,0,0,0
SSC10305,3,0,0,0,0,0,0,3
SSC10306,186,14,7,5,3,0,3,218
SSC10307,321,23,14,0,0,0,0,358
SSC10308,10,3,3,0,0,0,0,16
SSC10309,229,10,7,3,0,3,0,252
SSC10310,66,4,5,0,0,0,0,75
SSC10311,186,13,11,3,0,0,3,216
SSC10312,119,13,11,0,0,0,6,149
SSC10313,32,3,4,0,0,0,3,42
SSC10314,72,9,5,0,0,0,0,86
SSC10315,659,47,30,3,0,3,3,745
SSC10316,75,8,5,0,0,0,5,93
SSC10317,0,0,0,0,0,0,0,0
SSC10318,130,10,8,3,0,0,0,151
SSC10319,11,3,0,0,0,0,0,14
SSC10320,842,78,60,23,0,0,11,1014
SSC10321,34,4,3,0,0,0,0,41
SSC10322,128,9,9,0,0,0,3,149
SSC10323,98,7,3,0,0,0,0,108
SSC10324,226,19,17,0,0,0,0,262
SSC10325,26,0,3,4,0,0,0,33
SSC10326,66,7,6,0,0,0,0,79
SSC10327,30,0,0,0,0,0,0,30
SSC10328,19,6,0,0,0,0,3,28
SSC10329,309,22,3,0,0,0,3,337
