region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
SSC10064,50,650,337,120,739,1.1,669,2.4
SSC10065,35,1083,557,185,1317,1.1,1104,2.7
SSC10066,31,1300,443,167,908,1.1,770,2.5
SSC10067,36,1800,689,333,1944,1.0,1827,3.0
SSC10068,39,2200,639,400,1910,1.1,1643,2.8
SSC10069,40,1200,570,150,1205,1.1,1048,2.5
SSC10070,29,1800,352,320,957,1.4,968,3.3
SSC10071,40,2167,756,400,2145,1.1,1786,2.7
SSC10072,39,2329,391,300,1244,1.2,1191,3.2
SSC10073,43,3000,752,510,2146,1.1,1810,2.7
SSC10074,40,2167,646,330,1704,1.1,1458,2.8
SSC10075,37,1733,480,165,1403,1.1,1125,2.8
SSC10076,41,1500,557,175,1149,1.1,1375,2.7
SSC10077,47,1473,524,0,1115,1.1,924,2.5
SSC10078,45,1300,434,100,963,1.1,966,2.8
SSC10079,34,1733,413,320,1158,1.2,1172,3.5
SSC10080,41,2000,531,190,1388,1.0,1125,2.7
SSC10081,46,800,436,130,969,1.1,872,2.6
SSC10082,42,1820,481,280,1119,1.1,970,2.5
SSC10083,41,1926,532,313,1241,1.2,1133,2.8
SSC10084,37,2836,903,490,2439,1.2,1912,2.5
SSC10085,40,3987,915,818,2841,1.0,2695,3.1
SSC10086,41,2167,541,290,1642,1.1,1308,2.6
SSC10087,46,2000,395,120,1017,1.1,956,2.7
SSC10088,49,1083,554,160,1075,1.1,1104,2.7
SSC10089,51,1560,414,250,906,1.1,683,2.0
SSC10090,38,3033,1208,485,2868,1.1,2456,2.2
SSC10091,42,3250,1221,465,2833,1.1,2511,2.1
SSC10092,38,1600,573,320,1536,1.1,1359,2.6
SSC10093,42,2117,578,400,1529,1.1,1550,2.7
SSC10094,44,700,455,120,1091,1.1,844,2.4
SSC10095,41,1517,383,190,1037,1.1,870,2.6
SSC10096,47,1733,580,310,1630,1.0,1510,2.7
SSC10097,41,1538,536,420,1231,1.1,1024,2.6
SSC10098,43,1300,424,8,949,1.1,807,2.6
SSC10099,40,2498,765,425,2308,1.0,2171,3.0
SSC10100,38,2500,531,430,1434,1.2,1371,2.9
SSC10101,64,0,733,320,0,1.0,1375,3.0
SSC10102,31,1733,377,330,989,1.4,950,3.0
SSC10103,26,0,350,0,0,0,0,0
SSC10104,43,2080,447,300,1187,1.1,919,2.7
SSC10105,48,2000,580,92,1333,1.1,1350,2.5
SSC10106,47,1894,439,310,1082,1.0,902,2.4
SSC10107,36,2500,763,200,2568,1.1,1129,2.0
SSC10108,45,1950,561,180,1471,1.2,934,2.2
SSC10109,44,726,379,115,790,1.1,651,2.3
SSC10110,57,0,350,85,500,1.1,417,1.4
SSC10111,0,0,0,0,0,0,0,0
SSC10112,35,2271,718,560,2501,1.0,2495,3.6
SSC10113,39,2700,650,420,1803,1.1,1606,2.9
SSC10114,38,2275,568,410,1650,1.2,1415,2.9
SSC10115,41,817,409,80,1093,1.1,803,2.7
SSC10116,37,2100,563,270,1484,1.1,1267,2.8
SSC10117,53,1170,405,135,971,1.1,755,2.2
SSC10118,49,546,347,150,769,1.3,556,2.1
SSC10119,43,867,401,92,780,1.1,648,2.4
SSC10120,34,1517,579,278,1371,1.1,1330,3.0
SSC10121,44,1473,504,190,1127,1.1,958,2.4
SSC10122,52,800,356,120,772,1.1,593,2.1
SSC10123,38,1733,408,230,1092,1.1,943,2.7
SSC10124,43,2167,530,320,1461,1.1,1103,2.5
SSC10125,50,580,544,138,1275,1.2,1208,2.8
SSC10126,53,1500,461,150,1257,1.0,924,2.3
SSC10127,40,1733,604,150,1323,1.1,1261,2.4
SSC10128,45,1387,388,230,980,1.1,884,2.5
SSC10129,36,2004,395,250,1218,1.2,1051,3.0
SSC10130,44,1800,471,270,1273,1.1,938,2.4
SSC10131,49,1410,406,240,907,1.1,742,2.1
SSC10132,49,1733,388,200,788,1.1,584,1.9
SSC10133,35,1408,509,210,1228,1.1,866,2.0
SSC10134,47,965,453,120,1056,1.1,785,2.3
SSC10135,37,2400,710,420,2041,1.1,1872,2.9
SSC10136,48,1858,511,190,1220,1.1,1171,2.3
SSC10137,52,1127,438,210,1019,1.1,758,2.1
SSC10138,53,2800,721,480,2246,1.0,1606,2.4
SSC10139,39,2817,671,575,2048,1.1,1950,3.1
SSC10140,34,3000,1062,500,2402,1.2,2178,2.2
SSC10141,52,2000,490,325,1041,1.2,1031,2.3
SSC10142,34,2817,837,560,2515,1.0,2541,3.6
SSC10143,48,1029,480,25,1264,1.1,1208,2.8
SSC10144,42,1408,480,0,1449,1.1,811,2.8
SSC10145,44,1408,428,250,875,1.1,836,2.5
SSC10146,43,2650,796,500,2663,1.1,2523,3.0
SSC10147,0,0,0,0,0,0,0,0
SSC10148,34,1560,551,240,1515,1.1,1222,2.9
SSC10149,42,1300,451,195,1046,1.1,838,2.4
SSC10150,53,1174,289,130,779,1.1,724,2.1
SSC10151,38,2275,474,320,1311,1.2,1135,2.9
SSC10152,37,1733,877,150,2125,1.1,1812,2.8
SSC10153,39,2260,610,430,1839,1.0,1676,3.1
SSC10154,36,2704,754,600,2675,1.0,2634,3.5
SSC10155,37,1950,392,175,971,1.1,763,2.4
SSC10156,48,1101,361,100,791,1.2,756,2.7
SSC10157,42,433,605,100,1221,1.1,1114,2.4
SSC10158,56,230,641,0,1750,1.0,1392,2.0
SSC10159,35,1551,481,260,1386,1.1,1192,2.8
SSC10160,38,1600,510,260,1395,1.1,1145,2.7
SSC10161,46,1142,337,100,716,1.1,609,2.3
SSC10162,36,3250,1102,508,2857,1.1,2566,2.5
SSC10163,41,1387,441,270,952,1.1,813,2.4
SSC10164,46,2000,479,233,1287,1.1,860,2.3
SSC10165,39,1863,515,255,1419,1.1,1194,2.6
SSC10166,40,1777,443,245,986,1.1,827,2.4
SSC10167,35,1950,413,300,1088,1.3,987,2.8
SSC10168,47,1083,464,140,1388,1.1,863,2.7
SSC10169,43,2817,664,630,2156,1.0,1782,2.9
SSC10170,49,1300,367,180,795,1.1,650,2.4
SSC10171,48,1183,556,100,1166,1.0,953,2.5
SSC10172,54,1750,494,80,1083,1.1,919,2.4
SSC10173,46,997,392,0,959,1.1,785,2.3
SSC10174,52,834,402,0,753,1.0,720,2.2
SSC10175,51,2000,425,218,1075,1.0,877,2.3
SSC10176,33,867,459,80,1375,1.1,971,2.9
SSC10177,45,1950,660,125,1492,1.0,1367,2.9
SSC10178,37,2058,617,350,1718,1.1,1606,3.1
SSC10179,51,2167,464,160,1145,1.0,850,2.3
SSC10180,33,1755,391,300,1069,1.3,1012,3.1
SSC10181,46,1733,700,0,1166,1.3,1375,3.0
SSC10182,40,1517,437,260,1111,1.1,917,2.4
SSC10183,53,2167,534,70,1278,1.0,929,2.4
SSC10184,40,1621,386,170,1112,1.1,885,2.6
SSC10185,36,1800,519,300,1330,1.1,1135,2.7
SSC10186,32,2000,554,300,1524,1.2,1555,3.4
SSC10187,54,1300,384,200,841,1.1,691,2.1
SSC10188,38,2500,742,400,2272,1.1,2091,3.1
SSC10189,48,1387,568,180,1924,1.1,1292,2.4
SSC10190,38,2232,735,430,2045,1.1,1885,3.0
SSC10191,47,1733,466,240,925,1.0,794,2.2
SSC10192,50,1254,462,155,900,1.0,689,2.1
SSC10193,43,1270,549,185,1264,1.1,973,2.4
SSC10194,49,1000,412,130,830,1.0,693,2.1
SSC10195,45,2817,564,230,1725,1.1,1300,2.8
SSC10196,47,2167,614,320,1366,1.1,1204,2.4
SSC10197,52,1800,528,295,1295,1.0,1054,2.3
SSC10198,45,1099,430,110,1166,1.1,749,2.6
SSC10199,40,2500,594,440,1731,1.1,1522,2.9
SSC10200,39,2100,516,380,1476,1.2,1260,2.8
SSC10201,38,1409,540,220,1375,1.0,1281,2.7
SSC10202,37,2167,528,370,1469,1.2,1358,2.9
SSC10203,38,2427,508,325,1423,1.2,1251,2.8
SSC10204,48,867,445,0,875,1.1,715,2.4
SSC10205,44,1083,355,75,1031,1.1,825,2.4
SSC10206,25,1625,340,155,714,1.2,686,3.1
SSC10207,41,2158,610,78,1534,1.1,1258,2.7
SSC10208,49,1000,387,0,869,1.1,739,2.3
SSC10209,43,1733,402,330,949,1.1,880,2.8
SSC10210,39,1863,543,340,1289,1.1,1185,2.6
SSC10211,38,1343,584,100,1474,1.1,1335,2.9
SSC10212,43,3467,775,698,2316,1.0,2152,2.9
SSC10213,43,1300,421,250,1224,1.1,738,2.6
SSC10214,42,1995,613,220,1536,1.0,1375,2.8
SSC10215,46,2167,553,175,1516,1.1,1279,2.6
SSC10216,47,1300,546,185,953,1.1,885,2.2
SSC10217,50,1625,388,0,1071,1.0,637,2.1
SSC10218,56,867,353,130,759,1.1,580,2.1
SSC10219,51,1083,477,185,982,1.1,1021,2.4
SSC10220,40,715,560,20,1242,1.1,1116,2.8
SSC10221,47,1187,553,50,1305,1.0,1135,2.7
SSC10222,41,1200,388,200,1100,1.3,855,2.4
SSC10223,46,975,340,110,743,1.1,535,2.2
SSC10224,35,1125,507,10,1562,1.1,1075,2.7
SSC10225,40,3300,1356,560,3061,1.1,2726,2.4
SSC10226,27,1517,380,290,1149,1.2,914,2.6
SSC10227,37,2000,420,250,1189,1.2,1095,3.1
SSC10228,41,1550,534,0,971,1.1,1343,2.9
SSC10229,43,2025,535,110,1265,1.0,1228,2.5
SSC10230,50,1950,486,260,1087,1.0,906,2.3
SSC10231,42,1800,690,193,2114,1.1,2020,3.2
SSC10232,40,1172,469,100,1281,1.1,936,2.7
SSC10233,49,2167,521,50,1107,1.1,892,2.2
SSC10234,40,1517,472,260,1159,1.1,986,2.5
SSC10235,37,2000,511,275,1476,1.0,1230,2.7
SSC10236,30,1509,380,200,912,1.2,847,3.1
SSC10237,47,1625,529,245,1166,1.1,919,2.2
SSC10238,49,1135,459,193,774,1.2,785,2.5
SSC10239,46,1647,432,230,1069,1.1,742,2.2
SSC10240,33,1907,507,320,1273,1.2,1174,2.9
SSC10241,45,1820,468,250,1145,1.1,898,2.3
SSC10242,32,2240,741,405,2094,1.1,2065,3.5
SSC10243,27,1984,609,320,1571,1.2,1489,3.3
SSC10244,41,2500,691,430,2111,1.1,1903,3.0
SSC10245,43,1517,584,0,1333,1.1,937,2.2
SSC10246,39,2000,655,305,1834,1.1,1540,2.7
SSC10247,37,2600,658,190,1921,1.1,2068,3.6
SSC10248,40,1430,505,175,1318,1.1,1019,2.5
SSC10249,28,1954,688,315,1618,1.1,1460,3.0
SSC10250,36,845,452,0,973,1.1,972,2.8
SSC10251,43,1473,512,270,989,1.1,837,2.2
SSC10252,32,1733,491,300,1191,1.1,1072,2.9
SSC10253,51,1170,372,200,716,1.3,585,2.2
SSC10254,39,0,533,0,774,1.0,700,3.0
SSC10255,44,1733,588,180,1423,1.1,1375,2.9
SSC10256,38,1560,505,300,1149,1.1,1018,2.7
SSC10257,40,1900,533,305,1273,1.1,1129,2.7
SSC10258,42,1400,454,150,1163,1.1,1104,2.6
SSC10259,48,1300,379,120,881,1.1,722,2.4
SSC10260,43,710,365,100,722,1.1,763,2.8
SSC10261,39,1680,504,300,1126,1.1,965,2.5
SSC10262,30,362,338,110,827,1.2,824,3.0
SSC10263,40,867,384,150,1052,1.1,888,2.6
SSC10264,40,1600,388,182,952,1.1,794,2.5
SSC10265,47,1950,556,275,1823,1.0,1553,2.7
SSC10266,36,2100,741,350,2126,1.0,1934,3.0
SSC10267,43,1300,433,200,1006,1.1,812,2.3
SSC10268,45,1083,466,150,997,1.1,887,2.2
SSC10269,45,3000,704,350,2166,1.0,1350,3.0
SSC10270,37,2600,475,0,1899,1.0,700,2.7
SSC10271,42,1950,613,220,1727,1.1,1300,2.8
SSC10272,48,0,1066,0,2250,1.0,2562,2.4
SSC10273,45,1746,377,50,988,1.1,877,2.5
SSC10274,51,1129,369,125,785,1.1,640,2.1
SSC10275,33,2708,948,500,2237,1.2,1782,2.1
SSC10276,33,2687,1050,490,2354,1.2,1856,2.0
SSC10277,35,2800,911,520,2250,1.2,1634,2.1
SSC10278,44,1500,488,280,1172,1.1,982,2.5
SSC10279,43,2600,840,538,2516,1.0,2396,3.0
SSC10280,44,1647,477,320,1133,1.0,980,2.6
SSC10281,34,1857,340,191,1044,1.2,1051,3.4
SSC10282,33,2000,436,370,1395,1.2,1470,3.8
SSC10283,44,1733,481,240,1236,1.1,1117,2.8
SSC10284,47,1587,464,220,1142,1.1,1048,2.6
SSC10285,49,1679,473,290,984,1.1,788,2.1
SSC10286,44,1473,577,72,959,1.2,924,2.5
SSC10287,50,1084,372,210,1020,1.0,823,2.3
SSC10288,40,1517,465,270,1147,1.1,919,2.3
SSC10289,40,1257,633,30,1075,1.1,1666,2.8
SSC10290,43,758,463,46,1199,1.1,960,2.8
SSC10291,51,1517,433,231,1039,1.1,894,2.2
SSC10292,48,1590,419,206,1141,1.1,808,2.4
SSC10293,43,1696,466,160,1149,1.1,888,2.9
SSC10294,42,3692,614,30,1416,1.1,933,2.5
SSC10295,37,1600,450,127,1375,1.1,974,2.6
SSC10296,45,899,473,150,1141,1.1,771,2.3
SSC10297,53,1961,402,170,1208,1.0,1017,2.5
SSC10298,45,1302,372,0,885,1.2,735,2.4
SSC10299,45,2167,570,148,1474,1.1,1312,2.7
SSC10300,52,300,428,70,779,1.1,759,2.2
SSC10301,45,2500,666,92,1639,1.1,1451,2.8
SSC10302,37,2000,438,350,1369,1.1,1381,3.4
SSC10303,37,2513,698,350,1907,1.2,1628,2.8
SSC10304,0,0,0,0,0,0,0,0
SSC10305,38,0,420,0,900,1.0,3250,3.0
SSC10306,34,867,630,100,1298,1.1,1099,2.5
SSC10307,33,1800,737,305,1863,1.0,1694,2.9
SSC10308,35,2100,631,220,1607,1.1,1042,2.8
SSC10309,33,2100,668,340,1596,1.1,1549,3.2
SSC10310,42,1736,706,200,2012,1.2,1750,3.1
SSC10311,35,2000,711,335,1695,1.1,1574,3.0
SSC10312,39,1300,363,130,842,1.1,659,2.4
SSC10313,52,1517,462,100,971,1.2,889,2.2
SSC10314,40,1500,618,70,1384,1.1,1235,2.7
SSC10315,49,2000,560,300,1370,1.0,1051,2.3
SSC10316,44,867,354,180,752,1.1,647,2.5
SSC10317,0,0,0,0,0,0,0,0
SSC10318,42,2600,643,360,1768,1.1,1677,3.0
SSC10319,53,650,465,320,1031,1.1,1021,2.2
SSC10320,35,1733,546,277,1325,1.1,1210,2.8
SSC10321,34,2167,559,350,1312,1.0,1375,2.5
SSC10322,44,1517,486,233,1331,1.1,877,2.3
SSC10323,45,2167,636,250,1827,1.0,1849,3.1
SSC10324,37,1733,569,280,1753,1.1,1602,2.8
SSC10325,44,1603,410,235,984,1.1,914,2.7
SSC10326,40,1487,383,240,911,1.1,851,2.6
SSC10327,39,1733,678,65,1694,1.0,1307,2.5
SSC10328,49,1650,394,0,877,1.1,712,2.2
SSC10329,40,2817,1064,650,2616,1.1,2503,2.4
SSC10330,55,1300,405,310,900,1.1,716,2.2
SSC10331,41,1625,623,215,2150,1.1,1513,2.6
SSC10332,33,542,378,90,780,1.2,783,2.7
SSC10333,44,1421,545,200,1625,1.0,1268,2.4
SSC10334,44,867,366,100,1014,1.1,749,2.7
SSC10335,37,1800,612,250,1603,1.1,1402,2.7
SSC10336,42,1354,471,250,1180,1.1,974,2.7
SSC10337,39,2167,595,360,1398,1.2,1129,2.3
SSC10338,43,1842,545,250,1307,1.1,975,2.4
SSC10339,37,2600,603,340,1605,1.1,1540,3.3
SSC10340,43,2167,719,150,1520,1.1,1512,2.7
SSC10341,34,1800,602,270,1232,1.1,1054,2.2
SSC10342,44,1075,446,185,1007,1.1,763,2.2
SSC10343,52,1083,656,0,1375,1.1,1281,2.2
SSC10344,41,1300,510,170,1149,1.1,1199,2.8
SSC10345,38,1733,396,175,833,1.1,781,2.7
SSC10346,53,867,396,180,1006,1.1,792,2.4
SSC10347,38,1950,596,265,1852,1.1,1537,2.8
SSC10348,48,672,530,300,1024,1.2,1273,2.3
SSC10349,43,953,417,150,994,1.1,789,2.2
SSC10350,37,3467,1069,495,2703,1.1,2318,2.5
SSC10351,43,1647,534,160,1281,1.1,1042,2.6
SSC10352,42,2401,484,165,1596,1.1,900,2.9
SSC10353,45,1000,520,138,1231,1.1,1089,2.8
SSC10354,44,2141,681,290,1797,1.1,1326,2.5
SSC10355,36,2600,727,430,1864,1.2,1451,2.4
SSC10356,56,953,385,150,782,1.1,573,1.9
SSC10357,54,1950,626,30,1489,1.0,1325,2.5
SSC10358,48,1614,476,225,1150,1.1,851,2.3
SSC10359,29,2481,522,280,1874,1.1,1711,3.2
SSC10360,46,1517,386,215,987,1.1,746,2.1
SSC10361,42,1517,494,0,1028,1.0,1010,2.4
SSC10362,40,1300,603,100,1053,1.1,1163,2.9
SSC10363,49,1733,438,270,863,1.1,664,2.0
SSC10364,52,1343,435,200,779,1.2,836,2.5
SSC10365,43,1733,482,250,993,1.1,1113,2.8
SSC10366,42,1300,624,0,1172,1.2,1190,2.7
SSC10367,44,1700,584,170,1399,1.0,1437,2.5
SSC10368,44,1649,439,225,971,1.1,792,2.3
SSC10369,0,0,0,0,0,0,0,0
SSC10370,43,1733,417,250,1019,1.1,838,2.4
SSC10371,48,410,373,0,857,1.1,714,2.2
SSC10372,44,1170,438,115,1017,1.0,888,2.6
SSC10373,48,1257,389,180,948,1.1,788,2.4
SSC10374,43,2200,576,200,1781,1.1,1882,3.1
SSC10375,42,1500,560,280,1425,1.1,1270,2.5
SSC10376,38,2295,600,220,1797,1.1,1463,2.7
SSC10377,46,1517,397,250,820,1.1,866,2.2
SSC10378,41,260,437,75,962,1.1,675,2.8
SSC10379,49,1300,359,48,675,1.3,357,1.9
SSC10380,53,1700,481,250,1072,1.0,871,2.2
SSC10381,43,1000,387,100,850,1.1,675,2.7
SSC10382,46,2000,593,375,1619,1.1,1333,2.6
SSC10383,45,1213,352,119,911,1.2,782,2.6
SSC10384,48,1800,453,0,1187,1.1,857,2.3
SSC10385,37,2275,982,364,2290,1.1,2109,2.8
SSC10386,39,1915,507,0,1375,1.2,1083,2.8
SSC10387,47,800,526,253,1208,1.1,1187,2.5
SSC10388,50,1950,533,150,1843,1.1,1041,2.7
SSC10389,51,984,403,120,944,1.2,807,2.2
SSC10390,43,705,435,50,1375,1.1,700,2.4
SSC10391,44,1582,620,330,1333,1.2,1354,2.5
SSC10392,35,0,280,125,700,1.2,374,3.8
SSC10393,36,1365,561,155,1208,1.1,1107,2.6
SSC10394,44,2550,1073,166,2473,1.1,2290,2.8
SSC10395,45,1755,623,115,1548,1.1,1654,2.8
SSC10396,58,3000,666,300,1672,1.0,1378,2.4
SSC10397,47,1127,460,160,1062,1.1,938,2.3
SSC10398,0,0,0,0,0,0,0,0
SSC10399,41,3033,860,490,2721,1.0,2557,3.1
SSC10400,42,1254,519,210,978,1.0,968,2.7
SSC10401,52,2340,680,275,1531,1.0,1062,2.4
SSC10402,50,1450,441,180,929,1.0,935,2.6
SSC10403,40,433,511,0,1050,1.0,817,2.3
SSC10404,50,1300,406,230,877,1.1,729,2.2
SSC10405,41,1517,450,270,1034,1.1,831,2.6
SSC10406,44,1850,654,100,1666,1.2,1294,2.7
SSC10407,42,1300,477,103,1432,1.1,992,2.7
SSC10408,45,1374,583,200,1568,1.1,1562,2.5
SSC10409,32,2167,437,421,1301,1.3,1185,2.7
SSC10410,42,3250,544,280,1655,1.2,1399,3.0
SSC10411,31,1733,342,185,905,1.2,820,3.1
SSC10412,41,1842,622,275,1601,1.0,1317,2.6
SSC10413,33,1950,643,280,1536,1.1,1399,3.0
SSC10414,43,1257,493,150,1176,1.1,1125,2.8
SSC10415,50,1387,397,150,966,1.1,909,2.4
SSC10416,42,1733,486,380,1086,1.1,871,2.2
SSC10417,40,1517,403,150,746,1.2,712,2.4
SSC10418,44,2250,1026,150,2473,1.1,2442,2.8
SSC10419,45,2900,933,715,2462,1.1,2435,2.6
SSC10420,26,0,297,105,700,1.2,755,3.8
SSC10421,36,1300,325,250,799,1.4,780,3.0
SSC10422,35,1733,334,250,912,1.2,916,3.4
SSC10423,40,2084,663,49,1424,1.1,1328,2.7
SSC10424,50,1793,338,92,777,1.1,607,2.2
SSC10425,31,1607,600,275,1419,1.1,1312,2.7
SSC10426,45,1755,473,50,935,1.1,900,2.7
SSC10427,39,2221,627,310,1892,1.1,1849,3.5
SSC10428,52,1192,414,0,942,1.1,666,2.4
SSC10429,20,0,132,0,0,0,0,0
SSC10430,42,1733,425,283,1009,1.1,889,2.6
SSC10431,53,1083,405,250,856,1.1,724,2.3
SSC10432,42,1476,371,140,956,1.1,749,2.7
SSC10433,43,2400,677,160,1812,1.2,1607,2.5
SSC10434,48,2600,609,155,1714,1.1,1097,3.1
SSC10435,39,1668,589,300,1820,1.0,1602,3.0
SSC10436,33,1930,678,320,1682,1.1,1647,2.9
SSC10437,34,1831,574,300,1388,1.1,1239,2.7
SSC10438,40,2032,578,320,1659,1.1,1188,2.4
SSC10439,48,1733,462,180,1013,1.0,815,2.1
SSC10440,32,2817,926,500,2518,1.0,2462,3.4
SSC10441,37,2000,678,345,1802,1.1,1620,2.8
SSC10442,33,2167,715,420,1909,1.0,1875,3.1
SSC10443,37,2754,1187,480,2749,1.1,2239,2.1
SSC10444,35,1733,484,260,1230,1.1,993,2.4
SSC10445,30,2604,944,493,2581,1.3,1953,1.9
SSC10446,35,1733,389,320,974,1.4,945,2.8
SSC10447,39,3200,745,420,1954,1.1,1738,2.6
SSC10448,44,1250,453,200,1069,1.1,880,2.5
SSC10449,42,1013,359,145,1017,1.2,900,2.7
SSC10450,40,2000,587,180,1452,1.1,1398,2.9
SSC10451,35,1733,342,270,960,1.2,1018,3.4
SSC10452,35,1430,337,250,899,1.3,824,3.1
SSC10453,44,2167,678,138,1980,1.1,1587,2.8
SSC10454,45,2167,650,150,1485,1.1,1294,2.6
SSC10455,45,1083,414,135,1002,1.1,783,2.3
SSC10456,37,2150,527,330,1329,1.3,1229,2.7
SSC10457,61,1300,362,230,718,1.1,519,1.8
SSC10458,42,1517,440,295,1231,1.3,1125,2.9
SSC10459,48,1153,393,100,949,1.1,715,2.1
SSC10460,39,1469,679,260,1495,1.1,1362,2.5
SSC10461,38,455,442,50,850,1.1,776,2.3
SSC10462,39,1563,574,110,1548,1.1,1257,2.7
SSC10463,37,1733,544,280,1348,1.1,1098,2.5
SSC10464,48,1700,489,250,1905,1.1,1389,2.5
SSC10465,38,1650,553,288,1373,1.1,1146,2.6
SSC10466,59,1667,528,195,1187,1.1,872,2.0
SSC10467,40,1560,514,125,1351,1.1,1211,2.6
SSC10468,43,867,643,0,1292,1.1,871,2.5
SSC10469,37,2253,728,350,1800,1.1,1317,2.3
SSC10470,41,2800,683,480,2144,1.1,1803,2.9
SSC10471,40,2200,586,410,1710,1.1,1572,2.9
SSC10472,37,2167,559,360,1419,1.2,1320,2.8
SSC10473,42,1517,430,100,1087,1.2,857,2.7
SSC10474,31,0,350,120,744,1.2,646,2.7
SSC10475,37,1300,360,240,881,1.3,764,2.6
SSC10476,39,0,541,0,843,1.1,812,2.6
SSC10477,33,1733,596,280,1334,1.1,1059,2.2
SSC10478,40,986,359,150,833,1.1,766,2.4
SSC10479,42,971,436,160,1011,1.1,936,2.7
SSC10480,41,3000,586,130,2304,1.1,1352,2.8
SSC10481,37,1600,335,120,849,1.2,609,2.6
SSC10482,47,1711,485,200,1343,1.1,933,2.7
SSC10483,44,2167,965,270,2607,1.0,2598,3.0
SSC10484,40,1300,406,200,938,1.1,757,2.4
SSC10485,41,1127,390,60,906,1.2,846,2.5
SSC10486,44,3500,875,730,2678,1.0,2586,2.9
SSC10487,44,1387,622,165,1637,1.0,1408,2.7
SSC10488,39,2600,721,460,2287,1.1,2059,3.0
SSC10489,34,2171,591,220,1928,1.1,1687,2.9
SSC10490,42,4467,1102,710,2991,1.0,2793,3.0
