region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC10001,0,7,30,21,17,68,3,17,3,166,21,59,66,32,75,68,11,19,0,351,48,79,38,22,59,28,28,11,10,323,64,79,73,23,103,45,17,23,8,435,107,100,105,57,145,54,35,48,11,662,50,50,63,30,46,27,23,45,7,341,15,0,9,0,0,0,6,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,374,384,185,445,290,123,170,39,2315
SSC10002,0,5,5,12,8,23,0,6,0,59,10,37,15,33,41,27,4,6,4,177,125,259,59,48,86,45,5,12,10,649,148,211,46,28,111,48,15,24,6,637,133,184,53,42,88,28,14,17,7,566,95,130,40,14,72,39,8,19,11,428,19,25,6,8,16,9,5,8,3,99,0,0,3,0,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,530,851,227,185,425,219,51,92,44,2624
SSC10003,0,3,11,6,0,16,0,10,0,46,3,3,6,6,7,6,0,3,0,34,6,18,22,5,12,6,3,8,0,80,22,33,22,17,19,10,3,8,3,137,23,28,22,15,25,7,7,8,3,138,8,16,6,9,12,6,3,4,0,64,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,104,89,58,75,51,19,41,6,505
SSC10004,3,3,14,6,3,24,6,15,0,74,6,7,33,13,16,12,12,20,3,122,14,17,57,34,29,24,49,22,6,252,15,21,33,30,30,21,41,34,0,225,10,21,19,20,18,19,36,32,5,180,6,11,20,15,8,14,18,14,4,110,0,3,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,83,179,118,104,114,162,140,18,972
SSC10005,3,0,20,6,0,12,0,16,5,62,5,9,37,4,11,11,15,15,0,107,11,18,50,10,11,11,49,29,6,195,20,21,33,5,25,18,61,28,8,219,12,24,34,15,24,9,49,38,0,205,16,14,17,12,16,4,47,28,3,157,5,3,0,4,3,0,5,12,0,32,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,72,89,194,56,90,65,226,166,22,980
SSC10006,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,3,0,9,12,3,3,0,0,0,0,3,0,21,23,3,3,0,3,3,0,3,0,38,13,3,0,0,3,0,0,3,0,22,26,3,0,0,3,3,0,0,0,35,10,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,15,6,0,9,6,3,15,0,141
SSC10007,0,0,23,15,5,43,7,29,5,127,0,10,31,23,19,16,4,18,0,121,34,64,66,30,31,20,32,35,3,315,53,75,66,29,65,25,52,18,3,386,52,52,56,27,56,22,45,17,3,330,16,20,26,8,23,11,24,19,0,147,0,0,4,0,4,0,4,4,0,16,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,159,221,272,135,203,137,168,140,14,1449
SSC10008,0,0,11,7,6,16,4,16,0,60,6,3,25,13,6,4,8,19,3,87,11,18,57,26,26,23,29,31,8,229,15,14,36,24,26,16,37,36,9,213,13,22,30,24,34,12,56,42,0,233,15,14,17,15,17,8,18,20,0,124,3,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,176,112,115,79,152,164,20,956
SSC10009,0,0,3,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,6,3,6,3,3,3,3,0,5,0,26,5,0,3,0,4,4,3,0,0,19,0,0,3,0,3,3,7,0,0,16,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,21,3,10,13,10,5,0,76
SSC10010,3,6,9,18,6,43,3,14,3,105,16,33,32,27,33,31,4,8,3,187,65,192,63,40,120,29,22,22,6,559,76,153,54,37,109,48,32,24,10,543,64,86,52,34,89,30,43,22,6,426,22,25,31,16,48,20,9,15,3,189,0,3,3,0,0,4,3,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,498,244,172,405,205,116,111,31,2028
