region_id,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC10001,3,12,12,28,31,12,0,0,0,98,5,12,7,10,17,6,3,0,0,60,168,352,323,435,661,340,38,0,0,2317
SSC10002,3,8,24,20,20,22,10,0,0,107,0,6,15,4,9,10,3,4,0,51,60,178,649,637,566,428,100,7,0,2625
SSC10003,0,0,0,3,6,3,0,0,0,12,0,0,0,3,3,0,0,0,0,6,48,32,79,136,137,64,9,0,0,505
SSC10004,6,12,7,12,5,0,0,0,0,42,3,3,3,7,3,3,0,0,0,22,73,122,252,228,180,110,6,0,0,971
SSC10005,3,5,19,6,5,6,0,0,0,44,8,0,7,12,10,4,0,0,0,41,63,107,196,218,203,156,33,6,0,982
SSC10006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,24,36,27,34,12,0,0,140
SSC10007,7,11,21,18,21,0,0,0,0,78,0,0,0,6,4,5,0,0,0,15,126,118,312,385,329,144,27,9,0,1450
SSC10008,3,8,14,10,6,4,3,0,0,48,3,3,5,5,0,0,0,0,0,16,61,87,228,211,231,124,15,0,0,957
SSC10009,3,3,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,7,27,24,21,3,0,0,0,85
SSC10010,6,9,17,21,23,6,4,0,0,86,3,0,10,6,10,4,0,0,0,33,103,187,560,543,426,192,19,0,0,2030
SSC10011,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,18,21,19,16,21,3,0,0,113
SSC10012,10,18,27,19,21,13,0,0,0,108,6,6,5,7,14,6,0,0,0,44,201,314,786,712,608,280,43,3,0,2947
SSC10013,3,10,20,16,15,17,9,0,0,90,5,9,9,11,10,0,0,0,0,44,171,224,441,617,571,381,90,13,0,2508
SSC10014,3,0,0,3,4,3,0,0,0,13,0,0,0,6,0,4,3,0,0,13,15,19,71,89,90,58,12,0,0,354
SSC10015,3,0,0,6,3,3,0,0,0,15,0,3,0,4,0,0,0,0,0,7,32,44,56,111,85,54,18,0,0,400
SSC10016,5,0,8,0,0,0,0,0,0,13,8,7,11,3,6,6,3,0,0,44,70,93,120,141,109,85,9,0,0,627
SSC10017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC10018,29,44,60,79,61,20,3,0,0,296,14,9,17,18,21,12,0,0,0,91,470,580,1317,1575,1505,634,66,6,0,6153
SSC10019,5,25,38,35,33,18,4,0,0,158,0,6,11,10,9,5,3,0,0,44,222,310,593,613,730,437,51,0,0,2956
SSC10020,6,14,14,11,20,8,4,0,0,77,3,3,11,4,6,12,6,3,0,48,166,284,444,461,520,488,88,19,0,2470
SSC10021,0,0,4,0,4,0,0,0,0,8,0,0,0,3,0,3,0,0,0,6,23,17,35,57,83,66,13,3,0,297
SSC10022,4,11,37,31,12,16,0,0,0,111,5,6,37,24,14,6,0,0,0,92,53,406,2029,1364,698,324,53,6,0,4933
SSC10023,6,9,6,6,31,10,3,0,0,71,3,3,7,9,9,6,0,0,0,37,164,303,213,315,611,306,33,0,0,1945
SSC10024,0,0,0,0,0,3,3,0,0,6,0,0,0,3,0,0,0,0,0,3,6,0,11,26,38,32,12,0,3,128
SSC10025,6,12,20,43,26,13,4,3,0,127,5,4,10,19,14,12,0,0,0,64,161,253,419,924,803,488,114,18,0,3180
SSC10026,3,0,3,0,6,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,13,6,25,30,35,33,12,0,0,154
SSC10027,0,11,35,14,28,12,5,0,0,105,0,7,31,14,15,7,4,0,0,78,67,234,879,587,580,329,49,4,0,2729
SSC10028,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,9,0,15,13,13,0,0,0,55
SSC10029,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,9,12,16,18,21,0,0,0,82
SSC10030,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,3,6,6,18,22,23,13,11,0,102
SSC10031,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,7,20,41,72,41,16,0,0,214
SSC10032,7,7,13,20,14,8,3,3,0,75,0,3,8,3,12,4,3,3,3,39,126,113,336,509,605,423,92,12,3,2219
SSC10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,16,24,14,6,3,0,76
SSC10034,9,15,30,22,21,13,0,0,0,110,8,13,21,22,18,7,0,3,0,92,185,364,614,533,708,428,47,3,0,2882
