region_id,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC10011,34,0,0,0,0,34,55,0,0,0,0,55,0,0,0,0,0,0,3,0,0,0,0,3,58,0,0,0,0,58,7,0,0,0,0,7,99,0,0,0,0,99
SSC10012,329,74,134,4,0,541,1126,207,205,7,0,1545,45,12,7,0,0,64,58,7,24,0,0,89,1229,226,236,7,0,1698,61,9,30,0,0,100,1619,309,400,11,0,2339
SSC10013,295,3,25,0,0,323,1423,3,31,0,0,1457,67,0,0,0,0,67,38,0,3,0,0,41,1528,3,34,0,0,1565,47,3,3,0,0,53,1870,9,62,0,0,1941
SSC10014,112,0,8,3,0,123,180,0,4,3,0,187,16,0,0,0,0,16,5,0,0,0,0,5,201,0,4,3,0,208,13,0,3,0,0,16,326,0,15,6,0,347
SSC10015,30,0,0,0,0,30,175,0,0,0,0,175,14,0,0,0,0,14,8,0,0,0,0,8,197,0,0,0,0,197,3,0,0,0,0,3,230,0,0,0,0,230
SSC10016,300,106,33,0,0,439,380,134,8,3,0,525,28,6,3,0,0,37,29,28,0,0,3,60,437,168,11,3,3,622,39,19,3,0,0,61,776,293,47,3,3,1122
SSC10017,25,0,0,0,3,28,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,28,0,0,0,6,34
SSC10018,480,135,33,3,0,651,2760,231,60,11,0,3062,127,12,4,0,0,143,115,25,3,0,0,143,3002,268,67,11,0,3348,82,13,10,0,0,105,3564,416,110,14,0,4104
SSC10019,386,126,27,0,0,539,1434,185,38,3,0,1660,72,12,3,0,0,87,75,17,3,3,0,98,1581,214,44,6,0,1845,57,12,7,3,0,79,2024,352,78,9,0,2463
SSC10020,225,58,169,3,0,455,980,107,218,8,8,1321,54,6,8,0,0,68,50,19,50,0,0,119,1084,132,276,8,8,1508,39,11,24,0,0,74,1348,201,469,11,8,2037
SSC10021,57,0,0,0,0,57,162,0,0,0,0,162,8,0,0,0,0,8,8,0,0,0,0,8,178,0,0,0,0,178,7,0,0,0,0,7,242,0,0,0,0,242
SSC10022,19,104,112,0,5,240,126,940,1595,10,4,2675,3,24,39,0,0,66,4,67,144,0,0,215,133,1031,1778,10,4,2956,7,23,50,0,0,80,159,1158,1940,10,9,3276
SSC10023,53,0,0,0,0,53,807,16,0,0,0,823,15,0,0,0,0,15,10,0,0,0,0,10,832,16,0,0,0,848,26,0,0,0,0,26,911,16,0,0,0,927
SSC10024,24,0,0,0,0,24,84,0,0,0,0,84,4,0,0,0,0,4,4,0,0,0,0,4,92,0,0,0,0,92,3,0,0,0,0,3,119,0,0,0,0,119
SSC10025,219,7,148,0,3,377,1529,46,133,0,6,1714,28,0,12,0,0,40,33,0,9,0,0,42,1590,46,154,0,6,1796,61,3,25,0,0,89,1870,56,327,0,9,2262
SSC10026,15,0,3,0,0,18,82,0,0,0,0,82,7,0,0,0,0,7,4,0,0,0,0,4,93,0,0,0,0,93,9,0,0,0,0,9,117,0,3,0,0,120
SSC10027,59,6,266,0,0,331,261,60,1224,3,0,1548,12,0,38,0,0,50,3,4,51,0,0,58,276,64,1313,3,0,1656,17,4,55,0,0,76,352,74,1634,3,0,2063
SSC10028,15,0,0,0,0,15,32,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,35,0,0,0,0,35,3,0,0,0,0,3,53,0,0,0,0,53
SSC10029,16,0,0,3,0,19,39,0,0,0,0,39,3,0,0,0,0,3,3,0,0,0,0,3,45,0,0,0,0,45,3,0,0,0,0,3,64,0,0,3,0,67
SSC10030,24,0,0,3,0,27,50,0,0,0,0,50,4,0,0,0,0,4,5,0,0,0,0,5,59,0,0,0,0,59,0,0,0,0,0,0,83,0,0,3,0,86
SSC10031,16,0,0,0,0,16,130,0,0,0,0,130,7,0,0,0,0,7,0,0,0,0,0,0,137,0,0,0,0,137,0,0,0,3,0,3,153,0,0,3,0,156
SSC10032,356,77,114,38,0,585,1258,100,120,31,0,1509,50,8,13,3,0,74,39,10,12,0,0,61,1347,118,145,34,0,1644,50,4,14,4,0,72,1753,199,273,76,0,2301
SSC10033,21,0,0,0,0,21,35,0,0,0,0,35,4,0,0,0,0,4,3,0,0,0,0,3,42,0,0,0,0,42,0,0,0,0,0,0,63,0,0,0,0,63
SSC10034,373,38,8,0,0,419,1406,68,41,0,0,1515,46,4,7,0,0,57,70,6,6,0,0,82,1522,78,54,0,0,1654,90,7,6,0,0,103,1985,123,68,0,0,2176
SSC10035,13,0,4,0,0,17,74,0,0,0,0,74,6,0,0,0,0,6,0,0,0,0,0,0,80,0,0,0,0,80,3,0,0,0,0,3,96,0,4,0,0,100
SSC10036,18,9,0,5,0,32,60,28,0,5,0,93,3,3,0,0,0,6,0,4,0,0,0,4,63,35,0,5,0,103,4,0,0,0,0,4,85,44,0,10,0,139
SSC10037,10,3,0,0,0,13,39,10,4,0,0,53,0,0,0,0,0,0,3,0,0,0,0,3,42,10,4,0,0,56,3,0,0,0,0,3,55,13,4,0,0,72
SSC10038,269,22,11,16,0,318,802,98,10,8,0,918,45,3,0,0,0,48,38,16,5,0,0,59,885,117,15,8,0,1025,43,6,0,3,0,52,1197,145,26,27,0,1395
SSC10039,90,145,133,8,0,376,750,1341,662,35,0,2788,13,28,16,0,0,57,27,81,98,4,0,210,790,1450,776,39,0,3055,19,36,26,3,0,84,899,1631,935,50,0,3515
SSC10040,39,0,3,0,0,42,318,0,9,0,0,327,9,0,0,0,0,9,9,0,0,0,0,9,336,0,9,0,0,345,9,0,0,0,0,9,384,0,12,0,0,396
SSC10041,63,0,0,0,0,63,413,0,9,3,0,425,24,0,0,0,0,24,9,0,6,0,0,15,446,0,15,3,0,464,33,0,6,0,0,39,542,0,21,3,0,566
SSC10042,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,18
SSC10043,26,3,0,0,0,29,151,3,0,0,0,154,6,0,0,0,0,6,3,0,0,0,0,3,160,3,0,0,0,163,3,0,0,0,0,3,189,6,0,0,0,195
SSC10044,28,3,0,3,0,34,77,0,0,0,0,77,8,0,0,0,0,8,6,0,0,3,0,9,91,0,0,3,0,94,5,0,0,0,0,5,124,3,0,6,0,133
SSC10045,46,0,0,0,0,46,337,7,0,0,0,344,16,0,0,0,0,16,6,0,0,0,0,6,359,7,0,0,0,366,8,0,0,0,0,8,413,7,0,0,0,420
SSC10046,92,3,0,0,0,95,365,3,6,0,0,374,11,3,0,0,0,14,16,0,0,0,0,16,392,6,6,0,0,404,13,0,0,0,0,13,497,9,6,0,0,512
SSC10047,21,0,0,0,0,21,73,0,0,0,0,73,4,0,0,0,0,4,0,0,0,0,0,0,77,0,0,0,0,77,3,0,0,0,0,3,101,0,0,0,0,101
SSC10048,59,0,3,0,0,62,80,0,3,0,0,83,3,0,3,0,0,6,4,0,0,0,0,4,87,0,6,0,0,93,3,0,3,0,0,6,149,0,12,0,0,161
SSC10049,150,0,43,0,0,193,284,0,28,0,0,312,10,0,0,0,0,10,22,0,0,0,0,22,316,0,28,0,0,344,18,0,4,0,0,22,484,0,75,0,0,559
SSC10050,53,0,0,3,0,56,98,0,0,3,0,101,6,0,0,0,0,6,3,0,0,0,0,3,107,0,0,3,0,110,4,0,0,0,0,4,164,0,0,6,0,170
SSC10051,93,0,7,0,0,100,143,0,0,7,0,150,5,0,0,0,0,5,5,0,0,0,0,5,153,0,0,7,0,160,5,0,0,0,0,5,251,0,7,7,0,265
SSC10052,22,0,0,0,0,22,79,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79,4,0,0,0,0,4,105,0,0,0,0,105
SSC10053,1269,157,288,14,6,1734,4469,266,505,23,5,5268,255,11,31,3,0,300,271,34,79,3,0,387,4995,311,615,29,5,5955,216,22,49,3,0,290,6480,490,952,46,11,7979
SSC10054,335,43,171,5,0,554,1202,180,430,9,0,1821,40,3,15,0,0,58,44,9,40,0,0,93,1286,192,485,9,0,1972,76,7,50,0,0,133,1697,242,706,14,0,2659
SSC10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10056,80,0,0,3,0,83,144,0,0,8,0,152,5,0,0,3,0,8,3,0,0,0,0,3,152,0,0,11,0,163,4,0,0,3,0,7,236,0,0,17,0,253
SSC10057,32,4,0,0,0,36,114,0,0,0,0,114,9,0,0,0,0,9,8,0,0,0,0,8,131,0,0,0,0,131,7,0,0,0,0,7,170,4,0,0,0,174
SSC10058,72,20,265,0,0,357,703,236,1931,5,0,2875,17,8,71,0,0,96,14,4,94,0,0,112,734,248,2096,5,0,3083,18,3,56,0,0,77,824,271,2417,5,0,3517
SSC10059,185,7,0,3,0,195,734,21,5,9,0,769,27,0,0,0,0,27,20,0,0,0,0,20,781,21,5,9,0,816,23,4,0,0,0,27,989,32,5,12,0,1038
SSC10060,24,0,0,0,0,24,104,0,0,0,0,104,4,0,0,0,0,4,0,0,0,0,0,0,108,0,0,0,0,108,3,0,0,0,0,3,135,0,0,0,0,135
SSC10061,27,0,0,0,0,27,72,0,0,0,0,72,4,0,0,0,0,4,4,0,0,3,0,7,80,0,0,3,0,83,3,0,0,0,0,3,110,0,0,3,0,113
SSC10062,236,9,121,0,0,366,458,9,69,0,0,536,32,0,0,0,0,32,26,3,15,0,0,44,516,12,84,0,0,612,54,3,19,0,0,76,806,24,224,0,0,1054
SSC10063,425,99,835,5,0,1364,1634,591,3826,21,4,6076,53,27,151,0,0,231,46,20,214,0,0,280,1733,638,4191,21,4,6587,68,21,170,3,3,265,2226,758,5196,29,7,8216
SSC10064,130,3,3,5,0,141,147,3,3,3,0,156,9,0,0,0,0,9,9,0,3,0,0,12,165,3,6,3,0,177,20,0,0,3,0,23,315,6,9,11,0,341
SSC10065,31,0,0,0,0,31,75,0,0,3,0,78,3,0,0,0,0,3,9,0,0,0,0,9,87,0,0,3,0,90,0,0,0,0,0,0,118,0,0,3,0,121
SSC10066,381,0,83,0,0,464,737,0,95,0,0,832,29,0,3,0,0,32,80,0,19,0,0,99,846,0,117,0,0,963,52,3,19,0,0,74,1279,3,219,0,0,1501
SSC10067,140,7,14,0,0,161,1098,19,50,0,0,1167,36,0,0,0,0,36,25,0,4,0,0,29,1159,19,54,0,0,1232,31,3,3,0,0,37,1330,29,71,0,0,1430
SSC10068,151,22,5,0,0,178,837,89,14,0,0,940,21,0,3,0,0,24,21,5,0,0,0,26,879,94,17,0,0,990,31,3,0,0,0,34,1061,119,22,0,0,1202
SSC10069,64,13,0,0,0,77,138,27,0,4,0,169,15,3,0,0,0,18,11,0,0,0,0,11,164,30,0,4,0,198,7,0,0,0,0,7,235,43,0,4,0,282
SSC10070,994,151,753,9,0,1907,3083,643,2593,14,11,6344,118,14,112,0,0,244,107,31,164,3,0,305,3308,688,2869,17,11,6893,242,40,260,3,0,545,4544,879,3882,29,11,9345
SSC10071,71,10,8,0,0,89,582,73,27,0,3,685,20,0,3,0,0,23,17,7,5,0,0,29,619,80,35,0,3,737,15,3,0,3,0,21,705,93,43,3,3,847
SSC10072,222,0,0,0,0,222,513,0,4,4,0,521,27,0,0,0,0,27,15,0,0,0,0,15,555,0,4,4,0,563,29,5,0,0,0,34,806,5,4,4,0,819
SSC10073,217,31,112,0,0,360,2582,190,250,6,0,3028,64,9,23,0,0,96,44,5,26,0,0,75,2690,204,299,6,0,3199,72,10,23,3,0,108,2979,245,434,9,0,3667
SSC10074,104,9,8,53,0,174,1020,68,40,38,0,1166,36,6,3,3,0,48,34,5,4,4,0,47,1090,79,47,45,0,1261,37,3,0,3,0,43,1231,91,55,101,0,1478
SSC10075,25,0,0,0,0,25,83,0,0,0,0,83,5,0,0,0,0,5,4,0,0,0,0,4,92,0,0,0,0,92,3,0,3,0,0,6,120,0,3,0,0,123
SSC10076,12,0,4,0,0,16,61,0,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,64,0,0,0,0,64,3,0,0,0,0,3,79,0,4,0,0,83
SSC10077,50,0,0,0,0,50,117,0,0,0,0,117,10,0,0,0,0,10,11,0,0,0,0,11,138,0,0,0,0,138,6,0,0,0,0,6,194,0,0,0,0,194
SSC10078,21,0,0,0,0,21,60,0,0,3,0,63,3,0,0,0,0,3,5,0,0,0,0,5,68,0,0,3,0,71,3,0,0,0,0,3,92,0,0,3,0,95
SSC10079,21,0,0,0,0,21,87,0,0,0,0,87,3,0,0,0,0,3,4,0,0,0,0,4,94,0,0,0,0,94,6,0,0,0,0,6,121,0,0,0,0,121
SSC10080,32,0,0,0,0,32,97,0,0,0,0,97,5,0,0,0,0,5,5,0,0,0,0,5,107,0,0,0,0,107,4,0,0,0,0,4,143,0,0,0,0,143
SSC10081,35,0,0,0,0,35,70,0,0,0,0,70,0,0,0,4,0,4,6,0,0,0,0,6,76,0,0,4,0,80,4,0,0,0,0,4,115,0,0,4,0,119
SSC10082,57,0,0,0,0,57,211,3,0,0,0,214,8,0,0,0,0,8,15,0,0,3,0,18,234,3,0,3,0,240,9,0,0,0,0,9,300,3,0,3,0,306
SSC10083,13,0,0,0,0,13,74,0,0,0,0,74,3,0,0,0,0,3,4,0,0,0,0,4,81,0,0,0,0,81,4,0,0,0,0,4,98,0,0,0,0,98
SSC10084,90,72,166,3,0,331,914,413,953,4,4,2288,21,11,39,3,0,74,11,23,70,3,0,107,946,447,1062,10,4,2469,35,13,37,0,0,85,1071,532,1265,13,4,2885
SSC10085,85,7,0,0,0,92,863,9,3,5,0,880,15,0,0,0,0,15,8,0,0,0,0,8,886,9,3,5,0,903,26,0,0,3,0,29,997,16,3,8,0,1024
SSC10086,284,129,21,0,0,434,1073,270,25,0,3,1371,59,22,3,0,0,84,32,20,4,0,0,56,1164,312,32,0,3,1511,50,15,0,0,0,65,1498,456,53,0,3,2010
SSC10087,17,0,0,0,0,17,49,0,0,0,0,49,6,0,0,0,0,6,4,0,0,0,0,4,59,0,0,0,0,59,4,0,0,0,0,4,80,0,0,0,0,80
SSC10088,17,0,0,0,0,17,43,0,0,0,0,43,3,0,0,0,0,3,3,0,0,0,0,3,49,0,0,0,0,49,3,0,0,0,0,3,69,0,0,0,0,69
SSC10089,598,293,451,4,0,1346,1047,429,346,9,4,1835,49,25,33,0,0,107,57,40,38,0,0,135,1153,494,417,9,4,2077,92,26,54,0,0,172,1843,813,922,13,4,3595
SSC10090,109,119,266,3,0,497,1025,1288,894,52,3,3262,20,39,39,0,0,98,41,55,124,11,0,231,1086,1382,1057,63,3,3591,19,38,45,4,0,106,1214,1539,1368,70,3,4194
SSC10091,14,18,58,0,0,90,176,245,235,6,0,662,3,3,9,0,0,15,4,10,27,0,0,41,183,258,271,6,0,718,8,0,10,0,0,18,205,276,339,6,0,826
SSC10092,47,0,0,0,0,47,199,0,0,0,0,199,7,0,0,0,0,7,7,0,0,0,0,7,213,0,0,0,0,213,3,0,0,0,0,3,263,0,0,0,0,263
SSC10093,17,0,0,0,0,17,93,0,0,0,0,93,12,0,0,0,0,12,0,0,0,0,0,0,105,0,0,0,0,105,4,0,0,0,0,4,126,0,0,0,0,126
SSC10094,185,7,8,3,0,203,315,0,6,7,0,328,13,0,0,0,0,13,20,3,3,0,0,26,348,3,9,7,0,367,17,6,3,3,0,29,550,16,20,13,0,599
SSC10095,24,0,0,0,0,24,55,0,0,0,0,55,7,0,0,0,0,7,6,0,0,0,0,6,68,0,0,0,0,68,0,0,0,0,0,0,92,0,0,0,0,92
SSC10096,29,0,0,0,4,33,192,0,0,0,8,200,12,0,0,0,0,12,6,0,0,0,0,6,210,0,0,0,8,218,6,0,0,0,0,6,245,0,0,0,12,257
SSC10097,77,0,10,0,0,87,531,7,13,0,0,551,16,0,0,0,0,16,18,0,3,0,0,21,565,7,16,0,0,588,17,0,0,0,0,17,659,7,26,0,0,692
SSC10098,27,0,0,0,0,27,77,0,0,0,0,77,5,0,0,0,0,5,4,0,0,0,0,4,86,0,0,0,0,86,3,0,0,0,0,3,116,0,0,0,0,116
SSC10099,130,22,36,0,0,188,1360,118,29,0,0,1507,30,5,5,0,0,40,17,4,0,0,0,21,1407,127,34,0,0,1568,34,0,3,0,0,37,1571,149,73,0,0,1793
SSC10100,208,7,6,0,0,221,633,23,48,4,0,708,24,0,3,0,0,27,27,4,0,0,0,31,684,27,51,4,0,766,35,4,0,0,0,39,927,38,57,4,0,1026
SSC10101,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC10102,765,204,1071,5,0,2045,2103,756,3302,15,6,6182,78,23,137,0,0,238,91,32,211,0,0,334,2272,811,3650,15,6,6754,163,52,259,0,0,474,3200,1067,4980,20,6,9273
SSC10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10104,16,0,0,0,0,16,48,0,0,0,0,48,3,0,0,0,0,3,3,0,0,0,0,3,54,0,0,0,0,54,3,0,0,0,0,3,73,0,0,0,0,73
SSC10105,27,0,0,0,0,27,83,0,0,0,0,83,0,0,0,0,0,0,5,0,0,0,0,5,88,0,0,0,0,88,4,0,0,0,0,4,119,0,0,0,0,119
SSC10106,780,570,95,3,0,1448,2959,816,132,0,0,3907,141,61,8,0,0,210,109,55,9,0,0,173,3209,932,149,0,0,4290,132,72,22,0,0,226,4121,1574,266,3,0,5964
SSC10107,23,11,112,0,0,146,161,38,110,0,0,309,3,3,5,0,0,11,3,6,17,0,0,26,167,47,132,0,0,346,3,4,21,0,0,28,193,62,265,0,0,520
SSC10108,26,4,4,0,0,34,89,9,0,0,0,98,6,0,0,0,3,9,3,3,0,0,0,6,98,12,0,0,3,113,3,0,0,0,0,3,127,16,4,0,3,150
SSC10109,104,3,5,11,0,123,126,3,3,0,0,132,7,0,0,0,0,7,13,0,0,0,0,13,146,3,3,0,0,152,30,0,0,0,0,30,280,6,8,11,0,305
SSC10110,0,21,0,0,0,21,0,17,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,3,0,20,0,0,0,20,0,3,3,0,0,6,0,44,3,0,0,47
SSC10111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10112,38,8,0,0,0,46,946,61,9,0,0,1016,15,0,0,0,0,15,11,6,0,0,0,17,972,67,9,0,0,1048,26,3,0,0,0,29,1036,78,9,0,0,1123
SSC10113,131,4,9,4,0,148,481,46,21,12,0,560,20,0,0,0,0,20,9,3,4,0,0,16,510,49,25,12,0,596,16,0,3,0,0,19,657,53,37,16,0,763
SSC10114,100,46,7,0,0,153,395,114,33,0,0,542,3,3,6,0,0,12,10,4,0,0,0,14,408,121,39,0,0,568,24,8,0,0,0,32,532,175,46,0,0,753
SSC10115,70,0,4,0,0,74,138,4,0,0,0,142,6,0,0,0,0,6,11,0,0,0,0,11,155,4,0,0,0,159,6,0,0,0,0,6,231,4,4,0,0,239
SSC10116,206,47,3,19,0,275,930,59,3,3,0,995,37,3,0,0,0,40,31,3,0,4,0,38,998,65,3,7,0,1073,50,7,0,3,0,60,1254,119,6,29,0,1408
SSC10117,197,5,35,3,0,240,290,5,21,10,3,329,25,0,0,0,0,25,3,0,3,3,0,9,318,5,24,13,3,363,14,0,5,3,0,22,529,10,64,19,3,625
SSC10118,39,0,0,0,0,39,87,0,0,3,0,90,11,0,0,0,0,11,5,0,0,0,0,5,103,0,0,3,0,106,3,0,0,0,0,3,145,0,0,3,0,148
SSC10119,48,0,0,0,0,48,82,0,3,3,0,88,5,0,0,0,0,5,4,0,0,0,0,4,91,0,3,3,0,97,9,0,0,0,0,9,148,0,3,3,0,154
SSC10120,107,0,0,0,0,107,435,0,0,0,0,435,15,0,0,0,0,15,24,0,0,0,0,24,474,0,0,0,0,474,14,0,0,0,0,14,595,0,0,0,0,595
SSC10121,98,14,15,4,0,131,350,25,15,4,0,394,13,3,3,0,0,19,13,4,4,0,0,21,376,32,22,4,0,434,13,3,3,0,0,19,487,49,40,8,0,584
SSC10122,275,0,12,10,0,297,314,0,4,7,0,325,12,0,0,3,0,15,15,0,0,0,0,15,341,0,4,10,0,355,30,0,0,0,0,30,646,0,16,20,0,682
SSC10123,484,55,27,0,0,566,1216,85,29,3,0,1333,71,0,3,0,0,74,61,7,4,0,0,72,1348,92,36,3,0,1479,79,5,8,0,0,92,1911,152,71,3,0,2137
SSC10124,24,0,8,27,0,59,111,6,16,14,0,147,8,0,0,0,0,8,5,0,0,0,0,5,124,6,16,14,0,160,8,0,0,3,0,11,156,6,24,44,0,230
SSC10125,11,0,0,0,0,11,72,0,0,0,0,72,0,0,0,0,0,0,5,0,0,0,0,5,77,0,0,0,0,77,5,0,0,0,0,5,93,0,0,0,0,93
SSC10126,51,0,0,0,0,51,135,0,0,0,0,135,8,0,0,0,0,8,7,0,0,0,0,7,150,0,0,0,0,150,3,0,0,0,0,3,204,0,0,0,0,204
SSC10127,19,0,0,0,0,19,68,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,0,0,71,5,0,0,0,0,5,92,3,0,0,0,95
SSC10128,112,0,0,0,10,122,346,3,0,0,3,352,15,0,0,0,0,15,10,0,0,0,0,10,371,3,0,0,3,377,19,0,0,0,3,22,502,3,0,0,16,521
SSC10129,440,100,80,16,4,640,1320,244,61,13,0,1638,45,14,4,0,0,63,37,10,8,3,0,58,1402,268,73,16,0,1759,86,36,31,8,0,161,1928,404,184,40,4,2560
SSC10130,683,157,325,3,0,1168,2529,218,117,3,0,2867,102,10,9,0,0,121,116,14,10,0,0,140,2747,242,136,3,0,3128,134,10,60,0,0,204,3564,409,521,6,0,4500
SSC10131,117,46,23,14,0,200,296,45,46,7,0,394,23,3,3,3,0,32,15,7,3,0,0,25,334,55,52,10,0,451,23,6,6,0,0,35,474,107,81,24,0,686
SSC10132,120,47,97,3,0,267,145,58,90,4,0,297,15,3,8,0,0,26,18,7,10,3,0,38,178,68,108,7,0,361,11,5,17,4,0,37,309,120,222,14,0,665
SSC10133,385,150,302,3,0,840,973,298,363,5,7,1646,51,5,21,0,3,80,91,30,68,0,0,189,1115,333,452,5,10,1915,50,19,31,3,0,103,1550,502,785,11,10,2858
SSC10134,197,0,0,7,0,204,281,0,0,3,0,284,30,0,0,0,0,30,23,0,3,0,0,26,334,0,3,3,0,340,28,0,0,3,15,46,559,0,3,13,15,590
