region_id,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC10001,15,0,15,12,3,15,3,13,16,4,10,14,39,9,48,51,10,61,50,7,57,68,4,72,82,5,87,133,11,144,148,3,151,122,7,129,84,0,84,58,0,58,89,0,89,106,0,106,22,5,27,1086,87,1173
SSC10002,17,18,35,14,12,26,5,56,61,13,117,130,91,61,152,64,45,109,76,28,104,79,51,130,64,50,114,118,83,201,132,17,149,167,88,255,131,6,137,83,11,94,200,13,213,143,17,160,19,23,42,1416,696,2112
SSC10003,7,0,7,0,3,3,0,4,4,0,10,10,11,8,19,14,7,21,20,3,23,10,3,13,10,7,17,34,6,40,40,0,40,35,3,38,26,0,26,11,0,11,7,0,7,28,3,31,3,3,6,256,60,316
SSC10004,4,8,12,5,11,16,0,24,24,22,58,80,73,35,108,74,30,104,58,23,81,58,21,79,50,13,63,85,9,94,53,0,53,32,13,45,30,0,30,8,0,8,7,0,7,65,5,70,10,19,29,634,269,903
SSC10005,0,4,4,4,5,9,3,10,13,8,49,57,49,27,76,41,25,66,32,19,51,34,19,53,46,16,62,90,18,108,52,3,55,74,15,89,43,6,49,10,0,10,16,3,19,43,0,43,12,14,26,557,233,790
SSC10006,0,0,0,3,0,3,4,0,4,0,3,3,5,3,8,9,3,12,8,3,11,8,0,8,7,0,7,14,0,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,3,3,70,15,85
SSC10007,7,3,10,3,3,6,0,5,5,8,16,24,45,12,57,24,14,38,38,7,45,32,13,45,47,4,51,111,10,121,103,0,103,122,12,134,72,0,72,39,3,42,31,0,31,76,4,80,10,3,13,768,109,877
SSC10008,3,3,6,4,4,8,5,15,20,15,79,94,60,14,74,82,32,114,51,5,56,58,12,70,40,7,47,85,16,101,62,0,62,53,8,61,27,0,27,9,0,9,5,0,5,62,4,66,11,16,27,632,215,847
SSC10009,0,0,0,0,0,0,0,4,4,0,5,5,8,0,8,8,3,11,4,0,4,3,0,3,3,3,6,9,0,9,4,0,4,5,0,5,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,55,15,70
SSC10010,0,3,3,4,0,4,0,9,9,7,7,14,25,7,32,19,4,23,38,5,43,52,15,67,61,10,71,133,19,152,172,0,172,159,14,173,105,4,109,49,0,49,61,0,61,84,0,84,7,5,12,976,102,1078
SSC10011,0,0,0,0,0,0,0,7,7,0,11,11,9,0,9,10,9,19,10,0,10,3,0,3,3,0,3,6,5,11,3,0,3,5,0,5,3,0,3,0,0,0,0,0,0,5,4,9,3,3,6,60,39,99
SSC10012,0,16,16,10,14,24,7,70,77,21,177,198,117,120,237,97,91,188,90,70,160,109,69,178,106,64,170,195,96,291,194,13,207,130,27,157,124,3,127,32,0,32,47,0,47,136,32,168,22,40,62,1437,902,2339
SSC10013,3,3,6,13,11,24,4,38,42,10,77,87,104,53,157,120,49,169,114,39,153,98,41,139,96,23,119,201,37,238,172,0,172,170,23,193,134,0,134,68,0,68,52,0,52,148,7,155,15,17,32,1522,418,1940
SSC10014,0,5,5,7,3,10,0,17,17,6,39,45,31,15,46,21,7,28,29,9,38,23,3,26,19,3,22,33,4,37,20,0,20,12,3,15,5,0,5,3,0,3,0,0,0,19,0,19,4,5,9,232,113,345
SSC10015,0,0,0,3,0,3,0,5,5,5,3,8,9,3,12,13,6,19,13,0,13,15,3,18,20,0,20,28,3,31,29,0,29,21,3,24,12,3,15,4,0,4,15,0,15,16,0,16,0,0,0,203,29,232
SSC10016,9,7,16,16,19,35,39,58,97,83,109,192,159,24,183,121,12,133,62,10,72,72,3,75,32,5,37,49,0,49,31,0,31,15,3,18,3,0,3,4,0,4,3,0,3,102,3,105,47,21,68,847,274,1121
