region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC10001,9,6,3,0,18,7,4,4,0,15,0,0,0,0,0,3,0,3,0,6,24,4,17,0,45,15,27,11,3,56,18,28,20,3,69,16,46,11,3,76,15,52,11,4,82,27,97,16,0,140,19,122,8,3,152,17,93,8,0,118,9,76,3,0,88,6,47,0,0,53,11,69,4,0,84,10,81,11,3,105,6,16,0,0,22,212,768,130,19,1129
SSC10002,10,4,0,0,14,11,3,3,0,17,0,0,6,0,6,5,3,6,0,14,68,9,26,0,103,36,13,16,5,70,41,22,14,0,77,29,29,24,3,85,33,17,17,3,70,48,51,18,3,120,60,60,14,3,137,56,88,22,3,169,60,64,4,0,128,34,46,4,3,87,77,107,0,3,187,46,69,23,3,141,11,10,3,0,24,625,595,200,29,1449
SSC10003,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,8,0,14,4,3,7,0,14,8,5,3,0,16,6,5,0,0,11,5,9,0,0,14,3,25,7,0,35,10,29,0,0,39,4,23,5,0,32,7,19,0,0,26,0,9,0,0,9,0,9,0,0,9,0,24,4,0,28,6,0,0,0,6,62,160,38,0,260
SSC10004,0,3,0,0,3,3,0,3,0,6,0,0,5,0,5,5,0,19,0,24,50,4,25,0,79,26,22,33,0,81,16,22,24,0,62,17,28,15,0,60,15,28,6,0,49,16,48,11,0,75,28,23,0,0,51,8,22,4,0,34,5,20,3,0,28,0,9,0,0,9,0,5,0,0,5,24,35,9,0,68,5,0,0,0,5,218,269,157,0,644
SSC10005,0,0,0,0,0,8,0,0,0,8,0,0,4,0,4,3,0,11,0,14,39,6,7,3,55,20,9,17,0,46,16,5,10,0,31,13,14,8,0,35,15,30,3,0,48,35,39,10,0,84,21,30,3,0,54,19,46,5,0,70,14,26,0,0,40,3,5,0,0,8,3,11,0,0,14,18,19,4,0,41,4,8,3,0,15,231,248,85,3,567
SSC10006,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,4,3,3,13,3,3,0,0,6,3,4,0,0,7,0,6,0,0,6,6,5,0,0,11,3,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,28,33,3,3,67
SSC10007,3,3,0,0,6,0,0,0,0,0,3,0,6,0,9,5,0,5,0,10,24,0,22,3,49,17,3,13,0,33,21,10,8,4,43,14,19,7,0,40,11,37,0,0,48,37,70,8,0,115,23,71,5,0,99,18,93,7,0,118,18,50,3,0,71,8,28,0,0,36,5,22,0,0,27,11,56,7,0,74,3,9,3,0,15,221,471,94,7,793
SSC10008,3,0,0,0,3,4,3,0,0,7,0,0,7,0,7,3,3,16,5,27,36,7,26,0,69,47,14,25,4,90,24,12,10,0,46,9,33,15,4,61,14,24,3,0,41,26,55,4,0,85,21,38,0,0,59,14,34,3,0,51,9,12,5,0,26,0,4,0,0,4,0,5,0,0,5,10,33,13,3,59,7,3,4,0,14,227,280,131,16,654
SSC10009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,0,7,3,0,3,0,6,0,0,0,0,0,3,5,0,0,8,3,5,0,0,8,0,5,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,6,0,0,3,0,3,16,26,12,0,54
SSC10010,3,0,3,3,9,3,3,0,0,6,0,3,3,0,6,0,0,6,0,6,16,8,10,0,34,17,5,8,0,30,16,19,10,3,48,12,29,17,0,58,15,45,10,0,70,21,94,19,0,134,46,123,4,3,176,24,111,12,3,150,20,82,5,0,107,14,36,0,0,50,3,49,0,0,52,9,55,12,0,76,0,3,0,0,3,219,665,119,12,1015
SSC10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,6,0,3,0,9,3,3,0,0,6,0,0,0,0,0,4,0,0,0,4,3,4,0,0,7,3,3,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,12,3,0,0,0,3,37,16,6,0,59
SSC10012,3,0,3,0,6,6,0,3,0,9,0,0,10,0,10,6,0,16,0,22,73,4,49,0,126,43,12,45,11,111,34,19,31,5,89,33,48,32,0,113,45,37,13,5,100,72,91,30,5,198,75,99,8,0,182,31,90,8,0,129,42,79,0,0,121,13,23,0,0,36,9,31,0,0,40,28,74,32,0,134,10,4,10,0,24,523,611,290,26,1450
SSC10013,3,4,0,0,7,9,4,3,0,16,0,0,3,0,3,3,3,7,0,13,87,3,15,3,108,82,13,30,5,130,90,17,8,4,119,47,22,27,0,96,46,36,16,4,102,69,105,26,0,200,56,95,15,3,169,47,120,4,0,171,37,92,6,0,135,23,41,0,0,64,8,38,0,0,46,30,97,17,0,144,9,6,4,0,19,646,696,181,19,1542
SSC10014,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,3,0,6,0,9,27,0,4,0,31,13,3,7,0,23,13,11,4,0,28,4,13,5,0,22,8,12,0,0,20,8,26,0,0,34,11,11,0,0,22,0,8,0,0,8,3,3,0,0,6,0,3,0,0,3,0,0,0,0,0,5,11,0,0,16,4,0,0,0,4,102,104,29,0,235
SSC10015,3,3,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,5,0,5,6,0,4,0,10,7,3,5,0,15,3,3,3,0,9,5,10,0,0,15,3,13,3,0,19,5,19,0,3,27,3,22,3,3,31,10,13,0,0,23,5,5,0,0,10,0,5,0,0,5,3,11,0,0,14,5,11,0,0,16,0,3,0,0,3,58,121,26,6,211
SSC10016,0,3,9,0,12,3,0,14,0,17,0,5,35,3,43,0,7,79,3,89,50,21,103,3,177,13,46,70,4,133,9,19,35,0,63,3,36,31,0,70,5,13,13,0,31,5,24,12,0,41,5,16,5,0,26,0,6,7,0,13,0,4,0,0,4,0,4,0,0,4,4,3,0,0,7,7,40,51,3,101,3,10,32,3,48,107,257,496,19,879
SSC10017,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,3,3,0,6,3,3,0,0,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,18,6,0,30
SSC10018,11,3,3,0,17,14,9,0,0,23,0,3,13,0,16,14,5,38,0,57,191,23,85,3,302,98,43,96,3,240,101,61,72,3,237,74,161,40,3,278,86,178,29,3,296,164,392,48,6,610,138,307,26,0,471,64,236,9,0,309,44,164,3,0,211,8,42,3,3,56,9,54,3,0,66,48,227,49,3,327,28,22,15,0,65,1092,1930,532,27,3581
SSC10019,11,7,0,0,18,13,3,7,0,23,3,3,15,0,21,0,0,34,0,34,157,8,103,0,268,90,34,62,6,192,68,53,47,0,168,51,72,39,7,169,63,97,16,0,176,72,166,32,0,270,53,120,8,0,181,18,92,5,0,115,9,31,6,0,46,3,23,3,0,29,0,20,0,0,20,44,81,40,3,168,15,23,12,0,50,670,833,429,16,1948
